rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",1,1,29,"396792"
2,"spotify:track:54bFM56PmE4YLRnqpW6Tha","Billie Eilish","Therefore I Am","Darkroom/Interscope Records",1,2,9,"363137"
3,"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",1,3,101,"325716"
4,"spotify:track:7hxHWCCAIIxFLCzvDgnQHX","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. NAV)","Internet Money Records / TenThousand Projects",2,4,98,"314349"
5,"spotify:track:5JqZ3oqF00jkT81foAFvqg","Miley Cyrus, Dua Lipa","Prisoner (feat. Dua Lipa)","RCA Records Label",5,-1,1,"297286"
6,"spotify:track:1tkg4EHVoqnhR6iFEXb60y","Pop Smoke","What You Know Bout Love","Victor Victor Worldwide",4,5,133,"281900"
7,"spotify:track:6cx06DFPPHchuUAcTxznu9","Joel Corry, MNEK","Head & Heart (feat. MNEK)","Atlantic Records UK",1,6,141,"273744"
8,"spotify:track:0osdzA0D159EUmBcrwMcB4","Wes Nelson, Hardy Caprio","See Nobody","EMI",5,7,64,"255569"
9,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",1,17,194,"231024"
10,"spotify:track:76Tuo484SLohJakHLnGI3B","Little Mix","Sweet Melody","RCA Records Label",6,9,29,"224185"
11,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",7,8,126,"223161"
12,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","Wham!","Last Christmas","Epic",1,21,181,"209989"
13,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",1,12,106,"205927"
14,"spotify:track:6Im9k8u9iIzKMrmV7BWtlF","Ariana Grande","34+35","Republic Records",2,10,22,"204903"
