Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,TED,Previous TED,TED_Change,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2017-03-17,-0.1652054,90.26000000000002,0.0,1.1880000000000002,0.69,1.02,-1.37,1.12,0.94,-0.64,1.34,0.78,0.23,0.77,0.97,-1.2,1.08,0.18,0.29,0.76,0.68,-0.5,1.97,-0.03,-0.34,-22.02,6.86,70.59,11.28,11.28,0.43,0.4,0.0299999999999999,0.5436872478986875,0.5464701296827986,-0.0027828817841111,-0.43,-2.36,-2.3,4.55,2.12,-1.56,-0.23,4.05,-1.18,1.2,5.88,-8.52,1.34,2.34,-4.36,0
2017-03-24,0.0634952,-32.44,0.0,-6.76,-0.09,1.37,0.17,0.1,2.01,1.31,0.2,0.89,1.81,-0.04,1.46,0.38,0.37,0.93,0.91,-0.0,0.28,-0.02,2.56,-1.0,-0.52,70.1,-14.91,-23.64,12.96,12.96,0.38,0.39,-0.01,0.5040554635752946,0.5450747832649959,-0.0410193196897012,-2.11,2.63,-5.13,3.8,0.49,-3.97,-4.0,5.28,4.11,2.96,-5.17,0.42,-1.04,-0.74,-6.68,0
2017-03-31,0.257684,107.0,0.0,-3.092,-1.37,0.69,-2.4,-0.64,1.12,1.72,0.23,1.34,1.17,-1.2,0.77,-1.63,0.29,1.08,0.36,-0.5,0.76,-0.88,-0.34,1.97,-0.03,50.59,-5.56,-28.12,12.37,12.37,0.4,0.43,-0.0299999999999999,0.5177721875302672,0.5436872478986875,-0.0259150603684202,-2.3,-0.43,-7.91,-1.56,4.55,-4.04,-1.18,-0.23,-1.08,-8.52,1.2,-6.82,-4.36,1.34,-5.49,0
2017-04-07,0.387888,-38.22000000000003,0.0,3.8330000000000006,0.17,-0.09,-1.0,1.31,0.1,1.83,1.81,0.2,2.44,0.38,-0.04,-0.45,0.91,0.37,1.5,-0.02,-0.0,1.98,-0.52,2.56,2.63,-33.33,288.64,5.26,12.87,12.87,0.35,0.38,-0.03,0.49888062634755,0.5040554635752946,-0.0051748372277446,-5.13,-2.11,3.48,-3.97,3.8,-0.34,4.11,-4.0,-4.5,0.42,2.96,-2.77,-6.68,-1.04,6.24,0
2017-04-21,0.5146930000000001,46.81,0.0,-1.802999999999998,-2.96,0.1,2.62,1.52,1.26,1.92,1.75,1.8,2.16,-2.1,0.31,2.48,0.79,0.86,2.03,-0.21,0.18,3.0,0.22,-0.62,3.71,-15.04,-37.57,-16.67,14.63,14.63,0.38,0.37,0.01,0.5209158984477837,0.5079407818672945,0.0129751165804892,-4.87,-2.65,-1.47,-3.78,-0.53,3.22,-5.12,2.3,2.96,-7.24,-2.31,-4.76,-0.95,-3.16,7.89,0
2017-04-28,0.5659299999999999,109.62,0.0,1.1070000000000015,-1.97,-0.34,3.48,0.99,2.35,0.69,2.31,1.92,1.36,-1.38,0.16,2.95,0.87,1.39,1.83,1.92,-0.74,1.24,1.41,0.31,3.5,-13.79,-30.95,80.0,10.82,10.82,0.38,0.36,0.02,0.5222663438552453,0.504254643927208,0.0180116999280373,-0.68,-5.98,-0.78,-2.57,-3.04,6.05,-6.35,2.45,4.9,-2.05,-0.96,-3.18,10.65,-5.29,0.27,0
2017-05-05,0.521712,127.65999999999995,0.0,-4.686999999999999,2.51,-2.78,2.37,1.66,1.89,0.57,2.16,1.51,1.19,2.35,-1.89,2.02,1.97,0.88,0.8,2.71,-0.18,-0.1,4.04,0.0,3.32,72.29,-9.78,-23.78,10.57,10.57,0.3,0.37,-0.07,0.555020394369856,0.5185240826309041,0.0364963117389518,-0.67,-4.59,3.56,2.83,-3.51,7.49,1.05,-3.67,4.61,-3.8,-6.17,2.11,9.27,-1.46,2.54,0
2017-05-12,0.4235713,98.12,0.0,2.410000000000001,2.74,-1.74,1.51,0.64,1.71,1.33,1.36,2.42,1.69,2.36,-1.08,1.45,1.99,1.01,0.68,0.63,1.8,1.02,2.59,1.44,1.2,32.93,-31.67,-18.35,10.4,10.4,0.32,0.37,-0.0499999999999999,0.5574758487226795,0.5248951892134959,0.0325806595091836,-8.06,4.16,2.79,4.4,-0.57,9.07,3.92,-5.96,3.16,-4.89,-6.47,2.63,-0.39,9.55,4.43,0
2017-05-19,0.2854301999999999,205.31,0.0,6.890000000000001,2.37,2.51,0.74,0.57,1.66,0.28,1.19,2.16,1.12,2.02,2.35,0.66,0.8,1.97,0.57,-0.1,2.71,1.95,3.32,4.04,-0.26,-21.68,26.55,0.89,12.04,12.04,0.29,0.3,-0.01,0.5656804263476848,0.555020394369856,0.0106600319778288,3.56,-0.67,-0.94,7.49,2.83,4.56,4.61,1.05,-1.72,2.11,-3.8,-3.98,2.54,9.27,-3.33,0
2017-05-26,0.1419977,-163.07,0.0,-9.7,1.51,2.74,-0.47,1.33,0.64,-1.71,1.69,1.36,-2.49,1.45,2.36,-0.69,0.68,1.99,-0.77,1.02,0.63,0.34,1.2,2.59,-1.31,-18.35,32.93,2.25,9.81,9.81,0.28,0.32,-0.0399999999999999,0.5828645771600512,0.5574758487226795,0.0253887284373717,2.79,-8.06,-3.02,9.07,4.4,-2.58,3.16,3.92,-0.77,2.63,-4.89,0.57,4.43,-0.39,-3.68,0
