Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,TED,Previous TED,TED_Change,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2021-04-16,-0.3437030000000001,-64.21000000000001,-4.0,0.0,1.5,2.6,-1.15,1.22,3.56,-0.67,1.44,3.69,0.91,1.45,2.79,-1.04,1.46,3.3,-0.29,1.49,3.38,-0.25,2.18,1.74,-1.07,-9.62,-17.46,-4.26,16.25,16.25,0.17,0.17,0.0,0.5339442877869629,0.5134252722218802,0.0205190155650827,1.87,1.5,-3.81,0.4,-0.55,-1.18,2.69,-2.53,-3.58,4.61,0.8,-1.9,0.46,2.37,-1.91,0
2021-04-23,-0.230206,45.63,0.0,0.0,-1.15,1.5,0.45,-0.67,1.22,0.56,0.91,1.44,1.51,-1.04,1.45,0.47,-0.29,1.46,0.49,-0.25,1.49,-0.25,-1.07,2.18,0.22,-4.26,-9.62,86.67,17.33,17.33,0.15,0.17,-0.02,0.5396119760806332,0.5339442877869629,0.0056676882936702,-3.81,1.87,-3.56,-1.18,0.4,2.41,-3.58,2.69,3.73,-1.9,4.61,-0.35,-1.91,0.46,6.59,0
2021-04-30,-0.143899,-33.31999999999999,0.0,0.0,0.45,-1.15,2.29,0.56,-0.67,1.24,1.51,0.91,-1.72,0.47,-1.04,2.07,0.49,-0.29,1.13,-0.25,-0.25,1.38,0.22,-1.07,4.18,86.67,-4.26,-53.57,18.61,18.61,0.17,0.15,0.02,0.5310833234875134,0.5396119760806332,-0.0085286525931197,-3.56,-3.81,3.44,2.41,-1.18,3.67,3.73,-3.58,3.48,-0.35,-1.9,9.33,6.59,-1.91,2.46,0
2021-05-07,-0.1329289999999999,62.09,0.0,0.0,2.29,0.45,-1.21,1.24,0.56,-1.93,-1.72,1.51,-2.08,2.07,0.47,-1.33,1.13,0.49,-1.09,1.38,-0.25,-1.37,4.18,0.22,-0.15,-53.57,86.67,112.82,16.69,16.69,0.14,0.17,-0.03,0.5273506527385229,0.5310833234875134,-0.0037326707489905,3.44,-3.56,-0.46,3.67,2.41,-0.78,3.48,3.73,0.03,9.33,-0.35,0.57,2.46,6.59,3.63,0
2021-05-14,-0.0807149999999999,-53.68000000000001,0.0,0.0,-1.21,2.29,-0.36,-1.93,1.24,0.28,-2.08,-1.72,1.04,-1.33,2.07,-0.24,-1.09,1.13,0.05,-1.37,1.38,0.15,-0.15,4.18,-0.12,112.82,-53.57,-40.96,18.81,18.81,0.15,0.14,0.0099999999999999,0.4926397320573124,0.5273506527385229,-0.0347109206812105,-0.46,3.44,-0.93,-0.78,3.67,-9.41,0.03,3.48,-0.46,0.57,9.33,-4.39,3.63,2.46,0.46,0
2021-05-21,-0.035643,22.539999999999992,0.0,0.0,-0.36,-1.21,0.06,0.28,-1.93,1.27,1.04,-2.08,0.55,-0.24,-1.33,0.34,0.05,-1.09,1.89,0.15,-1.37,1.23,-0.12,-0.15,-0.03,-40.96,112.82,34.69,20.15,20.15,0.14,0.15,-0.0099999999999999,0.5007986560025569,0.4926397320573124,0.0081589239452445,-0.93,-0.46,2.28,-9.41,-0.78,0.64,-0.46,0.03,-1.94,-4.39,0.57,3.58,0.46,3.63,2.93,0
2021-05-28,0.01641,100.2,0.0,0.0,0.06,-0.36,0.66,1.27,0.28,0.66,0.55,1.04,0.08,0.34,-0.24,0.65,1.89,0.05,0.49,1.23,0.15,0.61,-0.03,-0.12,0.95,34.69,-40.96,1.52,16.76,16.76,0.12,0.14,-0.02,0.5241626623995336,0.5007986560025569,0.0233640063969766,2.28,-0.93,0.47,0.64,-9.41,-0.28,-1.94,-0.46,4.34,3.58,-4.39,2.58,2.93,0.46,-1.9,0
2021-06-04,0.0799159999999999,-142.02999999999997,0.0,0.0,0.66,0.06,0.92,0.66,1.27,-0.43,0.08,0.55,-0.59,0.65,0.34,0.64,0.49,1.89,-0.32,0.61,1.23,0.51,0.95,-0.03,-1.08,1.52,34.69,-10.45,16.42,16.42,0.11,0.12,-0.0099999999999999,0.5235672801772864,0.5241626623995336,-0.0005953822222471,0.47,2.28,-1.94,-0.28,0.64,1.49,4.34,-1.94,1.52,2.58,3.58,-0.2,-1.9,2.93,-1.1,0
2021-06-11,0.102627,148.67000000000002,-1.0,0.0,0.92,0.66,-1.63,-0.43,0.66,-1.8,-0.59,0.08,-1.59,0.64,0.65,-1.63,-0.32,0.49,-0.57,0.51,0.61,-1.94,-1.08,0.95,-4.0,-10.45,1.52,111.67,15.65,15.65,0.09,0.11,-0.02,0.5226068035806704,0.5235672801772864,-0.000960476596616,-1.94,0.47,-4.73,1.49,-0.28,-1.66,1.52,4.34,-2.74,-0.2,2.58,-9.59,-1.1,-1.9,-4.07,0
2021-06-18,0.130632,57.70999999999998,0.0,0.0,-1.63,0.92,1.69,-1.8,-0.43,1.44,-1.59,-0.59,1.67,-1.63,0.64,1.64,-0.57,-0.32,1.54,-1.94,0.51,2.39,-4.0,-1.08,2.62,111.67,-10.45,-31.5,20.7,20.7,0.08,0.09,-0.0099999999999999,0.5355157777681947,0.5226068035806704,0.0129089741875243,-4.73,-1.94,1.73,-1.66,1.49,-3.67,-2.74,1.52,3.2,-9.59,-0.2,5.93,-4.07,-1.1,1.7,0
2021-06-25,0.1123729999999999,-135.3,0.0,0.0,1.69,-1.63,-0.18,1.44,-1.8,0.45,1.67,-1.59,1.25,1.64,-1.63,-0.05,1.54,-0.57,0.6,2.39,-1.94,0.7,2.62,-4.0,-0.6,-31.5,111.67,-29.89,15.62,15.62,0.09,0.08,0.0099999999999999,0.5456290060125318,0.5355157777681947,0.0101132282443371,1.73,-4.73,-1.42,-3.67,-1.66,-0.93,3.2,-2.74,-1.26,5.93,-9.59,-0.01,1.7,-4.07,-0.83,0
2021-07-02,0.0603479999999999,-0.9599999999999796,0.0,0.0,-0.18,1.69,-0.02,0.45,1.44,0.71,1.25,1.67,-1.35,-0.05,1.64,0.09,0.6,1.54,-0.36,0.7,2.39,0.23,-0.6,2.62,0.39,-29.89,-31.5,47.54,15.07,15.07,0.09,0.09,0.0,0.5513538747032097,0.5456290060125318,0.0057248686906778,-1.42,1.73,0.58,-0.93,-3.67,-2.64,-1.26,3.2,-3.27,-0.01,5.93,1.35,-0.83,1.7,-0.26,0
2021-07-09,-0.0057019999999999,-74.49000000000001,0.0,0.0,-0.02,-0.18,-1.6,0.71,0.45,-1.93,-1.35,1.25,-2.19,0.09,-0.05,-1.65,-0.36,0.6,-1.33,0.23,0.7,-0.93,0.39,-0.6,-2.59,47.54,-29.89,32.22,16.18,16.18,0.07,0.09,-0.0199999999999999,0.5461730057282336,0.5513538747032097,-0.0051808689749761,0.58,-1.42,-4.58,-2.64,-0.93,-1.72,-3.27,-1.26,-6.0,1.35,-0.01,-3.26,-0.26,-0.83,-2.12,0
2021-07-16,-0.088237,45.80000000000001,0.0,0.0,-1.6,-0.02,0.28,-1.93,0.71,1.85,-2.19,-1.35,0.9,-1.65,0.09,0.56,-1.33,-0.36,0.56,-0.93,0.23,1.58,-2.59,0.39,0.4,32.22,47.54,-32.77,18.45,18.45,0.08,0.07,0.0099999999999999,0.5449424154585399,0.5461730057282336,-0.0012305902696936,-4.58,0.58,1.03,-1.72,-2.64,1.92,-6.0,-3.27,-2.79,-3.26,1.35,2.19,-2.12,-0.26,0.35,0
2021-07-23,-0.0937279999999999,74.44,0.0,0.0,0.28,-1.6,0.07,1.85,-1.93,0.29,0.9,-2.19,1.51,0.56,-1.65,0.13,0.56,-1.33,0.71,1.58,-0.93,-0.1,0.4,-2.59,1.08,-32.77,32.22,-23.75,17.2,17.2,0.08,0.08,0.0,0.5144745336439288,0.5449424154585399,-0.0304678818146111,1.03,-4.58,4.42,1.92,-1.72,-2.24,-2.79,-6.0,1.8,2.19,-3.26,2.47,0.35,-2.12,-0.54,0
2021-07-30,-0.174477,22.680000000000007,0.0,0.0,0.07,0.28,1.29,0.29,1.85,2.21,1.51,0.9,0.84,0.13,0.56,1.46,0.71,0.56,1.5,-0.1,1.58,0.94,1.08,0.4,1.37,-23.75,-32.77,134.43,18.24,18.24,0.06,0.08,-0.02,0.5061340110919379,0.5144745336439288,-0.0083405225519909,4.42,1.03,4.68,-2.24,1.92,2.13,1.8,-2.79,6.31,2.47,2.19,0.57,-0.54,0.35,2.08,0
2021-08-06,-0.2247029999999999,-140.05,0.0,0.0,1.29,0.07,1.34,2.21,0.29,1.42,0.84,1.51,0.37,1.46,0.13,1.36,1.5,0.71,1.37,0.94,-0.1,0.87,1.37,1.08,1.44,134.43,-23.75,-4.9,16.15,16.15,0.07,0.06,0.01,0.513640975695883,0.5061340110919379,0.007506964603945,4.68,4.42,1.34,2.13,-2.24,1.38,6.31,1.8,-0.68,0.57,2.47,3.52,2.08,-0.54,-0.75,0
2021-08-13,-0.20251246,22.44,0.0,0.0,1.34,1.29,-1.81,1.42,2.21,-0.16,0.37,0.84,-0.4,1.36,1.46,-1.49,1.37,1.5,-0.92,0.87,0.94,-1.44,1.44,1.37,-3.02,-4.9,134.43,-27.21,15.45,15.45,0.06,0.07,-0.01,0.5426064873340858,0.513640975695883,0.0289655116382028,1.34,4.68,-3.12,1.38,2.13,1.98,-0.68,6.31,-5.73,3.52,0.57,-8.09,-0.75,2.08,-4.85,0
2021-08-20,-0.15423154,6.819999999999993,0.0,0.0,-1.81,1.34,0.85,-0.16,1.42,1.3,-0.4,0.37,1.59,-1.49,1.36,0.94,-0.92,1.37,1.29,-1.44,0.87,1.74,-3.02,1.44,1.53,-27.21,-4.9,25.25,18.56,18.56,0.08,0.06,0.02,0.5281258040569323,0.5426064873340858,-0.0144806832771534,-3.12,1.34,3.61,1.98,1.38,0.05,-5.73,-0.68,5.09,-8.09,3.52,7.42,-4.85,-0.75,0.23,0
2021-08-27,-0.129982,-5.949999999999989,0.0,0.0,0.85,-1.81,-0.14,1.3,-0.16,0.56,1.59,-0.4,2.26,0.94,-1.49,-0.01,1.29,-0.92,-0.15,1.74,-1.44,0.97,1.53,-3.02,0.81,25.25,-27.21,60.48,16.39,16.39,0.07,0.08,-0.0099999999999999,0.5513191581253097,0.5281258040569323,0.0231933540683774,3.61,-3.12,-0.59,0.05,1.98,-1.56,5.09,-5.73,-1.95,7.42,-8.09,1.04,0.23,-4.85,-1.54,0
2021-09-03,-0.108064,14.98999999999998,0.0,0.0,-0.14,0.85,-1.53,0.56,1.3,-1.91,2.26,1.59,-1.15,-0.01,0.94,-1.56,-0.15,1.29,-0.5,0.97,1.74,-1.32,0.81,1.53,-2.18,60.48,25.25,20.6,16.41,16.41,0.07,0.07,0.0,0.4459392003829353,0.5513191581253097,-0.1053799577423744,-0.59,3.61,-2.4,-1.56,0.05,-3.36,-1.95,5.09,-0.32,1.04,7.42,0.89,-1.54,0.23,-1.96,0
2021-09-10,-0.016529,-39.5,-1.0,0.0,-1.53,-0.14,-0.93,-1.91,0.56,-0.31,-1.15,2.26,-1.5,-1.56,-0.01,-0.81,-0.5,-0.15,-0.57,-1.32,0.97,-0.82,-2.18,0.81,-1.16,20.6,60.48,22.08,20.95,20.95,0.07,0.07,0.0,0.5228056686844369,0.4459392003829353,0.0768664683015015,-2.4,-0.59,1.36,-3.36,-1.56,-2.09,-0.32,-1.95,3.04,0.89,1.04,-2.62,-1.96,-1.54,5.83,0
2021-09-17,0.1358579999999999,-17.489999999999995,0.0,0.0,-0.93,-1.53,1.26,-0.31,-1.91,-0.21,-1.5,-1.15,-0.69,-0.81,-1.56,0.97,-0.57,-0.5,0.39,-0.82,-1.32,0.22,-1.16,-2.18,0.65,22.08,20.6,30.72,20.81,20.81,0.08,0.07,0.0099999999999999,0.5403627074415036,0.5228056686844369,0.0175570387570667,1.36,-2.4,0.56,-2.09,-3.36,-0.45,3.04,-0.32,5.1,-2.62,0.89,1.01,5.83,-1.96,0.87,0
2021-09-24,0.3042051,-42.83,0.0,0.0,1.26,-0.93,-0.35,-0.21,-0.31,-2.68,-0.69,-1.5,-2.83,0.97,-0.81,-0.82,0.39,-0.57,-2.0,0.22,-0.82,-2.6,0.65,-1.16,-0.55,30.72,22.08,4.44,17.75,17.75,0.1,0.08,0.02,0.5490976481338345,0.5403627074415036,0.0087349406923309,0.56,1.36,2.25,-0.45,-2.09,-1.41,5.1,3.04,5.54,1.01,-2.62,6.11,0.87,5.83,-0.42,0
2021-10-01,0.4129329,85.78999999999999,-1.0,0.0,-0.35,1.26,0.97,-2.68,-0.21,-1.91,-2.83,-0.69,-1.59,-0.82,0.97,0.44,-2.0,0.39,0.02,-2.6,0.22,0.69,-0.55,0.65,1.23,4.44,30.72,33.25,21.15,21.15,0.09,0.1,-0.01,0.5424557457266279,0.5490976481338345,-0.0066419024072066,2.25,0.56,3.87,-1.41,-0.45,-0.09,5.54,5.1,4.62,6.11,1.01,1.31,-0.42,0.87,3.58,0
2021-10-08,0.332144,5.070000000000022,0.0,0.0,0.97,-0.35,1.95,-1.91,-2.68,1.99,-1.59,-2.83,1.45,0.44,-0.82,1.91,0.02,-2.0,0.53,0.69,-2.6,2.16,1.23,-0.55,2.93,33.25,4.44,9.94,18.77,18.77,0.07,0.09,-0.0199999999999999,0.5453500411935521,0.5424557457266279,0.0028942954669242,3.87,2.25,1.36,-0.09,-1.41,-1.48,4.62,5.54,2.84,1.31,6.11,9.92,3.58,-0.42,4.82,0
2021-10-15,0.21387,-47.33000000000001,0.0,0.0,1.95,0.97,-0.41,1.99,-1.91,-0.23,1.45,-1.59,0.41,1.91,0.44,-0.37,0.53,0.02,-0.06,2.16,0.69,1.34,2.93,1.23,-0.03,9.94,33.25,15.02,16.3,16.3,0.07,0.07,0.0,0.4733179059834421,0.5453500411935521,-0.07203213521011,1.36,3.87,0.53,-1.48,-0.09,0.34,2.84,4.62,-2.37,9.92,1.31,-6.03,4.82,3.58,-0.81,0
2021-10-22,0.121305,13.019999999999996,0.0,0.0,-0.41,1.95,0.46,-0.23,1.99,0.76,0.41,1.45,-0.89,-0.37,1.91,0.49,-0.06,0.53,-0.05,1.34,2.16,0.75,-0.03,2.93,-0.18,15.02,9.94,5.34,15.43,15.43,0.06,0.07,-0.01,0.5084075644884257,0.4733179059834421,0.0350896585049836,0.53,1.36,1.7,0.34,-1.48,-2.51,-2.37,2.84,-1.35,-6.03,9.92,-0.48,-0.81,4.82,3.08,0
2021-10-29,0.00905,46.290000000000006,0.0,0.0,0.46,-0.41,0.92,0.76,-0.23,2.12,-0.89,0.41,1.15,0.49,-0.37,1.13,-0.05,-0.06,1.24,0.75,1.34,1.81,-0.18,-0.03,-0.45,5.34,15.02,-41.69,16.26,16.26,0.08,0.06,0.02,0.5319692346653164,0.5084075644884257,0.0235616701768907,1.7,0.53,-4.88,-2.51,0.34,3.07,-1.35,-2.37,-1.37,-0.48,-6.03,-3.25,3.08,-0.81,-2.23,0
2021-11-05,-0.0703899999999999,135.95,0.0,0.0,0.92,0.46,0.6,2.12,0.76,-0.17,1.15,-0.89,1.25,1.13,0.49,0.45,1.24,-0.05,0.12,1.81,0.75,-0.26,-0.45,-0.18,-0.06,-41.69,5.34,26.81,16.48,16.48,0.09,0.08,0.0099999999999999,0.5254862955895249,0.5319692346653164,-0.0064829390757915,-4.88,1.7,1.52,3.07,-2.51,1.98,-1.37,-1.35,-1.3,-3.25,-0.48,4.11,-2.23,3.08,0.26,0
2021-11-12,-0.1043629999999999,-48.339999999999975,0.0,0.0,0.6,0.92,-1.69,-0.17,2.12,-0.28,1.25,1.15,-1.64,0.45,1.13,-1.42,0.12,1.24,-0.95,-0.26,1.81,-0.12,-0.06,-0.45,-1.52,26.81,-41.69,-7.05,16.29,16.29,0.11,0.09,0.02,0.5183347238324714,0.5254862955895249,-0.0071515717570534,1.52,-4.88,-2.22,1.98,3.07,0.05,-1.3,-1.37,-4.21,4.11,-3.25,0.42,0.26,-2.23,-0.35,0
2021-11-19,-0.1420529999999999,-37.04000000000002,0.0,0.0,-1.69,0.6,-2.49,-0.28,-0.17,-4.06,-1.64,1.25,-4.1,-1.42,0.45,-2.77,-0.95,0.12,-2.96,-0.12,-0.26,-2.73,-1.52,-0.06,-2.79,-7.05,26.81,-5.53,17.91,17.91,0.11,0.11,0.0,0.4813124852519607,0.5183347238324714,-0.0370222385805106,-2.22,1.52,-4.87,0.05,1.98,-3.52,-4.21,-1.3,-2.73,0.42,4.11,-4.72,-0.35,0.26,-6.24,0
2021-11-26,-0.199932,-66.93,0.0,0.0,-2.49,-1.69,1.11,-4.06,-0.28,0.48,-4.1,-1.64,0.06,-2.77,-1.42,0.97,-2.96,-0.95,0.06,-2.73,-0.12,-1.45,-2.79,-1.52,0.53,-5.53,-7.05,3.04,28.62,28.62,0.12,0.11,0.0099999999999999,0.5286373199638117,0.4813124852519607,0.047324834711851,-4.87,-2.22,2.75,-3.52,0.05,0.69,-2.73,-4.21,7.3,-4.72,0.42,-0.03,-6.24,-0.35,1.04,0
2021-12-03,-0.23409,50.860000000000014,0.0,0.0,1.11,-2.49,2.38,0.48,-4.06,1.24,0.06,-4.1,0.73,0.97,-2.77,2.16,0.06,-2.96,1.51,-1.45,-2.73,3.3,0.53,-2.79,2.51,3.04,-5.53,-10.74,30.67,30.67,0.13,0.12,0.01,0.5701611152097312,0.5286373199638117,0.0415237952459195,2.75,-4.87,-2.23,0.69,-3.52,2.55,7.3,-2.73,0.51,-0.03,-4.72,4.55,1.04,-6.24,-0.32,1
2021-12-10,-0.2239479999999999,-80.04,0.0,0.0,2.38,1.11,-0.3,1.24,0.48,-0.64,0.73,0.06,-1.9,2.16,0.97,-0.38,1.51,0.06,-1.14,3.3,-1.45,-1.52,2.51,0.53,-3.66,-10.74,3.04,22.64,18.69,18.69,0.14,0.13,0.01,0.5642350593371699,0.5701611152097312,-0.0059260558725613,-2.23,2.75,-0.91,2.55,0.69,0.94,0.51,7.3,-2.58,4.55,-0.03,0.12,-0.32,1.04,-0.37,1
2021-12-17,-0.1806000999999999,63.21,0.0,0.0,-0.3,2.38,1.41,-0.64,1.24,2.15,-1.9,0.73,2.57,-0.38,2.16,1.54,-1.14,1.51,1.56,-1.52,3.3,2.14,-3.66,2.51,4.05,22.64,-10.74,29.62,21.57,21.57,0.16,0.14,0.0199999999999999,0.5954374171466315,0.5642350593371699,0.0312023578094615,-0.91,-2.23,3.65,0.94,2.55,-1.51,-2.58,0.51,1.23,0.12,4.55,1.26,-0.37,-0.32,2.77,1
2021-12-31,-0.185866,214.9,1.0,0.0,0.17,1.41,1.36,0.9,2.15,-0.54,1.55,2.57,-2.43,0.33,1.54,0.98,1.21,1.56,-0.41,0.78,2.14,-1.68,4.05,-3.66,2.53,0.74,29.62,22.97,17.22,17.22,0.15,0.16,-0.01,0.6125845726996743,0.6127321937433082,-0.0001476210436339,-0.23,3.65,9.76,-0.25,-1.51,2.08,-2.18,1.23,9.7,0.52,1.26,5.44,0.76,2.77,10.54,1
2022-01-07,-0.089194,-50.370000000000005,0.0,0.0,1.36,0.17,0.77,-0.54,0.9,-2.61,-2.43,1.55,-2.31,0.98,0.33,0.17,-0.41,1.21,-0.45,-1.68,0.78,-0.14,2.53,4.05,1.77,22.97,0.74,-4.55,18.76,18.76,0.14,0.15,-0.0099999999999999,0.5256904452053051,0.6125845726996743,-0.0868941274943692,9.76,-0.23,4.99,2.08,-0.25,3.21,9.7,-2.18,7.21,5.44,0.52,2.01,10.54,0.76,4.03,1
2022-01-14,0.017807,-215.98,0.0,0.0,0.77,1.36,-0.65,-2.61,-0.54,-2.11,-2.31,-2.43,-2.4,0.17,0.98,-0.92,-0.45,-0.41,-1.85,-0.14,-1.68,-4.66,1.77,2.53,-2.54,-4.55,22.97,10.04,19.19,19.19,0.11,0.14,-0.03,0.5460382344162583,0.5256904452053051,0.0203477892109532,4.99,9.76,-7.55,3.21,2.08,-0.63,7.21,9.7,-1.66,2.01,5.44,1.67,4.03,10.54,-5.86,1
2022-01-21,0.085986,193.68,-1.0,0.0,-0.65,0.77,-0.37,-2.11,-2.61,-2.78,-2.4,-2.31,-4.38,-0.92,0.17,-0.82,-1.85,-0.45,-2.39,-4.66,-0.14,-0.64,-2.54,1.77,0.12,10.04,-4.55,10.38,28.85,28.85,0.09,0.11,-0.02,0.5472062183644627,0.5460382344162583,0.0011679839482043,-7.55,4.99,-1.18,-0.63,3.21,8.58,-1.66,7.21,0.84,1.67,2.01,-4.1,-5.86,4.03,-1.06,1
