Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,TED,Previous TED,TED_Change,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2017-01-26,-0.040903,-97.81,0.0,0.2444444444444471,0.14,-1.33,-0.87,0.15,-1.07,0.03,0.23,0.07,0.9,0.14,-1.25,-0.72,0.11,-0.14,-0.55,1.25,-0.24,-0.63,0.57,0.7,-0.57,28.0,-23.86,-31.77,10.63,10.63,0.54,0.53,0.01,0.5295629150075346,0.5247075395731547,0.0048553754343798,3.5,-1.36,-5.55,-5.27,-2.12,0.96,-0.36,-3.55,-2.59,0.02,0.82,1.87,2.74,-1.21,-1.87,1
2017-01-27,-0.041335,-54.71000000000001,0.0,-1.5222222222222257,0.48,-0.81,-1.07,0.5,-0.68,0.27,0.71,0.31,0.62,0.46,-0.76,-0.82,-0.03,-0.22,0.03,0.72,0.82,-0.55,0.41,1.0,0.06,-9.66,-15.38,-8.81,10.58,10.58,0.53,0.53,0.0,0.5391225513100576,0.5211406030461032,0.0179819482639543,0.85,0.15,-3.69,-3.01,-3.28,-0.18,-0.59,-1.89,-2.86,0.14,3.42,-0.21,2.61,-0.84,-0.69,1
2017-01-30,-0.070543,-143.51999999999998,0.0,26.27777777777777,-0.64,-0.47,0.31,-0.28,-0.1,0.98,0.77,0.2,0.92,-0.58,-0.4,0.43,-0.59,-0.08,0.48,-0.76,1.3,0.17,-1.61,1.92,0.67,-16.09,-9.84,-19.18,11.88,11.88,0.52,0.55,-0.03,0.5226249462003137,0.5209658918890446,0.0016590543112691,-3.23,1.52,-0.92,1.58,-6.38,-1.4,-2.46,-2.07,-0.7,-1.67,2.72,1.07,-0.97,0.73,-0.03,1
2017-01-31,-0.0715669999999999,56.10000000000002,0.0,16.433333333333334,-0.87,0.14,1.26,0.03,0.15,1.45,0.9,0.23,1.14,-0.72,0.14,1.28,-0.55,0.11,1.08,-0.63,1.25,0.73,-0.57,0.57,0.16,-31.77,28.0,-19.85,11.99,11.99,0.51,0.54,-0.03,0.5207882360464333,0.5295629150075346,-0.0087746789611012,-5.55,3.5,4.28,0.96,-5.27,-0.13,-2.59,-0.36,1.22,1.87,0.02,-5.19,-1.87,2.74,1.43,1
2017-02-01,-0.0727309999999999,223.54,0.0,-11.544444444444444,-1.07,0.48,0.91,0.27,0.5,0.75,0.62,0.71,1.06,-0.82,0.46,0.88,0.03,-0.03,0.86,-0.55,0.72,0.27,0.06,0.41,-0.73,-8.81,-9.66,-29.66,11.81,11.81,0.53,0.53,0.0,0.5234199216214139,0.5391225513100576,-0.0157026296886436,-3.69,0.85,2.39,-0.18,-3.01,-0.08,-2.86,-0.59,0.77,-0.21,0.14,-4.85,-0.69,2.61,0.99,0
2017-02-02,-0.0442319999999999,-42.95999999999998,0.0,-5.81111111111111,0.31,-0.64,0.64,0.98,-0.28,1.65,0.92,0.77,1.2,0.43,-0.58,0.82,0.48,-0.59,1.17,0.17,-0.76,0.12,0.67,-1.61,0.1,-19.18,-16.09,-1.69,11.93,11.93,0.52,0.52,0.0,0.5338635830070974,0.5226249462003137,0.0112386368067836,-0.92,-3.23,2.12,-1.4,1.58,-0.39,-0.7,-2.46,-3.3,1.07,-1.67,-2.2,-0.03,-0.97,1.93,0
2017-02-03,-0.043032,210.38,0.0,-8.755555555555558,1.26,-0.87,0.01,1.45,0.03,1.06,1.14,0.9,0.47,1.28,-0.72,0.19,1.08,-0.55,0.53,0.73,-0.63,-0.18,0.16,-0.57,0.29,-19.85,-31.77,-9.52,10.97,10.97,0.53,0.51,0.02,0.5374839892118578,0.5207882360464333,0.0166957531654244,4.28,-5.55,-1.7,-0.13,0.96,0.93,1.22,-2.59,-4.73,-5.19,1.87,0.84,1.43,-1.87,-0.41,0
2017-02-06,-0.0637389999999999,200.94,0.0,9.322222222222226,0.91,-1.07,0.8,0.75,0.27,1.36,1.06,0.62,0.37,0.88,-0.82,0.88,0.86,0.03,0.5,0.27,-0.55,0.52,-0.73,0.06,1.18,-9.52,-19.85,8.42,11.37,11.37,0.51,0.53,-0.02,0.5183599941711563,0.5234199216214139,-0.0050599274502576,2.39,-3.69,0.95,-0.08,-0.18,3.24,0.77,-2.86,-3.75,-4.85,-0.21,0.45,0.99,-0.69,0.12,0
2017-02-07,-0.0588699999999999,160.71999999999997,0.0,-8.777777777777775,0.64,0.31,1.01,1.65,0.98,0.84,1.2,0.92,-0.02,0.82,0.43,0.96,1.17,0.48,0.51,0.12,0.17,0.97,0.1,0.67,1.05,-11.76,-29.66,4.44,11.29,11.29,0.51,0.52,-0.01,0.5230289344745683,0.5338635830070974,-0.010834648532529,2.12,-0.92,1.15,-0.39,-1.4,2.73,-3.3,-0.7,0.55,-2.2,1.07,0.91,1.93,-0.03,-0.75,0
2017-02-08,-0.0534189999999999,-134.33000000000004,0.0,-1.899999999999995,0.01,1.26,1.25,1.06,1.45,0.82,0.47,1.14,0.29,0.19,1.28,1.17,0.53,1.08,0.94,-0.18,0.73,1.17,0.29,0.16,1.3,-30.17,-1.69,16.05,11.45,11.45,0.5,0.53,-0.03,0.5189452770294288,0.5374839892118578,-0.0185387121824289,-1.7,4.28,3.29,0.93,-0.13,0.15,-4.73,1.22,0.8,0.84,-5.19,5.4,-0.41,1.43,0.41,0
2017-02-09,-0.02445,-323.36,0.0,-7.788888888888892,0.8,0.91,0.54,1.36,0.75,0.86,0.37,1.06,0.36,0.88,0.88,0.6,0.5,0.86,0.77,0.52,0.27,0.89,1.18,-0.73,0.57,8.42,-9.52,15.53,10.88,10.88,0.5,0.51,-0.01,0.5175460469337652,0.5183599941711563,-0.0008139472373911,0.95,2.39,2.48,3.24,-0.08,-1.53,-3.75,0.77,0.17,0.45,-4.85,4.55,0.12,0.99,0.52,0
2017-02-10,-0.0204869999999999,-15.25,0.0,1.0444444444444454,1.01,0.64,0.6,0.84,1.65,0.6,-0.02,1.2,0.69,0.96,0.82,0.6,0.51,1.17,0.7,0.97,0.12,1.04,1.05,0.1,0.53,4.44,-11.76,29.79,10.85,10.85,0.5,0.51,-0.01,0.5321441486070851,0.5230289344745683,0.0091152141325168,1.15,2.12,4.64,2.73,-0.39,-0.23,0.55,-3.3,-0.45,0.91,-2.2,1.81,-0.75,1.93,2.78,0
2017-02-13,-0.0209329999999999,-38.13999999999999,0.0,4.011111111111109,1.25,0.01,-0.01,0.82,1.06,-0.28,0.29,0.47,0.69,1.17,0.19,-0.05,0.94,0.53,0.19,1.17,-0.18,0.73,1.3,0.29,0.12,15.53,8.42,-16.81,11.07,11.07,0.52,0.5,0.02,0.5226658775745696,0.5189452770294288,0.0037206005451407,3.29,-1.7,2.43,0.15,0.93,1.07,0.8,-4.73,-2.44,5.4,0.84,-1.35,0.41,-0.41,2.13,0
2017-02-14,-0.0142669999999999,200.46000000000004,0.0,1.244444444444451,0.54,0.8,0.43,0.86,1.36,-0.43,0.36,0.37,0.59,0.6,0.88,0.28,0.77,0.5,0.14,0.89,0.52,0.71,0.57,1.18,0.09,29.79,4.44,-27.87,10.74,10.74,0.5,0.5,0.0,0.4955878945487347,0.5175460469337652,-0.0219581523850304,2.48,0.95,0.74,-1.53,3.24,0.99,0.17,-3.75,-2.94,4.55,0.45,-2.13,0.52,0.12,0.56,0
2017-02-15,-0.007561,218.27000000000004,0.0,15.044444444444444,0.6,1.01,-0.03,0.6,0.84,-0.43,0.69,-0.02,0.12,0.6,0.96,-0.1,0.7,0.51,-0.19,1.04,0.97,0.18,0.53,1.05,0.09,13.83,16.05,-19.63,11.97,11.97,0.51,0.5,0.01,0.516120209198319,0.5321441486070851,-0.0160239394087661,4.64,1.15,-0.73,-0.23,2.73,0.63,-0.45,0.55,-2.7,1.81,0.91,0.14,2.78,-0.75,-0.16,0
2017-02-16,0.0035899999999999,-24.819999999999997,0.0,-2.955555555555551,-0.01,1.25,-0.04,-0.28,0.82,0.36,0.69,0.29,0.28,-0.05,1.17,0.02,0.19,0.94,0.04,0.73,1.17,0.35,0.12,1.3,0.03,-16.81,15.53,0.0,11.76,11.76,0.54,0.52,0.02,0.5381990455895015,0.5226658775745696,0.0155331680149318,2.43,3.29,-0.86,1.07,0.15,1.19,-2.44,0.8,0.54,-1.35,5.4,1.12,2.13,0.41,-0.72,0
2017-02-17,0.007668,-115.53000000000004,0.0,7.57777777777778,0.43,0.54,0.03,-0.43,0.86,-0.16,0.59,0.36,0.17,0.28,0.6,-0.0,0.14,0.77,-0.1,0.71,0.89,0.32,0.09,0.57,0.94,-27.87,29.79,15.91,11.49,11.49,0.53,0.5,0.03,0.5250010438532863,0.4955878945487347,0.0294131493045515,0.74,2.48,-0.78,0.99,-1.53,1.89,-2.94,0.17,0.38,-2.13,4.55,1.97,0.56,0.52,4.25,0
2017-02-21,0.030558,52.47000000000003,0.0,-4.75555555555556,-0.04,-0.01,-0.43,0.36,-0.28,-0.98,0.28,0.69,-0.13,0.02,-0.05,-0.53,0.04,0.19,-0.8,0.35,0.73,-0.12,0.09,0.53,-0.16,15.91,-27.87,-7.84,11.57,11.57,0.52,0.51,0.01,0.5126566338722828,0.5381990455895015,-0.0255424117172187,-0.86,2.43,-4.26,1.19,1.07,1.1,0.54,-2.44,-0.82,1.12,-1.35,-0.2,-0.72,2.13,3.76,0
2017-02-22,0.0347309999999999,88.65000000000003,0.0,-2.577777777777783,0.03,0.43,-0.67,-0.16,-0.43,-0.03,0.17,0.59,-0.11,-0.0,0.28,-0.56,-0.1,0.14,-0.44,0.32,0.71,-0.04,0.03,0.12,-0.22,-10.47,-19.63,31.17,11.74,11.74,0.53,0.54,-0.01,0.5163504848619023,0.5250010438532863,-0.008650558991384,-0.78,0.74,-4.32,1.89,0.99,-0.12,0.38,-2.94,0.85,1.97,-2.13,-0.02,4.25,0.56,-0.72,0
2017-02-23,0.0242699999999999,160.01,0.0,2.3555555555555543,-0.39,-0.03,-0.11,-0.55,-0.43,0.68,0.2,0.12,-0.27,-0.42,-0.1,-0.0,-0.38,-0.19,-0.75,0.47,0.18,-0.36,0.94,0.09,-1.05,-4.04,0.0,3.16,11.71,11.71,0.54,0.53,0.01,0.5219903129259112,0.5136967534919326,0.0082935594339786,-3.56,-0.73,-1.11,1.89,0.63,-0.17,1.17,-2.7,0.7,1.33,0.14,-2.81,3.26,-0.16,-1.26,0
2017-02-24,0.0257359999999999,3.1200000000000045,0.0,-1.1888888888888876,-0.43,-0.04,1.92,-0.98,0.36,2.12,-0.13,0.28,0.26,-0.53,0.02,1.92,-0.8,0.04,0.92,-0.12,0.35,0.84,-0.16,0.09,0.25,-7.84,15.91,21.28,11.47,11.47,0.54,0.52,0.02,0.5202756511105983,0.5126566338722828,0.0076190172383154,-4.26,-0.86,3.1,1.1,1.19,-0.15,-0.82,0.54,3.91,-0.2,1.12,3.13,3.76,-0.72,-0.64,0
2017-02-27,0.049222,-63.28000000000003,0.0,2.822222222222218,-0.67,0.03,1.78,-0.03,-0.16,1.5,-0.11,0.17,0.53,-0.56,-0.0,1.7,-0.44,-0.1,0.69,-0.04,0.32,0.39,-0.22,0.03,0.03,31.17,-10.47,24.75,12.09,12.09,0.55,0.53,0.02,0.5120632045309956,0.5163504848619023,-0.0042872803309066,-4.32,-0.78,2.0,-0.12,1.89,0.5,0.85,0.38,2.96,-0.02,1.97,3.13,-0.72,4.25,-0.42,0
2017-02-28,0.054477,268.48,0.0,-6.811111111111113,-0.11,-0.39,1.53,0.68,-0.55,0.6,-0.27,0.2,0.86,-0.0,-0.42,1.37,-0.75,-0.38,1.29,-0.36,0.47,0.56,-1.05,0.94,0.38,3.16,-4.04,-6.12,12.92,12.92,0.53,0.54,-0.01,0.5121088229410588,0.5219903129259112,-0.0098814899848524,-1.11,-3.56,2.16,-0.17,1.89,0.15,0.7,1.17,2.32,-2.81,1.33,5.03,-1.26,3.26,-0.37,0
2017-03-01,0.06113,142.58999999999995,0.0,-1.0888888888888886,1.92,-0.43,-0.44,2.12,-0.98,-0.54,0.26,-0.13,0.57,1.92,-0.53,-0.44,0.92,-0.8,-0.05,0.84,-0.12,-0.57,0.25,-0.16,-0.75,21.28,-7.84,-18.42,12.54,12.54,0.47,0.54,-0.07,0.509928709492344,0.5202756511105983,-0.0103469416182542,3.1,-4.26,-2.55,-0.15,1.1,-0.27,3.91,-0.82,-0.39,3.13,-0.2,-3.33,-0.64,3.76,-1.93,0
2017-03-02,0.045634,165.27000000000004,0.0,-6.099999999999999,1.78,-0.67,-0.59,1.5,-0.03,-0.34,0.53,-0.11,0.21,1.7,-0.56,-0.52,0.69,-0.44,0.18,0.39,-0.04,-0.45,0.03,-0.22,-1.22,24.75,31.17,-13.49,11.81,11.81,0.44,0.55,-0.11,0.5308267630447461,0.5120632045309956,0.0187635585137504,2.0,-4.32,-1.07,0.5,-0.12,-0.05,2.96,0.85,-0.4,3.13,-0.02,-4.73,-0.42,-0.72,-2.05,0
2017-03-03,0.048244,-464.07,0.0,12.866666666666667,1.53,-0.11,-0.54,0.6,0.68,0.26,0.86,-0.27,0.15,1.37,-0.0,-0.38,1.29,-0.75,0.28,0.56,-0.36,-0.77,0.38,-1.05,-1.81,-6.12,3.16,11.96,10.96,10.96,0.4,0.53,-0.13,0.5464701296827986,0.5121088229410588,0.0343613067417398,2.16,-1.11,0.39,0.15,-0.17,0.67,2.32,0.7,-0.72,5.03,-2.81,-5.79,-0.37,-1.26,-0.16,0
2017-03-06,0.0830809999999999,-168.64999999999998,0.0,2.1666666666666665,-0.44,1.92,-0.48,-0.54,2.12,0.05,0.57,0.26,-0.23,-0.44,1.92,-0.38,-0.05,0.92,-0.15,-0.57,0.84,-0.53,-0.75,0.25,-1.01,-13.49,24.75,-2.75,11.24,11.24,0.38,0.47,-0.0899999999999999,0.5393382794292155,0.509928709492344,0.0294095699368714,-2.55,3.1,2.31,-0.27,-0.15,0.69,-0.39,3.91,-1.9,-3.33,3.13,-5.97,-1.93,-0.64,1.55,0
2017-03-07,0.0829559999999999,-190.85,0.0,1.2666666666666655,-0.59,1.78,0.06,-0.34,1.5,0.4,0.21,0.53,0.09,-0.52,1.7,0.11,0.18,0.69,-0.1,-0.45,0.39,0.29,-1.22,0.03,0.19,11.96,-6.12,-5.83,11.45,11.45,0.36,0.44,-0.08,0.5407835591098908,0.5308267630447461,0.0099567960651447,-1.07,2.0,2.11,-0.05,0.5,0.72,-0.4,2.96,1.66,-4.73,3.13,-2.95,-2.05,-0.42,1.88,0
2017-03-08,0.0818629999999999,328.29999999999995,0.0,-12.144444444444447,-0.54,1.53,0.44,0.26,0.6,0.52,0.15,0.86,0.37,-0.38,1.37,0.44,0.28,1.29,-0.02,-0.77,0.56,0.83,-1.81,0.38,1.72,-3.23,-18.42,8.89,11.86,11.86,0.39,0.4,-0.01,0.5383578356733721,0.5464701296827986,-0.0081122940094264,0.39,2.16,-0.9,0.67,0.15,-0.1,-0.72,2.32,0.61,-5.79,5.03,-1.18,-0.16,-0.37,0.34,0
2017-03-09,0.0460529999999999,507.53,0.0,-1.900000000000001,-0.48,-0.44,0.59,0.05,-0.54,0.32,-0.23,0.57,0.46,-0.38,-0.44,0.53,-0.15,-0.05,0.35,-0.53,-0.57,0.39,-1.01,-0.75,0.67,-2.75,-13.49,-8.49,12.3,12.3,0.4,0.38,0.02,0.5505613825699944,0.5393382794292155,0.0112231031407789,2.31,-2.55,-2.43,0.69,-0.27,0.54,-1.9,-0.39,0.66,-5.97,-3.33,2.95,1.55,-1.93,-1.03,0
2017-03-10,0.044254,-70.80000000000001,0.0,12.922222222222226,0.06,-0.59,0.35,0.4,-0.34,0.01,0.09,0.21,0.35,0.11,-0.52,0.29,-0.1,0.18,0.35,0.29,-0.45,0.45,0.19,-1.22,1.74,-5.83,11.96,-23.71,11.66,11.66,0.39,0.36,0.03,0.5450747832649959,0.5407835591098908,0.004291224155105,2.11,-1.07,-1.88,0.72,-0.05,0.66,1.66,-0.4,-3.09,-2.95,-4.73,4.68,1.88,-2.05,-0.78,0
2017-03-13,0.0685354,13.639999999999986,0.0,4.922222222222229,0.44,-0.54,0.66,0.52,0.26,-0.01,0.37,0.15,0.6,0.44,-0.38,0.54,-0.02,0.28,0.4,0.83,-0.77,0.76,1.72,-1.81,1.66,-8.49,-2.75,-8.25,11.35,11.35,0.35,0.39,-0.04,0.5388286112077953,0.5383578356733721,0.0004707755344232,-0.9,0.39,-0.33,-0.1,0.67,3.02,0.61,-0.72,-0.92,-1.18,-5.79,8.42,0.34,-0.16,1.51,0
2017-03-14,0.0669648,90.15999999999995,0.0,-1.711111111111111,0.59,-0.48,0.91,0.32,0.05,0.76,0.46,-0.23,1.04,0.53,-0.38,0.89,0.35,-0.15,0.89,0.39,-0.53,1.09,0.67,-1.01,3.0,-23.71,-5.83,14.86,12.3,12.3,0.37,0.4,-0.03,0.5381892753996729,0.5505613825699944,-0.0123721071703215,-2.43,2.31,1.7,0.54,0.69,3.37,0.66,-1.9,1.31,2.95,-5.97,8.31,-1.03,1.55,2.2,0
2017-03-15,0.0660945,51.06999999999999,0.0,-21.577777777777783,0.35,0.06,0.83,0.01,0.4,0.99,0.35,0.09,0.79,0.29,0.11,0.85,0.35,-0.1,0.61,0.45,0.29,0.34,1.74,0.19,1.12,-55.1,8.89,77.27,11.63,11.63,0.43,0.39,0.0399999999999999,0.5396482464698406,0.5450747832649959,-0.0054265367951553,-1.88,2.11,0.35,0.66,0.72,2.58,-3.09,1.66,1.09,4.68,-2.95,6.03,-0.78,1.88,1.57,0
2017-03-16,0.0398593,-187.1,0.0,8.966666666666663,0.66,0.44,-0.51,-0.01,0.52,-0.2,0.6,0.37,-0.59,0.54,0.44,-0.44,0.4,-0.02,-0.01,0.76,0.83,-0.95,1.66,1.72,0.0,-8.25,-8.49,-4.49,11.21,11.21,0.43,0.35,0.08,0.5409087492513864,0.5388286112077953,0.002080138043591,-0.33,-0.9,0.24,3.02,-0.1,0.05,-0.92,0.61,-0.2,8.42,-1.18,-3.31,1.51,0.34,-1.2,0
2017-03-17,0.0401908,-655.55,0.0,16.67777777777778,0.91,0.59,-1.35,0.76,0.32,-1.37,1.04,0.46,-1.44,0.89,0.53,-1.34,0.89,0.35,-0.99,1.09,0.39,-1.1,3.0,0.67,-0.49,14.86,-23.71,70.59,11.28,11.28,0.43,0.37,0.06,0.5436872478986875,0.5381892753996729,0.0054979724990146,1.7,-2.43,-2.54,3.37,0.54,-1.77,1.31,0.66,-1.78,8.31,2.95,-3.73,2.2,-1.03,-2.47,0
2017-03-20,0.06793506,-77.20999999999998,0.0,4.855555555555559,0.83,0.35,-1.2,0.99,0.01,-0.78,0.79,0.35,-0.96,0.85,0.29,-1.12,0.61,0.35,-0.83,0.34,0.45,-0.84,1.12,1.74,-0.06,-4.49,-8.25,87.06,11.34,11.34,0.41,0.43,-0.02,0.482560961684176,0.5396482464698406,-0.0570872847856644,0.35,-1.88,-1.93,2.58,0.66,0.24,1.09,-3.09,-0.98,6.03,4.68,-6.69,1.57,-0.78,-1.25,0
2017-03-21,0.0680665,-92.31,0.0,-17.011111111111106,-0.51,0.66,-0.56,-0.2,-0.01,-0.04,-0.59,0.6,-0.21,-0.44,0.54,-0.47,-0.01,0.4,-0.23,-0.95,0.76,-0.03,0.0,1.66,-0.15,70.59,14.86,13.79,12.47,12.47,0.4,0.43,-0.0299999999999999,0.486909432826669,0.5409087492513864,-0.0539993164247174,0.24,-0.33,-1.33,0.05,3.02,0.95,-0.2,-0.92,-1.42,-3.31,8.42,-3.14,-1.2,1.51,-1.01,0
2017-03-22,0.0679745,283.16,0.0,-2.0888888888888864,-1.35,0.91,-0.43,-1.37,0.76,0.36,-1.44,1.04,0.33,-1.34,0.89,-0.29,-0.99,0.89,-0.1,-1.1,1.09,0.14,-0.49,3.0,0.09,43.59,77.27,36.61,12.81,12.81,0.4,0.43,-0.0299999999999999,0.4904115000615112,0.5436872478986875,-0.0532757478371763,-2.54,1.7,-0.16,-1.77,3.37,1.42,-1.78,1.31,-1.51,-3.73,8.31,-7.22,-2.47,2.2,-1.0,0
2017-03-23,0.0402619399999999,220.42,0.0,1.5111111111111128,-1.2,0.83,0.04,-0.78,0.99,-0.26,-0.96,0.79,0.24,-1.12,0.85,0.0,-0.83,0.61,0.38,-0.84,0.34,0.75,-0.06,1.12,-0.15,87.06,-4.49,7.55,13.12,13.12,0.4,0.41,-0.0099999999999999,0.4972459543691482,0.482560961684176,0.0146849926849721,-1.93,0.35,1.88,0.24,2.58,-0.36,-0.98,1.09,-0.69,-6.69,6.03,-3.12,-1.25,1.57,-2.4,0
