Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2018-02-16,0.2506792,-128.74999999999997,0.0,7.0,-2.0,-3.72,-3.08,-1.15,-3.35,-1.76,-1.94,-0.8,-1.17,-1.82,-3.63,-2.81,-1.0,-2.9,-1.53,-1.55,-1.62,-2.25,-1.79,-2.74,-3.51,-0.76,15.94,18.72,19.46,19.46,0.4847138536975446,0.4854366619702318,-0.0007228082726871,2.3,-2.46,2.62,-6.77,-2.79,-2.75,-3.28,-4.01,-1.96,1.37,-5.99,-6.06,-1.48,-3.82,-1.08,0
2018-02-23,0.1351045,118.79,0.0,8.900000000000002,2.14,-7.48,-0.27,3.04,-6.78,1.43,3.71,-6.33,0.41,2.27,-7.28,0.05,1.65,-5.33,0.84,4.39,-8.81,0.39,3.59,-9.5,-1.24,8.07,4.78,17.04,16.49,16.49,0.4823813249875632,0.4791260432684693,0.0032552817190939,8.76,-8.14,0.45,1.02,-10.55,1.55,1.29,-8.96,0.44,9.76,-10.18,-6.67,3.16,-6.61,-1.98,0
2018-03-02,0.0298948,322.35,0.0,-0.5000000000000036,-3.08,-2.0,1.33,-1.76,-1.15,2.16,-1.17,-1.94,2.8,-2.81,-1.82,1.47,-1.53,-1.0,1.4,-2.25,-1.55,2.12,-3.51,-1.79,1.43,18.72,-0.76,3.72,19.59,19.59,0.4851809482592592,0.4847138536975446,0.0004670945617145,2.62,2.3,2.05,-2.75,-6.77,1.25,-1.96,-3.28,2.08,-6.06,1.37,5.76,-1.08,-1.48,0.75,0
2018-03-09,-0.005341,97.08999999999996,0.0,-18.0,-0.27,2.14,-4.19,1.43,3.04,-3.81,0.41,3.71,-2.67,0.05,2.27,-4.09,0.84,1.65,-3.18,0.39,4.39,-5.25,-1.24,3.59,-3.28,17.04,8.07,7.34,14.64,14.64,0.4923449762121097,0.4823813249875632,0.0099636512245464,0.45,8.76,-3.04,1.55,1.02,-6.46,0.44,1.29,-3.29,-6.67,9.76,-3.06,-1.98,3.16,-3.76,0
2018-03-16,0.013366,-113.25,0.0,6.700000000000003,1.33,-3.08,0.27,2.16,-1.76,-1.39,2.8,-1.17,-3.07,1.47,-2.81,-0.09,1.4,-1.53,-2.04,2.12,-2.25,-3.81,1.43,-3.51,1.18,3.72,18.72,1.48,15.8,15.8,0.4947992636067507,0.4851809482592592,0.0096183153474914,2.05,2.62,0.02,1.25,-2.75,1.24,2.08,-1.96,5.2,5.76,-6.06,-8.91,0.75,-1.08,-1.75,0
2018-03-23,0.037907,-134.79999999999995,0.0,9.800000000000004,-4.19,-0.27,4.95,-3.81,1.43,2.69,-2.67,0.41,0.59,-4.09,0.05,4.47,-3.18,0.84,2.21,-5.25,0.39,2.57,-3.28,-1.24,6.96,7.34,17.04,-3.48,24.87,24.87,0.5100217967966043,0.4923449762121097,0.0176768205844946,-3.04,0.45,4.4,-6.46,1.55,6.83,-3.29,0.44,9.05,-3.06,-6.67,-3.54,-3.76,-1.98,5.28,0
2018-04-06,0.1281089999999999,65.83999999999997,0.0,-14.299999999999995,0.27,1.33,2.57,-1.39,2.16,3.54,-3.07,2.8,1.1,-0.09,1.47,2.75,-2.04,1.4,3.25,-3.81,2.12,2.29,1.18,1.43,2.84,-3.48,7.34,-3.48,21.49,21.49,0.5024111862182452,0.4947992636067507,0.0076119226114945,0.02,2.05,2.84,1.24,1.25,2.94,5.2,2.08,3.97,-8.91,5.76,8.4,-1.75,0.75,-0.93,0
2018-04-13,0.1177549999999999,161.25,0.0,4.649999999999992,4.95,-4.19,3.27,2.69,-3.81,2.18,0.59,-2.67,2.36,4.47,-4.09,3.06,2.21,-3.18,2.44,2.57,-5.25,0.34,6.96,-3.28,0.17,9.74,1.48,-11.32,17.41,17.41,0.5170258715186695,0.5100217967966043,0.0070040747220652,4.4,-3.04,-2.06,6.83,-6.46,1.79,9.05,-3.29,6.56,-3.54,-3.06,6.71,5.28,-3.76,-4.97,0
2018-04-20,-0.031389,-179.2,0.0,-16.75,2.57,0.27,2.7,3.54,-1.39,0.99,1.1,-3.07,3.01,2.75,-0.09,2.37,3.25,-2.04,1.38,2.29,-3.81,-0.49,2.84,1.18,-0.55,-3.48,-3.48,-5.9,16.88,16.88,0.5143464578947339,0.5024111862182452,0.0119352716764886,2.84,0.02,-4.59,2.94,1.24,0.24,3.97,5.2,7.7,8.4,-8.91,-5.43,-0.93,-1.75,-0.49,0
2018-04-27,-0.1854861,-233.95,0.0,16.025000000000006,3.27,4.95,2.96,2.18,2.69,2.54,2.36,0.59,2.93,3.06,4.47,2.86,2.44,2.21,2.15,0.34,2.57,1.71,0.17,6.96,1.18,-11.32,9.74,-1.13,15.41,15.41,0.4888000787634698,0.5170258715186695,-0.0282257927551996,-2.06,4.4,2.63,1.79,6.83,-0.21,6.56,9.05,5.04,6.71,-3.54,4.63,-4.97,5.28,3.53,0
2018-05-04,-0.311498,-53.69,0.0,13.525,2.7,2.57,2.8,0.99,3.54,2.78,3.01,1.1,2.17,2.37,2.75,2.77,1.38,3.25,2.12,-0.49,2.29,1.5,-0.55,2.84,2.41,-5.9,-3.48,5.24,14.77,14.77,0.4944999369617529,0.5143464578947339,-0.019846520932981,-4.59,2.84,0.92,0.24,2.94,-8.23,7.7,3.97,5.05,-5.43,8.4,5.65,-0.49,-0.93,0.99,0
2018-05-11,-0.2887589,53.01000000000002,0.0,-14.725000000000009,2.96,3.27,0.07,2.54,2.18,1.56,2.93,2.36,0.68,2.86,3.06,0.31,2.15,2.44,-0.07,1.71,0.34,-0.99,1.18,0.17,-1.52,-1.13,-11.32,-11.77,12.65,12.65,0.5240361488269859,0.4888000787634698,0.035236070063516,2.63,-2.06,-3.85,-0.21,1.79,-7.17,5.04,6.56,-1.67,4.63,6.71,-2.23,3.53,-4.97,-2.1,0
2018-05-18,-0.1485899999999999,70.88,0.0,6.350000000000001,2.8,2.7,-0.99,2.78,0.99,-0.02,2.17,3.01,-0.39,2.77,2.37,-0.85,2.12,1.38,-1.41,1.5,-0.49,-0.55,2.41,-0.55,-1.81,5.24,-5.9,-22.36,13.42,13.42,0.5205583345967363,0.4944999369617529,0.0260583976349834,0.92,-4.59,-2.7,-8.23,0.24,0.9,5.05,7.7,-1.64,5.65,-5.43,0.25,0.99,-0.49,-4.06,0
2018-05-25,-5.099999999999549e-05,211.13,0.0,-7.874999999999993,0.07,2.96,-0.64,1.56,2.54,0.24,0.68,2.93,0.78,0.31,2.86,-0.47,-0.07,2.15,0.14,-0.99,1.71,1.28,-1.52,1.18,0.61,-11.77,-1.13,7.03,13.22,13.22,0.5078533340578129,0.5240361488269859,-0.016182814769173,-3.85,2.63,-3.49,-7.17,-0.21,-3.88,-1.67,5.04,5.17,-2.23,4.63,1.68,-2.1,3.53,-4.22,0
2018-06-01,0.1166409999999999,-6.159999999999968,0.0,-5.075000000000003,-0.99,2.8,-0.88,-0.02,2.78,0.1,-0.39,2.17,1.59,-0.85,2.77,-0.65,-1.41,2.12,1.08,-0.55,1.5,1.18,-1.81,2.41,-0.85,-22.36,5.24,12.99,13.46,13.46,0.524027993770945,0.5205583345967363,0.0034696591742087,-2.7,0.92,-3.65,0.9,-8.23,-5.19,-1.64,5.05,-2.03,0.25,5.65,0.0,-4.06,0.99,-2.0,0
2018-06-08,0.1709629999999999,-121.65000000000003,0.0,-0.4250000000000007,-0.64,0.07,0.02,0.24,1.56,-0.71,0.78,0.68,-0.39,-0.47,0.31,-0.12,0.14,-0.07,-0.32,1.28,-0.99,-1.07,0.61,-1.52,-3.71,7.03,-11.77,2.68,12.18,12.18,0.4938557458068943,0.5078533340578129,-0.0139975882509185,-3.49,-3.85,-2.5,-3.88,-7.17,-0.11,5.17,-1.67,-1.23,1.68,-2.23,0.86,-4.22,-2.1,-1.24,0
2018-06-15,0.13335197,182.48,0.0,20.300000000000004,-0.88,-0.99,0.04,0.1,-0.02,-0.83,1.59,-0.39,-1.74,-0.65,-0.85,-0.18,1.08,-1.41,-2.12,1.18,-0.55,-2.1,-0.85,-1.81,-3.28,12.99,-22.36,0.0,11.98,11.98,0.5090533312512814,0.524027993770945,-0.0149746625196636,-3.65,-2.7,-2.85,-5.19,0.9,-0.53,-2.03,-1.64,2.35,0.0,0.25,-5.06,-2.0,-4.06,1.56,0
2018-06-22,0.0512605,27.150000000000038,0.0,-18.7,0.02,-0.64,-0.84,-0.71,0.24,-1.86,-0.39,0.78,-0.49,-0.12,-0.47,-1.02,-0.32,0.14,-1.3,-1.07,1.28,-0.05,-3.71,0.61,-0.37,2.68,7.03,-3.0,13.77,13.77,0.5082844750738964,0.4938557458068943,0.0144287292670021,-2.5,-3.49,-3.88,-0.11,-3.88,1.99,-1.23,5.17,0.43,0.86,1.68,-15.03,-1.24,-4.22,0.6,0
2018-06-29,-0.01584997,68.82,0.0,-16.4,0.04,-0.88,0.33,-0.83,0.1,-0.09,-1.74,1.59,1.13,-0.18,-0.65,0.26,-2.12,1.08,0.34,-2.1,1.18,2.17,-3.28,-0.85,0.78,0.0,12.99,3.46,16.09,16.09,0.4446580956702314,0.5090533312512814,-0.0643952355810499,-2.85,-3.65,0.36,-0.53,-5.19,-1.26,2.35,-2.03,-1.3,-5.06,0.0,-13.53,1.56,-2.0,-1.02,0
2018-07-06,-0.0513635,-37.64000000000004,0.0,29.500000000000007,-0.84,0.02,0.8,-1.86,-0.71,1.49,-0.49,-0.39,0.7,-1.02,-0.12,0.89,-1.3,-0.32,0.26,-0.05,-1.07,1.2,-0.37,-3.71,-0.46,-3.0,2.68,0.0,13.37,13.37,0.4868508224189899,0.5082844750738964,-0.0214336526549064,-3.88,-2.5,0.15,1.99,-0.11,-6.99,0.43,-1.23,-2.04,-15.03,0.86,-5.26,0.6,-1.24,0.22,0
2018-07-13,-0.0343621,-196.23,0.0,16.6,0.33,0.04,0.51,-0.09,-0.83,0.27,1.13,-1.74,0.65,0.26,-0.18,0.46,0.34,-2.12,0.12,2.17,-2.1,1.01,0.78,-3.28,-0.77,3.46,0.0,1.2,12.18,12.18,0.4724593437332481,0.4446580956702314,0.0278012480630167,0.36,-2.85,0.64,-1.26,-0.53,-0.83,-1.3,2.35,-0.61,-13.53,-5.06,4.15,-1.02,1.56,0.3,0
2018-07-20,0.0291927,-162.86999999999998,0.0,-6.549999999999997,0.8,-0.84,-0.26,1.49,-1.86,-1.39,0.7,-0.49,-0.51,0.89,-1.02,-0.45,0.26,-1.3,-0.47,1.2,-0.05,0.76,-0.46,-0.37,-0.86,0.0,-3.0,0.54,12.86,12.86,0.4790842872894567,0.4868508224189899,-0.0077665351295332,0.15,-3.88,1.03,-6.99,1.99,4.03,-2.04,0.43,-1.2,-5.26,-15.03,2.07,0.22,0.6,-0.13,0
2018-07-27,0.1241124999999999,35.05000000000001,0.0,-27.1,0.51,0.33,-0.45,0.27,-0.09,-0.97,0.65,1.13,-1.33,0.46,0.26,-0.52,0.12,0.34,-0.19,1.01,2.17,-0.75,-0.77,0.78,-2.33,1.2,3.46,-7.28,13.03,13.03,0.496475964651722,0.4724593437332481,0.0240166209184738,0.64,0.36,-1.71,-0.83,-1.26,1.4,-0.61,-1.3,-1.99,4.15,-13.53,-1.49,0.3,-1.02,-1.18,0
2018-08-03,0.2250512999999999,362.49,0.0,9.074999999999996,-0.26,0.8,-1.31,-1.39,1.49,-0.93,-0.51,0.7,-1.0,-0.45,0.89,-1.23,-0.47,0.26,-0.82,0.76,1.2,-0.8,-0.86,-0.46,-2.84,0.54,0.0,-5.49,11.64,11.64,0.472876619741867,0.4790842872894567,-0.0062076675475896,1.03,0.15,-3.23,4.03,-6.99,-4.88,-1.2,-2.04,-2.12,2.07,-5.26,-4.12,-0.13,0.22,-3.82,0
2018-08-10,0.2230606,-142.79000000000002,0.0,4.575000000000003,-0.45,0.51,-1.17,-0.97,0.27,0.12,-1.33,0.65,0.46,-0.52,0.46,-0.94,-0.19,0.12,-0.63,-0.75,1.01,1.02,-2.33,-0.77,-0.41,-7.28,1.2,3.42,13.16,13.16,0.4927400861017679,0.496475964651722,-0.003735878549954,-1.71,0.64,-2.12,1.4,-0.83,-3.97,-1.99,-0.61,1.38,-1.49,4.15,-0.13,-1.18,0.3,-1.65,0
2018-08-17,0.099505,-244.96,0.0,-0.7250000000000014,-1.31,-0.26,-1.67,-0.93,-1.39,1.2,-1.0,-0.51,2.41,-1.23,-0.45,-1.15,-0.82,-0.47,0.17,-0.8,0.76,1.75,-2.84,-0.86,0.18,-5.49,0.54,2.97,12.64,12.64,0.4969758837925187,0.472876619741867,0.0240992640506517,-3.23,1.03,-3.78,-4.88,4.03,-6.42,-2.12,-1.2,-0.24,-4.12,2.07,2.8,-3.82,-0.13,-1.43,0
2018-08-24,-0.046261,55.04000000000002,0.0,-2.8999999999999986,-1.17,-0.45,-3.96,0.12,-0.97,-2.33,0.46,-1.33,0.74,-0.94,-0.52,-3.57,-0.63,-0.19,-0.45,1.02,-0.75,-1.11,-0.41,-2.33,-3.07,3.42,-7.28,4.97,11.99,11.99,0.4904624291123063,0.4927400861017679,-0.0022776569894615,-2.12,-1.71,-4.99,-3.97,1.4,-5.72,1.38,-1.99,-4.75,-0.13,-1.49,-7.73,-1.65,-1.18,-3.45,0
2018-08-31,-0.188833,-206.56,0.0,-13.224999999999998,-1.67,-1.31,-1.73,1.2,-0.93,-1.51,2.41,-1.0,-0.42,-1.15,-1.23,-1.66,0.17,-0.82,-0.75,1.75,-0.8,-0.41,0.18,-2.84,-0.86,2.97,-5.49,11.69,12.86,12.86,0.4958022048829173,0.4969758837925187,-0.0011736789096014,-3.78,-3.23,-2.63,-6.42,-4.88,1.79,-0.24,-2.12,0.57,2.8,-4.12,-3.83,-1.43,-3.82,-0.71,0
2018-09-07,-0.3048419,-172.46000000000004,0.0,23.6,-3.96,-1.17,2.92,-2.33,0.12,1.88,0.74,0.46,-0.04,-3.57,-0.94,2.65,-0.45,-0.63,0.12,-1.11,1.02,2.92,-3.07,-0.41,4.15,4.97,3.42,6.18,14.88,14.88,0.4915906590423727,0.4904624291123063,0.0011282299300663,-4.99,-2.12,1.15,-5.72,-3.97,3.44,-4.75,1.38,5.61,-7.73,-0.13,13.81,-3.45,-1.65,5.31,0
2018-09-14,-0.311191,-56.74,0.0,0.649999999999995,-1.73,-1.67,2.82,-1.51,1.2,-0.34,-0.42,2.41,-0.09,-1.66,-1.15,2.22,-0.75,0.17,0.49,-0.41,1.75,0.8,-0.86,0.18,2.52,11.69,2.97,1.11,12.07,12.07,0.4802169263017218,0.4958022048829173,-0.0155852785811954,-2.63,-3.78,0.41,1.79,-6.42,-1.76,0.57,-0.24,7.07,-3.83,2.8,10.0,-0.71,-1.43,0.66,0
2018-09-21,-0.2466720999999999,66.27999999999999,0.0,-15.050000000000004,2.92,-3.96,-2.29,1.88,-2.33,-3.27,-0.04,0.74,-2.8,2.65,-3.57,-2.43,0.12,-0.45,-1.83,2.92,-1.11,-2.21,4.15,-3.07,-1.82,6.18,4.97,13.86,11.68,11.68,0.4780533740974428,0.4915906590423727,-0.0135372849449298,1.15,-4.99,-2.02,3.44,-5.72,-6.27,5.61,-4.75,3.79,13.81,-7.73,-3.51,5.31,-3.45,-4.74,0
2018-09-28,-0.1913909999999999,40.96,0.0,-9.049999999999994,2.82,-1.73,-6.85,-0.34,-1.51,-6.57,-0.09,-0.42,-9.71,2.22,-1.66,-6.73,0.49,-0.75,-4.81,0.8,-0.41,-5.52,2.52,-0.86,-5.28,1.11,11.69,0.85,12.12,12.12,0.4846059369108664,0.4802169263017218,0.0043890106091445,0.41,-2.63,-3.95,-1.76,1.79,-8.21,7.07,0.57,-5.31,10.0,-3.83,-5.46,0.66,-0.71,-1.89,0
2018-10-05,-0.135111,-48.33999999999999,0.0,21.075,-2.29,2.92,-3.67,-3.27,1.88,-5.63,-2.8,-0.04,-6.51,-2.43,2.65,-3.96,-1.83,0.12,-3.14,-2.21,2.92,-4.14,-1.82,4.15,-3.91,13.86,6.18,-12.5,14.82,14.82,0.4858834104485409,0.4780533740974428,0.007830036351098,-2.02,1.15,-5.5,-6.27,3.44,-4.84,3.79,5.61,-5.27,-3.51,13.81,-5.12,-4.74,5.31,-4.75,0
2018-10-12,-0.084254,35.120000000000005,0.0,12.875000000000004,-6.85,2.82,-0.81,-6.57,-0.34,-3.27,-9.71,-0.09,-2.92,-6.73,2.22,-1.29,-4.81,0.49,-3.38,-5.52,0.8,-3.95,-5.28,2.52,-3.47,0.85,1.11,-13.04,21.31,21.31,0.4827588118222347,0.4846059369108664,-0.0018471250886317,-3.95,0.41,1.85,-8.21,-1.76,-4.61,-5.31,7.07,-5.36,-5.46,10.0,-3.54,-1.89,0.66,-2.27,0
2018-10-19,-0.0417139999999999,21.86999999999999,0.0,-23.174999999999997,-3.67,-2.29,0.63,-5.63,-3.27,2.82,-6.51,-2.8,-0.38,-3.96,-2.43,0.93,-3.14,-1.83,-0.56,-4.14,-2.21,-1.24,-3.91,-1.82,0.12,-12.5,13.86,-0.75,19.89,19.89,0.4872100200627443,0.4858834104485409,0.0013266096142033,-5.5,-2.02,7.53,-4.84,-6.27,-1.27,-5.27,3.79,-4.34,-5.12,-3.51,3.78,-4.75,-4.74,5.99,0
2018-10-26,0.01267,0.8100000000000023,0.0,-14.500000000000004,-0.81,-6.85,2.39,-3.27,-6.57,4.11,-2.92,-9.71,3.53,-1.29,-6.73,2.67,-3.38,-4.81,2.66,-3.95,-5.52,4.1,-3.47,-5.28,3.78,-13.04,0.85,7.92,24.16,24.16,0.4830775886272235,0.4827588118222347,0.0003187768049888,1.85,-3.95,5.2,-4.61,-8.21,-0.08,-5.36,-5.31,-0.8,-3.54,-5.46,0.46,-2.27,-1.89,5.49,0
2018-11-02,0.065749,-17.379999999999995,0.0,7.749999999999995,0.63,-3.67,-1.13,2.82,-5.63,-3.81,-0.38,-6.51,-3.75,0.93,-3.96,-1.57,-0.56,-3.14,-1.48,-1.24,-4.14,-0.24,0.12,-3.91,-1.7,-0.75,-12.5,-9.39,19.51,19.51,0.4719197793978249,0.4872100200627443,-0.0152902406649194,7.53,-5.5,-6.11,-1.27,-4.84,1.91,-4.34,-5.27,-1.58,3.78,-5.12,-7.03,5.99,-4.75,-8.39,0
2018-11-09,0.092809,-53.13,0.0,27.674999999999997,2.39,-0.81,-2.15,4.11,-3.27,-3.0,3.53,-2.92,-7.34,2.67,-1.29,-2.29,2.66,-3.38,-2.46,4.1,-3.95,-4.27,3.78,-3.47,-3.4,7.92,-13.04,-5.02,17.36,17.36,0.4654203369917838,0.4830775886272235,-0.0176572516354396,5.2,1.85,-6.93,-0.08,-4.61,7.78,-0.8,-5.36,-2.16,0.46,-3.54,-7.68,5.49,-2.27,-4.59,0
2018-11-16,0.100489,-29.200000000000003,0.0,-7.675000000000001,-1.13,0.63,-0.48,-3.81,2.82,-0.58,-3.75,-0.38,-2.94,-1.57,0.93,-0.51,-1.48,-0.56,-0.99,-0.24,-1.24,0.47,-1.7,0.12,-0.88,-9.39,-0.75,6.08,18.14,18.14,0.4565313447828929,0.4719197793978249,-0.015388434614932,-6.11,7.53,-1.27,1.91,-1.27,10.13,-1.58,-4.34,-0.93,-7.03,3.78,-2.47,-8.39,5.99,1.58,0
2018-11-23,0.1111789999999999,-26.120000000000005,0.0,-21.075,-2.15,2.39,-2.51,-3.0,4.11,-3.72,-7.34,3.53,-2.92,-2.29,2.67,-2.67,-2.46,2.66,-1.59,-4.27,4.1,-0.5,-3.4,3.78,-3.13,-5.02,7.92,0.41,21.52,21.52,0.473823919610542,0.4654203369917838,0.0084035826187581,-6.93,5.2,-6.19,7.78,-0.08,4.94,-2.16,-0.8,0.43,-7.68,0.46,-0.41,-4.59,5.49,-5.51,0
2018-11-30,0.132529,113.11,0.0,4.800000000000001,-0.48,-1.13,-1.94,-0.58,-3.81,-4.4,-2.94,-3.75,-4.64,-0.51,-1.57,-2.36,-0.99,-1.48,-3.25,0.47,-0.24,-4.84,-0.88,-1.7,-4.14,6.08,-9.39,-5.99,18.07,18.07,0.4622209832364135,0.4565313447828929,0.0056896384535205,-1.27,-6.11,-2.73,10.13,1.91,-4.89,-0.93,-1.58,-1.4,-2.47,-7.03,-0.17,1.58,-8.39,-4.8,0
2018-12-07,0.107227,83.91999999999999,0.0,4.25,-2.51,-2.15,-0.84,-3.72,-3.0,-2.25,-2.92,-7.34,-5.24,-2.67,-2.29,-1.13,-1.59,-2.46,-2.91,-0.5,-4.27,-6.63,-3.13,-3.4,-4.88,0.41,-5.02,4.59,23.23,23.23,0.5170412106344425,0.473823919610542,0.0432172910239004,-6.19,-6.93,-3.47,4.94,7.78,-3.71,0.43,-2.16,-3.81,-0.41,-7.68,2.79,-5.51,-4.59,-4.7,1
2018-12-14,0.0084999999999999,-27.25999999999999,0.0,-9.025,-1.94,-0.48,-1.62,-4.4,-0.58,-1.14,-4.64,-2.94,-4.12,-2.36,-0.51,-1.55,-3.25,-0.99,-1.46,-4.84,0.47,-3.69,-4.14,-0.88,-2.49,-5.99,6.08,3.05,21.63,21.63,0.5331320879478246,0.4622209832364135,0.0709111047114111,-2.73,-1.27,-5.24,-4.89,10.13,-3.8,-1.4,-0.93,-1.95,-0.17,-2.47,0.12,-4.8,1.58,-2.83,1
2018-12-21,-0.066725,37.28,0.0,24.35,-0.84,-2.51,1.73,-2.25,-3.72,2.02,-5.24,-2.92,2.89,-1.13,-2.67,1.77,-2.91,-1.59,1.58,-6.63,-0.5,3.77,-4.88,-3.13,3.96,4.59,0.41,-3.48,30.11,30.11,0.5383833492139867,0.5170412106344425,0.0213421385795441,-3.47,-6.19,4.09,-3.71,4.94,0.79,-3.81,0.43,5.17,2.79,-0.41,-1.05,-4.7,-5.51,2.5,1
2018-12-28,-0.0906959999999999,37.38,0.0,-0.8250000000000028,-1.62,-1.94,2.74,-1.14,-4.4,6.17,-4.12,-4.64,7.01,-1.55,-2.36,3.32,-1.46,-3.25,4.24,-3.69,-4.84,4.62,-2.49,-4.14,4.05,3.05,-5.99,8.2,28.34,28.34,0.4643084678246334,0.5331320879478246,-0.0688236201231912,-5.24,-2.73,4.72,-3.8,-4.89,-1.13,-1.95,-1.4,3.68,0.12,-0.17,1.95,-2.83,-4.8,6.83,1
2019-01-04,-0.1225349999999999,29.69,0.0,-24.3,1.73,-0.84,1.91,2.02,-2.25,5.44,2.89,-5.24,4.49,1.77,-1.13,2.48,1.58,-2.91,2.57,3.77,-6.63,5.07,3.96,-4.88,3.34,-3.48,4.59,9.09,21.38,21.38,0.4668673984417132,0.5383833492139867,-0.0715159507722734,4.09,-3.47,6.94,0.79,-3.71,-5.47,5.17,-3.81,0.48,-1.05,2.79,4.77,2.5,-4.7,9.85,1
2019-01-11,-0.158045,53.900000000000006,0.0,10.475000000000003,2.74,-1.62,-1.57,6.17,-1.14,0.55,7.01,-4.12,0.18,3.32,-1.55,-1.19,4.24,-1.46,-0.24,4.62,-3.69,2.28,4.05,-2.49,1.08,8.2,3.05,-0.99,18.19,18.19,0.4620862800798966,0.4643084678246334,-0.0022221877447368,4.72,-5.24,4.38,-1.13,-3.8,-10.36,3.68,-1.95,-2.74,1.95,0.12,0.63,6.83,-2.83,7.06,1
2019-01-18,-0.172578,28.56,0.0,9.075,1.91,1.73,0.74,5.44,2.02,0.25,4.49,2.89,0.89,2.48,1.77,0.67,2.57,1.58,0.94,5.07,3.77,1.44,3.34,3.96,2.07,9.09,-3.48,-6.0,17.8,17.8,0.4604922483288085,0.4668673984417132,-0.0063751501129047,6.94,4.09,-4.37,-5.47,0.79,-7.03,0.48,5.17,-0.34,4.77,-1.05,2.84,9.85,2.5,0.31,1
2019-01-25,-0.1552449999999999,-106.64,0.0,3.0499999999999936,-1.57,2.74,3.85,0.55,6.17,0.05,0.18,7.01,-0.76,-1.19,3.32,3.13,-0.24,4.24,1.02,2.28,4.62,0.93,1.08,4.05,2.56,-0.99,8.2,-11.67,17.42,17.42,0.4676916657121283,0.4620862800798966,0.0056053856322317,4.38,4.72,-4.97,-10.36,-1.13,1.23,-2.74,3.68,7.32,0.63,1.95,-1.83,7.06,6.83,-2.89,1
2019-02-01,-0.1001449999999999,-70.63,0.0,-14.0,0.74,1.91,3.08,0.25,5.44,0.93,0.89,4.49,-1.54,0.67,2.48,2.67,0.94,2.57,0.91,1.44,5.07,1.82,2.07,3.34,1.96,-6.0,9.09,-6.39,16.14,16.14,0.4509188960714809,0.4604922483288085,-0.0095733522573275,-4.37,6.94,0.55,-7.03,-5.47,1.7,-0.34,0.48,4.22,2.84,4.77,-0.83,0.31,9.85,0.45,0
2019-02-08,-0.0384889999999999,-46.79999999999998,0.0,-2.0999999999999943,3.85,-1.57,1.52,0.05,0.55,3.31,-0.76,0.18,0.57,3.13,-1.19,1.77,1.02,-0.24,0.93,0.93,2.28,3.29,2.56,1.08,2.43,-11.67,-0.99,6.25,15.72,15.72,0.4456606692376114,0.4676916657121283,-0.0220309964745168,-4.97,4.38,0.13,1.23,-10.36,2.25,7.32,-2.74,-1.27,-1.83,0.63,5.75,-2.89,7.06,5.49,0
2019-02-15,0.0130899999999999,-43.99,0.0,-9.275000000000002,3.08,0.74,-1.8,0.93,0.25,2.17,-1.54,0.89,0.91,2.67,0.67,-1.1,0.91,0.94,0.5,1.82,1.44,1.44,1.96,2.07,1.27,-6.39,-6.0,11.28,14.91,14.91,0.4544820520087634,0.4509188960714809,0.0035631559372825,0.55,-4.37,1.88,1.7,-7.03,-4.93,4.22,-0.34,-1.93,-0.83,2.84,0.25,0.45,0.31,7.55,0
2019-02-22,0.0707329999999999,36.73999999999998,0.0,7.774999999999995,1.52,3.85,-1.03,3.31,0.05,-1.15,0.57,-0.76,-0.59,1.77,3.13,-1.03,0.93,1.02,-0.42,3.29,0.93,-1.72,2.43,2.56,-0.52,6.25,-11.67,0.13,13.51,13.51,0.4549291564643592,0.4456606692376114,0.0092684872267477,0.13,-4.97,1.69,2.25,1.23,-3.53,-1.27,7.32,-0.52,5.75,-1.83,-3.85,5.49,-2.89,3.12,0
2019-03-01,0.159063,57.8,0.0,25.325,-1.8,3.08,1.71,2.17,0.93,0.47,0.91,-1.54,0.25,-1.1,2.67,1.46,0.5,0.91,0.37,1.44,1.82,0.59,1.27,1.96,2.42,11.28,-6.39,-4.13,13.57,13.57,0.4659548639891773,0.4544820520087634,0.0114728119804138,1.88,0.55,2.12,-4.93,1.7,6.94,-1.93,4.22,2.16,0.25,-0.83,0.34,7.55,0.45,3.17,0
