Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,TED,Previous TED,TED_Change,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2018-05-25,-0.030587,414.17,0.0,1.6540000000000006,4.16,6.02,-2.85,4.83,3.86,-1.59,4.07,2.32,-0.33,4.2,5.6,-2.58,2.34,4.38,-0.87,0.88,1.79,-1.19,-0.44,5.88,-5.11,-11.1,-6.44,3.3,13.22,13.22,0.46,0.57,-0.1099999999999999,0.5078533340578129,0.5140776786451273,-0.0062243445873144,-1.81,1.87,-7.63,-7.91,9.27,-5.57,3.7,12.61,0.34,2.01,1.8,-2.25,1.19,-0.2,-6.75,0
2018-06-01,0.207591,-19.17999999999995,0.0,0.13825,2.1,7.24,-0.84,2.33,6.45,-0.73,2.29,5.08,-0.18,2.09,7.07,-0.83,0.69,6.26,-1.07,1.56,0.75,-0.94,1.09,2.43,-4.11,-21.4,-9.06,15.34,13.46,13.46,0.44,0.55,-0.11,0.524027993770945,0.4874125080613654,0.0366154857095795,-1.73,-0.94,-6.39,-8.34,7.82,-5.69,5.35,13.62,0.28,6.54,3.74,-5.06,-1.52,-1.27,-0.47,0
2018-06-08,0.370278,48.74000000000001,0.0,0.992,-0.26,6.12,-0.83,2.23,5.31,-2.56,1.8,4.84,-0.88,0.16,5.93,-1.14,0.33,4.46,-1.62,0.67,1.97,-1.12,-0.79,2.0,-3.24,-9.25,-8.87,-6.84,12.18,12.18,0.44,0.49,-0.0499999999999999,0.4938557458068943,0.5054691320564328,-0.0116133862495385,-6.92,-0.37,-6.28,-10.77,1.84,1.88,3.51,11.48,-0.81,2.03,9.87,-14.3,-5.92,-0.22,-0.65,0
2018-06-15,0.42766497,302.38,0.0,1.422999999999999,-1.98,6.43,0.37,-0.07,5.03,-0.92,1.51,5.26,-0.63,-1.6,6.12,0.08,-0.19,4.11,-1.78,0.4,0.08,0.02,-3.02,1.56,-3.14,-6.72,-3.13,4.29,11.98,11.98,0.43,0.45,-0.02,0.5090533312512814,0.5171038547252114,-0.0080505234739299,-6.92,-2.34,-2.5,-5.73,-5.2,-1.79,-3.25,14.6,1.03,-4.16,6.35,-17.91,-6.27,-2.06,0.53,0
2018-06-22,0.3525085,10.720000000000027,0.0,-0.5447500000000012,-0.45,4.57,-0.05,0.1,4.85,-0.4,0.48,4.37,0.21,-0.34,4.55,-0.14,0.15,2.78,-1.05,-0.13,1.97,1.15,-4.0,1.25,-1.23,19.87,-18.08,-1.83,13.77,13.77,0.45,0.45,0.0,0.5082844750738964,0.5100387496421734,-0.001754274568277,-5.49,-3.62,-3.73,-3.89,-6.79,-5.15,1.78,8.11,-1.61,2.8,-0.16,-19.5,-5.88,1.54,0.82,0
2018-06-29,0.164715,251.29999999999995,0.0,-2.223750000000001,-0.84,2.1,0.84,-0.73,2.33,0.18,-0.18,2.29,1.79,-0.83,2.09,0.72,-1.07,0.69,0.46,-0.94,1.56,3.2,-4.11,1.09,0.23,-0.82,-10.01,5.12,16.09,16.09,0.45,0.44,0.01,0.4446580956702314,0.524027993770945,-0.0793698981007135,-6.39,-1.73,1.01,-5.69,-8.34,-2.08,0.28,5.35,-1.9,-5.06,6.54,-9.95,-0.47,-1.52,-0.71,0
2018-07-06,-0.0180105,-10.490000000000007,0.0,0.0424999999999988,-0.83,-0.26,0.54,-2.56,2.23,0.08,-0.88,1.8,0.19,-1.14,0.16,0.44,-1.62,0.33,-0.21,-1.12,0.67,1.97,-3.93,-0.74,-1.32,-0.67,-8.0,4.31,13.37,13.37,0.4,0.43,-0.0299999999999999,0.4868508224189899,0.4938557458068943,-0.0070049233879043,-6.28,-6.92,1.18,1.88,-10.77,-3.25,-0.81,3.51,-3.21,-14.3,2.03,-3.3,-0.65,-5.92,0.1,0
2018-07-13,-0.1203263,-127.40999999999995,0.0,0.5107499999999987,0.37,-1.98,0.07,-0.92,-0.07,-0.7,-0.63,1.51,-0.69,0.08,-1.6,-0.06,-1.78,-0.19,-0.07,0.02,0.4,0.25,-3.81,-1.19,-3.08,6.41,0.57,-2.68,12.18,12.18,0.4,0.43,-0.0299999999999999,0.4724593437332481,0.5090533312512814,-0.0365939875180332,-2.5,-6.92,-1.08,-1.79,-5.73,0.56,1.03,-3.25,-2.59,-17.91,-4.16,2.6,0.53,-6.27,-0.88,0
2018-07-20,-0.1239223,-200.51,0.0,5.5085,-0.05,-0.45,-1.57,-0.4,0.1,-2.3,0.21,0.48,-1.5,-0.14,-0.34,-1.67,-1.05,0.15,-1.28,1.15,-0.13,-0.05,0.81,-6.12,-3.68,0.0,15.73,-4.58,12.86,12.86,0.39,0.44,-0.0499999999999999,0.4790842872894567,0.5082844750738964,-0.0292001877844397,-3.73,-5.49,-2.24,-5.15,-3.89,-1.05,-1.61,1.78,-3.3,-19.5,2.8,-2.13,0.82,-5.88,-3.94,0
2018-07-27,-0.0261086,-161.17999999999995,0.0,2.0565,0.84,-0.84,-1.61,0.18,-0.73,-0.85,1.79,-0.18,-0.88,0.72,-0.83,-1.46,0.46,-1.07,-0.82,3.2,-0.94,0.26,0.81,-4.25,-2.73,3.85,-3.45,-3.84,13.03,13.03,0.38,0.45,-0.07,0.496475964651722,0.4446580956702314,0.0518178689814905,1.01,-6.39,-3.79,-2.08,-5.69,-2.62,-1.9,0.28,-0.63,-9.95,-5.06,-1.61,-0.71,-0.47,-2.81,0
2018-08-03,0.10647,199.62,0.0,1.6127499999999997,0.54,-0.83,-2.02,0.08,-2.56,0.29,0.19,-0.88,1.67,0.44,-1.14,-1.59,-0.21,-1.62,-0.3,1.97,-1.12,0.84,-1.32,-3.93,-3.33,-1.06,3.85,-0.8,11.64,11.64,0.37,0.4,-0.03,0.472876619741867,0.4868508224189899,-0.0139742026771229,1.18,-6.28,-5.92,-3.25,1.88,-9.88,-3.21,-0.81,-1.21,-3.3,-14.3,-0.42,0.1,-0.65,-4.68,0
2018-08-10,0.183586,-107.74,0.0,-2.879249999999999,0.07,0.37,-5.06,-0.7,-0.92,-1.97,-0.69,-0.63,1.03,-0.06,0.08,-4.45,-0.07,-1.78,-1.87,0.25,0.02,0.13,-3.08,-3.81,-2.83,-5.78,-3.25,5.56,13.16,13.16,0.31,0.4,-0.09,0.4927400861017679,0.4724593437332481,0.0202807423685197,-1.08,-2.5,-5.78,0.56,-1.79,-9.22,-2.59,1.03,-3.15,2.6,-17.91,-9.47,-0.88,0.53,-4.03,0
2018-08-17,0.168068,117.53,0.0,-1.1730000000000005,-1.57,-0.05,-3.39,-2.3,-0.4,-0.34,-1.5,0.21,1.86,-1.67,-0.14,-2.81,-1.28,-1.05,-0.72,-0.05,1.15,1.05,-3.68,0.81,-0.12,-6.98,5.12,8.22,12.64,12.64,0.3,0.39,-0.09,0.4969758837925187,0.4790842872894567,0.017891596503062,-2.24,-3.73,-6.28,-1.05,-5.15,-4.38,-3.3,-1.61,0.02,-2.13,-19.5,-1.53,-3.94,0.82,-1.45,0
2018-08-24,0.009216,-87.75,0.0,-0.4364999999999995,-1.61,0.84,-1.57,-0.85,0.18,-0.98,-0.88,1.79,0.48,-1.46,0.72,-1.44,-0.82,0.46,-0.66,0.26,3.2,1.45,-2.73,0.81,1.74,-5.1,3.52,12.55,11.99,11.99,0.27,0.38,-0.1099999999999999,0.4904624291123063,0.496475964651722,-0.0060135355394156,-3.79,1.01,-4.18,-2.62,-2.08,-3.01,-0.63,-1.9,1.14,-1.61,-9.95,2.89,-2.81,-0.71,1.35,0
2018-08-31,-0.1385199999999999,-454.72,0.0,-1.936,-1.89,-0.36,1.05,0.68,-0.35,-1.85,1.56,0.35,-0.51,-1.43,-0.36,0.53,-0.27,-0.5,-0.26,1.3,2.45,0.39,-2.1,-1.61,1.55,0.14,-3.97,13.62,12.86,12.86,0.25,0.36,-0.1099999999999999,0.4958022048829173,0.5070814755406534,-0.011279270657736,-5.81,-0.03,-2.23,-9.27,-3.38,0.0,-1.6,-4.52,7.67,0.19,-4.03,5.79,-5.44,0.55,-0.05,0
2018-09-07,-0.2642369,-120.0,0.0,1.6170000000000002,-5.99,1.18,0.56,-2.87,0.13,-1.44,1.02,-0.09,-2.83,-5.33,0.99,0.15,-1.33,0.41,-1.7,-1.21,1.54,0.65,-5.18,-0.12,2.26,10.61,-8.14,9.07,14.88,14.88,0.23,0.32,-0.09,0.4915906590423727,0.4813257863698826,0.0102648726724901,-8.88,1.06,-0.89,-10.84,1.53,-3.05,-4.87,-1.23,9.61,-10.37,5.16,9.82,-5.43,-0.72,0.32,0
2018-09-14,-0.2642249,-247.85,0.0,1.1932499999999997,-3.34,-1.66,-4.22,-0.42,-2.13,-6.88,2.01,-1.5,-9.79,-2.77,-1.73,-4.65,-0.36,-1.46,-4.34,1.67,-0.18,-4.76,0.54,-4.45,-2.88,12.93,-5.15,8.62,12.07,12.07,0.22,0.28,-0.06,0.4802169263017218,0.490959042394069,-0.0107421160923471,-6.09,-1.8,-3.55,-5.4,-0.7,-9.82,0.33,-3.74,1.38,-1.08,-3.76,4.0,-2.03,-3.78,-1.24,0
2018-09-21,-0.1994109999999999,-144.86,0.0,-0.1307500000000004,-0.97,-1.3,-5.88,-0.36,-0.5,-8.72,0.67,-0.67,-9.13,-0.84,-1.16,-6.3,-0.11,-0.76,-4.91,2.36,-0.59,-6.26,0.38,-2.91,-5.65,5.35,2.68,0.62,11.68,11.68,0.23,0.26,-0.03,0.4780533740974428,0.4870940892551084,-0.0090407151576655,-3.63,-3.19,-7.41,-2.84,-0.65,-10.81,1.7,-1.24,-1.68,8.47,-3.94,-8.45,1.81,-2.88,-9.26,0
2018-09-28,-0.1668569999999999,-15.78,0.0,-0.6477500000000006,1.05,-1.89,-7.6,-1.85,0.68,-9.62,-0.51,1.56,-12.35,0.53,-1.43,-7.93,-0.26,-0.27,-8.03,0.39,1.3,-9.25,0.47,-2.05,-8.56,11.1,2.78,-10.72,12.12,12.12,0.25,0.25,0.0,0.4846059369108664,0.4958022048829173,-0.0111962679720509,-2.23,-5.81,-2.17,0.0,-9.27,-12.44,7.67,-1.6,-10.39,5.79,0.19,-8.8,-0.05,-5.44,-4.12,0
2018-10-05,-0.185932,17.939999999999998,0.0,0.454249999999999,0.56,-5.99,-3.07,-1.44,-2.87,-2.97,-2.83,1.02,-6.87,0.15,-5.33,-3.08,-1.7,-1.33,-3.67,0.65,-1.21,-5.33,2.26,-5.18,-3.79,17.2,13.28,-22.07,14.82,14.82,0.23,0.23,0.0,0.4858834104485409,0.4915906590423727,-0.0057072485938318,-0.89,-8.88,1.61,-3.05,-10.84,-6.05,9.61,-4.87,-9.38,9.82,-10.37,-1.54,0.32,-5.43,0.95,0
2018-10-12,-0.25106,76.08,0.0,1.4082499999999996,-4.22,-3.34,1.56,-6.88,-0.42,0.7,-9.79,2.01,0.51,-4.65,-2.77,1.34,-4.34,-0.36,-0.81,-4.76,1.67,-0.01,-2.88,0.54,0.19,-2.93,16.37,-1.81,21.31,21.31,0.21,0.22,-0.01,0.4827588118222347,0.4802169263017218,0.0025418855205128,-3.55,-6.09,7.15,-9.82,-5.4,-4.69,1.38,0.33,-6.11,4.0,-1.08,-3.09,-1.24,-2.03,3.1,0
2018-10-19,-0.344287,-26.47,0.0,0.964500000000001,-5.88,-0.97,-0.51,-8.72,-0.36,-1.1,-9.13,0.67,-4.12,-6.3,-0.84,-0.66,-4.91,-0.11,-2.03,-6.26,2.36,-1.48,-5.65,0.38,-1.58,-0.62,10.81,-0.99,19.89,19.89,0.22,0.24,-0.0199999999999999,0.4872100200627443,0.4780533740974428,0.0091566459653014,-7.41,-3.63,0.95,-10.81,-2.84,0.62,-1.68,1.7,-5.85,-8.45,8.47,-3.52,-9.26,1.81,-2.9,0
2018-10-26,-0.409353,35.93000000000001,0.0,0.3380000000000002,-7.6,1.05,0.19,-9.62,-1.85,0.98,-12.35,-0.51,-4.06,-7.93,0.53,0.31,-8.03,-0.26,0.14,-9.25,0.39,-0.34,-8.56,0.47,1.89,-9.21,4.48,-0.14,24.16,24.16,0.24,0.26,-0.02,0.4830775886272235,0.4846059369108664,-0.0015283482836428,-2.17,-2.23,-2.09,-12.44,0.0,7.69,-10.39,7.67,-2.94,-8.8,5.79,-7.26,-4.12,-0.05,0.65,0
2018-11-02,-0.41188997,4.489999999999995,0.0,-2.3029999999999995,-3.07,0.56,-1.61,-2.97,-1.44,-4.37,-6.87,-2.83,-6.58,-3.08,0.15,-2.07,-3.67,-1.7,-2.45,-5.33,0.65,0.23,-3.79,2.26,-1.64,-12.96,16.06,-3.38,19.51,19.51,0.31,0.23,0.0799999999999999,0.4719197793978249,0.4858834104485409,-0.013963631050716,1.61,-0.89,-7.31,-6.05,-3.05,12.24,-9.38,9.61,-2.49,-1.54,9.82,-9.33,0.95,0.32,-6.94,0
2018-11-09,-0.3678045,-52.31999999999999,0.0,-0.0717499999999994,1.56,-4.22,-4.61,0.7,-6.88,-6.61,0.51,-9.79,-10.04,1.34,-4.65,-4.9,-0.81,-4.34,-4.01,-0.01,-4.76,-4.75,0.19,-2.88,-7.26,-3.84,1.0,-6.95,17.36,17.36,0.31,0.21,0.1,0.4654203369917838,0.4827588118222347,-0.0173384748304508,7.15,-3.55,-12.69,-4.69,-9.82,13.1,-6.11,1.38,-1.74,-3.09,4.0,-8.06,3.1,-1.24,-9.84,0
2018-11-16,-0.295551,-46.58,0.0,-0.1255000000000002,-0.51,-5.88,-2.41,-1.1,-8.72,-4.96,-4.12,-9.13,-7.44,-0.66,-6.3,-2.87,-2.03,-4.91,-4.2,-1.48,-6.26,-4.39,-1.58,-5.65,-8.07,-1.9,-10.44,-4.97,18.14,18.14,0.33,0.2,0.13,0.4565313447828929,0.4872100200627443,-0.0306786752798514,0.95,-7.41,-3.96,0.62,-10.81,4.75,-5.85,-1.68,-2.32,-3.52,-8.45,-2.64,-2.9,-9.26,-3.3,0
2018-11-23,-0.205262,-79.25,0.0,1.3889999999999991,0.19,-7.6,-3.33,0.98,-9.62,-5.88,-4.06,-12.35,-8.01,0.31,-7.93,-3.77,0.14,-8.03,-4.45,-0.34,-9.25,-7.09,-0.38,-8.85,-8.7,-3.02,-13.72,1.63,21.52,21.52,0.33,0.22,0.11,0.473823919610542,0.4830775886272235,-0.0092536690166814,-2.09,-2.17,-9.44,7.69,-12.44,1.04,-2.94,-10.39,-3.39,-7.26,-8.8,2.37,0.65,-4.12,-9.95,0
2018-11-30,-0.1286599,83.91,0.0,0.2165000000000006,-1.61,-3.07,-3.52,-4.37,-2.97,-4.84,-6.58,-6.87,-7.51,-2.07,-3.08,-3.71,-2.45,-3.67,-3.21,0.23,-5.33,-7.85,-3.11,-3.88,-7.25,-5.07,-1.34,-5.21,18.07,18.07,0.42,0.27,0.1499999999999999,0.4622209832364135,0.4719197793978249,-0.0096987961614114,-7.31,1.61,-7.49,12.24,-6.05,-8.29,-2.49,-9.38,-2.44,-9.33,-1.54,-2.64,-6.94,0.95,-7.88,0
2018-12-07,-0.1272277,57.79999999999998,0.0,-2.6190000000000007,-4.61,1.56,1.9,-6.61,0.7,3.19,-10.04,0.51,0.77,-4.9,1.34,2.07,-4.01,-0.81,1.06,-4.75,-0.01,-0.73,-7.9,0.43,0.43,-7.72,4.83,-4.59,23.23,23.23,0.42,0.28,0.1399999999999999,0.5170412106344425,0.4654203369917838,0.0516208736426586,-12.69,7.15,1.59,13.1,-4.69,-6.13,-1.74,-6.11,1.57,-8.06,-3.09,4.92,-9.84,3.1,-0.44,1
2018-12-14,-0.2442724,85.85000000000001,0.0,-3.5847500000000005,-2.41,-0.51,0.26,-4.96,-1.1,4.64,-7.44,-4.12,2.04,-2.87,-0.66,0.97,-4.2,-2.03,1.46,-4.39,-1.48,1.23,-6.02,-1.17,1.0,2.56,-2.63,6.51,21.63,21.63,0.43,0.3,0.13,0.5331320879478246,0.4565313447828929,0.0766007431649317,-3.96,0.95,1.87,4.75,0.62,-7.77,-2.32,-5.85,0.64,-2.64,-3.52,-0.6,-3.3,-2.9,6.51,1
2018-12-21,-0.419004,121.2,0.0,2.007500000000001,-3.33,0.19,1.81,-5.88,0.98,6.53,-8.01,-4.06,6.73,-3.77,0.31,2.62,-4.45,0.14,4.22,-7.09,-0.34,7.91,-9.0,1.7,6.49,2.92,-6.23,5.29,30.11,30.11,0.48,0.32,0.1599999999999999,0.5383833492139867,0.473823919610542,0.0645594296034446,-9.44,-2.09,9.3,1.04,7.69,-4.77,-3.39,-2.94,2.69,2.37,-7.26,-0.19,-9.95,0.65,11.24,1
2018-12-28,-0.558029,70.19,0.0,-1.7232499999999995,-3.86,-1.73,0.19,-6.3,-1.47,6.12,-8.55,-4.69,7.18,-4.27,-1.67,1.22,-4.66,-1.04,3.37,-7.83,0.39,6.33,-6.85,1.02,5.14,2.9,-6.95,8.2,28.34,28.34,0.45,0.35,0.1,0.4643084678246334,0.4805062671455632,-0.0161977993209297,-9.99,-3.3,6.62,-8.36,14.11,-12.38,-3.99,-7.7,-1.55,1.28,-10.19,0.5,-9.11,-1.54,11.31,1
2019-01-04,-0.641044,68.55999999999997,0.0,-0.6509999999999998,-2.64,-0.25,2.67,-2.91,-3.75,5.71,-5.18,-6.63,5.43,-2.7,-0.86,3.17,-3.12,-1.84,3.53,-5.59,-1.65,6.58,-5.58,-1.64,5.77,1.08,5.71,4.14,21.38,21.38,0.43,0.41,0.02,0.4668673984417132,0.4964553197328484,-0.0295879212911351,-2.53,-8.0,2.27,-4.34,12.89,-12.12,-3.02,-0.48,0.13,-4.31,-4.78,7.74,-4.71,-3.99,10.19,1
2019-01-11,-0.669813,141.55,0.0,-1.2440000000000002,1.63,-3.5,2.21,5.04,-7.02,0.6,2.71,-9.41,-0.58,2.19,-4.08,1.9,2.55,-4.41,0.78,0.13,-3.55,3.24,1.8,-7.26,3.04,10.73,-1.49,-5.59,18.19,18.19,0.41,0.41,0.0,0.4620862800798966,0.50994294209006,-0.0478566620101633,2.06,-12.21,-0.81,-5.94,4.43,-9.26,0.85,0.64,4.37,4.21,-3.75,-1.22,4.55,-10.97,3.97,1
2019-01-18,-0.624789,81.38999999999999,0.0,-0.5939999999999998,3.98,-3.55,3.85,7.26,-4.74,1.19,7.19,-8.08,-0.67,4.45,-3.73,3.36,3.12,-3.63,1.86,4.85,-3.48,3.29,6.21,-8.07,4.62,5.29,2.92,-11.64,17.8,17.8,0.4,0.45,-0.0499999999999999,0.4604922483288085,0.5271917959798665,-0.066699547651058,8.98,-5.78,-3.83,-5.4,2.76,-5.45,5.23,-4.18,3.86,3.31,-2.6,1.98,11.62,-6.14,0.76,1
2019-01-25,-0.5202161,-67.22,0.0,2.37475,3.41,-6.16,5.42,9.09,-8.42,3.36,8.24,-8.95,-0.19,4.33,-6.48,4.96,4.88,-5.37,1.96,7.49,-6.88,4.25,8.19,-8.7,5.11,8.73,-2.79,-9.03,17.42,17.42,0.41,0.4,0.0099999999999999,0.4676916657121283,0.4682759072582534,-0.0005842415461251,12.34,-13.23,-4.85,-9.58,-9.7,3.5,4.33,-7.33,5.96,5.44,-0.16,3.82,17.07,-11.28,2.44,1
2019-02-01,-0.4137429999999999,-42.06999999999999,0.0,1.0125,2.67,-2.64,1.23,5.71,-2.91,3.13,5.43,-5.18,-0.65,3.17,-2.7,1.54,3.53,-3.12,1.41,6.58,-5.59,3.29,8.4,-7.25,3.01,1.32,2.16,-0.52,16.14,16.14,0.38,0.44,-0.06,0.4509188960714809,0.4668673984417132,-0.0159485023702323,2.27,-2.53,2.45,-12.12,-4.34,-3.31,0.13,-3.02,2.21,7.74,-4.31,-0.59,10.19,-4.71,8.03,0
2019-02-08,-0.312033,-153.44,0.0,0.7045000000000001,2.21,1.63,0.47,0.6,5.04,2.12,-0.58,2.71,-0.03,1.9,2.19,0.72,0.78,2.55,0.51,3.24,0.13,1.51,3.7,2.07,2.78,-13.62,11.95,10.23,15.72,15.72,0.32,0.42,-0.0999999999999999,0.4456606692376114,0.4620862800798966,-0.0164256108422851,-0.81,2.06,1.82,-9.26,-5.94,-1.36,4.37,0.85,-1.78,-1.22,4.21,1.68,3.97,4.55,8.77,0
2019-02-15,-0.209262,-114.62,0.0,-4.1145,3.85,3.98,-0.12,1.19,7.26,2.65,-0.67,7.19,1.16,3.36,4.45,0.35,1.86,3.12,0.87,3.29,4.85,2.04,5.02,2.78,4.28,-10.81,8.2,0.28,14.91,14.91,0.3,0.41,-0.1099999999999999,0.4544820520087634,0.4604922483288085,-0.006010196320045,-3.83,8.98,4.04,-5.45,-5.4,1.67,3.86,5.23,0.18,1.98,3.31,0.59,0.76,11.62,10.95,0
2019-02-22,-0.106189,-10.060000000000002,0.0,-2.6600000000000006,5.42,3.41,0.4,3.36,9.09,-1.41,-0.19,8.24,-0.01,4.96,4.33,0.11,1.96,4.88,0.3,4.25,7.49,0.38,5.77,6.49,1.54,-3.11,2.93,0.53,13.51,13.51,0.24,0.44,-0.2,0.4549291564643592,0.4676916657121283,-0.0127625092477691,-4.85,12.34,-0.45,3.5,-9.58,1.73,5.96,4.33,2.79,3.82,5.44,0.81,2.44,17.07,3.85,0
2019-03-01,0.034055,13.810000000000002,0.0,0.8475000000000005,1.23,2.67,2.43,3.13,5.71,-1.45,-0.65,5.43,0.11,1.54,3.17,1.72,1.41,3.53,0.04,3.29,6.58,0.54,3.62,7.36,1.16,9.0,-10.17,-15.52,13.57,13.57,0.21,0.38,-0.17,0.4659548639891773,0.4509188960714809,0.0150359679176964,2.45,2.27,-4.81,-3.31,-12.12,4.14,2.21,0.13,4.78,-0.59,7.74,4.45,8.03,10.19,-1.13,0
2019-03-08,0.1357519999999999,37.150000000000006,0.0,1.1342500000000009,0.47,2.21,4.82,2.12,0.6,2.58,-0.03,-0.58,1.97,0.72,1.9,4.36,0.51,0.78,1.89,1.51,3.24,4.81,1.83,4.21,4.68,3.03,-8.32,-5.87,16.05,16.05,0.19,0.33,-0.14,0.4833790830417986,0.4456606692376114,0.0377184138041871,1.82,-0.81,2.51,-1.36,-9.26,3.32,-1.78,4.37,6.42,1.68,-1.22,11.89,8.77,3.97,0.55,0
2019-03-15,0.148872,39.45,0.0,2.3762499999999998,-0.12,3.85,2.89,2.65,1.19,1.13,1.16,-0.67,2.59,0.35,3.36,2.56,0.87,1.86,1.52,2.04,3.29,2.4,5.09,4.5,1.56,3.65,-7.63,-8.75,12.88,12.88,0.23,0.31,-0.0799999999999999,0.4862503367526506,0.4544820520087634,0.0317682847438871,4.04,-3.83,0.01,1.67,-5.45,-2.1,0.18,3.86,4.79,0.59,1.98,8.84,10.95,0.76,-0.06,0
2019-03-22,0.077388,-26.049999999999983,0.0,1.916000000000001,0.4,5.42,4.38,-1.41,3.36,4.79,-0.01,-0.19,5.34,0.11,4.96,4.39,0.3,1.96,2.94,0.38,4.25,3.8,1.54,5.77,2.73,-17.07,2.59,21.8,16.48,16.48,0.2,0.24,-0.0399999999999999,0.4995452257424982,0.4549291564643592,0.044616069278139,-0.45,-4.85,7.17,1.73,3.5,-1.83,2.79,5.96,5.51,0.81,3.82,8.29,3.85,2.44,5.23,0
2019-03-29,-0.063415,-37.56,0.0,-3.6404999999999994,2.43,1.23,1.91,-1.45,3.13,3.7,0.11,-0.65,5.68,1.72,1.54,2.25,0.04,1.41,3.82,0.54,3.29,3.37,1.16,3.62,2.27,-18.43,10.23,20.54,13.71,13.71,0.25,0.21,0.04,0.4789963740541358,0.4659548639891773,0.0130415100649584,-4.81,2.45,6.21,4.14,-3.31,1.57,4.78,2.21,0.09,4.45,-0.59,-4.28,-1.13,8.03,0.69,0
2019-04-05,-0.253868,-83.61000000000001,0.0,-2.0377499999999995,4.82,0.47,-2.36,2.58,2.12,-0.03,1.97,-0.03,4.32,4.36,0.72,-1.86,1.89,0.51,1.75,4.81,1.51,-0.83,4.68,1.83,-2.51,-0.42,0.28,3.91,12.82,12.82,0.2,0.19,0.01,0.4765716467476777,0.4833790830417986,-0.0068074362941208,2.51,1.82,-1.97,3.32,-1.36,-0.88,6.42,-1.78,-5.33,11.89,1.68,-13.64,0.55,8.77,-0.63,0
2019-04-12,-0.414435,-69.46000000000001,0.0,0.4232500000000012,2.89,-0.12,-1.88,1.13,2.65,-1.73,2.59,1.16,1.69,2.56,0.35,-1.77,1.52,0.87,0.53,2.4,2.04,-2.27,1.56,5.09,-3.59,4.39,0.53,2.42,12.01,12.01,0.21,0.23,-0.02,0.4862904275821336,0.4862503367526506,4.009082948297493e-05,0.01,4.04,-3.59,-2.1,1.67,-10.35,4.79,0.18,-5.47,8.84,0.59,-16.27,-0.06,10.95,-5.9,0
2019-04-26,-0.4512089999999999,9.370000000000005,0.0,1.9975000000000007,3.25,1.22,-2.14,5.1,-1.36,-3.28,6.5,0.42,-0.42,3.56,0.76,-2.27,4.01,-0.17,-0.62,3.81,0.09,-4.11,1.12,1.31,-4.3,3.97,-5.87,1.36,12.73,12.73,0.21,0.21,0.0,0.4913226701091744,0.4903401229922713,0.000982547116903,3.54,-6.81,-6.45,0.8,5.39,-10.43,1.89,2.21,-1.91,0.7,0.02,-16.34,0.96,-0.76,-8.52,0
2019-05-03,-0.366,-38.44,0.0,0.1482500000000001,-0.51,3.09,-2.25,0.72,1.05,-3.54,5.35,0.51,-2.94,-0.23,2.7,-2.44,1.83,1.27,-1.83,1.62,3.09,-4.6,0.09,3.27,-5.14,15.15,-10.0,-25.31,12.87,12.87,0.18,0.21,-0.03,0.5056457517791884,0.4780237272517819,0.0276220245274064,-0.2,-0.8,-5.85,-2.52,7.26,-4.56,-2.18,4.14,-0.64,-10.4,7.63,-12.26,-3.45,3.13,-7.58,0
2019-05-10,-0.225318,55.66000000000001,0.0,-1.0122499999999983,-2.99,3.84,2.39,-0.34,1.51,-0.3,3.36,2.06,-1.46,-2.44,3.4,1.89,1.07,1.77,0.26,-0.79,2.87,0.43,-1.99,3.57,-0.61,-6.44,23.75,-21.73,16.04,16.04,0.15,0.21,-0.06,0.5236696954214584,0.4816138339738582,0.0420558614476,-2.43,-0.87,-2.82,-1.08,0.8,-6.19,-8.68,6.97,5.97,-14.98,8.67,-5.66,-2.97,0.93,-4.36,0
2019-05-17,-0.099437,45.48000000000002,0.0,-2.601499999999999,-1.62,1.99,0.12,-2.13,1.9,-1.75,0.8,3.03,-2.21,-1.63,1.95,-0.21,0.39,1.36,-0.81,-2.15,1.96,0.68,-3.51,0.59,-3.37,-12.89,26.42,-11.78,15.96,15.96,0.18,0.22,-0.04,0.483523764488582,0.4882241640823341,-0.0047003995937521,-5.17,-0.71,-5.04,-12.85,-2.05,2.56,-2.13,1.72,-3.6,-17.16,4.33,-2.42,-8.35,0.63,-3.98,0
