Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change,festive
2017-03-31,0.0762765,137.37,0.0,9.575,-0.19,-1.19,0.36,-0.05,-0.6,1.36,1.26,-1.01,0.55,-0.13,-1.07,0.51,0.95,-0.65,-0.04,0.43,-0.93,-0.44,0.25,-0.58,-0.77,-22.42,94.12,-10.94,12.37,12.37,0.5177721875302672,0.5040554635752946,0.0137167239549725,-0.82,-1.5,-4.35,-1.65,0.09,-2.35,1.26,-2.41,2.81,-2.06,-6.59,2.54,-2.55,-1.86,-4.24,0
2017-04-07,0.0348229999999999,-175.59000000000003,0.0,18.825000000000003,0.36,-0.19,-3.2,1.36,-0.05,0.67,0.55,1.26,1.3,0.51,-0.13,-2.44,-0.04,0.95,0.4,-0.44,0.43,-0.18,-0.77,0.25,0.22,-10.94,-22.42,-7.02,12.87,12.87,0.49888062634755,0.5177721875302672,-0.0188915611827172,-4.35,-0.82,-3.41,-2.35,-1.65,-2.19,2.81,1.26,-6.16,2.54,-2.06,-6.99,-4.24,-2.55,2.14,0
2017-04-21,0.0261319999999999,101.49,0.0,-4.474999999999998,-3.2,0.36,1.26,0.67,1.36,1.33,1.3,0.55,1.8,-2.44,0.51,1.28,0.4,-0.04,1.45,-0.18,-0.44,1.97,0.22,-0.77,2.26,-9.43,-7.02,-21.88,14.63,14.63,0.5209158984477837,0.49888062634755,0.0220352721002337,-3.41,-4.35,2.07,-2.19,-2.35,0.15,-6.16,2.81,0.25,-6.99,2.54,1.67,2.14,-4.24,7.5,0
2017-04-28,-0.01452,23.629999999999995,0.0,-2.5249999999999986,1.26,-3.2,1.3,1.33,0.67,0.43,1.8,1.3,0.17,1.28,-2.44,1.12,1.45,0.4,0.43,1.97,-0.18,0.98,2.26,0.22,1.84,-21.88,-9.43,90.67,10.82,10.82,0.5222663438552453,0.5209158984477837,0.0013504454074615,2.07,-3.41,-2.78,0.15,-2.19,2.96,0.25,-6.16,2.0,1.67,-6.99,-4.81,7.5,2.14,1.16,0
2017-05-05,-0.0453069999999999,3.050000000000012,0.0,-25.200000000000003,1.3,1.26,1.89,0.43,1.33,0.32,0.17,1.8,0.99,1.12,1.28,1.61,0.43,1.45,1.27,0.98,1.97,-0.2,1.84,2.26,1.07,90.67,-21.88,-23.78,10.57,10.57,0.555020394369856,0.5222663438552453,0.0327540505146106,-2.78,2.07,-0.22,2.96,0.15,2.98,2.0,0.25,1.92,-4.81,1.67,-1.4,1.16,7.5,-1.86,0
2017-05-12,-0.0457627,-40.5,0.0,19.474999999999994,1.89,1.3,0.48,0.32,0.43,0.25,0.99,0.17,0.2,1.61,1.12,0.4,1.27,0.43,-0.46,-0.2,0.98,0.1,1.07,1.84,2.23,-23.78,90.67,2.75,10.4,10.4,0.5574758487226795,0.555020394369856,0.0024554543528235,-0.22,-2.78,3.79,2.98,2.96,4.38,1.92,2.0,2.64,-1.4,-4.81,3.56,-1.86,1.16,4.48,0
2017-05-19,-0.0444901,245.81,0.0,22.375,0.48,1.89,1.03,0.25,0.32,1.07,0.2,0.99,1.49,0.4,1.61,1.04,-0.46,1.27,1.15,0.1,-0.2,0.92,2.23,1.07,-1.0,2.75,-23.78,-20.54,12.04,12.04,0.5656804263476848,0.5574758487226795,0.0082045776250052,3.79,-0.22,-0.96,4.38,2.98,4.49,2.64,1.92,0.51,3.56,-1.4,-0.9,4.48,-1.86,-0.06,0
2017-05-26,-0.0326645,-408.88,0.0,-40.475,1.03,0.48,0.0,1.07,0.25,-0.11,1.49,0.2,0.04,1.04,0.4,-0.02,1.15,-0.46,-0.17,0.92,0.1,1.2,-1.0,2.23,0.93,-20.54,2.75,26.97,9.81,9.81,0.5828645771600512,0.5656804263476848,0.0171841508123664,-0.96,3.79,-0.35,4.49,4.38,-0.11,0.51,2.64,-2.49,-0.9,3.56,-1.96,-0.06,4.48,-3.33,0
2017-06-02,-0.01178829,243.73,0.0,14.974999999999998,0.0,1.03,-0.27,-0.11,1.07,-1.16,0.04,1.49,-1.39,-0.02,1.04,-0.42,-0.17,1.15,-0.48,1.2,0.92,-0.64,0.93,-1.0,-1.75,26.97,-20.54,-19.47,9.75,9.75,0.5692437307248541,0.5828645771600512,-0.0136208464351971,-0.35,-0.96,-2.04,-0.11,4.49,-3.87,-2.49,0.51,1.09,-1.96,-0.9,2.88,-3.33,-0.06,0.95,0
2017-06-09,-0.02098031,315.81999999999994,0.0,15.524999999999991,-0.27,0.0,-0.85,-1.16,-0.11,0.23,-1.39,0.04,-0.68,-0.42,-0.02,-0.65,-0.48,-0.17,-0.18,-0.64,1.2,0.02,-1.75,0.93,0.12,-19.47,26.97,71.43,10.7,10.7,0.5661361238490571,0.5692437307248541,-0.003107606875797,-2.04,-0.35,-1.62,-3.87,-0.11,0.68,1.09,-2.49,-0.25,2.88,-1.96,-5.17,0.95,-3.33,-2.1,0
2017-06-16,-0.0310044999999999,-206.5,0.0,-5.200000000000003,-0.85,-0.27,-0.53,0.23,-1.16,-0.66,-0.68,-1.39,-0.22,-0.65,-0.42,-0.52,-0.18,-0.48,0.15,0.02,-0.64,0.09,0.12,-1.75,-3.48,71.43,-19.47,50.64,10.38,10.38,0.5765081222335613,0.5661361238490571,0.0103719983845042,-1.62,-2.04,-2.8,0.68,-3.87,0.52,-0.25,1.09,-2.21,-5.17,2.88,-0.09,-2.1,0.95,-2.71,0
2017-06-23,-0.0313547,314.4100000000001,0.0,8.774999999999999,-0.53,-0.85,-1.5,-0.66,0.23,-1.75,-0.22,-0.68,-0.34,-0.52,-0.65,-1.51,0.15,-0.18,-0.67,0.09,0.02,-0.45,-3.48,0.12,0.88,50.64,71.43,52.34,10.02,10.02,0.5725098594439503,0.5765081222335613,-0.003998262789611,-2.8,-1.62,2.63,0.52,0.68,-2.66,-2.21,-0.25,-2.97,-0.09,-5.17,2.76,-2.71,-2.1,-0.79,0
2017-06-30,-0.0334049,-65.68000000000006,0.0,-13.199999999999996,-1.5,-0.53,0.52,-1.75,-0.66,0.28,-0.34,-0.22,-0.72,-1.51,-0.52,0.47,-0.67,0.15,0.07,-0.45,0.09,-0.17,0.88,-3.48,-0.42,52.34,50.64,-8.1,11.18,11.18,0.5768826833092677,0.5725098594439503,0.0043728238653174,2.63,-2.8,2.66,-2.66,0.52,0.46,-2.97,-2.21,0.27,2.76,-0.09,3.5,-0.79,-2.71,0.57,0
2017-07-07,-0.0213109999999999,-327.1,0.0,-1.9249999999999967,0.52,-1.5,0.37,0.28,-1.75,0.07,-0.72,-0.34,-0.5,0.47,-1.51,0.32,0.07,-0.67,0.18,-0.17,-0.45,1.82,-0.42,0.88,2.14,-8.1,52.34,-2.74,11.19,11.19,0.5823045505939646,0.5768826833092677,0.0054218672846968,2.66,2.63,0.17,0.46,-2.66,0.02,0.27,-2.97,0.18,3.5,2.76,6.34,0.57,-0.79,0.62,0
2017-07-14,-0.0253249999999999,-46.06,0.0,-2.8999999999999986,0.37,0.52,1.01,0.07,0.28,1.77,-0.5,-0.72,1.62,0.32,0.47,1.14,0.18,0.07,1.23,1.82,-0.17,0.55,2.14,-0.42,0.09,-2.74,-8.1,-16.25,9.51,9.51,0.5682832956225643,0.5823045505939646,-0.0140212549714002,0.17,2.66,-1.65,0.02,0.46,3.29,0.18,0.27,0.34,6.34,3.5,-0.81,0.62,0.57,1.75,0
2017-07-21,-0.043426,-63.26999999999998,0.0,3.125,1.01,0.37,-1.13,1.77,0.07,-0.12,1.62,-0.5,1.39,1.14,0.32,-0.92,1.23,0.18,0.07,0.55,1.82,0.08,0.09,2.14,0.09,-16.25,-2.74,-7.46,9.36,9.36,0.5487905207836814,0.5682832956225643,-0.0194927748388828,-1.65,0.17,0.02,3.29,0.02,-2.52,0.34,0.18,-0.59,-0.81,6.34,5.64,1.75,0.62,-2.36,0
2017-07-28,-0.0425379999999999,43.15999999999997,0.0,-1.3000000000000045,-1.13,1.01,1.95,-0.12,1.77,1.22,1.39,1.62,1.07,-0.92,1.14,1.79,0.07,1.23,0.87,0.08,0.55,0.38,0.09,0.09,1.24,-7.46,-16.25,1.21,10.29,10.29,0.5708363237221282,0.5487905207836814,0.0220458029384468,0.02,-1.65,2.56,-2.52,3.29,2.13,-0.59,0.34,4.43,5.64,-0.81,1.98,-2.36,1.75,0.47,0
2017-08-04,-0.0423869999999999,272.47,0.0,-9.325,1.95,-1.13,-2.69,1.22,-0.12,-2.13,1.07,1.39,-0.47,1.79,-0.92,-2.52,0.87,0.07,-0.81,0.38,0.08,-1.53,1.24,0.09,-2.68,1.21,-7.46,-15.94,10.03,10.03,0.5751769624806864,0.5708363237221282,0.0043406387585581,2.56,0.02,-5.23,2.13,-2.52,-2.44,4.43,-0.59,-3.36,1.98,5.64,-4.68,0.47,-2.36,-3.25,0
2017-08-11,-0.020786,-322.92,0.0,17.425000000000004,-2.69,1.95,0.19,-2.13,1.22,0.42,-0.47,1.07,1.04,-2.52,1.79,0.21,-0.81,0.87,-0.38,-1.53,0.38,-0.38,-2.68,1.24,-0.81,-15.94,1.21,10.9,15.51,15.51,0.567406536929556,0.5751769624806864,-0.0077704255511303,-5.23,2.56,-1.86,-2.44,2.13,-0.21,-3.36,4.43,-1.73,-4.68,1.98,6.66,-3.25,0.47,-1.13,0
2017-08-18,-0.017004,-134.62,0.0,-1.275000000000002,0.19,-2.69,1.06,0.42,-2.13,0.23,1.04,-0.47,0.59,0.21,-2.52,0.9,-0.38,-0.81,0.36,-0.38,-1.53,0.73,-0.81,-2.68,1.18,10.9,-15.94,-22.22,14.26,14.26,0.5658134352030838,0.567406536929556,-0.0015931017264722,-1.86,-5.23,-0.69,-0.21,-2.44,0.25,-1.73,-3.36,1.25,6.66,-4.68,2.72,-1.13,-3.25,1.56,0
2017-08-25,-0.0001039999999999,171.49,0.0,-9.825000000000005,1.06,0.19,0.5,0.23,0.42,0.58,0.59,1.04,1.02,0.9,0.21,0.52,0.36,-0.38,0.68,0.73,-0.38,1.09,1.18,-0.81,1.22,-22.22,10.9,1.1,11.28,11.28,0.5551157154062113,0.5658134352030838,-0.0106977197968725,-0.69,-1.86,-1.11,0.25,-0.21,-0.05,1.25,-1.73,-0.17,2.72,6.66,4.02,1.56,-1.13,-1.88,0
2017-09-01,0.052482,-7.350000000000023,0.0,6.199999999999996,0.5,1.06,-0.82,0.58,0.23,-0.89,1.02,0.59,-0.49,0.52,0.9,-0.8,0.68,0.36,0.08,1.09,0.73,-0.06,1.22,1.18,0.74,1.1,-22.22,-8.15,10.13,10.13,0.556919938081383,0.5551157154062113,0.0018042226751716,-1.11,-0.69,-2.37,-0.05,0.25,-2.62,-0.17,1.25,0.3,4.02,2.72,-1.08,-1.88,1.56,0.13,0
2017-09-08,0.138477,389.47,0.0,-5.899999999999999,-0.82,0.5,-2.2,-0.89,0.58,-1.18,-0.49,1.02,-1.66,-0.8,0.52,-2.0,0.08,0.68,-1.29,-0.06,1.09,1.18,0.74,1.22,0.85,-8.15,1.1,149.7,12.12,12.12,0.5482339189699605,0.556919938081383,-0.0086860191114224,-2.37,-1.11,-0.51,-2.62,-0.05,-3.42,0.3,-0.17,0.48,-1.08,4.02,-5.11,0.13,-1.88,2.43,0
2017-09-15,0.13482118,-368.55,0.0,3.025000000000002,-2.2,-0.82,1.32,-1.18,-0.89,0.72,-1.66,-0.49,0.09,-2.0,-0.8,1.17,-1.29,0.08,0.03,1.18,-0.06,0.35,0.85,0.74,0.9,149.7,-8.15,5.92,10.17,10.17,0.5307001221106483,0.5482339189699605,-0.0175337968593122,-0.51,-2.37,2.63,-3.42,-2.62,0.87,0.48,0.3,4.09,-5.11,-1.08,0.77,2.43,0.13,2.43,0
2017-09-22,0.14239182,-50.29000000000002,0.0,5.399999999999999,1.32,-2.2,0.85,0.72,-1.18,1.83,0.09,-1.66,0.96,1.17,-2.0,1.02,0.03,-1.29,1.21,0.35,1.18,0.3,0.9,0.85,0.03,5.92,149.7,0.67,9.59,9.59,0.5310704248949698,0.5307001221106483,0.0003703027843214,2.63,-0.51,0.94,0.87,-3.42,0.26,4.09,0.48,2.29,0.77,-5.11,-1.48,2.43,2.43,1.23,0
2017-09-29,0.180564,-75.06,0.0,-9.474999999999994,0.85,1.32,2.04,1.83,0.72,1.47,0.96,0.09,1.69,1.02,1.17,1.93,1.21,0.03,1.73,0.3,0.35,0.67,0.03,0.9,-0.55,0.67,5.92,-4.22,9.51,9.51,0.5240609050646349,0.5310704248949698,-0.0070095198303349,0.94,2.63,-1.63,0.26,0.87,1.44,2.29,4.09,2.27,-1.48,0.77,7.28,1.23,2.43,-1.67,0
2017-10-06,0.1795649999999999,21.340000000000032,0.0,1.4750000000000014,2.04,0.85,0.17,1.47,1.83,0.46,1.69,0.96,0.98,1.93,1.02,0.22,1.73,1.21,0.21,0.67,0.3,0.69,-0.55,0.03,1.99,-4.22,0.67,9.51,9.65,9.65,0.501640075274597,0.5240609050646349,-0.0224208297900379,-1.63,0.94,0.55,1.44,0.26,1.82,2.27,2.29,0.54,7.28,-1.48,2.65,-1.67,1.23,-1.05,0
2017-10-13,0.100889,233.5,0.0,18.625,0.17,2.04,-0.16,0.46,1.47,-0.56,0.98,1.69,-1.06,0.22,1.93,-0.22,0.21,1.73,-0.0,0.69,0.67,0.37,1.99,-0.55,-1.05,9.51,-4.22,-6.14,9.61,9.61,0.5062020956669595,0.501640075274597,0.0045620203923625,0.55,-1.63,2.33,1.82,1.44,0.56,0.54,2.27,0.22,2.65,7.28,0.42,-1.05,-1.67,1.67,0
2017-10-20,0.0239449999999999,-219.62,0.0,-4.075000000000003,-0.16,0.17,-0.24,-0.56,0.46,-0.0,-1.06,0.98,1.41,-0.22,0.22,-0.19,-0.0,0.21,0.19,0.37,0.69,-0.05,-1.05,1.99,-0.86,-6.14,9.51,3.84,9.97,9.97,0.5012452218488657,0.5062020956669595,-0.0049568738180938,2.33,0.55,-6.08,0.56,1.82,-0.58,0.22,0.54,1.22,0.42,2.65,-2.91,1.67,-1.05,2.85,0
2017-10-27,-0.0233299999999999,-105.06,0.0,-27.849999999999994,-0.24,-0.16,0.74,-0.0,-0.56,1.62,1.41,-1.06,0.87,-0.19,-0.22,0.89,0.19,-0.0,0.99,-0.05,0.37,0.53,-0.86,-1.05,0.49,3.84,-6.14,-2.83,9.8,9.8,0.5045886825948449,0.5012452218488657,0.0033434607459792,-6.08,2.33,-0.3,-0.58,0.56,1.74,1.22,0.22,3.8,-2.91,0.42,3.17,2.85,1.67,-2.21,0
2017-11-03,-0.070191,517.8,0.0,8.5,0.74,-0.24,-1.68,1.62,-0.0,-2.21,0.87,1.41,-0.67,0.89,-0.19,-1.75,0.99,0.19,-1.22,0.53,-0.05,-0.26,0.49,-0.86,-0.6,-2.83,3.84,9.17,9.14,9.14,0.476724071340155,0.5045886825948449,-0.0278646112546898,-0.3,-6.08,-2.24,1.74,-0.58,-0.78,3.8,1.22,-1.92,3.17,-2.91,-4.29,-2.21,2.85,-1.35,0
2017-11-10,-0.062007,-356.92,0.0,18.925,-1.68,0.74,-0.7,-2.21,1.62,-1.11,-0.67,0.87,-1.28,-1.75,0.89,-0.79,-1.22,0.99,-1.21,-0.26,0.53,-0.35,-0.6,0.49,-0.58,9.17,-2.83,-1.84,11.29,11.29,0.4838213512234395,0.476724071340155,0.0070972798832844,-2.24,-0.3,3.27,-0.78,1.74,5.08,-1.92,3.8,-2.72,-4.29,3.17,-2.52,-1.35,-2.21,-0.74,0
2017-11-17,-0.0524719999999999,-75.13,0.0,-10.424999999999995,-0.7,-1.68,0.39,-1.11,-2.21,0.74,-1.28,-0.67,0.62,-0.79,-1.75,0.45,-1.21,-1.22,0.52,-0.35,-0.26,1.3,-0.58,-0.6,1.51,-1.84,9.17,-3.97,11.43,11.43,0.4984465146596232,0.4838213512234395,0.0146251634361836,3.27,-2.24,2.35,5.08,-0.78,-1.4,-2.72,-1.92,1.66,-2.52,-4.29,2.52,-0.74,-1.35,0.15,0
2017-11-24,-0.061554,257.23,0.0,-3.775000000000002,0.39,-0.7,-1.47,0.74,-1.11,-0.45,0.62,-1.28,-0.75,0.45,-0.79,-1.26,0.52,-1.21,-0.28,1.3,-0.35,0.48,1.51,-0.58,-0.09,-3.97,-1.84,0.87,9.67,9.67,0.5011799619725411,0.4984465146596232,0.0027334473129179,2.35,3.27,0.03,-1.4,5.08,-0.67,1.66,-2.72,-1.86,2.52,-2.52,-6.51,0.15,-0.74,-2.03,0
2017-12-01,-0.0650489999999999,-298.6,0.0,-0.9250000000000008,-1.47,0.39,1.28,-0.45,0.74,0.7,-0.75,0.62,-0.51,-1.26,0.45,1.12,-0.28,0.52,-0.52,0.48,1.3,0.2,-0.09,1.51,0.34,0.87,-3.97,7.54,11.43,11.43,0.5255112316025062,0.5011799619725411,0.0243312696299651,0.03,2.35,3.7,-0.67,-1.4,2.41,-1.86,1.66,0.15,-6.51,2.52,1.99,-2.03,0.15,3.17,1
2017-12-08,-0.08899,203.31,0.0,-6.75,1.28,-1.47,1.31,0.7,-0.45,0.28,-0.51,-0.75,-0.19,1.12,-1.26,1.11,-0.52,-0.28,0.67,0.2,0.48,0.58,0.34,-0.09,0.77,7.54,0.87,-12.63,9.58,9.58,0.5291890756744287,0.5255112316025062,0.0036778440719225,3.7,0.03,2.98,2.41,-0.67,0.26,0.15,-1.86,2.53,1.99,-6.51,4.99,3.17,-2.03,-0.58,1
2017-12-15,-0.1222525999999999,256.21000000000004,0.0,13.7,1.31,1.28,1.36,0.28,0.7,2.16,-0.19,-0.51,1.89,1.11,1.12,1.49,0.67,-0.52,1.32,0.58,0.2,0.67,0.77,0.34,0.03,-12.63,7.54,3.67,9.42,9.42,0.5369280432838879,0.5291890756744287,0.0077389676094591,2.98,3.7,-0.05,0.26,2.41,2.57,2.53,0.15,2.38,4.99,1.99,3.49,-0.58,3.17,1.2,1
2017-12-22,-0.1245527,-384.55,0.0,22.125,1.36,1.31,1.25,2.16,0.28,1.2,1.89,-0.19,1.5,1.49,1.11,1.24,1.32,0.67,1.09,0.67,0.58,0.18,0.03,0.77,1.39,3.67,-12.63,-1.33,9.9,9.9,0.5452764605971262,0.5369280432838879,0.0083484173132383,-0.05,2.98,0.47,2.57,0.26,-0.38,2.38,2.53,1.06,3.49,4.99,3.89,1.2,-0.58,1.26,1
2017-12-29,-0.1466046999999999,-59.950000000000045,0.0,-12.075000000000005,1.25,1.36,0.47,1.2,2.16,1.0,1.5,1.89,1.69,1.24,1.49,0.58,1.09,1.32,1.08,0.18,0.67,2.53,1.39,0.03,1.59,-1.33,3.67,12.33,11.04,11.04,0.5087397211090039,0.5452764605971262,-0.0365367394881223,0.47,-0.05,-1.93,-0.38,2.57,0.77,1.06,2.38,1.32,3.89,3.49,-0.36,1.26,1.2,0.01,1
2018-01-05,-0.15488,244.78000000000003,0.0,-12.099999999999994,0.47,1.25,0.7,1.0,1.2,-0.35,1.69,1.5,-0.15,0.58,1.24,0.53,1.08,1.09,0.67,2.53,0.18,1.33,1.59,1.39,1.98,12.33,-1.33,15.97,9.22,9.22,0.5069333083908044,0.5087397211090039,-0.0018064127181994,-1.93,0.47,-2.35,0.77,-0.38,-3.15,1.32,1.06,0.98,-0.36,3.89,4.88,0.01,1.26,3.57,1
2018-01-12,-0.0750219999999999,-32.97000000000003,0.0,-5.099999999999994,0.7,0.47,-0.62,-0.35,1.0,-0.99,-0.15,1.69,0.19,0.53,0.58,-0.67,0.67,1.08,-0.32,1.33,2.53,1.01,1.98,1.59,0.49,15.97,12.33,-1.72,10.16,10.16,0.4929509577415552,0.5069333083908044,-0.0139823506492491,-2.35,-1.93,3.08,-3.15,0.77,-1.55,0.98,1.32,-4.66,4.88,-0.36,-0.1,3.57,0.01,1.39,1
2018-01-19,-0.0116999999999999,-244.87,0.0,5.075000000000003,-0.62,0.7,-0.84,-0.99,-0.35,-0.18,0.19,-0.15,0.57,-0.67,0.53,-0.73,-0.32,0.67,-0.74,1.01,1.33,1.88,0.49,1.98,1.58,-1.72,15.97,9.81,11.27,11.27,0.4966462897316075,0.4929509577415552,0.0036953319900523,3.08,-2.35,4.74,-1.55,-3.15,-0.09,-4.66,0.98,1.26,-0.1,4.88,-1.29,1.39,3.57,-0.31,1
2018-01-26,0.0807299999999999,116.42999999999998,0.0,-4.324999999999996,-0.84,-0.62,-2.9,-0.18,-0.99,-3.17,0.57,0.19,-1.36,-0.73,-0.67,-2.91,-0.74,-0.32,-2.17,1.88,1.01,-3.44,1.58,0.49,-4.25,9.81,-1.72,5.58,11.08,11.08,0.4811653338143297,0.4966462897316075,-0.0154809559172778,4.74,3.08,-6.88,-0.09,-1.55,-2.7,1.26,-4.66,-5.2,-1.29,-0.1,-4.76,-0.31,1.39,-3.52,1
