Date,ADS_Change,EPU_Change,Stringency_Change,Rolling_Avg_Change_in_DCC,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change,% FTSE250 Change,Previous % FTSE250 Change,Next % FTSE250 Change,% FTSEAIM Change,Previous % FTSEAIM Change,Next % FTSEAIM Change,% FTSEAllShare Change,Previous % FTSEAllShare Change,Next % FTSEAllShare Change,% FTSESmallCap Change,Previous % FTSESmallCap Change,Next % FTSESmallCap Change,% MSCI Change,Previous % MSCI Change,Next % MSCI Change,% MSCIUK Change,Previous % MSCIUK Change,Next % MSCIUK Change,% GILT2 Change,Previous % GILT2 Change,Next % GILT2 Change,Close,Vix Close,TED,SWAV,SWAV_lagged,Change in SWAV,% Barc Change,Previous % Barc Change,Next % Barc Change,% Voda Change,Previous % Voda Change,Next % Voda Change,% BP Change,Previous % BP Change,Next % BP Change,% Glen Change,Previous % Glen Change,Next % Glen Change,% LLoyds Change,Previous % LLoyds Change,Next % LLoyds Change
2017-03-02,0.049141,319.61,0.0,-2.233,3.38,-0.76,-0.17,3.79,-0.27,0.32,2.6,3.73,1.5,3.41,-0.62,-0.06,2.34,0.85,0.88,2.99,0.71,0.6,1.23,2.56,1.72,32.63,-46.63,21.43,11.81,11.81,0.44,0.5308267630447461,0.5338635830070974,-0.0030368199623512,3.68,-4.82,-0.63,4.81,-7.76,3.11,-1.66,-8.62,-0.69,3.35,11.74,-5.48,6.2,0.36,-3.28
2017-03-03,0.079183,-315.88,0.0,0.6305000000000003,2.59,-0.3,-0.7,2.56,0.38,0.47,2.39,3.54,1.57,2.55,-0.15,-0.44,1.78,0.88,1.38,2.41,1.26,0.25,1.78,1.16,1.62,2.22,-44.79,85.87,10.96,10.96,0.4,0.5464701296827986,0.5374839892118578,0.0089861404709408,1.11,-2.72,-2.72,4.17,-8.16,2.92,-3.04,-6.98,-1.4,9.29,7.3,-7.42,3.9,-0.08,-3.08
2017-03-06,0.16554,-253.65,0.0,-1.8507500000000003,2.48,-0.91,-0.92,2.74,-0.01,0.39,2.18,3.33,1.47,2.49,-0.71,-0.65,1.6,0.47,0.79,2.64,1.2,0.18,1.02,0.57,1.67,5.83,-31.79,33.03,11.24,11.24,0.38,0.5393382794292155,0.5183599941711563,0.0209782852580592,-0.2,-2.84,-2.42,4.74,-7.26,2.3,-2.89,-7.2,-1.45,5.05,4.05,-3.95,2.18,1.3,-2.18
2017-03-07,0.190967,-31.95999999999998,0.0,0.2122499999999998,2.13,-1.23,-0.23,1.76,0.8,0.71,1.61,3.57,1.71,2.04,-0.83,-0.05,1.34,0.93,0.61,2.41,0.99,0.51,0.73,0.8,2.53,9.57,-47.49,5.83,11.45,11.45,0.36,0.5407835591098908,0.5230289344745683,0.0177546246353225,0.44,-4.32,-4.1,5.17,-8.47,2.05,1.29,-10.67,0.14,0.68,3.47,0.06,2.06,-0.67,-2.94
2017-03-08,0.214465,146.75,0.0,-1.241,2.03,-1.39,-0.04,1.75,1.15,0.73,2.06,3.17,1.52,1.96,-0.93,0.11,1.53,0.43,0.66,1.8,1.35,0.61,-0.16,2.04,2.7,-4.26,-52.28,42.22,11.86,11.86,0.39,0.5383578356733721,0.5189452770294288,0.0194125586439433,3.27,-3.95,-5.9,3.91,-8.07,1.47,1.04,-11.17,0.98,2.1,0.68,1.04,4.16,-1.14,-4.13
2017-03-09,0.236043,577.24,0.0,-0.38325,1.18,-0.86,-0.16,1.42,1.77,1.24,1.57,3.34,1.81,1.21,-0.38,0.12,0.94,1.0,1.24,1.57,1.35,0.58,-0.28,2.0,2.57,-10.92,-42.79,21.7,12.3,12.3,0.4,0.5505613825699944,0.5175460469337652,0.0330153356362292,1.15,-1.16,-6.8,2.16,-7.11,0.29,-1.02,-11.0,2.3,-1.67,-0.1,4.02,3.64,0.17,-6.53
2017-03-10,0.255708,-87.50999999999999,0.0,2.5515,1.16,-1.08,0.09,1.31,1.87,1.41,1.72,3.05,2.01,1.17,-0.54,0.34,0.72,1.06,1.28,1.72,1.48,-0.02,-0.25,1.73,2.02,-20.49,-36.79,11.34,11.66,11.66,0.39,0.5450747832649959,0.5321441486070851,0.0129306346579107,1.4,-2.81,-7.14,3.11,-7.92,-0.32,2.42,-11.27,-0.06,-3.18,1.28,3.39,4.76,-0.61,-7.65
2017-03-13,0.3039334,198.53,0.0,0.5822500000000002,1.21,-0.66,-0.25,1.44,2.46,1.24,2.15,2.81,1.89,1.23,-0.1,0.05,0.56,1.26,1.45,1.46,2.22,-0.18,0.5,1.82,1.16,-2.02,-43.75,29.9,11.35,11.35,0.35,0.5388286112077953,0.5226658775745696,0.0161627336332257,-0.93,0.54,-6.08,3.64,-6.79,0.27,0.85,-10.34,1.33,-4.27,2.19,1.19,4.09,1.79,-7.31
2017-03-14,0.3172747999999999,466.94,0.0,0.7169999999999994,1.23,0.67,0.1,0.87,3.0,1.88,1.67,3.49,2.33,1.14,1.06,0.45,0.52,1.42,1.7,1.06,2.29,0.27,-0.91,2.14,3.25,-15.91,-49.43,85.14,12.3,12.3,0.37,0.5381892753996729,0.4955878945487347,0.0426013808509381,-3.7,1.58,-5.1,4.31,-5.59,-0.59,-0.54,-8.47,3.0,-3.17,3.55,1.37,2.05,1.59,-6.49
2017-03-15,0.3293635,-254.71000000000004,0.0,-3.98025,0.91,0.76,-0.27,0.73,2.81,2.43,1.38,3.86,2.47,0.86,1.14,0.24,0.37,2.32,1.91,1.12,2.68,-0.6,0.91,1.75,1.33,-48.84,-55.21,159.09,11.63,11.63,0.43,0.5396482464698406,0.516120209198319,0.0235280372715215,-4.91,5.12,-6.07,4.03,-4.99,-0.44,-0.31,-9.41,3.58,-0.44,2.75,-4.65,1.14,3.49,-7.64
2017-03-16,0.3402027,36.25,0.0,0.764,1.9,0.96,-1.19,1.72,2.64,2.62,2.05,3.94,2.29,1.83,1.27,-0.48,0.77,2.15,1.71,1.5,3.41,-1.66,1.63,2.47,-0.31,-10.1,-37.74,26.97,11.21,11.21,0.43,0.5409087492513864,0.5381990455895015,0.0027097036618849,-3.59,4.25,-7.32,5.65,-3.78,-2.63,2.42,-10.17,2.58,5.21,2.66,-9.47,3.46,3.88,-9.18
2017-03-17,0.3497976,-73.07999999999998,0.0,-0.1559999999999988,1.71,1.41,-3.74,2.07,3.07,1.06,2.13,3.94,1.41,1.75,1.69,-2.81,1.27,1.98,0.65,1.45,3.02,-1.38,1.94,2.89,-0.37,-16.67,-30.14,12.94,11.28,11.28,0.43,0.5436872478986875,0.5250010438532863,0.0186862040454012,-2.78,4.22,-10.03,6.77,-3.91,-5.53,3.81,-10.5,-2.25,7.15,0.35,-14.75,3.71,2.76,-9.61
2017-03-20,0.37178856,30.610000000000014,0.0,-1.208749999999999,1.78,2.08,-4.25,2.16,3.48,1.39,2.06,3.91,1.49,1.82,2.31,-3.16,1.17,2.27,0.7,1.29,3.11,-1.37,1.94,2.5,-0.86,-10.53,-34.48,8.24,11.34,11.34,0.41,0.482560961684176,0.5136967534919326,-0.0311357918077564,-3.87,5.79,-8.67,6.05,-2.31,-4.99,3.57,-8.61,-2.88,5.41,2.06,-14.04,2.89,4.58,-7.43
2017-03-21,0.3777111999999999,-108.53000000000004,0.0,-1.0392499999999998,1.42,1.74,-3.52,1.15,3.71,2.06,1.17,3.91,2.73,1.35,2.08,-2.46,0.72,2.41,0.99,0.18,2.93,0.01,1.53,1.84,-0.37,54.26,-20.34,-23.45,12.47,12.47,0.4,0.486909432826669,0.5126566338722828,-0.0257472010456137,-2.52,3.19,-9.67,4.46,0.65,-4.91,1.67,-7.94,-2.55,0.6,0.38,-8.98,2.96,4.0,-6.1
2017-03-22,0.3830411,121.42999999999996,0.0,0.6360000000000013,0.31,1.92,-2.87,0.83,3.0,2.79,0.49,3.91,3.58,0.39,2.1,-1.8,0.36,1.97,1.65,0.01,2.02,-0.03,1.4,1.91,-0.4,10.89,-3.81,-5.36,12.81,12.81,0.4,0.4904115000615112,0.5163504848619023,-0.025938984800391,-4.51,1.86,-7.39,2.92,4.59,-4.29,1.57,-8.27,-2.94,1.17,-0.38,-9.37,-2.98,6.35,-4.08
2017-03-23,0.3877805,91.02000000000004,0.0,-1.67325,0.95,1.53,-1.04,1.92,2.76,3.16,0.88,3.88,3.84,1.1,1.74,-0.24,0.72,1.77,2.28,-0.02,2.31,1.45,0.93,1.51,1.38,62.24,-3.92,-33.96,13.12,13.12,0.4,0.4972459543691482,0.5219903129259112,-0.0247443585567629,-2.25,-1.42,-2.1,4.33,5.06,-3.98,1.38,-7.21,-1.6,-2.93,3.4,-5.02,-1.61,5.12,-2.46
2017-03-24,0.3919295,-114.29000000000002,0.0,-1.8257499999999989,1.29,0.82,-0.83,2.11,2.19,3.17,1.09,3.04,4.29,1.42,1.07,-0.07,1.3,1.62,2.42,0.27,2.07,1.96,1.53,1.11,2.09,44.74,-1.72,-47.27,12.96,12.96,0.38,0.5040554635752946,0.5202756511105983,-0.0162201875353036,0.46,-2.04,-1.83,4.31,4.91,-4.3,1.06,-8.16,-0.58,-2.37,0.04,-2.36,-1.77,5.17,-0.86
2017-03-27,0.398548,-43.06,0.0,-2.604249999999999,0.56,1.89,-0.07,1.23,3.26,4.12,0.93,3.01,4.71,0.67,2.12,0.73,0.7,2.12,3.36,0.19,2.76,2.02,1.72,1.27,1.75,85.87,2.22,-29.82,12.5,12.5,0.38,0.4994368260766851,0.5120632045309956,-0.0126263784543104,-0.36,0.72,0.2,4.52,2.83,-3.56,-0.8,-5.16,1.28,-6.13,1.29,1.2,-3.25,6.61,1.46
2017-03-28,0.395737,-387.50999999999993,0.0,-0.8184999999999991,1.1,2.31,-1.45,0.97,3.43,3.61,1.39,2.67,4.57,1.11,2.47,-0.5,1.86,1.56,2.35,1.1,2.58,1.2,1.85,2.08,2.18,94.62,14.81,-46.96,11.53,11.53,0.38,0.5034930885496616,0.5121088229410588,-0.0086157343913971,0.71,3.21,-1.82,4.14,3.88,-3.85,-0.02,-4.08,-2.38,-3.24,-1.35,-3.84,-2.74,5.77,4.06
2017-03-29,0.390032,-149.73000000000002,0.0,2.4787500000000007,-0.12,3.87,-2.3,-0.02,4.07,3.35,1.52,2.68,4.27,-0.07,3.86,-1.23,0.87,2.52,2.27,0.02,3.51,1.16,1.5,1.94,1.72,33.03,5.83,-34.48,11.42,11.42,0.38,0.5056990783451752,0.509928709492344,-0.0042296311471687,-2.4,4.86,-6.62,4.02,4.95,-5.53,-0.73,-1.76,-4.05,-7.33,3.4,-2.99,-3.34,5.22,4.8
2017-03-30,0.382973,-419.25,0.0,2.454000000000001,-0.17,3.38,-1.62,0.32,3.79,4.17,1.5,2.6,4.36,-0.06,3.41,-0.52,0.88,2.34,3.08,0.6,2.99,1.41,1.72,1.23,2.55,5.83,9.57,-9.17,11.54,11.54,0.38,0.5102166565767188,0.5308267630447461,-0.0206101064680273,-0.63,3.68,-7.98,3.11,4.81,-3.3,-0.69,-1.66,-2.61,-5.48,3.35,-6.19,-3.28,6.2,4.63
2017-03-31,0.3745549999999999,197.26,0.0,-1.2654999999999994,-0.7,2.59,-1.21,0.47,2.56,3.75,1.57,2.39,3.72,-0.44,2.55,-0.29,1.38,1.78,1.99,0.25,2.41,1.59,1.62,1.78,1.81,42.22,-4.26,-35.16,12.37,12.37,0.4,0.5177721875302672,0.5464701296827986,-0.0286979421525314,-2.72,1.11,-7.17,2.92,4.17,-2.47,-1.4,-3.04,-2.38,-7.42,9.29,-8.41,-3.08,3.9,4.94
2017-04-03,0.341715,129.32999999999993,0.0,-0.2102499999999992,-0.92,2.48,-0.47,0.39,2.74,3.83,1.47,2.18,3.91,-0.65,2.49,0.33,0.79,1.6,2.38,0.18,2.64,2.03,1.67,1.02,2.87,11.34,-20.49,-10.19,12.38,12.38,0.37,0.5045939872402042,0.5393382794292155,-0.0347442921890113,-2.42,-0.2,-4.34,2.3,4.74,-1.43,-1.45,-2.89,-2.48,-3.95,5.05,-11.61,-2.18,2.18,6.82
2017-04-04,0.330569,-94.57,0.0,1.0965000000000011,-0.23,2.13,-0.33,0.71,1.76,3.57,1.71,1.61,3.7,-0.05,2.04,0.41,0.61,1.34,2.87,0.51,2.41,2.53,2.53,0.73,4.04,27.55,-8.41,-41.6,11.79,11.79,0.37,0.506855311445507,0.5407835591098908,-0.0339282476643838,-4.1,0.44,-5.24,2.05,5.17,-0.77,0.14,1.29,-2.65,0.06,0.68,-9.73,-2.94,2.06,7.68
2017-04-05,0.319671,-251.95,0.0,1.9955000000000005,-0.04,2.03,-0.42,0.73,1.75,3.46,1.52,2.06,3.95,0.11,1.96,0.33,0.66,1.53,2.83,0.61,1.8,2.78,2.7,-0.16,3.93,29.9,-2.02,-40.48,12.89,12.89,0.36,0.5079407818672945,0.5383578356733721,-0.0304170538060776,-5.9,3.27,-6.27,1.47,3.91,-0.68,0.98,1.04,-2.31,1.04,2.1,-11.65,-4.13,4.16,6.86
2017-04-06,0.309019,-587.99,0.0,1.985250000000001,-0.16,1.18,0.53,1.24,1.42,3.61,1.81,1.57,4.15,0.12,1.21,1.13,1.24,0.94,3.21,0.58,1.57,2.54,2.57,-0.28,4.46,85.14,-15.91,-45.99,12.39,12.39,0.38,0.5090755895407023,0.5505613825699944,-0.0414857930292921,-6.8,1.15,-5.13,0.29,2.16,0.56,2.3,-1.02,-1.87,4.02,-1.67,-8.91,-6.53,3.64,8.54
2017-04-07,0.29861,-70.66000000000003,0.0,-1.1657499999999992,0.09,1.16,0.49,1.41,1.31,3.37,2.01,1.72,4.09,0.34,1.17,1.07,1.28,0.72,3.56,-0.02,1.72,2.73,2.02,-0.25,5.14,159.09,-48.84,-28.07,12.87,12.87,0.35,0.49888062634755,0.5450747832649959,-0.0461941569174459,-7.14,1.4,-2.48,-0.32,3.11,1.67,-0.06,2.42,-2.09,3.39,-3.18,-10.11,-7.65,4.76,10.89
2017-04-11,0.2577202,-736.27,0.0,2.2565000000000017,0.1,1.23,0.95,1.88,0.87,2.36,2.33,1.67,3.82,0.45,1.14,1.25,1.7,0.52,3.02,0.27,1.06,2.44,3.25,-0.91,4.06,23.08,1.3,8.33,15.07,15.07,0.35,0.5029879910911429,0.5381892753996729,-0.0352012843085299,-5.1,-3.7,-4.23,-0.59,4.31,3.81,3.0,-0.54,-2.27,1.37,-3.17,-11.05,-6.49,2.05,9.12
2017-04-12,0.2468705,-106.23000000000002,0.0,2.577500000000001,-0.27,0.91,1.43,2.43,0.73,1.68,2.47,1.38,3.69,0.24,0.86,1.52,1.91,0.37,2.71,-0.6,1.12,3.18,1.33,0.91,4.96,8.24,-10.53,55.43,15.77,15.77,0.36,0.504254643927208,0.5396482464698406,-0.0353936025426325,-6.07,-4.91,-1.45,-0.44,4.03,3.33,3.58,-0.31,-1.76,-4.65,-0.44,-5.16,-7.64,1.14,10.95
2017-04-13,0.2357093,-132.11,0.0,-0.7439999999999991,-1.19,1.9,2.65,2.62,1.72,1.8,2.29,2.05,3.33,-0.48,1.83,2.51,1.71,0.77,2.7,-1.66,1.5,3.99,-0.31,1.63,6.69,-23.45,54.26,28.83,15.96,15.96,0.36,0.5275932887506277,0.5409087492513864,-0.0133154605007587,-7.32,-3.59,-0.49,-2.63,5.65,7.57,2.58,2.42,-0.39,-9.47,5.21,-4.01,-9.18,3.46,11.86
2017-04-18,0.2301424,32.95999999999998,0.0,-1.2472499999999995,-3.74,1.71,4.98,1.06,2.07,2.46,1.41,2.13,3.89,-2.81,1.75,4.49,0.65,1.27,3.13,-1.38,1.45,2.46,-0.37,1.94,5.62,-47.27,44.74,55.17,14.42,14.42,0.35,0.5065486124781915,0.5436872478986875,-0.037138635420496,-10.03,-2.78,1.06,-5.53,6.77,10.84,-2.25,3.81,3.95,-14.75,7.15,-0.61,-9.61,3.71,14.98
2017-04-19,0.18992144,213.94,0.0,1.3075000000000003,-4.25,1.78,4.53,1.39,2.16,1.41,1.49,2.06,3.34,-3.16,1.82,3.92,0.7,1.17,2.29,-1.37,1.29,2.5,-0.86,1.94,6.78,-11.76,21.43,-9.63,14.93,14.93,0.36,0.5102166728769036,0.482560961684176,0.0276557111927275,-8.67,-3.87,1.8,-4.99,6.05,10.08,-2.88,3.57,4.73,-14.04,5.41,-1.79,-7.43,2.89,11.97
2017-04-20,0.1769278,-40.349999999999966,0.0,0.8600000000000015,-3.52,1.42,4.95,2.06,1.15,2.24,2.73,1.17,3.38,-2.46,1.35,4.41,0.99,0.72,2.79,0.01,0.18,2.61,-0.37,1.53,7.5,-29.82,85.87,-9.17,14.15,14.15,0.37,0.5185240826309041,0.486909432826669,0.0316146498042351,-9.67,-2.52,2.86,-4.91,4.46,10.54,-2.55,1.67,5.71,-8.98,0.6,-1.76,-6.1,2.96,12.05
2017-04-21,0.1637669,-250.26,0.0,-0.4437499999999993,-2.87,0.31,5.37,2.79,0.83,2.86,3.58,0.49,3.6,-1.8,0.39,4.86,1.65,0.36,3.19,-0.03,0.01,3.41,-0.4,1.4,7.63,-46.96,94.62,42.71,14.63,14.63,0.38,0.5209158984477837,0.4904115000615112,0.0305043983862725,-7.39,-4.51,2.74,-4.29,2.92,12.88,-2.94,1.57,7.37,-9.37,1.17,-0.72,-4.08,-2.98,11.53
2017-04-24,0.1490014999999999,-158.01000000000005,0.0,-1.4187499999999986,-1.04,0.95,3.04,3.16,1.92,1.62,3.84,0.88,3.44,-0.24,1.1,2.78,2.28,0.72,2.54,1.45,-0.02,1.87,1.38,0.93,5.24,-35.16,42.22,31.33,10.84,10.84,0.37,0.5158616009462724,0.4972459543691482,0.0186156465771241,-2.1,-2.25,-2.26,-3.98,4.33,10.69,-1.6,1.38,5.55,-5.02,-2.93,-4.43,-2.46,-1.61,8.94
2017-04-25,0.1337924999999999,37.5,0.0,1.8875,-0.83,1.29,3.29,3.17,2.11,1.88,4.29,1.09,3.15,-0.07,1.42,3.02,2.42,1.3,2.5,1.96,0.27,1.37,2.09,1.53,4.89,-12.4,21.7,-0.88,10.76,10.76,0.36,0.5216286746079556,0.5040554635752946,0.0175732110326609,-1.83,0.46,-2.85,-4.3,4.31,11.28,-0.58,1.06,6.51,-2.36,-2.37,-6.55,-0.86,-1.77,8.39
2017-04-26,0.092757,-17.159999999999968,0.0,1.6377500000000005,-0.07,0.56,3.14,4.12,1.23,1.47,4.71,0.93,3.02,0.73,0.67,2.82,3.36,0.7,1.98,2.02,0.19,1.71,1.75,1.72,4.95,-10.19,11.34,9.28,10.85,10.85,0.35,0.5249560883035056,0.4994368260766851,0.0255192622268204,0.2,-0.36,-4.72,-3.56,4.52,12.31,1.28,-0.8,4.29,1.2,-6.13,-5.82,1.46,-3.25,8.44
2017-04-27,0.078043,-65.34000000000003,0.0,1.2867500000000005,-1.45,1.1,4.29,3.61,0.97,1.98,4.57,1.39,3.07,-0.5,1.11,3.84,2.35,1.86,2.69,1.2,1.1,1.65,2.18,1.85,3.82,-41.6,27.55,52.05,10.36,10.36,0.37,0.5248951892134959,0.5034930885496616,0.0214021006638343,-1.82,0.71,-5.49,-3.85,4.14,13.88,-2.38,-0.02,7.21,-3.84,-3.24,-2.39,4.06,-2.74,4.02
2017-04-28,0.063479,-20.25,0.0,-1.3465000000000005,-2.3,-0.12,4.48,3.35,-0.02,1.92,4.27,1.52,2.84,-1.23,-0.07,3.96,2.27,0.87,2.27,1.16,0.02,1.68,1.72,1.5,4.35,-40.48,29.9,40.0,10.82,10.82,0.38,0.5222663438552453,0.5056990783451752,0.01656726551007,-6.62,-2.4,-1.44,-5.53,4.02,15.12,-4.05,-0.73,6.69,-2.99,-7.33,-3.83,4.8,-3.34,2.77
2017-05-02,0.0292139999999999,-33.49000000000001,0.0,-1.7702499999999994,-1.62,-0.17,3.72,4.17,0.32,0.84,4.36,1.5,2.6,-0.52,-0.06,3.16,3.08,0.88,1.56,1.41,0.6,1.36,2.55,1.72,3.72,-29.2,26.97,17.5,10.59,10.59,0.36,0.5385915632139106,0.5102166565767188,0.0283749066371917,-7.98,-0.63,0.07,-3.3,3.11,14.66,-2.61,-0.69,3.8,-6.19,-5.48,-4.28,4.63,-3.28,2.01
2017-05-03,0.0144629999999999,-236.68,0.0,-3.3204999999999982,-1.21,-0.7,4.27,3.75,0.47,1.66,3.72,1.57,2.77,-0.29,-0.44,3.75,1.99,1.38,2.02,1.59,0.25,2.12,1.81,1.62,5.16,-23.96,12.94,19.18,10.68,10.68,0.33,0.5428798199927976,0.5177721875302672,0.0251076324625303,-7.17,-2.72,1.03,-2.47,2.92,13.03,-2.38,-1.4,5.23,-8.41,-7.42,-0.26,4.94,-3.08,1.59
2017-05-04,-0.009943,-313.23,0.0,-2.121499999999999,-0.47,-0.92,4.13,3.83,0.39,1.64,3.91,1.47,2.74,0.33,-0.65,3.64,2.38,0.79,2.26,2.03,0.18,2.58,2.87,1.67,4.57,8.33,23.08,22.12,10.46,10.46,0.34,0.5501493082978873,0.5045939872402042,0.0455553210576831,-4.34,-2.42,-0.45,-1.43,2.3,12.89,-2.48,-1.45,4.04,-11.61,-3.95,3.45,6.82,-2.18,-0.93
2017-05-05,-0.0214,81.27999999999997,0.0,-4.15225,-0.33,-0.23,3.13,3.57,0.71,0.86,3.7,1.71,2.33,0.41,-0.05,2.68,2.87,0.61,1.37,2.53,0.51,1.84,4.04,2.53,3.06,55.43,8.24,-6.99,10.57,10.57,0.3,0.555020394369856,0.506855311445507,0.0481650829243489,-5.24,-4.1,2.59,-0.77,2.05,12.39,-2.65,0.14,2.81,-9.73,0.06,-1.96,7.68,-2.94,-0.87
2017-05-08,-0.045602,108.0,0.0,-2.5775,-0.42,-0.04,3.07,3.46,0.73,-0.38,3.95,1.52,0.85,0.33,0.11,2.4,2.83,0.66,0.65,2.78,0.61,1.51,3.93,2.7,3.22,46.23,-5.36,-32.9,9.77,9.77,0.28,0.5499665333801123,0.5079407818672945,0.0420257515128177,-6.27,-5.9,2.24,-0.68,1.47,12.41,-2.31,0.98,2.3,-11.65,1.04,-0.62,6.86,-4.13,-0.73
2017-05-09,-0.056231,-101.80999999999996,0.0,-1.1692499999999997,0.53,-0.16,1.86,3.61,1.24,-0.61,4.15,1.81,0.22,1.13,0.12,1.38,3.21,1.24,0.09,2.54,0.58,1.78,4.46,2.57,2.73,55.24,-33.96,-44.79,9.96,9.96,0.28,0.5561612093376007,0.5090755895407023,0.0470856197968984,-5.13,-6.8,1.39,0.56,0.29,11.63,-1.87,2.3,0.23,-8.91,4.02,-2.71,8.54,-6.53,1.54
2017-05-10,-0.066488,32.52000000000004,0.0,-0.0237499999999997,0.49,0.09,0.88,3.37,1.41,-0.67,4.09,2.01,0.63,1.07,0.34,0.58,3.56,1.28,-0.11,2.73,-0.02,1.49,5.14,2.02,1.71,55.17,-47.27,-15.56,10.21,10.21,0.29,0.5578195996295756,0.49888062634755,0.0589389732820256,-2.48,-7.14,-2.17,1.67,-0.32,5.52,-2.09,-0.06,-0.91,-10.11,3.39,0.09,10.89,-7.65,1.2
2017-05-11,-0.0822629999999999,19.110000000000014,0.0,-1.960249999999999,0.51,-0.25,1.9,2.76,1.24,-0.13,3.94,1.89,0.41,0.97,0.05,1.51,2.98,1.45,0.25,2.41,-0.18,1.67,4.79,1.16,0.83,-9.63,-11.76,-2.46,10.6,10.6,0.31,0.5600071573959817,0.4992753802135924,0.0607317771823893,-4.46,-6.08,0.02,1.15,0.27,7.18,-2.92,1.33,2.6,-8.98,1.19,1.71,10.48,-7.31,0.5
2017-05-12,-0.0913776999999999,99.8,0.0,-0.495999999999999,0.95,0.1,1.03,2.36,1.88,-0.41,3.82,2.33,-0.84,1.25,0.45,0.75,3.02,1.7,-0.09,2.44,0.27,1.36,4.06,3.25,-0.12,-9.17,-29.82,-16.51,10.4,10.4,0.32,0.5574758487226795,0.5029879910911429,0.0544878576315366,-4.23,-5.1,-0.32,3.81,-0.59,6.25,-2.27,3.0,2.37,-11.05,1.37,3.21,9.12,-6.49,0.58
2017-05-15,-0.1131318,81.52000000000004,0.0,1.6805000000000014,1.43,-0.27,0.62,1.68,2.43,0.55,3.69,2.47,-0.44,1.52,0.24,0.58,2.71,1.91,0.01,3.18,-0.6,1.43,4.96,1.33,-0.09,42.71,-46.96,-40.88,10.42,10.42,0.29,0.5538447039430614,0.504254643927208,0.0495900600158534,-1.45,-6.07,-2.04,3.33,-0.44,6.02,-1.76,3.58,1.28,-5.16,-4.65,0.1,10.95,-7.64,-1.15
2017-05-16,-0.1217225,325.2,0.0,0.9737500000000012,2.65,-1.19,-0.63,1.8,2.62,0.5,3.33,2.29,-0.46,2.51,-0.48,-0.43,2.7,1.71,-0.09,3.99,-1.66,1.27,6.69,-0.31,-1.3,43.16,-34.48,5.15,10.65,10.65,0.29,0.5619027378974093,0.5275932887506277,0.0343094491467815,-0.49,-7.32,-3.83,7.57,-2.63,1.57,-0.39,2.58,-1.63,-4.01,-9.47,-3.37,11.86,-9.18,-3.21
2017-05-17,-0.1359789,1667.0,0.0,1.4580000000000006,4.98,-3.74,-1.12,2.46,1.06,-1.11,3.89,1.41,-1.49,4.49,-2.81,-1.11,3.13,0.65,-0.94,2.46,-1.38,1.8,5.62,-0.37,-1.48,18.18,-9.17,-20.51,15.59,15.59,0.29,0.5642515059026085,0.5065486124781915,0.057702893424417,1.06,-10.03,-3.03,10.84,-5.53,-0.07,3.95,-2.25,-2.03,-0.61,-14.75,-2.4,14.98,-9.61,-4.94
2017-05-18,-0.1430576,26.029999999999973,0.0,-2.048749999999999,4.53,-4.25,0.36,1.41,1.39,0.63,3.34,1.49,-0.03,3.92,-3.16,0.42,2.29,0.7,0.74,2.5,-1.37,2.25,6.78,-0.86,-0.73,31.33,-35.16,56.88,14.66,14.66,0.26,0.5683623913191896,0.5102166728769036,0.058145718442286,1.8,-8.67,-4.24,10.08,-4.99,1.09,4.73,-2.88,-0.5,-1.79,-14.04,-3.87,11.97,-7.43,-3.84
2017-05-19,-0.1498218,332.97,0.0,1.0102500000000003,4.95,-3.52,0.71,2.24,2.06,0.31,3.38,2.73,0.2,4.41,-2.46,0.64,2.79,0.99,0.51,2.61,0.01,2.2,7.5,-0.37,-1.55,-0.88,-12.4,39.29,12.04,12.04,0.29,0.5656804263476848,0.5185240826309041,0.0471563437167806,2.86,-9.67,-3.25,10.54,-4.91,1.13,5.71,-2.55,0.11,-1.76,-8.98,-2.44,12.05,-6.1,-4.29
2017-05-22,-0.1678917999999999,95.11,0.0,0.4252500000000008,5.37,-2.87,-0.32,2.86,2.79,-0.71,3.6,3.58,-0.48,4.86,-1.8,-0.37,3.19,1.65,0.07,3.41,-0.03,0.92,7.63,-0.4,-5.28,9.28,-10.19,50.0,10.93,10.93,0.27,0.5607198497950937,0.5209158984477837,0.0398039513473099,2.74,-7.39,-5.08,12.88,-4.29,-0.89,7.37,-2.94,-2.89,-0.72,-9.37,-6.71,11.53,-4.08,-6.66
2017-05-23,-0.1712012,39.27000000000004,0.0,0.5912500000000008,3.04,-1.04,-0.5,1.62,3.16,-1.19,3.44,3.84,-1.46,2.78,-0.24,-0.62,2.54,2.28,-0.47,1.87,1.45,0.7,5.24,1.38,-5.07,52.05,-41.6,60.36,10.72,10.72,0.28,0.561696761574822,0.5158616009462724,0.0458351606285495,-2.26,-2.1,-6.58,10.69,-3.98,-0.65,5.55,-1.6,-3.7,-4.43,-5.02,-3.6,8.94,-2.46,-6.92
