Date,% downloaded_hold_Glen Change,Previous % downloaded_hold_Glen Change,Next % downloaded_hold_Glen Change
2022-07-20,4.31,-9.1,6.82
2022-07-21,-3.1,-2.16,11.97
2022-07-22,-2.12,-3.34,13.52
2022-07-25,1.55,-5.87,9.74
2022-07-26,3.97,-8.3,6.9
2022-07-27,6.82,-9.08,4.69
2022-07-28,11.97,-9.84,9.52
2022-07-29,13.52,-4.57,10.56
2022-08-01,9.74,-3.44,7.52
2022-08-02,6.9,4.86,5.81
2022-08-03,4.69,4.31,5.13
2022-08-04,9.52,-3.1,5.62
2022-08-05,10.56,-2.12,2.28
2022-08-08,7.52,1.55,0.82
2022-08-09,5.81,3.97,7.69
2022-08-10,5.13,6.82,9.11
2022-08-11,5.62,11.97,8.37
2022-08-12,2.28,13.52,4.36
2022-08-15,0.82,9.74,5.77
2022-08-16,7.69,6.9,8.98
2022-08-17,9.11,4.69,5.91
2022-08-18,8.37,9.52,6.41
2022-08-19,4.36,10.56,5.61
2022-08-22,5.77,7.52,4.19
2022-08-23,8.98,5.81,-1.99
2022-08-24,5.91,5.13,-7.33
2022-08-25,6.41,5.62,-7.18
2022-08-26,5.61,2.28,-1.24
2022-08-30,4.19,0.82,0.93
2022-08-31,-1.99,7.69,-5.57
2022-09-01,-7.33,9.11,-3.4
2022-09-02,-7.18,8.37,-1.31
2022-09-05,-1.24,4.36,2.13
2022-09-06,0.93,5.77,4.94
2022-09-07,-5.57,8.98,6.47
2022-09-08,-3.4,5.91,13.57
2022-09-09,-1.31,6.41,7.96
2022-09-12,2.13,5.61,1.99
2022-09-13,4.94,4.19,-0.18
2022-09-14,6.47,-1.99,4.65
2022-09-15,13.57,-7.33,-2.04
2022-09-16,7.96,-7.18,-6.54
2022-09-20,1.99,-1.24,-5.6
2022-09-21,-0.18,0.93,-3.41
2022-09-22,4.65,-5.57,-1.44
2022-09-23,-2.04,-3.4,-4.75
2022-09-26,-6.54,-1.31,-0.56
2022-09-27,-5.6,2.13,4.14
2022-09-28,-3.41,4.94,2.94
2022-09-29,-1.44,6.47,0.84
2022-09-30,-4.75,13.57,7.0
2022-10-03,-0.56,7.96,8.09
2022-10-04,4.14,1.99,2.72
2022-10-05,2.94,-0.18,1.11
2022-10-06,0.84,4.65,0.32
2022-10-07,7.0,-2.04,1.3
2022-10-10,8.09,-6.54,0.15
2022-10-11,2.72,-5.6,-3.54
2022-10-12,1.11,-3.41,-5.46
2022-10-13,0.32,-1.44,-1.9
2022-10-14,1.3,-4.75,1.67
2022-10-17,0.15,-0.56,1.72
2022-10-18,-3.54,4.14,3.82
2022-10-19,-5.46,2.94,6.13
2022-10-20,-1.9,0.84,2.6
2022-10-21,1.67,7.0,2.56
2022-10-24,1.72,8.09,2.5
2022-10-25,3.82,2.72,8.43
2022-10-26,6.13,1.11,8.69
2022-10-27,2.6,0.32,7.08
2022-10-28,2.56,1.3,5.95
2022-10-31,2.5,0.15,6.0
2022-11-01,8.43,-3.54,4.38
2022-11-02,8.69,-5.46,-1.07
2022-11-03,7.08,-1.9,0.04
2022-11-04,5.95,1.67,1.06
2022-11-07,6.0,1.72,2.5
2022-11-08,4.38,3.82,-0.82
2022-11-09,-1.07,6.13,0.62
2022-11-10,0.04,2.6,-1.37
2022-11-11,1.06,2.56,-4.92
2022-11-14,2.5,2.5,-6.61
2022-11-15,-0.82,8.43,-1.87
2022-11-16,0.62,8.69,3.9
2022-11-17,-1.37,7.08,6.94
2022-11-18,-4.92,5.95,6.34
2022-11-21,-6.61,6.0,5.14
2022-11-22,-1.87,4.38,6.02
2022-11-23,3.9,-1.07,8.93
2022-11-24,6.94,0.04,8.75
2022-11-25,6.34,1.06,10.38
2022-11-28,5.14,2.5,13.03
2022-11-29,6.02,-0.82,8.0
2022-11-30,8.93,0.62,1.88
2022-12-01,8.75,-1.37,2.35
2022-12-02,10.38,-4.92,1.63
2022-12-05,13.03,-6.61,-0.17
2022-12-06,8.0,-1.87,-0.96
2022-12-07,1.88,3.9,-3.99
2022-12-08,2.35,6.94,-4.33
2022-12-09,1.63,6.34,-4.87
2022-12-12,-0.17,5.14,-4.42
2022-12-13,-0.96,6.02,-1.46
2022-12-14,-3.99,8.93,3.79
2022-12-15,-4.33,8.75,1.53
2022-12-16,-4.87,10.38,2.86
2022-12-19,-4.42,13.03,4.15
2022-12-20,-1.46,8.0,2.35
2022-12-21,3.79,1.88,2.11
2022-12-22,1.53,2.35,2.22
2022-12-23,2.86,1.63,-4.61
2022-12-28,4.15,-0.17,-4.25
2022-12-29,2.35,-0.96,-4.03
2022-12-30,2.11,-3.99,-3.25
2023-01-03,2.22,-4.33,-4.11
2023-01-04,-4.61,-4.87,-4.05
2023-01-05,-4.25,-4.42,-2.86
2023-01-06,-4.03,-1.46,0.02
2023-01-09,-3.25,3.79,0.02
2023-01-10,-4.11,1.53,1.56
2023-01-11,-4.05,2.86,13.82
2023-01-12,-2.86,4.15,9.75
2023-01-13,0.02,2.35,9.51
2023-01-16,0.02,2.11,6.54
2023-01-17,1.56,2.22,5.9
2023-01-18,13.82,-4.61,4.31
2023-01-19,9.75,-4.25,1.07
2023-01-20,9.51,-4.03,-1.83
2023-01-23,6.54,-3.25,-0.6
2023-01-24,5.9,-4.11,-2.12
2023-01-25,4.31,-4.05,-5.91
2023-01-26,1.07,-2.86,-3.28
2023-01-27,-1.83,0.02,-3.72
2023-01-30,-0.6,0.02,-5.57
2023-01-31,-2.12,1.56,-2.62
2023-02-01,-5.91,13.82,-2.08
2023-02-02,-3.28,9.75,-4.17
2023-02-03,-3.72,9.51,-6.55
2023-02-06,-5.57,6.54,-6.08
2023-02-07,-2.62,5.9,-4.67
2023-02-08,-2.08,4.31,-6.4
2023-02-09,-4.17,1.07,-7.0
2023-02-10,-6.55,-1.83,-8.08
2023-02-13,-6.08,-0.6,-4.8
2023-02-14,-4.67,-2.12,-8.62
2023-02-15,-6.4,-5.91,-9.65
2023-02-16,-7.0,-3.28,-6.13
2023-02-17,-8.08,-3.72,-4.68
2023-02-20,-4.8,-5.57,-4.15
2023-02-21,-8.62,-2.62,-3.98
2023-02-22,-9.65,-2.08,1.0
2023-02-23,-6.13,-4.17,0.71
2023-02-24,-4.68,-6.55,2.61
2023-02-27,-4.15,-6.08,-3.31
2023-02-28,-3.98,-4.67,-4.73
2023-03-01,1.0,-6.4,-1.47
2023-03-02,0.71,-7.0,-4.23
2023-03-03,2.61,-8.08,-3.14
2023-03-06,-3.31,-4.8,-7.22
2023-03-07,-4.73,-8.62,-6.84
2023-03-08,-1.47,-9.65,-19.67
2023-03-09,-4.23,-6.13,-17.18
2023-03-10,-3.14,-4.68,-17.27
2023-03-13,-7.22,-4.15,-10.58
2023-03-14,-6.84,-3.98,-6.46
2023-03-15,-19.67,1.0,-7.54
2023-03-16,-17.18,0.71,-4.6
2023-03-17,-17.27,2.61,-6.41
2023-03-20,-10.58,-3.31,-1.99
2023-03-21,-6.46,-4.73,-0.55
2023-03-22,-7.54,-1.47,13.0
2023-03-23,-4.6,-4.23,10.26
2023-03-24,-6.41,-3.14,7.38
2023-03-27,-1.99,-7.22,0.7
2023-03-28,-0.55,-6.84,2.56
2023-03-29,13.0,-19.67,1.46
2023-03-30,10.26,-17.18,1.27
2023-03-31,7.38,-17.27,6.68
2023-04-03,0.7,-10.58,7.56
2023-04-04,2.56,-6.46,6.27
2023-04-05,1.46,-7.54,5.62
2023-04-06,1.27,-4.6,4.8
2023-04-11,6.68,-6.41,7.19
2023-04-12,7.56,-1.99,9.25
2023-04-13,6.27,-0.55,9.1
2023-04-14,5.62,13.0,7.48
2023-04-17,4.8,10.26,6.34
2023-04-18,7.19,7.38,-0.69
2023-04-19,9.25,0.7,-0.46
2023-04-20,9.1,2.56,-2.96
2023-04-21,7.48,1.46,-4.62
2023-04-24,6.34,1.27,-5.83
2023-04-25,-0.69,6.68,-7.17
2023-04-26,-0.46,7.56,-12.21
2023-04-27,-2.96,6.27,-11.52
2023-04-28,-4.62,5.62,-9.11
2023-05-02,-5.83,4.8,-8.47
2023-05-03,-7.17,7.19,-8.83
2023-05-04,-12.21,9.25,-10.2
2023-05-05,-11.52,9.1,-7.61
2023-05-09,-9.11,7.48,-7.87
2023-05-10,-8.47,6.34,-5.23
2023-05-11,-8.83,-0.69,-5.84
2023-05-12,-10.2,-0.46,0.21
2023-05-15,-7.61,-2.96,-2.14
2023-05-16,-7.87,-4.62,-4.12
2023-05-17,-5.23,-5.83,-5.83
2023-05-18,-5.84,-7.17,-2.62
2023-05-19,0.21,-12.21,-2.24
2023-05-22,-2.14,-11.52,-4.66
2023-05-23,-4.12,-9.11,-4.78
2023-05-24,-5.83,-8.47,-4.47
2023-05-25,-2.62,-8.83,-0.32
2023-05-26,-2.24,-10.2,-1.11
2023-05-30,-4.66,-7.61,-0.77
2023-05-31,-4.78,-7.87,2.16
2023-06-01,-4.47,-5.23,4.11
2023-06-02,-0.32,-5.84,4.47
2023-06-05,-1.11,0.21,3.4
2023-06-06,-0.77,-2.14,10.36
2023-06-07,2.16,-4.12,14.32
2023-06-08,4.11,-5.83,13.94
2023-06-09,4.47,-2.62,7.63
2023-06-12,3.4,-2.24,6.72
2023-06-13,10.36,-4.66,4.53
2023-06-14,14.32,-4.78,3.42
2023-06-15,13.94,-4.47,2.19
2023-06-16,7.63,-0.32,-0.54
2023-06-19,6.72,-1.11,0.1
2023-06-20,4.53,-0.77,-4.28
2023-06-21,3.42,2.16,-7.73
2023-06-22,2.19,4.11,-7.7
2023-06-23,-0.54,4.47,-4.82
2023-06-26,0.1,3.4,-0.01
2023-06-27,-4.28,10.36,2.02
2023-06-28,-7.73,14.32,1.32
2023-06-29,-7.7,13.94,-2.97
2023-06-30,-4.82,7.63,0.86
2023-07-03,-0.01,6.72,-0.98
2023-07-04,2.02,4.53,-0.74
2023-07-05,1.32,3.42,5.61
2023-07-06,-2.97,2.19,7.13
2023-07-07,0.86,-0.54,5.02
2023-07-10,-0.98,0.1,-1.15
2023-07-11,-0.74,-4.28,-1.28
2023-07-12,5.61,-7.73,-0.98
2023-07-13,7.13,-7.7,9.19
2023-07-14,5.02,-4.82,8.3
2023-07-17,-1.15,-0.01,10.52
2023-07-18,-1.28,2.02,10.3
2023-07-19,-0.98,1.32,2.42
2023-07-20,9.19,-2.97,-0.11
2023-07-21,8.3,0.86,-0.07
2023-07-24,10.52,-0.98,4.39
2023-07-25,10.3,-0.74,3.73
2023-07-26,2.42,5.61,1.89
2023-07-27,-0.11,7.13,-2.18
2023-07-28,-0.07,5.02,-1.98
2023-07-31,4.39,-1.15,-4.59
2023-08-01,3.73,-1.28,-7.77
2023-08-02,1.89,-0.98,-3.06
2023-08-03,-2.18,9.19,-3.05
2023-08-04,-1.98,8.3,-4.67
2023-08-07,-4.59,10.52,-8.39
2023-08-08,-7.77,10.3,-11.02
2023-08-09,-3.06,2.42,-9.2
2023-08-10,-3.05,-0.11,-8.36
2023-08-11,-4.67,-0.07,-10.18
2023-08-14,-8.39,4.39,-8.04
2023-08-15,-11.02,3.73,-3.33
2023-08-16,-9.2,1.89,-4.82
2023-08-17,-8.36,-2.18,-5.84
2023-08-18,-10.18,-1.98,-4.17
2023-08-21,-8.04,-4.59,1.04
2023-08-22,-3.33,-7.77,4.68
2023-08-23,-4.82,-3.06,1.93
2023-08-24,-5.84,-3.05,2.32
2023-08-25,-4.17,-4.67,6.32
2023-08-29,1.04,-8.39,4.4
2023-08-30,4.68,-11.02,1.37
2023-08-31,1.93,-9.2,-0.81
2023-09-01,2.32,-8.36,0.91
2023-09-04,6.32,-10.18,3.64
2023-09-05,4.4,-8.04,0.61
2023-09-06,1.37,-3.33,-0.11
2023-09-07,-0.81,-4.82,6.95
2023-09-08,0.91,-5.84,6.85
2023-09-11,3.64,-4.17,5.42
2023-09-12,0.61,1.04,7.28
2023-09-13,-0.11,4.68,8.02
2023-09-14,6.95,1.93,6.74
2023-09-15,6.85,2.32,6.82
2023-09-18,5.42,6.32,4.05
2023-09-19,7.28,4.4,3.93
2023-09-20,8.02,1.37,5.01
2023-09-21,6.74,-0.81,2.27
2023-09-22,6.82,0.91,2.96
2023-09-25,4.05,3.64,0.92
2023-09-26,3.93,0.61,-2.24
2023-09-27,5.01,-0.11,-4.44
2023-09-28,2.27,6.95,-2.7
2023-09-29,2.96,6.85,-2.21
2023-10-02,0.92,5.42,-0.5
2023-10-03,-2.24,7.28,3.21
2023-10-04,-4.44,8.02,1.71
2023-10-05,-2.7,6.74,0.26
2023-10-06,-2.21,6.82,-2.89
2023-10-09,-0.5,4.05,-0.25
2023-10-10,3.21,3.93,2.12
2023-10-11,1.71,5.01,2.93
2023-10-12,0.26,2.27,2.34
2023-10-13,-2.89,2.96,-2.16
2023-10-16,-0.25,0.92,-4.88
2023-10-17,2.12,-2.24,-6.8
2023-10-18,2.93,-4.44,-4.66
2023-10-19,2.34,-2.7,-4.69
2023-10-20,-2.16,-2.21,-2.42
2023-10-23,-4.88,-0.5,-2.54
2023-10-24,-6.8,3.21,-5.98
2023-10-25,-4.66,1.71,-5.4
2023-10-26,-4.69,0.26,-2.2
2023-10-27,-2.42,-2.89,0.96
2023-10-30,-2.54,-0.25,3.09
2023-10-31,-5.98,2.12,-0.68
2023-11-01,-5.4,2.93,-3.0
2023-11-02,-2.2,2.34,-2.45
2023-11-03,0.96,-2.16,-4.08
2023-11-06,3.09,-4.88,-4.56
2023-11-07,-0.68,-6.8,3.41
2023-11-08,-3.0,-4.66,7.66
2023-11-09,-2.45,-4.69,3.95
2023-11-10,-4.08,-2.42,6.38
2023-11-13,-4.56,-2.54,5.32
2023-11-14,3.41,-5.98,5.89
2023-11-15,7.66,-5.4,5.24
2023-11-16,3.95,-2.2,4.68
2023-11-17,6.38,0.96,4.93
2023-11-20,5.32,3.09,3.5
2023-11-21,5.89,-0.68,-0.66
2023-11-22,5.24,-3.0,-4.47
2023-11-23,4.68,-2.45,-3.46
2023-11-24,4.93,-4.08,-2.13
2023-11-27,3.5,-4.56,-4.69
2023-11-28,-0.66,3.41,-4.07
2023-11-29,-4.47,7.66,-0.55
2023-11-30,-3.46,3.95,0.83
2023-12-01,-2.13,6.38,2.06
2023-12-04,-4.69,5.32,-1.39
2023-12-05,-4.07,5.89,-2.4
2023-12-06,-0.55,5.24,-2.32
2023-12-07,0.83,4.68,2.7
2023-12-08,2.06,4.93,0.69
2023-12-11,-1.39,3.5,4.28
2023-12-12,-2.4,-0.66,6.71
2023-12-13,-2.32,-4.47,5.07
2023-12-14,2.7,-3.46,3.67
2023-12-15,0.69,-2.13,1.96
2023-12-18,4.28,-4.69,7.39
2023-12-19,6.71,-4.07,7.74
2023-12-20,5.07,-0.55,8.87
