Date,% FTSE100 Change,Previous % FTSE100 Change,Next % FTSE100 Change
2021-06-30,-0.99,2.67,0.99
2021-07-01,0.86,0.36,-0.81
2021-07-02,0.77,-0.1,-0.17
2021-07-05,1.24,-0.74,-0.3
2021-07-06,0.08,-0.4,-0.67
2021-07-07,0.99,1.91,-1.3
2021-07-08,-0.81,1.19,-1.98
2021-07-09,-0.17,2.45,-0.13
2021-07-12,-0.3,1.46,-3.09
2021-07-13,-0.67,1.99,-2.95
2021-07-14,-1.3,2.14,-1.07
2021-07-15,-1.98,2.92,-1.99
2021-07-16,-0.13,-0.03,-1.52
2021-07-19,-3.09,0.63,-0.67
2021-07-20,-2.95,0.54,-1.29
2021-07-21,-1.07,0.63,-0.3
2021-07-22,-1.99,1.18,-0.66
2021-07-23,-1.52,1.66,-1.28
2021-07-26,-0.67,0.72,-1.16
2021-07-27,-1.29,0.1,0.07
2021-07-28,-0.3,-0.99,-0.38
2021-07-29,-0.66,0.86,1.28
2021-07-30,-1.28,0.77,0.02
2021-08-02,-1.16,1.24,0.1
2021-08-03,0.07,0.08,0.51
2021-08-04,-0.38,0.99,1.82
2021-08-05,1.28,-0.81,2.58
2021-08-06,0.02,-0.17,3.01
2021-08-09,0.1,-0.3,4.52
2021-08-10,0.51,-0.67,4.36
2021-08-11,1.82,-1.3,2.44
2021-08-12,2.58,-1.98,1.3
2021-08-13,3.01,-0.13,0.86
2021-08-16,4.52,-3.09,1.19
2021-08-17,4.36,-2.95,1.85
2021-08-18,2.44,-1.07,1.9
2021-08-19,1.3,-1.99,0.66
2021-08-20,0.86,-1.52,1.65
2021-08-23,1.19,-0.67,0.54
2021-08-24,1.85,-1.29,0.62
2021-08-25,1.9,-0.3,0.56
2021-08-26,0.66,-0.66,0.25
2021-08-27,1.65,-1.28,0.9
2021-08-31,0.54,-1.16,0.24
2021-09-01,0.62,0.07,-0.91
2021-09-02,0.56,-0.38,-2.71
2021-09-03,0.25,1.28,-2.28
2021-09-06,0.9,0.02,-2.08
2021-09-07,0.24,0.1,-1.68
2021-09-08,-0.91,0.51,-2.29
2021-09-09,-2.71,1.82,-1.98
2021-09-10,-2.28,2.58,-1.35
2021-09-13,-2.08,3.01,-2.6
2021-09-14,-1.68,4.52,-1.8
2021-09-15,-2.29,4.36,-0.6
2021-09-16,-1.98,2.44,-1.0
2021-09-17,-1.35,1.3,-1.03
2021-09-20,-2.6,0.86,-1.18
2021-09-21,-1.8,1.19,-1.29
2021-09-22,-0.6,1.85,-0.58
2021-09-23,-1.0,1.9,-1.08
2021-09-24,-1.03,0.66,-1.56
2021-09-27,-1.18,1.65,-2.45
2021-09-28,-1.29,0.54,-1.01
2021-09-29,-0.58,0.62,-1.4
2021-09-30,-1.08,0.56,0.77
2021-10-01,-1.56,0.25,0.94
2021-10-04,-2.45,0.9,1.11
2021-10-05,-1.01,0.24,1.37
2021-10-06,-1.4,-0.91,1.79
2021-10-07,0.77,-2.71,2.56
2021-10-08,0.94,-2.28,3.88
2021-10-11,1.11,-2.08,4.34
2021-10-12,1.37,-1.68,3.39
2021-10-13,1.79,-2.29,1.97
2021-10-14,2.56,-1.98,1.58
2021-10-15,3.88,-1.35,2.17
2021-10-18,4.34,-2.6,2.26
2021-10-19,3.39,-1.8,3.55
2021-10-20,1.97,-0.6,2.04
2021-10-21,1.58,-1.0,2.3
2021-10-22,2.17,-1.03,3.0
2021-10-25,2.26,-1.18,3.96
2021-10-26,3.55,-1.29,2.79
2021-10-27,2.04,-0.58,3.62
2021-10-28,2.3,-1.08,2.85
2021-10-29,3.0,-1.56,2.94
2021-11-01,3.96,-2.45,2.15
2021-11-02,2.79,-1.01,2.02
2021-11-03,3.62,-1.4,2.78
2021-11-04,2.85,0.77,2.45
2021-11-05,2.94,0.94,1.57
2021-11-08,2.15,1.11,2.05
2021-11-09,2.02,1.37,1.52
2021-11-10,2.78,1.79,0.94
2021-11-11,2.45,2.56,0.91
2021-11-12,1.57,3.88,0.26
2021-11-15,2.05,4.34,0.45
2021-11-16,1.52,3.39,-0.15
2021-11-17,0.94,1.97,0.46
2021-11-18,0.91,1.58,0.84
2021-11-19,0.26,2.17,-2.67
2021-11-22,0.45,2.26,-2.45
2021-11-23,-0.15,3.55,-2.96
2021-11-24,0.46,2.04,-1.11
2021-11-25,0.84,2.3,-2.07
2021-11-26,-2.67,3.0,-2.49
2021-11-29,-2.45,3.96,-0.93
2021-11-30,-2.96,2.79,0.91
2021-12-01,-1.11,3.62,-0.04
2021-12-02,-2.07,2.85,-0.85
2021-12-03,-2.49,2.94,-0.76
2021-12-06,-0.93,2.15,-1.64
2021-12-07,0.91,2.02,-1.48
2021-12-08,-0.04,2.78,-1.65
2021-12-09,-0.85,2.45,0.06
2021-12-10,-0.76,1.57,0.64
2021-12-13,-1.64,2.05,-0.79
2021-12-14,-1.48,1.52,0.42
2021-12-15,-1.65,0.94,0.76
2021-12-16,0.06,0.91,0.86
2021-12-17,0.64,0.26,4.66
2021-12-20,-0.79,0.45,4.37
2021-12-21,0.42,-0.15,4.87
2021-12-22,0.76,0.46,3.01
2021-12-23,0.86,0.84,5.27
2021-12-24,4.66,-2.67,5.54
2021-12-29,4.37,-2.45,3.02
2021-12-30,4.87,-2.96,1.98
2021-12-31,3.01,-1.11,1.47
2022-01-04,5.27,-2.07,2.32
2022-01-05,5.54,-2.49,3.56
2022-01-06,3.02,-0.93,4.6
2022-01-07,1.98,0.91,4.49
2022-01-10,1.47,-0.04,6.14
2022-01-11,2.32,-0.85,4.17
2022-01-12,3.56,-0.76,4.4
2022-01-13,4.6,-1.64,5.38
2022-01-14,4.49,-1.48,2.7
2022-01-17,6.14,-1.65,-0.61
2022-01-18,4.17,0.06,-0.03
2022-01-19,4.4,0.64,1.32
2022-01-20,5.38,-0.79,1.8
2022-01-21,2.7,0.42,0.85
2022-01-24,-0.61,0.76,1.08
2022-01-25,-0.03,0.86,0.41
2022-01-26,1.32,4.66,0.88
2022-01-27,1.8,4.37,1.05
2022-01-28,0.85,4.87,0.42
2022-01-31,1.08,3.01,1.72
2022-02-01,0.41,5.27,1.01
2022-02-02,0.88,5.54,1.21
2022-02-03,1.05,3.02,1.44
2022-02-04,0.42,1.98,1.57
2022-02-07,1.72,1.47,-1.05
2022-02-08,1.01,2.32,0.6
2022-02-09,1.21,3.56,0.19
2022-02-10,1.44,4.6,-0.63
2022-02-11,1.57,4.49,0.26
2022-02-14,-1.05,6.14,2.57
2022-02-15,0.6,4.17,1.67
2022-02-16,0.19,4.4,0.38
2022-02-17,-0.63,5.38,-4.59
2022-02-18,0.26,2.7,0.31
2022-02-21,2.57,-0.61,-0.08
2022-02-22,1.67,-0.03,-2.73
2022-02-23,0.38,1.32,-2.02
2022-02-24,-4.59,1.8,-3.85
2022-02-25,0.31,0.85,-7.04
2022-02-28,-0.08,1.08,-8.11
2022-03-01,-2.73,0.41,-7.97
2022-03-02,-2.02,0.88,-5.92
2022-03-03,-3.85,1.05,-7.47
2022-03-04,-7.04,0.42,-6.6
2022-03-07,-8.11,1.72,-4.49
2022-03-08,-7.97,1.01,-5.69
2022-03-09,-5.92,1.21,-4.1
2022-03-10,-7.47,1.44,-2.02
2022-03-11,-6.6,1.57,-1.45
2022-03-14,-4.49,-1.05,-0.56
2022-03-15,-5.69,0.6,-0.23
2022-03-16,-4.1,0.19,-0.5
2022-03-17,-2.02,-0.63,3.61
2022-03-18,-1.45,0.26,-0.08
2022-03-21,-0.56,2.57,0.2
2022-03-22,-0.23,1.67,2.82
2022-03-23,-0.5,0.38,2.01
2022-03-24,3.61,-4.59,3.82
2022-03-25,-0.08,0.31,7.88
2022-03-28,0.2,-0.08,8.61
2022-03-29,2.82,-2.73,9.33
2022-03-30,2.01,-2.02,5.52
2022-03-31,3.82,-3.85,6.38
2022-04-01,7.88,-7.04,7.18
2022-04-04,8.61,-8.11,5.91
2022-04-05,9.33,-7.97,5.59
2022-04-06,5.52,-5.92,3.97
2022-04-07,6.38,-7.47,3.13
2022-04-08,7.18,-6.6,2.65
2022-04-11,5.91,-4.49,2.51
2022-04-12,5.59,-5.69,2.02
2022-04-13,3.97,-4.1,0.82
2022-04-14,3.13,-2.02,-1.16
2022-04-19,2.65,-1.45,-1.3
2022-04-20,2.51,-0.56,-0.64
2022-04-21,2.02,-0.23,-0.37
2022-04-22,0.82,-0.5,-0.45
2022-04-25,-1.16,3.61,0.61
2022-04-26,-1.3,-0.08,-0.59
2022-04-27,-0.64,0.2,-0.74
2022-04-28,-0.37,2.82,-2.97
2022-04-29,-0.45,2.01,-4.89
2022-05-03,0.61,3.82,-4.09
2022-05-04,-0.59,7.88,-4.2
2022-05-05,-0.74,8.61,-5.05
2022-05-06,-2.97,9.33,-2.09
2022-05-09,-4.89,5.52,-1.53
2022-05-10,-4.09,6.38,-1.29
2022-05-11,-4.2,7.18,-2.15
2022-05-12,-5.05,5.91,-4.28
2022-05-13,-2.09,5.59,-3.12
2022-05-16,-1.53,3.97,-0.11
2022-05-17,-1.29,3.13,1.41
2022-05-18,-2.15,2.65,1.85
2022-05-19,-4.28,2.51,1.88
2022-05-20,-3.12,2.02,1.02
2022-05-23,-0.11,0.82,0.74
2022-05-24,1.41,-1.16,0.61
2022-05-25,1.85,-1.3,0.53
2022-05-26,1.88,-0.64,1.4
2022-05-27,1.02,-0.37,2.86
2022-05-30,0.74,-0.45,5.22
2022-05-31,0.61,0.61,3.22
2022-06-01,0.53,-0.59,-0.41
2022-06-06,1.4,-0.74,-0.38
2022-06-07,2.86,-2.97,-3.11
2022-06-08,5.22,-4.89,-2.56
2022-06-09,3.22,-4.09,-6.3
2022-06-10,-0.41,-4.2,-5.67
2022-06-13,-0.38,-5.05,-2.48
2022-06-14,-3.11,-2.09,-3.22
2022-06-15,-2.56,-1.53,-5.65
2022-06-16,-6.3,-1.29,-6.2
2022-06-17,-5.67,-2.15,-4.17
2022-06-20,-2.48,-4.28,-4.05
2022-06-21,-3.22,-3.12,-3.45
2022-06-22,-5.65,-0.11,-3.79
2022-06-23,-6.2,1.41,-5.76
2022-06-24,-4.17,1.85,-4.84
2022-06-27,-4.05,1.88,-4.94
2022-06-28,-3.45,1.02,-7.55
2022-06-29,-3.79,0.74,-6.39
2022-06-30,-5.76,0.61,-3.84
2022-07-01,-4.84,0.53,-1.66
2022-07-04,-4.94,1.4,-0.13
2022-07-05,-7.55,2.86,0.31
2022-07-06,-6.39,5.22,-1.61
2022-07-07,-3.84,3.22,-0.07
2022-07-08,-1.66,-0.41,2.03
2022-07-11,-0.13,-0.38,1.42
2022-07-12,0.31,-3.11,2.02
2022-07-13,-1.61,-2.56,2.47
2022-07-14,-0.07,-6.3,3.56
2022-07-15,2.03,-5.67,0.94
2022-07-18,1.42,-2.48,0.66
2022-07-19,2.02,-3.22,-0.23
2022-07-20,2.47,-5.65,0.49
2022-07-21,3.56,-6.2,2.45
2022-07-22,0.94,-4.17,3.55
2022-07-25,0.66,-4.05,2.5
2022-07-26,-0.23,-3.45,5.46
2022-07-27,0.49,-3.79,4.75
2022-07-28,2.45,-5.76,3.6
2022-07-29,3.55,-4.84,3.38
2022-08-01,2.5,-4.94,3.97
2022-08-02,5.46,-7.55,3.86
2022-08-03,4.75,-6.39,4.9
2022-08-04,3.6,-3.84,6.05
2022-08-05,3.38,-1.66,4.78
2022-08-08,3.97,-0.13,3.96
2022-08-09,3.86,0.31,3.29
2022-08-10,4.9,-1.61,3.46
2022-08-11,6.05,-0.07,3.73
2022-08-12,4.78,2.03,3.77
2022-08-15,3.96,1.42,3.11
2022-08-16,3.29,2.02,2.49
2022-08-17,3.46,2.47,1.68
2022-08-18,3.73,3.56,1.83
2022-08-19,3.77,0.94,0.05
2022-08-22,3.11,0.66,-0.7
2022-08-23,2.49,-0.23,-1.69
2022-08-24,1.68,0.49,-3.99
2022-08-25,1.83,2.45,-2.24
2022-08-26,0.05,3.55,-2.05
2022-08-30,-0.7,2.5,-2.43
2022-08-31,-1.69,5.46,-3.34
2022-09-01,-3.99,4.75,-3.26
2022-09-02,-2.24,3.6,-1.54
2022-09-05,-2.05,3.38,-0.37
2022-09-06,-2.43,3.97,-1.64
2022-09-07,-3.34,3.86,-3.43
2022-09-08,-3.26,4.9,-3.11
2022-09-09,-1.54,6.05,-4.05
2022-09-12,-0.37,4.78,-4.74
2022-09-13,-1.64,3.96,-3.93
2022-09-14,-3.43,3.29,-4.39
2022-09-15,-3.11,3.46,-6.06
2022-09-16,-4.05,3.73,-6.13
2022-09-20,-4.74,3.77,-5.96
2022-09-21,-3.93,3.11,-4.84
2022-09-22,-4.39,2.49,-5.53
2022-09-23,-6.06,1.68,-3.56
2022-09-26,-6.13,1.83,-5.11
2022-09-27,-5.96,0.05,-2.76
2022-09-28,-4.84,-0.7,-3.39
2022-09-29,-5.53,-1.69,-3.32
2022-09-30,-3.56,-3.99,-3.73
2022-10-03,-5.11,-2.24,-5.33
2022-10-04,-2.76,-2.05,-7.87
2022-10-05,-3.39,-2.43,-7.58
2022-10-06,-3.32,-3.34,-5.87
2022-10-07,-3.73,-3.26,-5.81
2022-10-10,-5.33,-1.54,-4.37
2022-10-11,-7.87,-0.37,-3.56
2022-10-12,-7.58,-1.64,-4.32
2022-10-13,-5.87,-3.43,-3.01
2022-10-14,-5.81,-3.11,-0.7
2022-10-17,-4.37,-4.05,-0.1
2022-10-18,-3.56,-4.74,0.41
2022-10-19,-4.32,-3.93,0.72
2022-10-20,-3.01,-4.39,2.79
2022-10-21,-0.7,-6.06,2.23
2022-10-24,-0.1,-6.13,2.69
2022-10-25,0.41,-5.96,1.41
2022-10-26,0.72,-4.84,1.3
2022-10-27,2.79,-5.53,2.73
2022-10-28,2.23,-3.56,4.92
2022-10-31,2.69,-5.11,4.9
2022-11-01,1.41,-2.76,6.11
2022-11-02,1.3,-3.39,6.89
2022-11-03,2.73,-3.32,7.66
2022-11-04,4.92,-3.73,6.7
2022-11-07,4.9,-5.33,6.72
2022-11-08,6.11,-7.87,6.24
2022-11-09,6.89,-7.58,6.15
2022-11-10,7.66,-5.87,5.8
2022-11-11,6.7,-5.81,5.97
2022-11-14,6.72,-4.37,5.17
2022-11-15,6.24,-3.56,6.26
2022-11-16,6.15,-4.32,5.8
2022-11-17,5.8,-3.01,5.55
2022-11-18,5.97,-0.7,6.23
2022-11-21,5.17,-0.1,5.35
2022-11-22,6.26,0.41,4.53
2022-11-23,5.8,0.72,6.0
2022-11-24,5.55,2.79,5.15
2022-11-25,6.23,2.23,3.02
2022-11-28,5.35,2.69,3.67
2022-11-29,4.53,1.41,2.95
2022-11-30,6.0,1.3,2.64
2022-12-01,5.15,2.73,1.31
2022-12-02,3.02,4.92,2.17
2022-12-05,3.67,4.9,0.82
2022-12-06,2.95,6.11,1.81
2022-12-07,2.64,6.89,1.97
2022-12-08,1.31,7.66,1.08
2022-12-09,2.17,6.7,-0.72
2022-12-12,0.82,6.72,-0.21
2022-12-13,1.81,6.24,-1.1
2022-12-14,1.97,6.15,0.43
2022-12-15,1.08,5.8,0.04
2022-12-16,-0.72,5.97,-0.18
2022-12-19,-0.21,5.17,0.31
2022-12-20,-1.1,6.26,0.01
2022-12-21,0.43,5.8,-1.6
2022-12-22,0.04,5.55,-0.06
2022-12-23,-0.18,6.23,0.38
2022-12-28,0.31,5.35,0.87
2022-12-29,0.01,4.53,2.37
2022-12-30,-1.6,6.0,3.15
2023-01-03,-0.06,5.15,2.98
2023-01-04,0.38,3.02,3.32
2023-01-05,0.87,3.67,4.67
2023-01-06,2.37,2.95,4.55
2023-01-09,3.15,2.64,4.86
2023-01-10,2.98,1.31,5.72
2023-01-11,3.32,2.17,6.8
2023-01-12,4.67,0.82,5.24
2023-01-13,4.55,1.81,5.43
2023-01-16,4.86,1.97,3.83
2023-01-17,5.72,1.08,3.86
2023-01-18,6.8,-0.72,3.64
2023-01-19,5.24,-0.21,3.52
2023-01-20,5.43,-1.1,3.36
2023-01-23,3.83,0.43,4.47
2023-01-24,3.86,0.04,2.88
2023-01-25,3.64,-0.18,2.32
2023-01-26,3.52,0.31,2.45
2023-01-27,3.36,0.01,2.63
2023-01-30,4.47,-1.6,1.45
2023-01-31,2.88,-0.06,2.21
2023-02-01,2.32,0.38,2.07
2023-02-02,2.45,0.87,1.5
2023-02-03,2.63,2.37,0.49
2023-02-06,1.45,3.15,1.11
2023-02-07,2.21,2.98,1.31
2023-02-08,2.07,3.32,2.13
2023-02-09,1.5,4.67,3.42
2023-02-10,0.49,4.55,3.01
2023-02-13,1.11,4.86,2.95
2023-02-14,1.31,5.72,2.84
2023-02-15,2.13,6.8,2.4
2023-02-16,3.42,5.24,1.89
2023-02-17,3.01,5.43,1.46
2023-02-20,2.95,3.83,1.93
2023-02-21,2.84,3.86,1.35
2023-02-22,2.4,3.64,1.98
2023-02-23,1.89,3.52,1.58
2023-02-24,1.46,3.36,0.57
2023-02-27,1.93,4.47,1.19
2023-02-28,1.35,2.88,0.7
2023-03-01,1.98,2.32,0.57
2023-03-02,1.58,2.45,-0.39
2023-03-03,0.57,2.63,-1.7
2023-03-06,1.19,1.45,-5.02
2023-03-07,0.7,2.21,-3.98
2023-03-08,0.57,2.07,-8.17
2023-03-09,-0.39,1.5,-7.52
2023-03-10,-1.7,0.49,-8.36
2023-03-13,-5.02,1.11,-7.62
2023-03-14,-3.98,1.31,-5.53
2023-03-15,-8.17,2.13,-4.59
2023-03-16,-7.52,3.42,-5.16
2023-03-17,-8.36,3.01,-6.01
2023-03-20,-7.62,2.95,-5.84
2023-03-21,-5.53,2.84,-4.98
2023-03-22,-4.59,2.4,-4.43
2023-03-23,-5.16,1.89,-4.07
2023-03-24,-6.01,1.46,-3.97
2023-03-27,-5.84,1.93,-3.24
2023-03-28,-4.98,1.35,-3.6
2023-03-29,-4.43,1.98,-3.37
2023-03-30,-4.07,1.58,-1.76
2023-03-31,-3.97,0.57,0.48
2023-04-03,-3.24,1.19,3.66
2023-04-04,-3.6,0.7,2.7
2023-04-05,-3.37,0.57,7.18
2023-04-06,-1.76,-0.39,6.34
2023-04-11,0.48,-1.7,7.83
2023-04-12,3.66,-5.02,6.68
2023-04-13,2.7,-3.98,4.86
2023-04-14,7.18,-8.17,4.59
2023-04-17,6.34,-7.52,5.5
2023-04-18,7.83,-8.36,6.56
2023-04-19,6.68,-7.62,5.1
2023-04-20,4.86,-5.53,4.64
2023-04-21,4.59,-4.59,4.05
2023-04-24,5.5,-5.16,2.0
2023-04-25,6.56,-6.01,2.05
2023-04-26,5.1,-5.84,0.39
2023-04-27,4.64,-4.98,1.88
2023-04-28,4.05,-4.43,1.32
2023-05-02,2.0,-4.07,-0.0
2023-05-03,2.05,-3.97,-0.71
2023-05-04,0.39,-3.24,-0.9
2023-05-05,1.88,-3.6,-0.84
2023-05-09,1.32,-3.37,-1.53
2023-05-10,-0.0,-1.76,-1.98
2023-05-11,-0.71,0.48,-2.11
2023-05-12,-0.9,3.66,-1.8
2023-05-15,-0.84,2.7,-1.67
2023-05-16,-1.53,7.18,-1.91
2023-05-17,-1.98,6.34,-3.6
2023-05-18,-2.11,7.83,-4.06
2023-05-19,-1.8,6.68,-2.87
2023-05-22,-1.67,4.86,-3.95
2023-05-23,-1.91,4.59,-5.39
2023-05-24,-3.6,5.5,-3.64
2023-05-25,-4.06,6.56,-2.33
2023-05-26,-2.87,5.1,-1.33
2023-05-30,-3.95,4.64,-1.93
2023-05-31,-5.39,4.05,-1.8
2023-06-01,-3.64,2.0,-1.83
2023-06-02,-2.33,2.05,-2.18
2023-06-05,-1.33,0.39,-2.37
2023-06-06,-1.93,1.88,-2.35
2023-06-07,-1.8,1.32,-1.91
2023-06-08,-1.83,-0.0,-1.23
2023-06-09,-2.18,-0.71,-1.29
2023-06-12,-2.37,-0.9,-2.17
2023-06-13,-2.35,-0.84,-2.6
2023-06-14,-1.91,-1.53,-2.62
2023-06-15,-1.23,-1.98,-1.64
2023-06-16,-1.29,-2.11,-1.44
2023-06-19,-2.17,-1.8,-2.28
2023-06-20,-2.6,-1.67,-0.81
2023-06-21,-2.62,-1.91,0.73
2023-06-22,-1.64,-3.6,-0.25
2023-06-23,-1.44,-4.06,-1.0
2023-06-26,-2.28,-2.87,-0.96
2023-06-27,-0.81,-3.95,-1.42
2023-06-28,0.73,-5.39,-2.39
2023-06-29,-0.25,-3.64,-4.2
2023-06-30,-1.0,-2.33,-4.04
2023-07-03,-0.96,-1.33,-3.92
2023-07-04,-1.42,-1.93,-4.11
2023-07-05,-2.39,-1.8,-2.45
2023-07-06,-4.2,-1.83,-2.47
2023-07-07,-4.04,-2.18,-2.72
2023-07-10,-3.92,-2.37,-2.4
2023-07-11,-4.11,-2.35,-1.53
2023-07-12,-2.45,-1.91,0.38
2023-07-13,-2.47,-1.23,1.92
2023-07-14,-2.72,-1.29,2.71
2023-07-17,-2.4,-2.17,3.02
2023-07-18,-1.53,-2.6,3.09
2023-07-19,0.38,-2.62,2.35
2023-07-20,1.92,-1.64,2.96
2023-07-21,2.71,-1.44,2.16
2023-07-24,3.02,-2.28,2.29
2023-07-25,3.09,-0.81,1.95
2023-07-26,2.35,0.73,1.61
2023-07-27,2.96,-0.25,3.42
2023-07-28,2.16,-1.0,4.24
2023-07-31,2.29,-0.96,3.86
2023-08-01,1.95,-1.42,3.36
2023-08-02,1.61,-2.39,2.31
2023-08-03,3.42,-4.2,2.4
2023-08-04,4.24,-4.04,1.21
2023-08-07,3.86,-3.92,1.36
2023-08-08,3.36,-4.11,-0.86
2023-08-09,2.31,-2.45,-3.05
2023-08-10,2.4,-2.47,-4.39
2023-08-11,1.21,-2.72,-5.24
2023-08-14,1.36,-2.4,-5.48
2023-08-15,-0.86,-1.53,-5.47
2023-08-16,-3.05,0.38,-4.64
2023-08-17,-4.39,1.92,-4.67
2023-08-18,-5.24,2.71,-4.62
2023-08-21,-5.48,3.02,-3.04
2023-08-22,-5.47,3.09,-2.51
2023-08-23,-4.64,2.35,-1.62
2023-08-24,-4.67,2.96,-0.86
2023-08-25,-4.62,2.16,-1.48
2023-08-29,-3.04,2.29,-1.54
2023-08-30,-2.51,1.95,-1.35
2023-08-31,-1.62,1.61,-1.92
2023-09-01,-0.86,3.42,-1.84
2023-09-04,-1.48,4.24,-0.36
2023-09-05,-1.54,3.86,0.27
2023-09-06,-1.35,3.36,1.85
2023-09-07,-1.92,2.31,4.3
2023-09-08,-1.84,2.4,5.49
2023-09-11,-0.36,1.21,5.38
2023-09-12,0.27,1.36,5.54
2023-09-13,1.85,-0.86,6.34
2023-09-14,4.3,-3.05,4.89
2023-09-15,5.49,-4.39,4.78
2023-09-18,5.38,-5.24,3.89
2023-09-19,5.54,-5.48,2.15
2023-09-20,6.34,-5.47,1.6
2023-09-21,4.89,-4.64,2.19
2023-09-22,4.78,-4.67,1.92
2023-09-25,3.89,-4.62,0.78
2023-09-26,2.15,-3.04,0.43
2023-09-27,1.6,-2.51,-0.18
2023-09-28,2.19,-1.62,0.13
2023-09-29,1.92,-0.86,0.22
2023-10-02,0.78,-1.48,-0.06
2023-10-03,0.43,-1.54,1.34
2023-10-04,-0.18,-1.35,1.25
2023-10-05,0.13,-1.92,-0.37
2023-10-06,0.22,-1.84,-1.45
2023-10-09,-0.06,-0.36,-0.29
2023-10-10,1.34,0.27,0.2
2023-10-11,1.25,1.85,-1.86
2023-10-12,-0.37,4.3,-2.33
2023-10-13,-1.45,5.49,-3.67
2023-10-16,-0.29,5.38,-3.27
2023-10-17,0.2,5.54,-3.1
2023-10-18,-1.86,6.34,-2.36
2023-10-19,-2.33,4.89,-3.25
2023-10-20,-3.67,4.78,-4.16
2023-10-23,-3.27,3.89,-2.44
2023-10-24,-3.1,2.15,-1.99
2023-10-25,-2.36,1.6,-0.94
2023-10-26,-3.25,2.19,-0.07
2023-10-27,-4.16,1.92,-1.03
2023-10-30,-2.44,0.78,-0.99
2023-10-31,-1.99,0.43,-2.86
2023-11-01,-0.94,-0.18,-2.86
2023-11-02,-0.07,0.13,-2.47
2023-11-03,-1.03,0.22,-3.15
2023-11-06,-0.99,-0.06,-2.68
2023-11-07,-2.86,1.34,-3.06
2023-11-08,-2.86,1.25,-1.33
2023-11-09,-2.47,-0.37,-1.18
2023-11-10,-3.15,-1.45,1.38
2023-11-13,-2.68,-0.29,1.65
2023-11-14,-3.06,0.2,1.25
2023-11-15,-1.33,-1.86,0.74
2023-11-16,-1.18,-2.33,1.75
2023-11-17,1.38,-3.67,2.7
2023-11-20,1.65,-3.27,1.82
2023-11-21,1.25,-3.1,1.82
2023-11-22,0.74,-2.36,1.1
2023-11-23,1.75,-3.25,0.1
2023-11-24,2.7,-4.16,1.5
2023-11-27,1.82,-2.44,1.28
2023-11-28,1.82,-1.99,1.08
2023-11-29,1.1,-0.94,1.54
2023-11-30,0.1,-0.07,0.78
2023-12-01,1.5,-1.03,2.63
2023-12-04,1.28,-0.99,1.6
2023-12-05,1.08,-2.86,1.37
2023-12-06,1.54,-2.86,0.82
2023-12-07,0.78,-2.47,3.21
2023-12-08,2.63,-3.15,0.96
2023-12-11,1.6,-2.68,1.58
2023-12-12,1.37,-3.06,2.09
2023-12-13,0.82,-1.33,3.3
2023-12-14,3.21,-1.18,2.82
2023-12-15,0.96,1.38,2.8
2023-12-18,1.58,1.65,3.54
2023-12-19,2.09,1.25,3.59
2023-12-20,3.3,0.74,4.17
