Date,EPU Index,Previous EPU Index,EPU_Change
2019-06-18,193.68,211.35,-17.669999999999987
2019-06-19,138.06,184.84,-46.78
2019-06-20,111.35,193.68,-82.33000000000001
2019-06-21,158.56,138.06,20.5
2019-06-24,182.58,111.35,71.23000000000002
2019-06-25,130.91,158.56,-27.650000000000006
2019-06-26,182.46,182.58,-0.12000000000000455
2019-06-27,128.14,130.91,-2.7700000000000102
2019-06-28,200.08,182.46,17.620000000000005
2019-07-01,228.1,128.14,99.96000000000001
2019-07-02,104.8,200.08,-95.28000000000002
2019-07-03,116.97,228.1,-111.13
2019-07-04,129.1,104.8,24.299999999999997
2019-07-05,88.75,116.97,-28.22
2019-07-08,135.08,129.1,5.980000000000018
2019-07-09,86.96,88.75,-1.7900000000000063
2019-07-10,78.19,135.08,-56.890000000000015
2019-07-11,177.98,86.96,91.02
2019-07-12,175.16,78.19,96.97
2019-07-15,171.43,177.98,-6.549999999999983
2019-07-16,160.2,175.16,-14.960000000000008
2019-07-17,132.08,171.43,-39.349999999999994
2019-07-18,103.98,160.2,-56.219999999999985
2019-07-19,105.11,132.08,-26.970000000000013
2019-07-22,131.78,103.98,27.799999999999997
2019-07-23,137.07,105.11,31.959999999999994
2019-07-24,88.37,131.78,-43.41
2019-07-25,116.47,137.07,-20.599999999999994
2019-07-26,156.12,88.37,67.75
2019-07-29,111.8,116.47,-4.670000000000002
2019-07-30,187.94,156.12,31.819999999999993
2019-07-31,106.55,111.8,-5.25
2019-08-01,180.22,187.94,-7.719999999999999
2019-08-02,163.5,106.55,56.95
2019-08-05,124.52,180.22,-55.7
2019-08-06,145.96,163.5,-17.539999999999992
2019-08-07,149.37,124.52,24.85000000000001
2019-08-08,106.55,145.96,-39.41000000000001
2019-08-09,132.2,149.37,-17.170000000000016
2019-08-12,138.41,106.55,31.86
2019-08-13,124.84,132.2,-7.359999999999985
2019-08-14,233.95,138.41,95.53999999999999
2019-08-15,321.75,124.84,196.91
2019-08-16,317.09,233.95,83.13999999999999
2019-08-19,225.91,321.75,-95.84
2019-08-20,229.26,317.09,-87.82999999999998
2019-08-21,324.62,225.91,98.71000000000001
2019-08-22,268.32,229.26,39.06
2019-08-23,373.96,324.62,49.339999999999975
2019-08-27,260.2,268.32,-8.120000000000005
2019-08-28,178.13,373.96,-195.82999999999998
2019-08-29,123.5,260.2,-136.7
2019-08-30,227.01,178.13,48.879999999999995
2019-09-02,258.69,123.5,135.19
2019-09-03,193.59,227.01,-33.41999999999999
2019-09-04,148.63,258.69,-110.06
2019-09-05,175.82,193.59,-17.77000000000001
2019-09-06,234.88,148.63,86.25
2019-09-09,148.12,175.82,-27.69999999999999
2019-09-10,109.86,234.88,-125.02
2019-09-11,123.91,148.12,-24.210000000000008
2019-09-12,177.34,109.86,67.48
2019-09-13,200.48,123.91,76.57
2019-09-16,100.85,177.34,-76.49000000000001
2019-09-17,130.63,200.48,-69.85
2019-09-18,119.32,100.85,18.47
2019-09-19,207.9,130.63,77.27000000000001
2019-09-20,260.94,119.32,141.62
2019-09-23,225.96,207.9,18.060000000000002
2019-09-24,164.71,260.94,-96.22999999999999
2019-09-25,263.75,225.96,37.78999999999999
2019-09-26,121.88,164.71,-42.83000000000001
2019-09-27,178.99,263.75,-84.75999999999999
2019-09-30,161.4,121.88,39.52000000000001
2019-10-01,85.41,178.99,-93.58000000000001
2019-10-02,170.14,161.4,8.73999999999998
2019-10-03,119.79,85.41,34.38000000000001
2019-10-04,283.2,170.14,113.06
2019-10-07,189.81,119.79,70.02
2019-10-08,241.79,283.2,-41.41
2019-10-09,39.52,189.81,-150.29
2019-10-10,216.9,241.79,-24.889999999999986
2019-10-11,142.6,39.52,103.07999999999998
2019-10-14,171.84,216.9,-45.06
2019-10-15,108.44,142.6,-34.16
2019-10-16,146.67,171.84,-25.170000000000016
2019-10-17,135.87,108.44,27.430000000000007
2019-10-18,84.76,146.67,-61.90999999999998
2019-10-21,102.35,135.87,-33.52000000000001
2019-10-22,63.36,84.76,-21.400000000000006
2019-10-23,100.02,102.35,-2.3299999999999983
2019-10-24,89.36,63.36,26.0
2019-10-25,96.15,100.02,-3.8699999999999903
2019-10-28,95.5,89.36,6.140000000000001
2019-10-29,181.7,96.15,85.54999999999998
2019-10-30,222.21,95.5,126.71000000000001
2019-10-31,210.43,181.7,28.730000000000018
2019-11-01,76.13,222.21,-146.08
2019-11-04,145.89,210.43,-64.54000000000002
2019-11-05,206.21,76.13,130.08
2019-11-06,83.59,145.89,-62.29999999999998
2019-11-07,112.46,206.21,-93.75000000000001
2019-11-08,173.74,83.59,90.15
2019-11-11,176.64,112.46,64.17999999999999
2019-11-12,181.35,173.74,7.609999999999985
2019-11-13,113.76,176.64,-62.87999999999998
2019-11-14,107.49,181.35,-73.86
2019-11-15,96.5,113.76,-17.260000000000005
2019-11-18,37.21,107.49,-70.28
2019-11-19,43.49,96.5,-53.01
2019-11-20,64.06,37.21,26.85
2019-11-21,86.88,43.49,43.38999999999999
2019-11-22,85.75,64.06,21.689999999999998
2019-11-25,114.66,86.88,27.78
2019-11-26,74.96,85.75,-10.790000000000006
2019-11-27,105.94,114.66,-8.719999999999999
2019-11-28,179.83,74.96,104.87000000000002
2019-11-29,109.96,105.94,4.019999999999996
2019-12-02,101.44,179.83,-78.39000000000001
2019-12-03,149.36,109.96,39.40000000000002
2019-12-04,131.72,101.44,30.28
2019-12-05,143.75,149.36,-5.610000000000014
2019-12-06,231.13,131.72,99.41
2019-12-09,168.58,143.75,24.830000000000013
2019-12-10,178.11,231.13,-53.01999999999998
2019-12-11,129.85,168.58,-38.73000000000002
2019-12-12,165.69,178.11,-12.420000000000016
2019-12-13,246.56,129.85,116.71000000000001
2019-12-16,156.24,165.69,-9.449999999999989
2019-12-17,166.36,246.56,-80.19999999999999
2019-12-18,118.61,156.24,-37.63000000000001
2019-12-19,105.77,166.36,-60.59000000000002
2019-12-20,205.95,118.61,87.33999999999999
2019-12-23,166.34,105.77,60.57000000000001
2019-12-24,72.8,205.95,-133.14999999999998
2019-12-27,198.95,166.34,32.609999999999985
2019-12-30,151.95,72.8,79.14999999999999
2019-12-31,113.29,198.95,-85.65999999999998
2020-01-02,173.89,151.95,21.939999999999998
2020-01-03,168.62,113.29,55.33
2020-01-06,241.2,173.89,67.31
2020-01-07,115.27,168.62,-53.35000000000001
2020-01-08,180.45,241.2,-60.75
2020-01-09,130.57,115.27,15.299999999999997
2020-01-10,141.28,180.45,-39.16999999999999
2020-01-13,196.12,130.57,65.55000000000001
2020-01-14,150.77,141.28,9.490000000000009
2020-01-15,185.17,196.12,-10.950000000000017
2020-01-16,103.35,150.77,-47.420000000000016
2020-01-17,122.76,185.17,-62.40999999999998
2020-01-20,133.77,103.35,30.420000000000016
2020-01-21,152.05,122.76,29.290000000000006
2020-01-22,121.28,133.77,-12.490000000000009
2020-01-23,122.73,152.05,-29.320000000000007
2020-01-24,90.89,121.28,-30.39
2020-01-27,108.45,122.73,-14.280000000000001
2020-01-28,182.58,90.89,91.69000000000001
2020-01-29,85.06,108.45,-23.39
2020-01-30,151.38,182.58,-31.200000000000017
2020-01-31,236.47,85.06,151.41
2020-02-03,150.73,151.38,-0.6500000000000057
2020-02-04,147.76,236.47,-88.71000000000001
2020-02-05,122.08,150.73,-28.64999999999999
2020-02-06,150.47,147.76,2.710000000000008
2020-02-07,207.58,122.08,85.50000000000001
2020-02-10,219.82,150.47,69.35
2020-02-11,287.92,207.58,80.34
2020-02-12,160.22,219.82,-59.599999999999994
2020-02-13,156.96,287.92,-130.96
2020-02-14,89.97,160.22,-70.25
2020-02-17,114.27,156.96,-42.69000000000001
2020-02-18,109.22,89.97,19.25
2020-02-19,100.57,114.27,-13.700000000000003
2020-02-20,144.42,109.22,35.19999999999999
2020-02-21,159.87,100.57,59.30000000000001
2020-02-24,106.46,144.42,-37.959999999999994
2020-02-25,215.2,159.87,55.329999999999984
2020-02-26,172.32,106.46,65.86
2020-02-27,203.89,215.2,-11.310000000000002
2020-02-28,264.52,172.32,92.19999999999999
2020-03-02,177.12,203.89,-26.769999999999982
2020-03-03,218.04,264.52,-46.47999999999999
2020-03-04,258.78,177.12,81.65999999999997
2020-03-05,182.37,218.04,-35.66999999999999
2020-03-06,227.94,258.78,-30.839999999999975
2020-03-09,361.41,182.37,179.04000000000002
2020-03-10,379.75,227.94,151.81
2020-03-11,280.61,361.41,-80.80000000000001
2020-03-12,304.01,379.75,-75.74000000000001
2020-03-13,468.32,280.61,187.70999999999998
2020-03-16,509.77,304.01,205.76
2020-03-17,555.81,468.32,87.48999999999995
2020-03-18,647.12,509.77,137.35000000000002
2020-03-19,738.09,555.81,182.2800000000001
2020-03-20,888.43,647.12,241.30999999999995
2020-03-23,1025.87,738.09,287.77999999999986
2020-03-24,1045.35,888.43,156.91999999999996
2020-03-25,702.34,1025.87,-323.52999999999986
2020-03-26,955.95,1045.35,-89.39999999999986
2020-03-27,932.81,702.34,230.4699999999999
2020-03-30,795.68,955.95,-160.2700000000001
2020-03-31,554.38,932.81,-378.42999999999995
2020-04-01,776.85,795.68,-18.829999999999927
2020-04-02,894.01,554.38,339.63
2020-04-03,836.99,776.85,60.139999999999986
2020-04-06,974.14,894.01,80.13
2020-04-07,737.82,836.99,-99.16999999999996
2020-04-08,876.78,974.14,-97.36000000000001
2020-04-09,748.88,737.82,11.059999999999945
2020-04-14,981.9,876.78,105.12
2020-04-15,931.39,748.88,182.51
2020-04-16,988.95,981.9,7.050000000000068
2020-04-17,770.94,931.39,-160.44999999999993
2020-04-20,1115.39,988.95,126.44000000000005
2020-04-21,913.29,770.94,142.3499999999999
2020-04-22,760.97,1115.39,-354.4200000000001
2020-04-23,831.35,913.29,-81.93999999999994
2020-04-24,979.46,760.97,218.49
2020-04-27,1184.72,831.35,353.37
2020-04-28,952.15,979.46,-27.31000000000006
2020-04-29,910.92,1184.72,-273.80000000000007
2020-04-30,803.78,952.15,-148.37
2020-05-01,974.04,910.92,63.120000000000005
2020-05-04,803.75,803.78,-0.029999999999972715
2020-05-05,852.4,974.04,-121.63999999999999
2020-05-06,980.51,803.75,176.76
2020-05-07,953.53,852.4,101.13
2020-05-11,636.85,980.51,-343.65999999999997
2020-05-12,961.15,953.53,7.6200000000000045
2020-05-13,993.12,636.85,356.27
2020-05-14,873.58,961.15,-87.56999999999994
2020-05-15,609.53,993.12,-383.59000000000003
2020-05-18,1094.7,873.58,221.12
2020-05-19,753.52,609.53,143.99
2020-05-20,745.64,1094.7,-349.06000000000006
2020-05-21,672.08,753.52,-81.43999999999994
2020-05-22,714.34,745.64,-31.299999999999955
2020-05-26,747.46,672.08,75.38
2020-05-27,711.85,714.34,-2.490000000000009
2020-05-28,789.84,747.46,42.379999999999995
2020-05-29,783.99,711.85,72.13999999999999
2020-06-01,606.93,789.84,-182.91000000000008
2020-06-02,392.13,783.99,-391.86
2020-06-03,678.07,606.93,71.1400000000001
2020-06-04,526.4,392.13,134.26999999999998
2020-06-05,490.81,678.07,-187.26000000000005
2020-06-08,573.47,526.4,47.07000000000005
2020-06-09,573.96,490.81,83.15000000000003
2020-06-10,477.82,573.47,-95.65000000000003
2020-06-11,612.93,573.96,38.969999999999914
2020-06-12,622.8,477.82,144.97999999999996
2020-06-15,557.69,612.93,-55.239999999999895
2020-06-16,502.67,622.8,-120.12999999999994
2020-06-17,630.85,557.69,73.15999999999997
2020-06-18,678.12,502.67,175.45
2020-06-19,690.72,630.85,59.870000000000005
2020-06-22,605.53,678.12,-72.59000000000003
2020-06-23,567.58,690.72,-123.13999999999999
2020-06-24,556.6,605.53,-48.92999999999995
2020-06-25,525.06,567.58,-42.520000000000095
2020-06-26,559.86,556.6,3.259999999999991
2020-06-29,689.22,525.06,164.16000000000008
2020-06-30,462.62,559.86,-97.24000000000001
2020-07-01,690.94,689.22,1.7200000000000273
2020-07-02,610.3,462.62,147.67999999999995
2020-07-03,504.78,690.94,-186.16000000000008
2020-07-06,748.91,610.3,138.61
2020-07-07,473.03,504.78,-31.75
2020-07-08,645.21,748.91,-103.69999999999993
2020-07-09,498.01,473.03,24.980000000000018
2020-07-10,508.5,645.21,-136.71000000000004
2020-07-13,435.65,498.01,-62.360000000000014
2020-07-14,407.5,508.5,-101.0
2020-07-15,572.17,435.65,136.51999999999998
2020-07-16,579.59,407.5,172.09000000000003
2020-07-17,692.5,572.17,120.33000000000004
2020-07-20,817.14,579.59,237.54999999999995
2020-07-21,667.35,692.5,-25.149999999999977
2020-07-22,611.69,817.14,-205.44999999999993
2020-07-23,566.38,667.35,-100.97000000000003
2020-07-24,457.08,611.69,-154.61000000000007
2020-07-27,699.32,566.38,132.94000000000005
2020-07-28,759.14,457.08,302.06
2020-07-29,617.76,699.32,-81.56000000000006
2020-07-30,548.54,759.14,-210.60000000000002
2020-07-31,517.7,617.76,-100.05999999999995
2020-08-03,620.0,548.54,71.46000000000004
2020-08-04,542.33,517.7,24.629999999999995
2020-08-05,457.42,620.0,-162.57999999999998
2020-08-06,581.0,542.33,38.66999999999996
2020-08-07,524.2,457.42,66.78000000000003
2020-08-10,593.25,581.0,12.25
2020-08-11,484.77,524.2,-39.430000000000064
2020-08-12,480.15,593.25,-113.10000000000002
2020-08-13,551.9,484.77,67.13
2020-08-14,444.53,480.15,-35.620000000000005
2020-08-17,495.42,551.9,-56.47999999999996
2020-08-18,397.72,444.53,-46.809999999999945
2020-08-19,279.72,495.42,-215.7
2020-08-20,566.29,397.72,168.56999999999994
2020-08-21,457.58,279.72,177.85999999999996
2020-08-24,550.62,566.29,-15.669999999999959
2020-08-25,534.12,457.58,76.54000000000002
2020-08-26,337.68,550.62,-212.94
2020-08-27,376.79,534.12,-157.32999999999998
2020-08-28,465.86,337.68,128.18
2020-09-01,381.86,376.79,5.069999999999993
2020-09-02,319.8,465.86,-146.06
2020-09-03,444.16,381.86,62.30000000000001
2020-09-04,412.95,319.8,93.14999999999998
2020-09-07,1134.9,444.16,690.74
2020-09-08,296.64,412.95,-116.31
2020-09-09,388.21,1134.9,-746.69
2020-09-10,412.15,296.64,115.50999999999999
2020-09-11,376.0,388.21,-12.20999999999998
2020-09-14,484.94,412.15,72.79000000000002
2020-09-15,587.39,376.0,211.39
2020-09-16,421.04,484.94,-63.89999999999998
2020-09-17,392.28,587.39,-195.11
2020-09-18,366.56,421.04,-54.48000000000002
2020-09-21,394.52,392.28,2.240000000000009
2020-09-22,218.21,366.56,-148.35
2020-09-23,375.34,394.52,-19.180000000000007
2020-09-24,382.27,218.21,164.05999999999997
2020-09-25,323.37,375.34,-51.96999999999997
2020-09-28,416.8,382.27,34.53000000000003
2020-09-29,322.31,323.37,-1.0600000000000023
2020-09-30,419.47,416.8,2.670000000000016
2020-10-01,414.31,322.31,92.0
2020-10-02,422.0,419.47,2.5299999999999727
2020-10-05,381.36,414.31,-32.94999999999999
2020-10-06,516.08,422.0,94.08000000000004
2020-10-07,712.02,381.36,330.65999999999997
2020-10-08,493.58,516.08,-22.500000000000057
2020-10-09,541.16,712.02,-170.86
2020-10-12,548.28,493.58,54.69999999999999
2020-10-13,301.82,541.16,-239.33999999999997
2020-10-14,444.7,548.28,-103.57999999999998
2020-10-15,367.87,301.82,66.05000000000001
2020-10-16,355.35,444.7,-89.34999999999997
2020-10-19,414.4,367.87,46.52999999999997
2020-10-20,417.12,355.35,61.76999999999998
2020-10-21,308.15,414.4,-106.25
2020-10-22,352.26,417.12,-64.86000000000001
2020-10-23,267.71,308.15,-40.44
2020-10-26,441.87,352.26,89.61000000000001
2020-10-27,280.56,267.71,12.850000000000023
2020-10-28,433.09,441.87,-8.78000000000003
2020-10-29,553.14,280.56,272.58
2020-10-30,489.91,433.09,56.82000000000005
2020-11-02,599.3,553.14,46.15999999999997
2020-11-03,362.07,489.91,-127.84000000000003
2020-11-04,661.31,599.3,62.00999999999999
2020-11-05,383.11,362.07,21.04000000000002
2020-11-06,535.38,661.31,-125.92999999999995
2020-11-09,298.98,383.11,-84.13
2020-11-10,324.92,535.38,-210.45999999999998
2020-11-11,462.77,298.98,163.78999999999996
2020-11-12,335.55,324.92,10.629999999999995
2020-11-13,242.77,462.77,-219.99999999999997
2020-11-16,391.61,335.55,56.06
2020-11-17,378.42,242.77,135.65
2020-11-18,276.11,391.61,-115.5
2020-11-19,385.07,378.42,6.649999999999977
2020-11-20,366.39,276.11,90.27999999999997
2020-11-23,538.89,385.07,153.82
2020-11-24,370.55,366.39,4.160000000000025
2020-11-25,435.26,538.89,-103.63
2020-11-26,410.93,370.55,40.379999999999995
2020-11-27,631.73,435.26,196.47000000000003
2020-11-30,390.69,410.93,-20.24000000000001
2020-12-01,391.92,631.73,-239.81
2020-12-02,357.59,390.69,-33.10000000000002
2020-12-03,318.65,391.92,-73.27000000000004
2020-12-04,320.51,357.59,-37.079999999999984
2020-12-07,400.92,318.65,82.27000000000004
2020-12-08,313.53,320.51,-6.980000000000018
2020-12-09,177.69,400.92,-223.23000000000002
2020-12-10,302.97,313.53,-10.559999999999945
2020-12-11,138.89,177.69,-38.80000000000001
2020-12-14,400.76,302.97,97.78999999999996
2020-12-15,286.61,138.89,147.72000000000003
2020-12-16,243.87,400.76,-156.89
2020-12-17,371.36,286.61,84.75
2020-12-18,332.09,243.87,88.21999999999997
2020-12-21,333.17,371.36,-38.19
2020-12-22,257.08,332.09,-75.00999999999999
2020-12-23,377.37,333.17,44.19999999999999
2020-12-24,372.08,257.08,115.0
2020-12-29,407.71,377.37,30.339999999999975
2020-12-30,538.33,372.08,166.25000000000006
2020-12-31,472.85,407.71,65.14000000000004
2021-01-04,1141.66,538.33,603.33
2021-01-05,405.99,472.85,-66.86000000000001
2021-01-06,326.12,1141.66,-815.5400000000001
2021-01-07,249.98,405.99,-156.01000000000002
2021-01-08,200.56,326.12,-125.56
2021-01-11,525.75,249.98,275.77
2021-01-12,351.82,200.56,151.26
2021-01-13,308.9,525.75,-216.85000000000002
2021-01-14,291.83,351.82,-59.99000000000001
2021-01-15,260.76,308.9,-48.139999999999986
2021-01-18,171.44,291.83,-120.38999999999999
2021-01-19,256.39,260.76,-4.3700000000000045
2021-01-20,346.06,171.44,174.62
2021-01-21,395.68,256.39,139.29000000000002
2021-01-22,361.18,346.06,15.120000000000005
2021-01-25,415.49,395.68,19.810000000000002
2021-01-26,448.25,361.18,87.07
2021-01-27,418.49,415.49,3.0
2021-01-28,235.81,448.25,-212.44
2021-01-29,321.31,418.49,-97.18
2021-02-01,267.68,235.81,31.870000000000005
2021-02-02,330.84,321.31,9.529999999999973
2021-02-03,281.61,267.68,13.930000000000007
2021-02-04,241.23,330.84,-89.60999999999999
2021-02-05,215.25,281.61,-66.36000000000001
2021-02-08,237.45,241.23,-3.780000000000001
2021-02-09,166.04,215.25,-49.21000000000001
2021-02-10,202.39,237.45,-35.06
2021-02-11,218.33,166.04,52.29000000000002
2021-02-12,355.8,202.39,153.41000000000003
2021-02-15,219.9,218.33,1.5699999999999932
2021-02-16,236.06,355.8,-119.74000000000001
2021-02-17,186.42,219.9,-33.48000000000002
2021-02-18,203.95,236.06,-32.110000000000014
2021-02-19,252.69,186.42,66.27000000000001
2021-02-22,218.93,203.95,14.980000000000018
2021-02-23,254.4,252.69,1.710000000000008
2021-02-24,297.09,218.93,78.15999999999997
2021-02-25,410.56,254.4,156.16
2021-02-26,330.21,297.09,33.120000000000005
2021-03-01,349.72,410.56,-60.839999999999975
2021-03-02,229.38,330.21,-100.82999999999998
2021-03-03,325.78,349.72,-23.940000000000055
2021-03-04,218.77,229.38,-10.609999999999985
2021-03-05,456.16,325.78,130.38000000000005
2021-03-08,1448.83,218.77,1230.06
2021-03-09,382.41,456.16,-73.75
2021-03-10,452.5,1448.83,-996.3299999999999
2021-03-11,548.44,382.41,166.03000000000003
2021-03-12,316.04,452.5,-136.45999999999998
2021-03-15,634.63,548.44,86.18999999999994
2021-03-16,218.56,316.04,-97.48000000000002
2021-03-17,414.15,634.63,-220.48000000000002
2021-03-18,338.52,218.56,119.95999999999998
2021-03-19,498.42,414.15,84.27000000000004
2021-03-22,831.06,338.52,492.53999999999996
2021-03-23,393.3,498.42,-105.12
2021-03-24,216.5,831.06,-614.56
2021-03-25,376.27,393.3,-17.03000000000003
2021-03-26,199.8,216.5,-16.69999999999999
2021-03-29,287.69,376.27,-88.57999999999998
2021-03-30,222.38,199.8,22.579999999999984
2021-03-31,283.81,287.69,-3.8799999999999955
2021-04-01,196.4,222.38,-25.97999999999999
2021-04-06,214.71,283.81,-69.1
2021-04-07,331.31,196.4,134.91
2021-04-08,227.38,214.71,12.669999999999987
2021-04-09,195.21,331.31,-136.1
2021-04-12,146.65,227.38,-80.72999999999999
2021-04-13,248.62,195.21,53.41
2021-04-14,141.03,146.65,-5.6200000000000045
2021-04-15,169.08,248.62,-79.53999999999999
2021-04-16,131.0,141.03,-10.030000000000001
2021-04-19,168.48,169.08,-0.6000000000000227
2021-04-20,151.53,131.0,20.53
2021-04-21,192.14,168.48,23.659999999999997
2021-04-22,207.93,151.53,56.400000000000006
2021-04-23,176.63,192.14,-15.509999999999991
2021-04-26,177.96,207.93,-29.97
2021-04-27,289.12,176.63,112.49000000000001
2021-04-28,166.97,177.96,-10.990000000000009
2021-04-29,311.45,289.12,22.329999999999984
2021-04-30,143.31,166.97,-23.659999999999997
2021-05-04,228.22,311.45,-83.22999999999999
2021-05-05,280.22,143.31,136.91000000000003
2021-05-06,203.56,228.22,-24.659999999999997
2021-05-07,205.4,280.22,-74.82000000000002
2021-05-10,296.73,203.56,93.17000000000002
2021-05-11,321.58,205.4,116.17999999999998
2021-05-12,150.34,296.73,-146.39000000000001
2021-05-13,170.19,321.58,-151.39
2021-05-14,151.72,150.34,1.3799999999999955
2021-05-17,318.45,170.19,148.26
2021-05-18,215.17,151.72,63.44999999999999
2021-05-19,248.3,318.45,-70.14999999999998
2021-05-20,280.7,215.17,65.53
2021-05-21,174.26,248.3,-74.04000000000002
2021-05-24,277.12,280.7,-3.579999999999984
2021-05-25,244.13,174.26,69.87
2021-05-26,120.84,277.12,-156.28
2021-05-27,146.39,244.13,-97.74000000000001
2021-05-28,274.46,120.84,153.61999999999998
2021-06-01,249.78,146.39,103.39000000000001
2021-06-02,146.39,274.46,-128.07
2021-06-03,207.29,249.78,-42.49000000000001
2021-06-04,132.43,146.39,-13.95999999999998
2021-06-07,210.87,207.29,3.5800000000000125
2021-06-08,200.0,132.43,67.57
2021-06-09,305.73,210.87,94.86000000000001
2021-06-10,193.27,200.0,-6.72999999999999
2021-06-11,281.1,305.73,-24.629999999999995
2021-06-14,208.71,193.27,15.439999999999998
2021-06-15,182.3,281.1,-98.80000000000001
2021-06-16,158.59,208.71,-50.120000000000005
2021-06-17,172.24,182.3,-10.060000000000002
2021-06-18,338.81,158.59,180.22
2021-06-21,230.72,172.24,58.47999999999999
2021-06-22,143.24,338.81,-195.57
2021-06-23,168.62,230.72,-62.099999999999994
2021-06-24,135.4,143.24,-7.840000000000003
2021-06-25,203.51,168.62,34.889999999999986
2021-06-28,243.44,135.4,108.03999999999999
2021-06-29,286.93,203.51,83.42000000000002
2021-06-30,175.23,243.44,-68.21000000000001
2021-07-01,185.21,286.93,-101.72
2021-07-02,202.55,175.23,27.32000000000002
2021-07-05,203.08,185.21,17.870000000000005
2021-07-06,253.85,202.55,51.29999999999998
2021-07-07,130.27,203.08,-72.81
2021-07-08,176.49,253.85,-77.35999999999999
2021-07-09,128.06,130.27,-2.210000000000008
2021-07-12,229.44,176.49,52.94999999999999
2021-07-13,300.55,128.06,172.49
2021-07-14,149.86,229.44,-79.57999999999998
2021-07-15,331.85,300.55,31.30000000000001
2021-07-16,173.86,149.86,24.0
2021-07-19,291.97,331.85,-39.879999999999995
2021-07-20,242.49,173.86,68.63
2021-07-21,224.05,291.97,-67.92000000000002
2021-07-22,189.16,242.49,-53.33000000000001
2021-07-23,248.3,224.05,24.25
2021-07-26,155.79,189.16,-33.370000000000005
2021-07-27,191.71,248.3,-56.59
2021-07-28,196.04,155.79,40.25
2021-07-29,247.87,191.71,56.16
2021-07-30,270.98,196.04,74.94000000000003
2021-08-02,177.41,247.87,-70.46000000000001
2021-08-03,134.75,270.98,-136.23000000000002
2021-08-04,115.39,177.41,-62.019999999999996
2021-08-05,321.26,134.75,186.51
2021-08-06,130.93,115.39,15.540000000000006
2021-08-09,294.54,321.26,-26.71999999999997
2021-08-10,607.13,130.93,476.2
2021-08-11,152.04,294.54,-142.50000000000003
2021-08-12,108.81,607.13,-498.32
2021-08-13,153.37,152.04,1.3300000000000125
2021-08-16,188.1,108.81,79.28999999999999
2021-08-17,189.28,153.37,35.91
2021-08-18,178.93,188.1,-9.169999999999987
2021-08-19,210.35,189.28,21.069999999999993
2021-08-20,160.19,178.93,-18.74000000000001
2021-08-23,271.47,210.35,61.12000000000003
2021-08-24,131.94,160.19,-28.25
2021-08-25,132.48,271.47,-138.99000000000004
2021-08-26,90.32,131.94,-41.620000000000005
2021-08-27,154.24,132.48,21.76000000000002
2021-08-31,252.98,90.32,162.66
2021-09-01,172.74,154.24,18.5
2021-09-02,131.66,252.98,-121.32
2021-09-03,169.23,172.74,-3.5100000000000193
2021-09-06,269.2,131.66,137.54
2021-09-07,351.24,169.23,182.01000000000002
2021-09-08,232.65,269.2,-36.54999999999998
2021-09-09,185.72,351.24,-165.52
2021-09-10,129.73,232.65,-102.92000000000002
2021-09-13,244.81,185.72,59.09
2021-09-14,309.68,129.73,179.95000000000002
2021-09-15,194.94,244.81,-49.870000000000005
2021-09-16,122.43,309.68,-187.25
2021-09-17,112.24,194.94,-82.7
2021-09-20,272.82,122.43,150.39
2021-09-21,241.5,112.24,129.26
2021-09-22,203.3,272.82,-69.51999999999998
2021-09-23,114.34,241.5,-127.16
2021-09-24,69.41,203.3,-133.89000000000001
2021-09-27,369.14,114.34,254.79999999999998
2021-09-28,191.91,69.41,122.5
2021-09-29,159.66,369.14,-209.48
2021-09-30,249.58,191.91,57.670000000000016
2021-10-01,155.2,159.66,-4.460000000000008
2021-10-04,255.01,249.58,5.429999999999978
2021-10-05,132.06,155.2,-23.139999999999986
2021-10-06,208.95,255.01,-46.06
2021-10-07,195.14,132.06,63.079999999999984
2021-10-08,160.27,208.95,-48.67999999999998
2021-10-11,151.03,195.14,-44.109999999999985
2021-10-12,154.31,160.27,-5.960000000000008
2021-10-13,187.76,151.03,36.72999999999999
2021-10-14,208.95,154.31,54.639999999999986
2021-10-15,112.94,187.76,-74.82
2021-10-18,242.31,208.95,33.360000000000014
2021-10-19,152.52,112.94,39.58000000000001
2021-10-20,96.89,242.31,-145.42000000000002
2021-10-21,158.56,152.52,6.039999999999992
2021-10-22,125.96,96.89,29.069999999999993
2021-10-25,196.53,158.56,37.97
2021-10-26,214.66,125.96,88.7
2021-10-27,160.55,196.53,-35.97999999999999
2021-10-28,156.46,214.66,-58.19999999999999
2021-10-29,172.25,160.55,11.699999999999989
2021-11-01,269.86,156.46,113.4
2021-11-02,244.45,172.25,72.19999999999999
2021-11-03,280.16,269.86,10.300000000000011
2021-11-04,294.31,244.45,49.860000000000014
2021-11-05,308.2,280.16,28.039999999999964
2021-11-08,553.72,294.31,259.41
2021-11-09,216.5,308.2,-91.69999999999999
2021-11-10,77.47,553.72,-476.25
2021-11-11,119.28,216.5,-97.22
2021-11-12,259.86,77.47,182.39000000000001
2021-11-15,227.87,119.28,108.59
2021-11-16,200.42,259.86,-59.440000000000026
2021-11-17,151.87,227.87,-76.0
2021-11-18,245.09,200.42,44.670000000000016
2021-11-19,222.82,151.87,70.94999999999999
2021-11-22,105.96,245.09,-139.13
2021-11-23,115.21,222.82,-107.61
2021-11-24,188.9,105.96,82.94000000000001
2021-11-25,120.35,115.21,5.140000000000001
2021-11-26,155.89,188.9,-33.01000000000002
