Date,% downloaded_hold_LLoyds Change,Previous % downloaded_hold_LLoyds Change,Next % downloaded_hold_LLoyds Change
2022-11-21,8.33,-1.25,5.07
2022-11-22,6.35,-0.28,5.97
2022-11-23,6.88,0.02,8.74
2022-11-24,6.1,1.22,3.85
2022-11-25,6.44,5.43,2.6
2022-11-28,5.07,3.76,1.91
2022-11-29,5.97,3.58,1.87
2022-11-30,8.74,3.23,1.65
2022-12-01,3.85,5.19,-0.09
2022-12-02,2.6,6.36,0.28
2022-12-05,1.91,8.33,-0.07
2022-12-06,1.87,6.35,0.09
2022-12-07,1.65,6.88,-1.6
2022-12-08,-0.09,6.1,-1.43
2022-12-09,0.28,6.44,-3.15
2022-12-12,-0.07,5.07,-2.98
2022-12-13,0.09,5.97,-1.94
2022-12-14,-1.6,8.74,0.0
2022-12-15,-1.43,3.85,0.44
2022-12-16,-3.15,2.6,-0.88
2022-12-19,-2.98,1.91,1.0
2022-12-20,-1.94,1.87,-0.32
2022-12-21,0.0,1.65,-1.6
2022-12-22,0.44,-0.09,3.65
2022-12-23,-0.88,0.28,5.0
2022-12-28,1.0,-0.07,7.36
2022-12-29,-0.32,0.09,5.47
2022-12-30,-1.6,-1.6,4.35
2023-01-03,3.65,-1.43,4.19
2023-01-04,5.0,-3.15,4.45
2023-01-05,7.36,-2.98,5.43
2023-01-06,5.47,-1.94,7.36
2023-01-09,4.35,0.0,9.56
2023-01-10,4.19,0.44,5.03
2023-01-11,4.45,-0.88,4.28
2023-01-12,5.43,1.0,1.03
2023-01-13,7.36,-0.32,2.65
2023-01-16,9.56,-1.6,3.23
2023-01-17,5.03,3.65,4.37
2023-01-18,4.28,5.0,5.97
2023-01-19,1.03,7.36,7.69
2023-01-20,2.65,5.47,5.99
2023-01-23,3.23,4.35,6.49
2023-01-24,4.37,4.19,6.22
2023-01-25,5.97,4.45,7.1
2023-01-26,7.69,5.43,9.59
2023-01-27,5.99,7.36,8.22
2023-01-30,6.49,9.56,6.06
2023-01-31,6.22,5.03,6.62
2023-02-01,7.1,4.28,5.3
2023-02-02,9.59,1.03,2.8
2023-02-03,8.22,2.65,1.33
2023-02-06,6.06,3.23,0.17
2023-02-07,6.62,4.37,2.3
2023-02-08,5.3,5.97,-1.13
2023-02-09,2.8,7.69,-1.03
2023-02-10,1.33,5.99,-4.54
2023-02-13,0.17,6.49,-2.44
2023-02-14,2.3,6.22,-4.64
2023-02-15,-1.13,7.1,-4.45
2023-02-16,-1.03,9.59,-3.65
2023-02-17,-4.54,8.22,-3.06
2023-02-20,-2.44,6.06,-2.41
2023-02-21,-4.64,6.62,-2.18
2023-02-22,-4.45,5.3,-0.8
2023-02-23,-3.65,2.8,-3.02
2023-02-24,-3.06,1.33,1.73
2023-02-27,-2.41,0.17,0.45
2023-02-28,-2.18,2.3,0.75
2023-03-01,-0.8,-1.13,0.66
2023-03-02,-3.02,-1.03,-1.04
2023-03-03,1.73,-4.54,-3.64
2023-03-06,0.45,-2.44,-8.82
2023-03-07,0.75,-4.64,-8.32
2023-03-08,0.66,-4.45,-11.45
2023-03-09,-1.04,-3.65,-7.54
2023-03-10,-3.64,-3.06,-10.7
2023-03-13,-8.82,-2.41,-10.95
2023-03-14,-8.32,-2.18,-6.21
2023-03-15,-11.45,-0.8,-7.44
2023-03-16,-7.54,-3.02,-8.96
2023-03-17,-10.7,1.73,-8.16
2023-03-20,-10.95,0.45,-1.91
2023-03-21,-6.21,0.75,-3.81
2023-03-22,-7.44,0.66,2.43
2023-03-23,-8.96,-1.04,0.63
2023-03-24,-8.16,-3.64,3.07
2023-03-27,-1.91,-8.82,4.64
2023-03-28,-3.81,-8.32,-0.12
2023-03-29,2.43,-11.45,1.4
2023-03-30,0.63,-7.54,4.63
2023-03-31,3.07,-10.7,8.11
2023-04-03,4.64,-10.95,7.69
2023-04-04,-0.12,-6.21,4.55
2023-04-05,1.4,-7.44,3.84
2023-04-06,4.63,-8.96,1.42
2023-04-11,8.11,-8.16,2.43
2023-04-12,7.69,-1.91,2.11
2023-04-13,4.55,-3.81,1.89
2023-04-14,3.84,2.43,0.89
2023-04-17,1.42,0.63,-0.22
2023-04-18,2.43,3.07,-2.43
2023-04-19,2.11,4.64,-2.57
2023-04-20,1.89,-0.12,0.64
2023-04-21,0.89,1.4,-1.51
2023-04-24,-0.22,4.63,-1.59
2023-04-25,-2.43,8.11,-5.84
2023-04-26,-2.57,7.69,-7.94
2023-04-27,0.64,4.55,-6.53
2023-04-28,-1.51,3.84,-5.59
2023-05-02,-1.59,1.42,-5.6
2023-05-03,-5.84,2.43,-4.87
2023-05-04,-7.94,2.11,-6.26
2023-05-05,-6.53,1.89,-5.22
2023-05-09,-5.59,0.89,-5.19
2023-05-10,-5.6,-0.22,-2.92
2023-05-11,-4.87,-2.43,1.15
2023-05-12,-6.26,-2.57,3.02
2023-05-15,-5.22,0.64,2.47
2023-05-16,-5.19,-1.51,3.16
2023-05-17,-2.92,-1.59,1.28
2023-05-18,1.15,-5.84,-0.11
2023-05-19,3.02,-7.94,-0.11
2023-05-22,2.47,-6.53,-2.27
2023-05-23,3.16,-5.59,-3.35
2023-05-24,1.28,-5.6,-3.5
2023-05-25,-0.11,-4.87,-2.3
2023-05-26,-0.11,-6.26,-4.26
2023-05-30,-2.27,-5.22,-3.77
2023-05-31,-3.35,-5.19,-4.37
2023-06-01,-3.5,-2.92,-3.06
2023-06-02,-2.3,1.15,-1.24
2023-06-05,-4.26,3.02,-1.19
2023-06-06,-3.77,2.47,0.15
2023-06-07,-4.37,3.16,2.51
2023-06-08,-3.06,1.28,0.65
2023-06-09,-1.24,-0.11,-0.88
2023-06-12,-1.19,-0.11,0.69
2023-06-13,0.15,-2.27,-0.8
2023-06-14,2.51,-3.35,-3.89
2023-06-15,0.65,-3.5,-5.34
2023-06-16,-0.88,-2.3,-6.5
2023-06-19,0.69,-4.26,-6.69
2023-06-20,-0.8,-3.77,-6.16
2023-06-21,-3.89,-4.37,-5.81
2023-06-22,-5.34,-3.06,-4.87
2023-06-23,-6.5,-1.24,-3.22
2023-06-26,-6.69,-1.19,-1.82
2023-06-27,-6.16,0.15,-2.08
2023-06-28,-5.81,2.51,0.21
2023-06-29,-4.87,0.65,0.91
2023-06-30,-3.22,-0.88,1.84
2023-07-03,-1.82,0.69,2.57
2023-07-04,-2.08,-0.8,2.05
2023-07-05,0.21,-3.89,4.41
2023-07-06,0.91,-5.34,4.56
2023-07-07,1.84,-6.5,1.77
2023-07-10,2.57,-6.69,1.4
2023-07-11,2.05,-6.16,4.12
2023-07-12,4.41,-5.81,6.53
2023-07-13,4.56,-4.87,7.0
2023-07-14,1.77,-3.22,6.38
2023-07-17,1.4,-1.82,6.97
2023-07-18,4.12,-2.08,6.29
2023-07-19,6.53,0.21,1.8
2023-07-20,7.0,0.91,0.74
2023-07-21,6.38,1.84,1.74
2023-07-24,6.97,2.57,0.22
2023-07-25,6.29,2.05,-2.95
2023-07-26,1.8,4.41,-7.35
2023-07-27,0.74,4.56,-7.36
2023-07-28,1.74,1.77,-5.91
2023-07-31,0.22,1.4,-6.23
2023-08-01,-2.95,4.12,-7.4
2023-08-02,-7.35,6.53,-5.63
2023-08-03,-7.36,7.0,-4.55
2023-08-04,-5.91,6.38,-4.83
2023-08-07,-6.23,6.97,-4.67
2023-08-08,-7.4,6.29,-4.22
2023-08-09,-5.63,1.8,-2.7
2023-08-10,-4.55,0.74,-1.16
2023-08-11,-4.83,1.74,-2.09
2023-08-14,-4.67,0.22,-2.5
2023-08-15,-4.22,-2.95,-2.27
2023-08-16,-2.7,-7.35,-2.13
2023-08-17,-1.16,-7.36,-2.02
2023-08-18,-2.09,-5.91,-2.7
2023-08-21,-2.5,-6.23,0.14
2023-08-22,-2.27,-7.4,0.85
2023-08-23,-2.13,-5.63,0.62
2023-08-24,-2.02,-4.55,-0.71
2023-08-25,-2.7,-4.83,-0.64
2023-08-29,0.14,-4.67,-0.78
2023-08-30,0.85,-4.22,-0.55
2023-08-31,0.62,-2.7,-2.01
2023-09-01,-0.71,-1.16,-1.88
2023-09-04,-0.64,-2.09,-0.5
2023-09-05,-0.78,-2.5,-0.98
2023-09-06,-0.55,-2.27,-0.54
2023-09-07,-2.01,-2.13,2.08
2023-09-08,-1.88,-2.02,2.56
2023-09-11,-0.5,-2.7,0.43
2023-09-12,-0.98,0.14,2.73
2023-09-13,-0.54,0.85,7.4
2023-09-14,2.08,0.62,8.26
2023-09-15,2.56,-0.71,9.68
2023-09-18,0.43,-0.64,7.62
2023-09-19,2.73,-0.78,5.74
2023-09-20,7.4,-0.55,4.62
2023-09-21,8.26,-2.01,2.38
2023-09-22,9.68,-1.88,2.71
2023-09-25,7.62,-0.5,2.66
2023-09-26,5.74,-0.98,-0.21
2023-09-27,4.62,-0.54,-4.71
2023-09-28,2.38,2.08,-5.07
2023-09-29,2.71,2.56,-5.98
2023-10-02,2.66,0.43,-5.9
2023-10-03,-0.21,2.73,-3.45
2023-10-04,-4.71,7.4,-2.89
2023-10-05,-5.07,8.26,-1.9
2023-10-06,-5.98,9.68,-2.57
2023-10-09,-5.9,7.62,0.55
2023-10-10,-3.45,5.74,2.31
2023-10-11,-2.89,4.62,0.92
2023-10-12,-1.9,2.38,-0.69
2023-10-13,-2.57,2.71,-2.46
2023-10-16,0.55,2.66,-1.64
2023-10-17,2.31,-0.21,-6.43
2023-10-18,0.92,-4.71,-4.21
2023-10-19,-0.69,-5.07,-5.18
2023-10-20,-2.46,-5.98,-8.03
2023-10-23,-1.64,-5.9,-8.0
2023-10-24,-6.43,-3.45,-8.81
2023-10-25,-4.21,-2.89,-6.3
2023-10-26,-5.18,-1.9,-0.24
2023-10-27,-8.03,-2.57,2.07
2023-10-30,-8.0,0.55,1.71
2023-10-31,-8.81,2.31,3.62
2023-11-01,-6.3,0.92,1.28
2023-11-02,-0.24,-0.69,2.7
2023-11-03,2.07,-2.46,5.01
2023-11-06,1.71,-1.64,4.97
2023-11-07,3.62,-6.43,5.81
2023-11-08,1.28,-4.21,7.35
2023-11-09,2.7,-5.18,2.39
2023-11-10,5.01,-8.03,2.21
2023-11-13,4.97,-8.0,2.18
2023-11-14,5.81,-8.81,1.19
2023-11-15,7.35,-6.3,0.74
2023-11-16,2.39,-0.24,0.17
2023-11-17,2.21,2.07,1.72
2023-11-20,2.18,1.71,0.07
2023-11-21,1.19,3.62,0.45
2023-11-22,0.74,1.28,0.81
2023-11-23,0.17,2.7,1.61
2023-11-24,1.72,5.01,2.56
2023-11-27,0.07,4.97,4.83
2023-11-28,0.45,5.81,5.78
2023-11-29,0.81,7.35,8.3
2023-11-30,1.61,2.39,7.96
2023-12-01,2.56,2.21,9.09
2023-12-04,4.83,2.18,9.68
2023-12-05,5.78,1.19,8.13
2023-12-06,8.3,0.74,6.31
2023-12-07,7.96,0.17,9.36
2023-12-08,9.09,1.72,5.66
2023-12-11,9.68,0.07,4.14
2023-12-12,8.13,0.45,3.8
2023-12-13,6.31,0.81,3.62
2023-12-14,9.36,1.61,3.22
2023-12-15,5.66,2.56,3.69
2023-12-18,4.14,4.83,4.36
2023-12-19,3.8,5.78,4.51
2023-12-20,3.62,8.3,3.29
