Date,Month,Price,Previous Week Price,% FTSEAIM Change,Previous Week % FTSEAIM Change,Next Week % FTSEAIM Change
2017-01-23,1,873.64,870.29,0.38,2.4,1.49
2017-01-24,1,875.01,873.94,0.12,2.63,1.72
2017-01-25,1,875.26,875.81,-0.06,2.07,2.1
2017-01-26,1,875.68,872.19,0.4,1.06,2.33
2017-01-27,1,881.19,873.06,0.93,0.68,2.22
2017-01-30,1,881.98,872.31,1.11,0.3,1.8
2017-01-31,1,883.58,873.55,1.15,0.38,1.79
2017-02-01,2,886.65,873.64,1.49,0.38,1.57
2017-02-02,2,890.08,875.01,1.72,0.12,1.16
2017-02-03,2,893.63,875.26,2.1,-0.06,1.01
2017-02-06,2,896.09,875.68,2.33,0.4,1.19
2017-02-07,2,900.76,881.19,2.22,0.93,0.66
2017-02-08,2,897.85,881.98,1.8,1.11,1.12
2017-02-09,2,899.39,883.58,1.79,1.15,0.94
2017-02-10,2,900.56,886.65,1.57,1.49,0.96
2017-02-13,2,900.41,890.08,1.16,1.72,1.01
2017-02-14,2,902.62,893.63,1.01,2.1,0.78
2017-02-15,2,906.74,896.09,1.19,2.33,0.14
2017-02-16,2,906.66,900.76,0.66,2.22,0.2
2017-02-17,2,907.94,897.85,1.12,1.8,-0.08
2017-02-20,2,907.82,899.39,0.94,1.79,0.28
2017-02-21,2,909.18,900.56,0.96,1.57,0.45
2017-02-22,2,909.47,900.41,1.01,1.16,0.61
2017-02-23,2,909.65,902.62,0.78,1.01,0.65
2017-02-24,2,907.99,906.74,0.14,1.19,0.8
2017-02-27,2,908.49,906.66,0.2,0.66,0.87
2017-02-28,2,907.2,907.94,-0.08,1.12,0.7
2017-03-01,3,910.38,907.82,0.28,0.94,0.63
2017-03-02,3,913.26,909.18,0.45,0.96,0.71
2017-03-03,3,915.02,909.47,0.61,1.01,0.29
2017-03-06,3,915.6,909.65,0.65,0.78,0.4
2017-03-07,3,915.22,907.99,0.8,0.14,1.1
2017-03-08,3,916.38,908.49,0.87,0.2,1.19
2017-03-09,3,913.52,907.2,0.7,-0.08,1.42
2017-03-10,3,916.08,910.38,0.63,0.28,0.41
2017-03-13,3,919.73,913.26,0.71,0.45,-0.63
2017-03-14,3,917.7,915.02,0.29,0.61,-0.01
2017-03-15,3,919.25,915.6,0.4,0.65,-0.15
2017-03-16,3,925.26,915.22,1.1,0.8,-0.9
2017-03-17,3,927.26,916.38,1.19,0.87,-0.81
2017-03-20,3,926.48,913.52,1.42,0.7,-0.24
2017-03-21,3,919.82,916.08,0.41,0.63,0.78
2017-03-22,3,913.89,919.73,-0.63,0.71,1.7
2017-03-23,3,917.61,917.7,-0.01,0.29,1.25
2017-03-24,3,917.9,919.25,-0.15,0.4,1.42
2017-03-27,3,916.95,925.26,-0.9,1.1,1.46
2017-03-28,3,919.78,927.26,-0.81,1.19,1.11
2017-03-29,3,924.25,926.48,-0.24,1.42,1.11
2017-03-30,3,926.98,919.82,0.78,0.41,1.1
2017-03-31,3,929.42,913.89,1.7,-0.63,1.04
2017-04-03,4,929.04,917.61,1.25,-0.01,1.39
2017-04-04,4,930.91,917.9,1.42,-0.15,1.67
2017-04-05,4,930.35,916.95,1.46,-0.9,1.07
2017-04-06,4,930.03,919.78,1.11,-0.81,1.1
2017-04-07,4,934.5,924.25,1.11,-0.24,1.12
2017-04-10,4,937.15,926.98,1.1,0.78,1.01
2017-04-11,4,939.07,929.42,1.04,1.7,1.46
2017-04-12,4,942.0,929.04,1.39,1.25,1.62
2017-04-13,4,946.43,930.91,1.67,1.42,1.45
2017-04-18,4,940.29,930.35,1.07,1.46,2.29
2017-04-19,4,940.24,930.03,1.1,1.11,2.5
2017-04-20,4,944.95,934.5,1.12,1.11,2.37
2017-04-21,4,946.65,937.15,1.01,1.1,1.84
2017-04-24,4,952.81,939.07,1.46,1.04,1.32
2017-04-25,4,957.29,942.0,1.62,1.39,0.84
2017-04-26,4,960.14,946.43,1.45,1.67,0.73
2017-04-27,4,961.84,940.29,2.29,1.07,0.7
2017-04-28,4,963.72,940.24,2.5,1.1,0.93
2017-05-02,5,967.38,944.95,2.37,1.12,0.69
2017-05-03,5,964.04,946.65,1.84,1.01,1.13
2017-05-04,5,965.36,952.81,1.32,1.46,1.18
2017-05-05,5,965.34,957.29,0.84,1.62,1.3
2017-05-08,5,967.12,960.14,0.73,1.45,1.01
2017-05-09,5,968.61,961.84,0.7,2.29,0.31
2017-05-10,5,972.7,963.72,0.93,2.5,0.43
2017-05-11,5,974.06,967.38,0.69,2.37,0.68
2017-05-12,5,974.92,964.04,1.13,1.84,1.09
2017-05-15,5,976.78,965.36,1.18,1.32,1.09
2017-05-16,5,977.92,965.34,1.3,0.84,1.14
2017-05-17,5,976.89,967.12,1.01,0.73,1.48
2017-05-18,5,971.66,968.61,0.31,0.7,2.0
2017-05-19,5,976.87,972.7,0.43,0.93,1.61
2017-05-22,5,980.71,974.06,0.68,0.69,1.03
2017-05-23,5,985.56,974.92,1.09,1.13,0.63
2017-05-24,5,987.44,976.78,1.09,1.18,0.04
2017-05-25,5,989.1,977.92,1.14,1.3,-1.39
2017-05-26,5,991.38,976.89,1.48,1.01,-2.08
2017-05-30,5,991.11,971.66,2.0,0.31,-1.24
2017-05-31,5,992.55,976.87,1.61,0.43,-1.46
2017-06-01,6,990.77,980.71,1.03,0.68,-2.43
2017-06-02,6,991.8,985.56,0.63,1.09,-1.95
2017-06-05,6,987.85,987.44,0.04,1.09,-1.46
2017-06-06,6,975.35,989.1,-1.39,1.14,-1.33
2017-06-07,6,970.72,991.38,-2.08,1.48,0.07
2017-06-08,6,978.8,991.11,-1.24,2.0,0.01
2017-06-09,6,978.03,992.55,-1.46,1.61,-0.21
2017-06-12,6,966.72,990.77,-2.43,1.03,0.46
2017-06-13,6,972.47,991.8,-1.95,0.63,-0.44
2017-06-14,6,973.46,987.85,-1.46,0.04,-0.43
2017-06-15,6,962.33,975.35,-1.33,-1.39,0.61
2017-06-16,6,971.38,970.72,0.07,-2.08,-0.45
2017-06-19,6,978.87,978.8,0.01,-1.24,-1.57
2017-06-20,6,976.0,978.03,-0.21,-1.46,-1.13
2017-06-21,6,971.19,966.72,0.46,-2.43,-0.54
2017-06-22,6,968.2,972.47,-0.44,-1.95,-0.63
2017-06-23,6,969.25,973.46,-0.43,-1.46,-1.05
2017-06-26,6,968.2,962.33,0.61,-1.33,-0.78
2017-06-27,6,967.04,971.38,-0.45,0.07,-1.14
2017-06-28,6,963.53,978.87,-1.57,0.01,-0.47
2017-06-29,6,964.95,976.0,-1.13,-0.21,-0.65
2017-06-30,6,965.98,971.19,-0.54,0.46,-1.19
2017-07-03,7,962.09,968.2,-0.63,-0.44,-0.42
2017-07-04,7,959.09,969.25,-1.05,-0.43,-0.24
2017-07-05,7,960.68,968.2,-0.78,0.61,-0.67
2017-07-06,7,956.05,967.04,-1.14,-0.45,-0.04
2017-07-07,7,959.02,963.53,-0.47,-1.57,-0.23
2017-07-10,7,958.7,964.95,-0.65,-1.13,0.5
2017-07-11,7,954.45,965.98,-1.19,-0.54,1.38
2017-07-12,7,958.04,962.09,-0.42,-0.63,1.22
2017-07-13,7,956.81,959.09,-0.24,-1.05,1.33
2017-07-14,7,954.21,960.68,-0.67,-0.78,2.58
2017-07-17,7,955.66,956.05,-0.04,-1.14,2.93
2017-07-18,7,956.84,959.02,-0.23,-0.47,2.95
2017-07-19,7,963.48,958.7,0.5,-0.65,2.04
2017-07-20,7,967.59,954.45,1.38,-1.19,1.69
2017-07-21,7,969.7,958.04,1.22,-0.42,1.64
2017-07-24,7,969.57,956.81,1.33,-0.24,1.63
2017-07-25,7,978.84,954.21,2.58,-0.67,0.91
2017-07-26,7,983.64,955.66,2.93,-0.04,1.02
2017-07-27,7,985.07,956.84,2.95,-0.23,1.7
2017-07-28,7,983.14,963.48,2.04,0.5,2.57
2017-07-31,7,983.93,967.59,1.69,1.38,1.98
2017-08-01,8,985.63,969.7,1.64,1.22,1.42
2017-08-02,8,985.42,969.57,1.63,1.33,0.36
2017-08-03,8,987.71,978.84,0.91,2.58,0.94
2017-08-04,8,993.65,983.64,1.02,2.93,0.86
2017-08-07,8,1001.79,985.07,1.7,2.95,0.12
2017-08-08,8,1008.38,983.14,2.57,2.04,-0.6
2017-08-09,8,1003.45,983.93,1.98,1.69,-0.41
2017-08-10,8,999.63,985.63,1.42,1.64,0.34
2017-08-11,8,988.99,985.42,0.36,1.63,1.7
2017-08-14,8,997.03,987.71,0.94,0.91,0.62
2017-08-15,8,1002.21,993.65,0.86,1.02,0.28
2017-08-16,8,1003.01,1001.79,0.12,1.7,0.22
2017-08-17,8,1002.32,1008.38,-0.6,2.57,0.05
2017-08-18,8,999.29,1003.45,-0.41,1.98,0.71
2017-08-21,8,1003.01,999.63,0.34,1.42,0.79
2017-08-22,8,1005.83,988.99,1.7,0.36,0.96
2017-08-23,8,1003.2,997.03,0.62,0.94,0.72
2017-08-24,8,1004.98,1002.21,0.28,0.86,0.63
2017-08-25,8,1005.21,1003.01,0.22,0.12,0.56
2017-08-29,8,1002.81,1002.32,0.05,-0.6,1.07
2017-08-30,8,1006.42,999.29,0.71,-0.41,0.41
2017-08-31,8,1010.91,1003.01,0.79,0.34,-0.06
2017-09-01,9,1015.51,1005.83,0.96,1.7,-0.65
2017-09-04,9,1010.39,1003.2,0.72,0.62,-0.55
2017-09-05,9,1011.31,1004.98,0.63,0.28,-1.09
2017-09-06,9,1010.84,1005.21,0.56,0.22,-1.68
2017-09-07,9,1013.49,1002.81,1.07,0.05,-1.89
2017-09-08,9,1010.58,1006.42,0.41,0.71,-1.61
2017-09-11,9,1010.33,1010.91,-0.06,0.79,-1.69
2017-09-12,9,1008.88,1015.51,-0.65,0.96,-1.7
2017-09-13,9,1004.84,1010.39,-0.55,0.72,-1.01
2017-09-14,9,1000.24,1011.31,-1.09,0.63,-0.36
2017-09-15,9,993.82,1010.84,-1.68,0.56,0.56
2017-09-18,9,994.29,1013.49,-1.89,1.07,0.08
2017-09-19,9,994.33,1010.58,-1.61,0.41,0.53
2017-09-20,9,993.3,1010.33,-1.69,-0.06,1.1
2017-09-21,9,991.73,1008.88,-1.7,-0.65,1.67
2017-09-22,9,994.67,1004.84,-1.01,-0.55,2.06
2017-09-25,9,996.64,1000.24,-0.36,-1.09,1.88
2017-09-26,9,999.43,993.82,0.56,-1.68,1.99
2017-09-27,9,995.1,994.29,0.08,-1.89,2.63
2017-09-28,9,999.56,994.33,0.53,-1.61,1.94
2017-09-29,9,1004.26,993.3,1.1,-1.69,1.55
2017-10-02,10,1008.29,991.73,1.67,-1.7,1.63
2017-10-03,10,1015.17,994.67,2.06,-1.01,1.44
2017-10-04,10,1015.36,996.64,1.88,-0.36,1.57
2017-10-05,10,1019.36,999.43,1.99,0.56,1.04
2017-10-06,10,1021.24,995.1,2.63,0.08,1.09
2017-10-09,10,1018.91,999.56,1.94,0.53,0.79
2017-10-10,10,1019.82,1004.26,1.55,1.1,0.2
2017-10-11,10,1024.71,1008.29,1.63,1.67,-0.43
2017-10-12,10,1029.81,1015.17,1.44,2.06,-0.92
2017-10-13,10,1031.26,1015.36,1.57,1.88,-1.08
2017-10-16,10,1029.95,1019.36,1.04,1.99,-0.8
2017-10-17,10,1032.41,1021.24,1.09,2.63,-0.53
2017-10-18,10,1027.0,1018.91,0.79,1.94,0.75
2017-10-19,10,1021.82,1019.82,0.2,1.55,1.65
2017-10-20,10,1020.33,1024.71,-0.43,1.63,1.84
2017-10-23,10,1020.35,1029.81,-0.92,1.44,1.85
2017-10-24,10,1020.08,1031.26,-1.08,1.57,1.86
2017-10-25,10,1021.76,1029.95,-0.8,1.04,2.15
2017-10-26,10,1026.89,1032.41,-0.53,1.09,1.81
2017-10-27,10,1034.72,1027.0,0.75,0.79,1.08
2017-10-30,10,1038.66,1021.82,1.65,0.2,0.21
2017-10-31,10,1039.06,1020.33,1.84,-0.43,-0.21
2017-11-01,11,1039.24,1020.35,1.85,-0.92,-0.24
2017-11-02,11,1039.09,1020.08,1.86,-1.08,-1.13
2017-11-03,11,1043.69,1021.76,2.15,-0.8,-2.07
2017-11-06,11,1045.5,1026.89,1.81,-0.53,-3.08
2017-11-07,11,1045.94,1034.72,1.08,0.75,-2.33
2017-11-08,11,1040.84,1038.66,0.21,1.65,-1.67
2017-11-09,11,1036.85,1039.06,-0.21,1.84,-1.41
2017-11-10,11,1036.74,1039.24,-0.24,1.85,-1.14
2017-11-13,11,1027.31,1039.09,-1.13,1.86,0.19
2017-11-14,11,1022.12,1043.69,-2.07,2.15,0.72
2017-11-15,11,1013.26,1045.5,-3.08,1.81,1.63
2017-11-16,11,1021.61,1045.94,-2.33,1.08,0.75
2017-11-17,11,1023.43,1040.84,-1.67,0.21,0.67
2017-11-20,11,1022.2,1036.85,-1.41,-0.21,0.74
2017-11-21,11,1024.87,1036.74,-1.14,-0.24,0.16
2017-11-22,11,1029.23,1027.31,0.19,-1.13,-0.7
2017-11-23,11,1029.47,1022.12,0.72,-2.07,-0.49
2017-11-24,11,1029.78,1013.26,1.63,-3.08,-0.88
2017-11-27,11,1029.26,1021.61,0.75,-2.33,-1.72
2017-11-28,11,1030.27,1023.43,0.67,-1.67,-1.93
2017-11-29,11,1029.8,1022.2,0.74,-1.41,-1.26
2017-11-30,11,1026.54,1024.87,0.16,-1.14,-0.91
2017-12-01,12,1022.02,1029.23,-0.7,0.19,-0.21
2017-12-04,12,1024.46,1029.47,-0.49,0.72,-0.77
2017-12-05,12,1020.75,1029.78,-0.88,1.63,-0.58
2017-12-06,12,1011.53,1029.26,-1.72,0.75,0.34
2017-12-07,12,1010.42,1030.27,-1.93,0.67,0.91
2017-12-08,12,1016.82,1029.8,-1.26,0.74,0.48
2017-12-11,12,1017.2,1026.54,-0.91,0.16,0.52
2017-12-12,12,1019.91,1022.02,-0.21,-0.7,0.76
2017-12-13,12,1016.57,1024.46,-0.77,-0.49,1.73
2017-12-14,12,1014.79,1020.75,-0.58,-0.88,2.59
2017-12-15,12,1014.92,1011.53,0.34,-1.72,2.97
2017-12-18,12,1019.65,1010.42,0.91,-1.93,2.94
2017-12-19,12,1021.75,1016.82,0.48,-1.26,2.82
2017-12-20,12,1022.49,1017.2,0.52,-0.91,4.0
2017-12-21,12,1027.71,1019.91,0.76,-0.21,3.75
2017-12-22,12,1034.11,1016.57,1.73,-0.77,3.22
2017-12-27,12,1041.08,1014.79,2.59,-0.58,2.25
2017-12-28,12,1045.05,1014.92,2.97,0.34,2.19
2017-12-29,12,1049.63,1019.65,2.94,0.91,1.56
2018-01-02,1,1050.54,1021.75,2.82,0.48,1.42
2018-01-03,1,1063.44,1022.49,4.0,0.52,0.23
2018-01-04,1,1066.2,1027.71,3.75,0.76,-0.08
2018-01-05,1,1067.42,1034.11,3.22,1.73,-0.39
2018-01-08,1,1064.47,1041.08,2.25,2.59,-0.35
2018-01-09,1,1067.94,1045.05,2.19,2.97,-0.38
2018-01-10,1,1066.05,1049.63,1.56,2.94,0.17
2018-01-11,1,1065.41,1050.54,1.42,2.82,0.47
2018-01-12,1,1065.86,1063.44,0.23,4.0,0.64
2018-01-15,1,1065.32,1066.2,-0.08,3.75,0.24
2018-01-16,1,1063.23,1067.42,-0.39,3.22,0.47
2018-01-17,1,1060.75,1064.47,-0.35,2.25,1.25
2018-01-18,1,1063.87,1067.94,-0.38,2.19,1.12
2018-01-19,1,1067.89,1066.05,0.17,1.56,-0.01
2018-01-22,1,1070.42,1065.41,0.47,1.42,-0.13
2018-01-23,1,1072.67,1065.86,0.64,0.23,-0.37
2018-01-24,1,1067.85,1065.32,0.24,-0.08,-0.79
2018-01-25,1,1068.2,1063.23,0.47,-0.39,-2.94
2018-01-26,1,1074.03,1060.75,1.25,-0.35,-5.67
2018-01-29,1,1075.8,1063.87,1.12,-0.38,-4.07
2018-01-30,1,1067.74,1067.89,-0.01,0.17,-4.32
2018-01-31,1,1069.0,1070.42,-0.13,0.47,-5.89
2018-02-01,2,1068.7,1072.67,-0.37,0.64,-4.81
2018-02-02,2,1059.38,1067.85,-0.79,0.24,-4.02
2018-02-05,2,1036.82,1068.2,-2.94,0.47,-1.45
2018-02-06,2,1013.14,1074.03,-5.67,1.25,1.68
2018-02-07,2,1032.06,1075.8,-4.07,1.12,0.66
2018-02-08,2,1021.64,1067.74,-4.32,-0.01,1.93
2018-02-09,2,1006.06,1069.0,-5.89,-0.13,3.47
2018-02-12,2,1017.29,1068.7,-4.81,-0.37,2.58
2018-02-13,2,1016.84,1059.38,-4.02,-0.79,2.29
2018-02-14,2,1021.76,1036.82,-1.45,-2.94,2.12
2018-02-15,2,1030.13,1013.14,1.68,-5.67,1.41
2018-02-16,2,1038.88,1032.06,0.66,-4.07,0.41
2018-02-19,2,1041.35,1021.64,1.93,-4.32,-0.29
2018-02-20,2,1041.01,1006.06,3.47,-5.89,-0.94
2018-02-21,2,1043.57,1017.29,2.58,-4.81,-1.61
2018-02-22,2,1040.09,1016.84,2.29,-4.02,-0.92
2018-02-23,2,1043.39,1021.76,2.12,-1.45,-0.49
2018-02-26,2,1044.63,1030.13,1.41,1.68,-0.72
2018-02-27,2,1043.14,1038.88,0.41,0.66,-0.16
2018-02-28,2,1038.32,1041.35,-0.29,1.93,0.91
2018-03-01,3,1031.24,1041.01,-0.94,3.47,1.86
2018-03-02,3,1026.76,1043.57,-1.61,2.58,1.58
2018-03-05,3,1030.51,1040.09,-0.92,2.29,2.24
2018-03-06,3,1038.32,1043.39,-0.49,2.12,1.65
2018-03-07,3,1037.15,1044.63,-0.72,1.41,1.77
2018-03-08,3,1041.46,1043.14,-0.16,0.41,0.85
2018-03-09,3,1047.72,1038.32,0.91,-0.29,-0.64
2018-03-12,3,1050.41,1031.24,1.86,-0.94,-1.25
2018-03-13,3,1042.98,1026.76,1.58,-1.61,-1.55
2018-03-14,3,1053.63,1030.51,2.24,-0.92,-3.21
2018-03-15,3,1055.45,1038.32,1.65,-0.49,-4.05
2018-03-16,3,1055.5,1037.15,1.77,-0.72,-3.19
2018-03-19,3,1050.36,1041.46,0.85,-0.16,-3.47
2018-03-20,3,1041.05,1047.72,-0.64,0.91,-2.56
2018-03-21,3,1037.33,1050.41,-1.25,1.86,-2.31
2018-03-22,3,1026.77,1042.98,-1.55,1.58,-1.74
2018-03-23,3,1019.77,1053.63,-3.21,2.24,-0.2
2018-03-26,3,1012.71,1055.45,-4.05,1.65,1.03
2018-03-27,3,1021.85,1055.5,-3.19,1.77,-0.14
2018-03-28,3,1013.96,1050.36,-3.47,0.85,1.37
2018-03-29,3,1014.35,1041.05,-2.56,-0.64,1.29
2018-04-03,4,1013.4,1037.33,-2.31,-1.25,1.26
2018-04-04,4,1008.86,1026.77,-1.74,-1.55,1.68
2018-04-05,4,1017.75,1019.77,-0.2,-3.21,0.87
2018-04-06,4,1023.12,1012.71,1.03,-4.05,0.6
2018-04-09,4,1020.44,1021.85,-0.14,-3.19,1.04
2018-04-10,4,1027.83,1013.96,1.37,-3.47,0.51
2018-04-11,4,1027.47,1014.35,1.29,-2.56,0.67
2018-04-12,4,1026.19,1013.4,1.26,-2.31,1.34
2018-04-13,4,1025.78,1008.86,1.68,-1.74,1.7
2018-04-16,4,1026.65,1017.75,0.87,-0.2,1.46
2018-04-17,4,1029.25,1023.12,0.6,1.03,1.59
2018-04-18,4,1031.06,1020.44,1.04,-0.14,1.84
2018-04-19,4,1033.05,1027.83,0.51,1.37,1.88
2018-04-20,4,1034.37,1027.47,0.67,1.29,1.93
2018-04-23,4,1039.95,1026.19,1.34,1.26,1.94
2018-04-24,4,1043.22,1025.78,1.7,1.68,1.86
2018-04-25,4,1041.6,1026.65,1.46,0.87,2.29
2018-04-26,4,1045.57,1029.25,1.59,0.6,2.47
2018-04-27,4,1050.0,1031.06,1.84,1.04,2.39
2018-04-30,4,1052.52,1033.05,1.88,0.51,2.34
2018-05-01,5,1054.29,1034.37,1.93,0.67,2.51
2018-05-02,5,1060.09,1039.95,1.94,1.34,2.28
2018-05-03,5,1062.63,1043.22,1.86,1.7,1.91
2018-05-04,5,1065.5,1041.6,2.29,1.46,1.86
2018-05-08,5,1071.42,1045.57,2.47,1.59,1.29
2018-05-09,5,1075.13,1050.0,2.39,1.84,1.25
2018-05-10,5,1077.18,1052.52,2.34,1.88,1.38
2018-05-11,5,1080.79,1054.29,2.51,1.93,1.33
2018-05-14,5,1084.31,1060.09,2.28,1.94,0.36
2018-05-15,5,1082.92,1062.63,1.91,1.86,0.38
2018-05-16,5,1085.33,1065.5,1.86,2.29,0.26
2018-05-17,5,1085.25,1071.42,1.29,2.47,-0.49
2018-05-18,5,1088.6,1075.13,1.25,2.39,-0.69
2018-05-21,5,1092.01,1077.18,1.38,2.34,-0.86
2018-05-22,5,1095.15,1080.79,1.33,2.51,-0.98
2018-05-23,5,1088.18,1084.31,0.36,2.28,0.07
2018-05-24,5,1087.07,1082.92,0.38,1.91,0.32
2018-05-25,5,1088.1,1085.33,0.26,1.86,0.45
2018-05-29,5,1079.96,1085.25,-0.49,1.29,1.61
2018-05-30,5,1081.05,1088.6,-0.69,1.25,1.44
2018-05-31,5,1082.62,1092.01,-0.86,1.38,1.6
2018-06-01,6,1084.39,1095.15,-0.98,1.33,1.52
2018-06-04,6,1088.91,1088.18,0.07,0.36,1.17
2018-06-05,6,1090.52,1087.07,0.32,0.38,1.43
2018-06-06,6,1093.04,1088.1,0.45,0.26,0.78
2018-06-07,6,1097.37,1079.96,1.61,-0.49,0.31
2018-06-08,6,1096.58,1081.05,1.44,-0.69,-0.36
2018-06-11,6,1099.91,1082.62,1.6,-0.86,-0.39
2018-06-12,6,1100.83,1084.39,1.52,-0.98,-0.64
2018-06-13,6,1101.67,1088.91,1.17,0.07,-0.85
2018-06-14,6,1106.16,1090.52,1.43,0.32,-1.95
2018-06-15,6,1101.6,1093.04,0.78,0.45,-1.6
2018-06-18,6,1100.77,1097.37,0.31,1.61,-1.83
2018-06-19,6,1092.68,1096.58,-0.36,1.44,-1.8
2018-06-20,6,1095.64,1099.91,-0.39,1.6,-1.2
2018-06-21,6,1093.79,1100.83,-0.64,1.52,-1.6
2018-06-22,6,1092.28,1101.67,-0.85,1.17,-1.17
2018-06-25,6,1084.56,1106.16,-1.95,1.43,-0.39
2018-06-26,6,1083.96,1101.6,-1.6,0.78,-0.06
2018-06-27,6,1080.66,1100.77,-1.83,0.31,0.58
2018-06-28,6,1073.04,1092.68,-1.8,-0.36,1.76
2018-06-29,6,1082.45,1095.64,-1.2,-0.39,1.15
2018-07-02,7,1076.34,1093.79,-1.6,-0.64,1.21
2018-07-03,7,1079.54,1092.28,-1.17,-0.85,0.99
2018-07-04,7,1080.32,1084.56,-0.39,-1.95,1.33
2018-07-05,7,1083.32,1083.96,-0.06,-1.6,0.74
2018-07-06,7,1086.98,1080.66,0.58,-1.83,0.64
2018-07-09,7,1091.94,1073.04,1.76,-1.8,0.47
2018-07-10,7,1094.95,1082.45,1.15,-1.2,-0.06
2018-07-11,7,1089.34,1076.34,1.21,-1.6,0.48
2018-07-12,7,1090.24,1079.54,0.99,-1.17,-0.15
2018-07-13,7,1094.71,1080.32,1.33,-0.39,-0.09
2018-07-16,7,1091.37,1083.32,0.74,-0.06,0.89
2018-07-17,7,1093.93,1086.98,0.64,0.58,0.55
2018-07-18,7,1097.03,1091.94,0.47,1.76,0.44
2018-07-19,7,1094.27,1094.95,-0.06,1.15,0.18
2018-07-20,7,1094.57,1089.34,0.48,1.21,-0.16
2018-07-23,7,1088.63,1090.24,-0.15,0.99,0.39
2018-07-24,7,1093.69,1094.71,-0.09,1.33,-0.6
2018-07-25,7,1101.12,1091.37,0.89,0.74,-1.1
2018-07-26,7,1099.97,1093.93,0.55,0.64,-1.1
2018-07-27,7,1101.87,1097.03,0.44,0.47,-1.36
2018-07-30,7,1096.29,1094.27,0.18,-0.06,-1.06
2018-07-31,7,1092.84,1094.57,-0.16,0.48,-0.33
2018-08-01,8,1092.91,1088.63,0.39,-0.15,-0.53
2018-08-02,8,1087.16,1093.69,-0.6,-0.09,-0.22
2018-08-03,8,1089.01,1101.12,-1.1,0.89,-0.12
2018-08-06,8,1087.86,1099.97,-1.1,0.55,-0.68
2018-08-07,8,1086.87,1101.87,-1.36,0.44,-0.83
2018-08-08,8,1084.68,1096.29,-1.06,0.18,-0.6
2018-08-09,8,1089.23,1092.84,-0.33,-0.16,-0.8
2018-08-10,8,1087.17,1092.91,-0.53,0.39,-0.42
2018-08-13,8,1084.79,1087.16,-0.22,-0.6,0.0
2018-08-14,8,1087.73,1089.01,-0.12,-1.1,0.44
2018-08-15,8,1080.44,1087.86,-0.68,-1.1,1.09
2018-08-16,8,1077.83,1086.87,-0.83,-1.36,2.21
2018-08-17,8,1078.13,1084.68,-0.6,-1.06,1.96
2018-08-20,8,1080.55,1089.23,-0.8,-0.33,1.99
2018-08-21,8,1082.58,1087.17,-0.42,-0.53,1.99
2018-08-22,8,1084.8,1084.79,0.0,-0.22,2.07
2018-08-23,8,1092.55,1087.73,0.44,-0.12,1.38
2018-08-24,8,1092.22,1080.44,1.09,-0.68,0.88
2018-08-28,8,1101.63,1077.83,2.21,-0.83,0.2
2018-08-29,8,1099.27,1078.13,1.96,-0.6,0.1
2018-08-30,8,1102.1,1080.55,1.99,-0.8,-0.34
2018-08-31,8,1104.11,1082.58,1.99,-0.42,-0.72
2018-09-03,9,1107.24,1084.8,2.07,0.0,-0.93
2018-09-04,9,1107.63,1092.55,1.38,0.44,-0.94
2018-09-05,9,1101.8,1092.22,0.88,1.09,-0.21
2018-09-06,9,1103.81,1101.63,0.2,2.21,-0.51
2018-09-07,9,1100.32,1099.27,0.1,1.96,-0.75
2018-09-10,9,1098.36,1102.1,-0.34,1.99,-0.51
2018-09-11,9,1096.18,1104.11,-0.72,1.99,-0.12
2018-09-12,9,1096.92,1107.24,-0.93,2.07,0.27
2018-09-13,9,1097.18,1107.63,-0.94,1.38,0.03
2018-09-14,9,1099.52,1101.8,-0.21,0.88,-0.22
2018-09-17,9,1098.21,1103.81,-0.51,0.2,0.34
2018-09-18,9,1092.05,1100.32,-0.75,0.1,0.38
2018-09-19,9,1092.71,1098.36,-0.51,-0.34,0.53
2018-09-20,9,1094.89,1096.18,-0.12,-0.72,0.61
2018-09-21,9,1099.89,1096.92,0.27,-0.93,-0.93
2018-09-24,9,1097.46,1097.18,0.03,-0.94,-0.46
2018-09-25,9,1097.11,1099.52,-0.22,-0.21,-1.43
2018-09-26,9,1101.94,1098.21,0.34,-0.51,-2.98
2018-09-27,9,1096.21,1092.05,0.38,-0.75,-5.13
2018-09-28,9,1098.5,1092.71,0.53,-0.51,-6.36
2018-10-01,10,1101.61,1094.89,0.61,-0.12,-9.74
2018-10-02,10,1089.7,1099.89,-0.93,0.27,-11.09
2018-10-03,10,1092.44,1097.46,-0.46,0.03,-9.21
2018-10-04,10,1081.42,1097.11,-1.43,-0.22,-8.78
2018-10-05,10,1069.13,1101.94,-2.98,0.34,-6.76
2018-10-08,10,1040.0,1096.21,-5.13,0.38,-3.31
2018-10-09,10,1028.59,1098.5,-6.36,0.53,-1.77
2018-10-10,10,994.34,1101.61,-9.74,0.61,0.52
2018-10-11,10,968.84,1089.7,-11.09,-0.93,2.89
2018-10-12,10,991.85,1092.44,-9.21,-0.46,-1.45
2018-10-15,10,986.5,1081.42,-8.78,-1.43,-0.98
2018-10-16,10,996.89,1069.13,-6.76,-2.98,-2.38
2018-10-17,10,1005.57,1040.0,-3.31,-5.13,-4.25
2018-10-18,10,1010.35,1028.59,-1.77,-6.36,-4.26
2018-10-19,10,999.48,994.34,0.52,-9.74,-3.87
2018-10-22,10,996.85,968.84,2.89,-11.09,-2.11
