Date,Month,Price,Previous Week Price,% FTSEAIM Change,Previous Week % FTSEAIM Change,Next Week % FTSEAIM Change
2021-09-01,9,1304.37,1261.17,3.43,-0.54,-0.71
2021-09-02,9,1307.67,1265.97,3.29,-0.38,-1.68
2021-09-03,9,1310.15,1272.38,2.97,0.48,-2.46
2021-09-06,9,1314.06,1279.79,2.68,1.56,-3.08
2021-09-07,9,1307.55,1279.52,2.19,1.64,-2.71
2021-09-08,9,1300.66,1281.23,1.52,1.18,-1.92
2021-09-09,9,1295.85,1292.99,0.22,2.56,-3.15
2021-09-10,9,1295.14,1304.37,-0.71,3.43,-2.7
2021-09-13,9,1285.73,1307.67,-1.68,3.29,-1.37
2021-09-14,9,1277.95,1310.15,-2.46,2.97,-0.43
2021-09-15,9,1273.56,1314.06,-3.08,2.68,-0.52
2021-09-16,9,1272.14,1307.55,-2.71,2.19,-0.31
2021-09-17,9,1275.74,1300.66,-1.92,1.52,-1.55
2021-09-20,9,1255.0,1295.85,-3.15,0.22,-0.11
2021-09-21,9,1260.13,1295.14,-2.7,-0.71,-1.29
2021-09-22,9,1268.13,1285.73,-1.37,-1.68,-2.92
2021-09-23,9,1272.4,1277.95,-0.43,-2.46,-4.02
2021-09-24,9,1266.98,1273.56,-0.52,-3.08,-3.85
2021-09-27,9,1268.23,1272.14,-0.31,-2.71,-5.37
2021-09-28,9,1255.97,1275.74,-1.55,-1.92,-3.69
2021-09-29,9,1253.56,1255.0,-0.11,-3.15,-3.35
2021-09-30,9,1243.82,1260.13,-1.29,-2.7,-2.8
2021-10-01,10,1231.13,1268.13,-2.92,-1.37,-2.02
2021-10-04,10,1221.21,1272.4,-4.02,-0.43,-0.75
2021-10-05,10,1218.2,1266.98,-3.85,-0.52,0.56
2021-10-06,10,1200.13,1268.23,-5.37,-0.31,2.41
2021-10-07,10,1209.62,1255.97,-3.69,-1.55,2.3
2021-10-08,10,1211.53,1253.56,-3.35,-0.11,2.34
2021-10-11,10,1209.05,1243.82,-2.8,-1.29,2.4
2021-10-12,10,1206.27,1231.13,-2.02,-2.92,2.91
2021-10-13,10,1212.1,1221.21,-0.75,-4.02,1.82
2021-10-14,10,1225.08,1218.2,0.56,-3.85,0.32
2021-10-15,10,1229.1,1200.13,2.41,-5.37,0.34
2021-10-18,10,1237.46,1209.62,2.3,-3.69,-0.93
2021-10-19,10,1239.9,1211.53,2.34,-3.35,-1.27
2021-10-20,10,1238.09,1209.05,2.4,-2.8,-1.2
2021-10-21,10,1241.37,1206.27,2.91,-2.02,-1.0
2021-10-22,10,1234.19,1212.1,1.82,-0.75,-0.53
2021-10-25,10,1229.01,1225.08,0.32,0.56,-0.18
2021-10-26,10,1233.32,1229.1,0.34,2.41,0.18
2021-10-27,10,1226.01,1237.46,-0.93,2.3,0.91
2021-10-28,10,1224.18,1239.9,-1.27,2.34,1.26
2021-10-29,10,1223.18,1238.09,-1.2,2.4,1.48
2021-11-01,11,1228.91,1241.37,-1.0,2.91,1.22
2021-11-02,11,1227.59,1234.19,-0.53,1.82,1.61
2021-11-03,11,1226.77,1229.01,-0.18,0.32,2.11
2021-11-04,11,1235.5,1233.32,0.18,0.34,1.56
2021-11-05,11,1237.21,1226.01,0.91,-0.93,0.65
2021-11-08,11,1239.61,1224.18,1.26,-1.27,0.59
2021-11-09,11,1241.34,1223.18,1.48,-1.2,-0.37
2021-11-10,11,1243.9,1228.91,1.22,-1.0,-0.95
2021-11-11,11,1247.36,1227.59,1.61,-0.53,-2.17
2021-11-12,11,1252.71,1226.77,2.11,-0.18,-3.66
2021-11-15,11,1254.78,1235.5,1.56,0.18,-4.27
2021-11-16,11,1245.21,1237.21,0.65,0.91,-3.31
2021-11-17,11,1246.88,1239.61,0.59,1.26,-5.23
2021-11-18,11,1236.75,1241.34,-0.37,1.48,-3.74
2021-11-19,11,1232.14,1243.9,-0.95,1.22,-3.62
2021-11-22,11,1220.23,1247.36,-2.17,1.61,-1.98
2021-11-23,11,1206.81,1252.71,-3.66,2.11,-1.5
2021-11-24,11,1201.17,1254.78,-4.27,1.56,-1.57
2021-11-25,11,1203.96,1245.21,-3.31,0.65,-1.99
2021-11-26,11,1181.62,1246.88,-5.23,0.59,1.56
2021-11-29,11,1190.51,1236.75,-3.74,-0.37,0.77
2021-11-30,11,1187.56,1232.14,-3.62,-0.95,0.75
2021-12-01,12,1196.05,1220.23,-1.98,-2.17,-0.43
2021-12-02,12,1188.74,1206.81,-1.5,-3.66,-0.95
2021-12-03,12,1182.3,1201.17,-1.57,-4.27,-1.49
2021-12-06,12,1180.03,1203.96,-1.99,-3.31,-1.35
2021-12-07,12,1200.05,1181.62,1.56,-5.23,-2.74
2021-12-08,12,1199.69,1190.51,0.77,-3.74,-2.62
2021-12-09,12,1196.42,1187.56,0.75,-3.62,-3.14
2021-12-10,12,1190.95,1196.05,-0.43,-1.98,-1.46
2021-12-13,12,1177.48,1188.74,-0.95,-1.5,0.54
2021-12-14,12,1164.67,1182.3,-1.49,-1.57,2.59
2021-12-15,12,1164.11,1180.03,-1.35,-1.99,2.94
2021-12-16,12,1167.21,1200.05,-2.74,1.56,2.96
2021-12-17,12,1168.28,1199.69,-2.62,0.77,3.61
2021-12-20,12,1158.85,1196.42,-3.14,0.75,5.01
2021-12-21,12,1173.57,1190.95,-1.46,-0.43,3.35
2021-12-22,12,1183.81,1177.48,0.54,-0.95,2.29
2021-12-23,12,1194.88,1164.67,2.59,-1.49,-0.25
2021-12-24,12,1198.32,1164.11,2.94,-1.35,-0.92
2021-12-29,12,1201.8,1167.21,2.96,-2.74,-2.62
2021-12-30,12,1210.48,1168.28,3.61,-2.62,-3.04
2021-12-31,12,1216.91,1158.85,5.01,-3.14,-3.48
2022-01-04,1,1212.85,1173.57,3.35,-1.46,-3.39
2022-01-05,1,1210.94,1183.81,2.29,0.54,-4.22
2022-01-06,1,1191.85,1194.88,-0.25,2.59,-2.11
2022-01-07,1,1187.34,1198.32,-0.92,2.94,-2.79
2022-01-10,1,1170.27,1201.8,-2.62,2.96,-1.78
2022-01-11,1,1173.64,1210.48,-3.04,3.61,-1.46
2022-01-12,1,1174.61,1216.91,-3.48,5.01,-3.62
2022-01-13,1,1171.74,1212.85,-3.39,3.35,-8.0
2022-01-14,1,1159.87,1210.94,-4.22,2.29,-6.52
2022-01-17,1,1166.75,1191.85,-2.11,-0.25,-5.95
2022-01-18,1,1154.2,1187.34,-2.79,-0.92,-5.85
2022-01-19,1,1149.49,1170.27,-1.78,-2.62,-5.83
2022-01-20,1,1156.45,1173.64,-1.46,-3.04,-5.32
2022-01-21,1,1132.08,1174.61,-3.62,-3.48,-2.68
2022-01-24,1,1078.03,1171.74,-8.0,-3.39,2.54
2022-01-25,1,1084.21,1159.87,-6.52,-4.22,0.55
2022-01-26,1,1097.29,1166.75,-5.95,-2.11,-1.03
2022-01-27,1,1086.64,1154.2,-5.85,-2.79,-0.09
2022-01-28,1,1082.51,1149.49,-5.83,-1.78,-0.0
2022-01-31,1,1094.97,1156.45,-5.32,-1.46,0.01
2022-02-01,2,1101.7,1132.08,-2.68,-3.62,-0.9
2022-02-02,2,1105.42,1078.03,2.54,-8.0,-1.91
2022-02-03,2,1090.22,1084.21,0.55,-6.52,-2.33
2022-02-04,2,1086.01,1097.29,-1.03,-5.95,-0.69
2022-02-07,2,1085.64,1086.64,-0.09,-5.85,-0.6
2022-02-08,2,1082.48,1082.51,-0.0,-5.83,-0.95
2022-02-09,2,1095.06,1094.97,0.01,-5.32,-3.2
2022-02-10,2,1091.73,1101.7,-0.9,-2.68,-4.6
2022-02-11,2,1084.27,1105.42,-1.91,2.54,-4.86
2022-02-14,2,1064.77,1090.22,-2.33,0.55,-3.09
2022-02-15,2,1078.55,1086.01,-0.69,-1.03,-6.56
2022-02-16,2,1079.17,1085.64,-0.6,-0.09,-4.53
2022-02-17,2,1072.23,1082.48,-0.95,-0.0,-2.97
2022-02-18,2,1060.02,1095.06,-3.2,0.01,-3.09
2022-02-21,2,1041.53,1091.73,-4.6,-0.9,-1.33
2022-02-22,2,1031.62,1084.27,-4.86,-1.91,-2.62
2022-02-23,2,1031.91,1064.77,-3.09,-2.33,-5.9
2022-02-24,2,1007.78,1078.55,-6.56,-0.69,-4.92
2022-02-25,2,1030.3,1079.17,-4.53,-0.6,-6.51
2022-02-28,2,1040.36,1072.23,-2.97,-0.95,-5.16
2022-03-01,3,1027.27,1060.02,-3.09,-3.2,-4.26
2022-03-02,3,1027.69,1041.53,-1.33,-4.6,-3.16
2022-03-03,3,1004.64,1031.62,-2.62,-4.86,-0.47
2022-03-04,3,971.07,1031.91,-5.9,-3.09,1.71
2022-03-07,3,958.15,1007.78,-4.92,-6.56,5.97
2022-03-08,3,963.25,1030.3,-6.51,-4.53,6.44
2022-03-09,3,986.72,1040.36,-5.16,-2.97,4.9
2022-03-10,3,983.55,1027.27,-4.26,-3.09,5.52
2022-03-11,3,995.24,1027.69,-3.16,-1.33,4.25
2022-03-14,3,999.91,1004.64,-0.47,-2.62,3.69
2022-03-15,3,987.7,971.07,1.71,-5.9,4.93
2022-03-16,3,1015.31,958.15,5.97,-4.92,2.04
2022-03-17,3,1025.33,963.25,6.44,-6.51,1.2
2022-03-18,3,1035.05,986.72,4.9,-5.16,1.1
2022-03-21,3,1037.86,983.55,5.52,-4.26,0.85
2022-03-22,3,1037.58,995.24,4.25,-3.16,0.46
2022-03-23,3,1036.84,999.91,3.69,-0.47,0.8
2022-03-24,3,1036.36,987.7,4.93,1.71,1.82
2022-03-25,3,1036.02,1015.31,2.04,5.97,1.98
2022-03-28,3,1037.59,1025.33,1.2,6.44,0.98
2022-03-29,3,1046.39,1035.05,1.1,4.9,0.41
2022-03-30,3,1046.68,1037.86,0.85,5.52,0.88
2022-03-31,3,1042.36,1037.58,0.46,4.25,1.26
2022-04-01,4,1045.09,1036.84,0.8,3.69,1.01
2022-04-04,4,1055.26,1036.36,1.82,4.93,0.15
2022-04-05,4,1056.5,1036.02,1.98,2.04,0.35
2022-04-06,4,1047.77,1037.59,0.98,1.2,0.76
2022-04-07,4,1050.72,1046.39,0.41,1.1,0.52
2022-04-08,4,1055.89,1046.68,0.88,0.85,0.26
2022-04-11,4,1055.53,1042.36,1.26,0.46,-0.62
2022-04-12,4,1055.66,1045.09,1.01,0.8,-2.14
2022-04-13,4,1056.81,1055.26,0.15,1.82,-3.08
2022-04-14,4,1060.16,1056.5,0.35,1.98,-4.12
2022-04-19,4,1055.72,1047.77,0.76,0.98,-3.87
2022-04-20,4,1056.23,1050.72,0.52,0.41,-3.22
2022-04-21,4,1058.62,1055.89,0.26,0.88,-4.26
2022-04-22,4,1049.02,1055.53,-0.62,1.26,-4.81
2022-04-25,4,1033.05,1055.66,-2.14,1.01,-3.8
2022-04-26,4,1024.29,1056.81,-3.08,0.15,-4.58
2022-04-27,4,1016.46,1060.16,-4.12,0.35,-6.93
2022-04-28,4,1014.86,1055.72,-3.87,0.76,-6.86
2022-04-29,4,1022.26,1056.23,-3.22,0.52,-6.69
2022-05-03,5,1013.52,1058.62,-4.26,0.26,-7.35
2022-05-04,5,998.56,1049.02,-4.81,-0.62,-4.3
2022-05-05,5,993.77,1033.05,-3.8,-2.14,-3.84
2022-05-06,5,977.42,1024.29,-4.58,-3.08,-1.61
2022-05-09,5,946.01,1016.46,-6.93,-4.12,0.73
2022-05-10,5,945.25,1014.86,-6.86,-3.87,0.2
2022-05-11,5,953.9,1022.26,-6.69,-3.22,0.29
2022-05-12,5,939.07,1013.52,-7.35,-4.26,2.64
2022-05-13,5,955.6,998.56,-4.3,-4.81,-0.03
2022-05-16,5,955.58,993.77,-3.84,-3.8,-0.28
2022-05-17,5,961.72,977.42,-1.61,-4.58,-0.39
2022-05-18,5,952.95,946.01,0.73,-6.93,1.61
2022-05-19,5,947.17,945.25,0.2,-6.86,2.85
2022-05-20,5,956.64,953.9,0.29,-6.69,2.0
2022-05-23,5,963.85,939.07,2.64,-7.35,0.91
2022-05-24,5,955.29,955.6,-0.03,-4.3,2.54
2022-05-25,5,952.93,955.58,-0.28,-3.84,2.11
2022-05-26,5,958.0,961.72,-0.39,-1.61,1.94
2022-05-27,5,968.25,952.95,1.61,0.73,-0.31
2022-05-30,5,974.21,947.17,2.85,0.2,-2.39
2022-05-31,5,975.74,956.64,2.0,0.29,-5.3
2022-06-01,6,972.6,963.85,0.91,2.64,-5.92
2022-06-06,6,979.6,955.29,2.54,-0.03,-6.31
2022-06-07,6,972.99,952.93,2.11,-0.28,-8.25
2022-06-08,6,976.63,958.0,1.94,-0.39,-7.75
2022-06-09,6,965.22,968.25,-0.31,1.61,-7.05
2022-06-10,6,950.92,974.21,-2.39,2.85,-5.52
2022-06-13,6,924.06,975.74,-5.3,2.0,-3.27
2022-06-14,6,915.04,972.6,-5.92,0.91,-3.19
2022-06-15,6,917.77,979.6,-6.31,2.54,-2.34
2022-06-16,6,892.71,972.99,-8.25,2.11,1.21
2022-06-17,6,900.97,976.63,-7.75,1.94,0.74
2022-06-20,6,897.17,965.22,-7.05,-0.31,-0.43
2022-06-21,6,898.4,950.92,-5.52,-2.39,-2.47
2022-06-22,6,893.87,924.06,-3.27,-5.3,-2.09
2022-06-23,6,885.86,915.04,-3.19,-5.92,-1.22
2022-06-24,6,896.27,917.77,-2.34,-6.31,-3.21
2022-06-27,6,903.49,892.71,1.21,-8.25,-3.2
2022-06-28,6,907.61,900.97,0.74,-7.75,-2.99
2022-06-29,6,893.32,897.17,-0.43,-7.05,-0.74
2022-06-30,6,876.22,898.4,-2.47,-5.52,0.9
2022-07-01,7,875.21,893.87,-2.09,-3.27,0.78
2022-07-04,7,875.02,885.86,-1.22,-3.19,0.47
2022-07-05,7,867.46,896.27,-3.21,-2.34,0.32
2022-07-06,7,874.59,903.49,-3.2,1.21,-0.03
2022-07-07,7,880.47,907.61,-2.99,0.74,0.62
2022-07-08,7,886.74,893.32,-0.74,-0.43,0.22
2022-07-11,7,884.12,876.22,0.9,-2.47,1.43
2022-07-12,7,882.08,875.21,0.78,-2.09,2.3
2022-07-13,7,879.17,875.02,0.47,-1.22,2.95
2022-07-14,7,870.25,867.46,0.32,-3.21,3.66
2022-07-15,7,874.35,874.59,-0.03,-3.2,2.76
2022-07-18,7,885.97,880.47,0.62,-2.99,1.91
2022-07-19,7,888.7,886.74,0.22,-0.74,2.75
2022-07-20,7,896.78,884.12,1.43,0.9,2.79
2022-07-21,7,902.33,882.08,2.3,0.78,1.81
2022-07-22,7,905.09,879.17,2.95,0.47,0.47
2022-07-25,7,902.14,870.25,3.66,0.32,2.01
2022-07-26,7,898.52,874.35,2.76,-0.03,2.69
2022-07-27,7,902.88,885.97,1.91,0.62,1.94
2022-07-28,7,913.12,888.7,2.75,0.22,0.74
2022-07-29,7,921.8,896.78,2.79,1.43,-0.76
2022-08-01,8,918.63,902.33,1.81,2.3,0.13
2022-08-02,8,909.34,905.09,0.47,2.95,2.09
2022-08-03,8,920.31,902.14,2.01,3.66,1.4
2022-08-04,8,922.72,898.52,2.69,2.76,1.23
2022-08-05,8,920.38,902.88,1.94,1.91,1.21
2022-08-08,8,919.91,913.12,0.74,2.75,0.73
2022-08-09,8,914.75,921.8,-0.76,2.79,1.07
2022-08-10,8,919.78,918.63,0.13,1.81,0.04
2022-08-11,8,928.36,909.34,2.09,0.47,-2.27
2022-08-12,8,933.2,920.31,1.4,2.01,-3.59
2022-08-15,8,934.11,922.72,1.23,2.69,-3.8
2022-08-16,8,931.54,920.38,1.21,1.94,-3.3
2022-08-17,8,926.67,919.91,0.73,0.74,-3.23
2022-08-18,8,924.56,914.75,1.07,-0.76,-4.03
2022-08-19,8,920.17,919.78,0.04,0.13,-4.07
2022-08-22,8,907.28,928.36,-2.27,2.09,-4.99
2022-08-23,8,899.69,933.2,-3.59,1.4,-3.72
2022-08-24,8,898.62,934.11,-3.8,1.23,-4.17
2022-08-25,8,900.76,931.54,-3.3,1.21,-3.93
2022-08-26,8,896.78,926.67,-3.23,0.73,-3.44
2022-08-30,8,887.31,924.56,-4.03,1.07,-2.02
2022-08-31,8,882.73,920.17,-4.07,0.04,-0.24
2022-09-01,9,862.02,907.28,-4.99,-2.27,2.85
2022-09-02,9,866.19,899.69,-3.72,-3.59,1.67
2022-09-05,9,861.14,898.62,-4.17,-3.8,0.84
2022-09-06,9,865.38,900.76,-3.93,-3.3,0.23
2022-09-07,9,865.97,896.78,-3.44,-3.23,-0.31
2022-09-08,9,869.36,887.31,-2.02,-4.03,-1.61
2022-09-09,9,880.6,882.73,-0.24,-4.07,-2.87
2022-09-12,9,886.63,862.02,2.85,-4.99,-4.42
2022-09-13,9,880.65,866.19,1.67,-3.72,-5.34
2022-09-14,9,868.34,861.14,0.84,-4.17,-4.66
2022-09-15,9,867.38,865.38,0.23,-3.93,-5.31
2022-09-16,9,863.28,865.97,-0.31,-3.44,-5.71
2022-09-20,9,855.32,869.36,-1.61,-2.02,-6.66
2022-09-21,9,855.34,880.6,-2.87,-0.24,-5.72
2022-09-22,9,847.42,886.63,-4.42,2.85,-4.57
2022-09-23,9,833.59,880.65,-5.34,1.67,-1.65
2022-09-26,9,827.89,868.34,-4.66,0.84,-1.5
2022-09-27,9,821.35,867.38,-5.31,0.23,-0.63
2022-09-28,9,813.98,863.28,-5.71,-0.31,-0.46
2022-09-29,9,798.39,855.32,-6.66,-1.61,0.16
2022-09-30,9,806.38,855.34,-5.72,-2.87,-2.32
2022-10-03,10,808.73,847.42,-4.57,-4.42,-4.01
2022-10-04,10,819.84,833.59,-1.65,-5.34,-5.38
2022-10-05,10,815.44,827.89,-1.5,-4.66,-4.37
2022-10-06,10,816.2,821.35,-0.63,-5.31,-3.5
2022-10-07,10,810.22,813.98,-0.46,-5.71,-1.82
2022-10-10,10,799.63,798.39,0.16,-6.66,-1.71
2022-10-11,10,787.7,806.38,-2.32,-5.72,-0.16
2022-10-12,10,776.27,808.73,-4.01,-4.57,1.18
2022-10-13,10,775.77,819.84,-5.38,-1.65,1.52
2022-10-14,10,779.8,815.44,-4.37,-1.5,2.52
2022-10-17,10,787.66,816.2,-3.5,-0.63,2.79
2022-10-18,10,795.48,810.22,-1.82,-0.46,1.76
2022-10-19,10,785.97,799.63,-1.71,0.16,2.47
2022-10-20,10,786.44,787.7,-0.16,-2.32,2.5
2022-10-21,10,785.4,776.27,1.18,-4.01,3.71
2022-10-24,10,787.55,775.77,1.52,-5.38,3.11
2022-10-25,10,799.44,779.8,2.52,-4.37,1.3
2022-10-26,10,809.67,787.66,2.79,-3.5,0.66
2022-10-27,10,809.46,795.48,1.76,-1.82,1.9
2022-10-28,10,805.37,785.97,2.47,-1.71,3.2
2022-10-31,10,806.13,786.44,2.5,-0.16,2.51
2022-11-01,11,814.54,785.4,3.71,1.18,3.32
2022-11-02,11,812.02,787.55,3.11,1.52,5.27
2022-11-03,11,809.87,799.44,1.3,2.52,5.15
2022-11-04,11,815.05,809.67,0.66,2.79,4.1
2022-11-07,11,824.81,809.46,1.9,1.76,1.83
2022-11-08,11,831.13,805.37,3.2,2.47,0.46
2022-11-09,11,826.35,806.13,2.51,2.5,1.44
2022-11-10,11,841.57,814.54,3.32,3.71,-0.47
2022-11-11,11,854.84,812.02,5.27,3.11,-1.98
2022-11-14,11,851.55,809.87,5.15,1.3,-1.32
2022-11-15,11,848.46,815.05,4.1,0.66,-0.48
2022-11-16,11,839.88,824.81,1.83,1.9,0.86
2022-11-17,11,834.93,831.13,0.46,3.2,1.92
2022-11-18,11,838.25,826.35,1.44,2.51,0.71
2022-11-21,11,837.59,841.57,-0.47,3.32,1.31
2022-11-22,11,837.94,854.84,-1.98,5.27,1.51
2022-11-23,11,840.3,851.55,-1.32,5.15,1.55
2022-11-24,11,844.39,848.46,-0.48,4.1,0.75
2022-11-25,11,847.07,839.88,0.86,1.83,-0.81
2022-11-28,11,850.92,834.93,1.92,0.46,-1.93
2022-11-29,11,844.22,838.25,0.71,1.44,-1.16
2022-11-30,11,848.59,837.59,1.31,-0.47,-1.65
2022-12-01,12,850.56,837.94,1.51,-1.98,-2.35
2022-12-02,12,853.32,840.3,1.55,-1.32,-1.73
2022-12-05,12,850.72,844.39,0.75,-0.48,-1.67
2022-12-06,12,840.19,847.07,-0.81,0.86,-1.4
2022-12-07,12,834.53,850.92,-1.93,1.92,-1.45
2022-12-08,12,834.41,844.22,-1.16,0.71,-1.3
2022-12-09,12,834.59,848.59,-1.65,1.31,-1.54
2022-12-12,12,830.58,850.56,-2.35,1.51,-0.02
2022-12-13,12,838.59,853.32,-1.73,1.55,-1.48
2022-12-14,12,836.55,850.72,-1.67,0.75,-0.55
2022-12-15,12,828.45,840.19,-1.4,-0.81,0.46
2022-12-16,12,822.47,834.53,-1.45,-1.93,1.7
2022-12-19,12,823.54,834.41,-1.3,-1.16,0.95
2022-12-20,12,821.74,834.59,-1.54,-1.65,2.06
2022-12-21,12,830.44,830.58,-0.02,-2.35,1.62
2022-12-22,12,826.18,838.59,-1.48,-1.73,2.13
2022-12-23,12,831.96,836.55,-0.55,-1.67,1.86
2022-12-28,12,832.28,828.45,0.46,-1.4,2.13
2022-12-29,12,836.45,822.47,1.7,-1.45,1.29
2022-12-30,12,831.33,823.54,0.95,-1.3,2.44
2023-01-03,1,838.63,821.74,2.06,-1.54,2.49
2023-01-04,1,843.93,830.44,1.62,-0.02,2.45
2023-01-05,1,843.74,826.18,2.13,-1.48,2.12
2023-01-06,1,847.46,831.96,1.86,-0.55,1.27
2023-01-09,1,850.04,832.28,2.13,0.46,1.07
2023-01-10,1,847.25,836.45,1.29,1.7,0.57
2023-01-11,1,851.62,831.33,2.44,0.95,0.52
2023-01-12,1,859.47,838.63,2.49,2.06,-0.05
2023-01-13,1,864.6,843.93,2.45,1.62,-0.13
2023-01-16,1,861.59,843.74,2.12,2.13,-0.09
2023-01-17,1,858.19,847.46,1.27,1.86,0.84
2023-01-18,1,859.1,850.04,1.07,2.13,1.18
2023-01-19,1,852.09,847.25,0.57,1.29,2.0
2023-01-20,1,856.02,851.62,0.52,2.44,1.38
2023-01-23,1,859.08,859.47,-0.05,2.49,1.65
2023-01-24,1,863.47,864.6,-0.13,2.45,2.93
2023-01-25,1,860.78,861.59,-0.09,2.12,3.37
2023-01-26,1,865.41,858.19,0.84,1.27,2.12
2023-01-27,1,869.24,859.1,1.18,1.07,1.14
2023-01-30,1,869.16,852.09,2.0,0.57,1.62
2023-01-31,1,867.82,856.02,1.38,0.52,1.5
2023-02-01,2,873.22,859.08,1.65,-0.05,0.13
2023-02-02,2,888.76,863.47,2.93,-0.13,-1.99
2023-02-03,2,889.79,860.78,3.37,-0.09,-2.53
2023-02-06,2,883.79,865.41,2.12,0.84,-1.61
2023-02-07,2,879.13,869.24,1.14,1.18,-1.09
2023-02-08,2,883.23,869.16,1.62,2.0,-1.98
2023-02-09,2,880.84,867.82,1.5,1.38,-1.66
2023-02-10,2,874.39,873.22,0.13,1.65,-1.4
2023-02-13,2,871.11,888.76,-1.99,2.93,-2.16
2023-02-14,2,867.3,889.79,-2.53,3.37,-1.36
2023-02-15,2,869.53,883.79,-1.61,2.12,-1.94
2023-02-16,2,869.59,879.13,-1.09,1.14,-1.28
2023-02-17,2,865.7,883.23,-1.98,1.62,-0.73
2023-02-20,2,866.24,880.84,-1.66,1.5,-0.66
2023-02-21,2,862.16,874.39,-1.4,0.13,-0.1
2023-02-22,2,852.28,871.11,-2.16,-1.99,1.49
2023-02-23,2,855.51,867.3,-1.36,-2.53,1.15
2023-02-24,2,852.63,869.53,-1.94,-1.61,0.87
2023-02-27,2,858.47,869.59,-1.28,-1.09,-0.44
2023-02-28,2,859.37,865.7,-0.73,-1.98,-1.13
2023-03-01,3,860.54,866.24,-0.66,-1.66,-2.68
2023-03-02,3,861.29,862.16,-0.1,-1.4,-4.89
2023-03-03,3,864.97,852.28,1.49,-2.16,-4.31
2023-03-06,3,865.31,855.51,1.15,-1.36,-6.35
2023-03-07,3,860.06,852.63,0.87,-1.94,-5.35
2023-03-08,3,854.73,858.47,-0.44,-1.28,-5.93
2023-03-09,3,849.67,859.37,-1.13,-0.73,-6.17
2023-03-10,3,837.44,860.54,-2.68,-0.66,-3.88
2023-03-13,3,819.16,861.29,-4.89,-0.1,-1.83
2023-03-14,3,827.69,864.97,-4.31,1.49,-2.45
2023-03-15,3,810.4,865.31,-6.35,1.15,-1.23
2023-03-16,3,814.07,860.06,-5.35,0.87,-1.92
2023-03-17,3,804.03,854.73,-5.93,-0.44,-1.44
2023-03-20,3,797.22,849.67,-6.17,-1.13,-0.13
2023-03-21,3,804.96,837.44,-3.88,-2.68,0.11
2023-03-22,3,804.15,819.16,-1.83,-4.89,0.64
2023-03-23,3,807.44,827.69,-2.45,-4.31,0.74
2023-03-24,3,800.42,810.4,-1.23,-6.35,1.22
2023-03-27,3,798.48,814.07,-1.92,-5.35,0.65
2023-03-28,3,792.45,804.03,-1.44,-5.93,2.36
2023-03-29,3,796.2,797.22,-0.13,-6.17,2.59
2023-03-30,3,805.84,804.96,0.11,-3.88,1.72
2023-03-31,3,809.27,804.15,0.64,-1.83,1.92
2023-04-03,4,813.39,807.44,0.74,-2.45,2.09
2023-04-04,4,810.22,800.42,1.22,-1.23,2.86
2023-04-05,4,803.69,798.48,0.65,-1.92,3.58
2023-04-06,4,811.15,792.45,2.36,-1.44,2.23
2023-04-11,4,816.85,796.2,2.59,-0.13,1.52
2023-04-12,4,819.71,805.84,1.72,0.11,1.29
2023-04-13,4,824.8,809.27,1.92,0.64,0.49
2023-04-14,4,830.35,813.39,2.09,0.74,-0.73
2023-04-17,4,833.37,810.22,2.86,1.22,-1.38
2023-04-18,4,832.44,803.69,3.58,0.65,-1.18
2023-04-19,4,829.22,811.15,2.23,2.36,0.09
2023-04-20,4,829.23,816.85,1.52,2.59,-0.12
2023-04-21,4,830.3,819.71,1.29,1.72,-0.24
2023-04-24,4,828.85,824.8,0.49,1.92,-0.47
2023-04-25,4,824.26,830.35,-0.73,2.09,0.55
2023-04-26,4,821.84,833.37,-1.38,2.86,0.91
2023-04-27,4,822.63,832.44,-1.18,3.58,0.31
2023-04-28,4,829.94,829.22,0.09,2.23,-1.77
2023-05-02,5,828.2,829.23,-0.12,1.52,-1.36
2023-05-03,5,828.28,830.3,-0.24,1.29,-1.62
2023-05-04,5,824.98,828.85,-0.47,0.49,-1.57
2023-05-05,5,828.79,824.26,0.55,-0.73,-2.36
2023-05-09,5,829.35,821.84,0.91,-1.38,-2.34
2023-05-10,5,825.19,822.63,0.31,-1.18,-1.97
2023-05-11,5,815.23,829.94,-1.77,0.09,-0.86
2023-05-12,5,816.96,828.2,-1.36,-0.12,-1.09
2023-05-15,5,814.85,828.28,-1.62,-0.24,-2.26
2023-05-16,5,812.04,824.98,-1.57,-0.47,-2.4
2023-05-17,5,809.2,828.79,-2.36,0.55,-2.16
2023-05-18,5,809.94,829.35,-2.34,0.91,-2.86
2023-05-19,5,808.97,825.19,-1.97,0.31,-3.24
2023-05-22,5,808.21,815.23,-0.86,-1.77,-2.94
2023-05-23,5,808.04,816.96,-1.09,-1.36,-2.28
2023-05-24,5,796.47,814.85,-2.26,-1.62,-0.59
2023-05-25,5,792.54,812.04,-2.4,-1.57,0.0
2023-05-26,5,791.71,809.2,-2.16,-2.36,0.17
2023-05-30,5,786.76,809.94,-2.86,-2.34,0.78
2023-05-31,5,782.77,808.97,-3.24,-1.97,1.35
2023-06-01,6,784.45,808.21,-2.94,-0.86,1.02
2023-06-02,6,789.58,808.04,-2.28,-1.09,0.65
2023-06-05,6,791.81,796.47,-0.59,-2.26,0.3
2023-06-06,6,792.57,792.54,0.0,-2.4,-0.13
2023-06-07,6,793.05,791.71,0.17,-2.16,-0.06
