Date,Month,Price,Previous Week Price,% GILT2 Change,Previous Week % GILT2 Change,Next Week % GILT2 Change
2022-05-03,5,1.647,1.501,9.73,-5.6,-16.21
2022-05-04,5,1.647,1.494,10.24,-4.84,-18.82
2022-05-05,5,1.561,1.543,1.17,-13.56,-16.98
2022-05-06,5,1.513,1.608,-5.91,-6.46,-21.61
2022-05-07,5,1.496,1.58,-5.32,0.89,-16.84
2022-05-09,5,1.38,1.647,-16.21,9.73,-10.65
2022-05-10,5,1.337,1.647,-18.82,10.24,7.63
2022-05-11,5,1.296,1.561,-16.98,1.17,12.81
2022-05-12,5,1.186,1.513,-21.61,-5.91,27.4
2022-05-13,5,1.244,1.496,-16.84,-5.32,21.06
2022-05-16,5,1.233,1.38,-10.65,-16.21,21.49
2022-05-17,5,1.439,1.337,7.63,-18.82,9.03
2022-05-18,5,1.462,1.296,12.81,-16.98,-0.62
2022-05-19,5,1.511,1.186,27.4,-21.61,-4.9
2022-05-20,5,1.506,1.244,21.06,-16.84,-3.59
2022-05-21,5,1.498,1.233,21.49,-10.65,-4.61
2022-05-23,5,1.569,1.439,9.03,7.63,-8.8
2022-05-24,5,1.453,1.462,-0.62,12.81,2.34
2022-05-25,5,1.437,1.511,-4.9,27.4,9.81
2022-05-26,5,1.452,1.506,-3.59,21.06,14.88
2022-05-27,5,1.429,1.498,-4.61,21.49,15.89
2022-05-28,5,1.431,1.569,-8.8,9.03,15.76
2022-05-30,5,1.487,1.453,2.34,-0.62,18.7
2022-05-31,5,1.578,1.437,9.81,-4.9,10.46
2022-06-01,6,1.668,1.452,14.88,-3.59,6.41
2022-06-02,6,1.656,1.429,15.89,-4.61,11.41
2022-06-03,6,1.6565,1.431,15.76,-8.8,24.48
2022-06-06,6,1.765,1.487,18.7,2.34,16.03
2022-06-07,6,1.743,1.578,10.46,9.81,22.26
2022-06-08,6,1.775,1.668,6.41,14.88,20.85
2022-06-09,6,1.845,1.656,11.41,15.89,6.18
2022-06-10,6,2.062,1.6565,24.48,15.76,3.83
2022-06-11,6,2.048,1.765,16.03,18.7,7.37
2022-06-13,6,2.131,1.743,22.26,10.46,8.17
2022-06-14,6,2.145,1.775,20.85,6.41,7.79
2022-06-15,6,1.959,1.845,6.18,11.41,8.58
2022-06-16,6,2.141,2.062,3.83,24.48,-9.72
2022-06-17,6,2.199,2.048,7.37,16.03,-12.1
2022-06-20,6,2.305,2.131,8.17,22.26,-12.32
2022-06-21,6,2.312,2.145,7.79,20.85,-8.26
2022-06-22,6,2.127,1.959,8.58,6.18,-3.34
2022-06-23,6,1.933,2.141,-9.72,3.83,-2.85
2022-06-24,6,1.933,2.199,-12.1,7.37,-12.62
2022-06-27,6,2.021,2.305,-12.32,8.17,-10.74
2022-06-28,6,2.121,2.312,-8.26,7.79,-20.46
2022-06-29,6,2.056,2.127,-3.34,8.58,-14.59
2022-06-30,6,1.878,1.933,-2.85,-9.72,-2.77
2022-07-01,7,1.689,1.933,-12.62,-12.1,13.68
2022-07-04,7,1.804,2.021,-10.74,-12.32,4.21
2022-07-05,7,1.687,2.121,-20.46,-8.26,7.11
2022-07-06,7,1.756,2.056,-14.59,-3.34,3.53
2022-07-07,7,1.826,1.878,-2.77,-2.85,6.57
2022-07-08,7,1.92,1.689,13.68,-12.62,-0.21
2022-07-11,7,1.88,1.804,4.21,-10.74,1.3
2022-07-12,7,1.807,1.687,7.11,-20.46,9.35
2022-07-13,7,1.818,1.756,3.53,-14.59,13.92
2022-07-14,7,1.946,1.826,6.57,-2.77,7.91
2022-07-15,7,1.916,1.92,-0.21,13.68,4.18
2022-07-16,7,1.9045,1.88,1.3,4.21,-3.33
2022-07-18,7,1.976,1.807,9.35,7.11,-7.19
2022-07-19,7,2.071,1.818,13.92,3.53,-12.02
2022-07-20,7,2.1,1.946,7.91,6.57,-11.05
2022-07-21,7,1.996,1.916,4.18,-0.21,-14.48
2022-07-22,7,1.841,1.9045,-3.33,1.3,-6.9
2022-07-25,7,1.834,1.976,-7.19,9.35,-6.84
2022-07-26,7,1.822,2.071,-12.02,13.92,-7.57
2022-07-27,7,1.868,2.1,-11.05,7.91,-5.62
2022-07-28,7,1.707,1.996,-14.48,4.18,8.2
2022-07-29,7,1.714,1.841,-6.9,-3.33,8.93
2022-07-31,7,1.7085,1.834,-6.84,-7.19,15.01
2022-08-01,8,1.684,1.822,-7.57,-12.02,12.77
2022-08-02,8,1.763,1.868,-5.62,-11.05,9.13
2022-08-03,8,1.847,1.707,8.2,-14.48,4.22
2022-08-04,8,1.867,1.714,8.93,-6.9,7.87
2022-08-05,8,1.965,1.7085,15.01,-6.84,5.34
2022-08-08,8,1.899,1.684,12.77,-7.57,7.16
2022-08-09,8,1.924,1.763,9.13,-5.62,12.27
2022-08-10,8,1.925,1.847,4.22,8.2,24.78
2022-08-11,8,2.014,1.867,7.87,8.93,22.19
2022-08-12,8,2.07,1.965,5.34,15.01,22.46
2022-08-15,8,2.035,1.899,7.16,12.77,27.91
2022-08-16,8,2.16,1.924,12.27,9.13,25.56
2022-08-17,8,2.402,1.925,24.78,4.22,22.69
2022-08-18,8,2.461,2.014,22.19,7.87,13.08
2022-08-19,8,2.535,2.07,22.46,5.34,9.86
2022-08-22,8,2.603,2.035,27.91,7.16,8.34
2022-08-23,8,2.712,2.16,25.56,12.27,3.98
2022-08-24,8,2.947,2.402,22.69,24.78,-4.48
2022-08-25,8,2.783,2.461,13.08,22.19,4.02
2022-08-26,8,2.785,2.535,9.86,22.46,8.01
2022-08-27,8,2.82,2.603,8.34,27.91,9.5
2022-08-28,8,2.82,2.712,3.98,25.56,10.39
2022-08-29,8,2.815,2.947,-4.48,22.69,13.78
2022-08-30,8,2.895,2.783,4.02,13.08,9.71
2022-08-31,8,3.008,2.785,8.01,9.86,-0.23
2022-09-01,9,3.088,2.82,9.5,8.34,-0.36
2022-09-02,9,3.113,2.82,10.39,3.98,-2.73
2022-09-05,9,3.203,2.815,13.78,-4.48,-5.31
2022-09-06,9,3.176,2.895,9.71,4.02,-1.92
2022-09-07,9,3.001,3.008,-0.23,8.01,3.9
2022-09-08,9,3.077,3.088,-0.36,9.5,0.94
2022-09-09,9,3.028,3.113,-2.73,10.39,2.25
2022-09-12,9,3.033,3.203,-5.31,13.78,3.2
2022-09-13,9,3.115,3.176,-1.92,9.71,5.68
2022-09-14,9,3.118,3.001,3.9,-0.23,9.81
2022-09-15,9,3.106,3.077,0.94,-0.36,12.65
2022-09-16,9,3.096,3.028,2.25,-2.73,26.36
2022-09-19,9,3.13,3.033,3.2,-5.31,43.51
2022-09-20,9,3.292,3.115,5.68,-1.92,43.29
2022-09-21,9,3.424,3.118,9.81,3.9,23.95
2022-09-22,9,3.499,3.106,12.65,0.94,24.29
2022-09-23,9,3.912,3.096,26.36,2.25,9.94
2022-09-26,9,4.492,3.13,43.51,3.2,-10.91
2022-09-27,9,4.717,3.292,43.29,5.68,-17.62
2022-09-28,9,4.244,3.424,23.95,9.81,-5.94
2022-09-29,9,4.349,3.499,24.29,12.65,-5.61
2022-09-30,9,4.301,3.912,9.94,26.36,-5.51
2022-10-03,10,4.002,4.492,-10.91,43.51,8.77
2022-10-04,10,3.886,4.717,-17.62,43.29,7.59
2022-10-05,10,3.992,4.244,-5.94,23.95,0.45
2022-10-06,10,4.105,4.349,-5.61,24.29,-7.7
2022-10-07,10,4.064,4.301,-5.51,9.94,-4.6
2022-10-10,10,4.353,4.002,8.77,-10.91,-18.24
2022-10-11,10,4.181,3.886,7.59,-17.62,-15.16
2022-10-12,10,4.01,3.992,0.45,-5.94,-13.59
2022-10-13,10,3.789,4.105,-7.7,-5.61,-6.04
2022-10-14,10,3.877,4.064,-4.6,-5.51,-4.82
2022-10-17,10,3.559,4.353,-18.24,8.77,-4.21
2022-10-18,10,3.547,4.181,-15.16,7.59,-6.29
2022-10-19,10,3.465,4.01,-13.59,0.45,-5.48
2022-10-20,10,3.56,3.789,-6.04,-7.7,-13.37
2022-10-21,10,3.69,3.877,-4.82,-4.6,-12.55
2022-10-24,10,3.409,3.559,-4.21,-18.24,-3.96
2022-10-25,10,3.324,3.547,-6.29,-15.16,-4.93
2022-10-26,10,3.275,3.465,-5.48,-13.59,-7.79
2022-10-27,10,3.084,3.56,-13.37,-6.04,-0.26
2022-10-28,10,3.227,3.69,-12.55,-4.82,-5.27
2022-10-31,10,3.274,3.409,-3.96,-4.21,-2.08
2022-11-01,11,3.16,3.324,-4.93,-6.29,2.25
2022-11-02,11,3.02,3.275,-7.79,-5.48,6.56
2022-11-03,11,3.076,3.084,-0.26,-13.37,0.29
2022-11-04,11,3.057,3.227,-5.27,-12.55,2.29
2022-11-07,11,3.206,3.274,-2.08,-3.96,-2.9
2022-11-08,11,3.231,3.16,2.25,-4.93,-2.82
2022-11-09,11,3.218,3.02,6.56,-7.79,-7.09
2022-11-10,11,3.085,3.076,0.29,-0.26,0.42
2022-11-11,11,3.127,3.057,2.29,-5.27,1.79
2022-11-14,11,3.113,3.206,-2.9,-2.08,3.24
2022-11-15,11,3.14,3.231,-2.82,2.25,-0.48
2022-11-16,11,2.99,3.218,-7.09,6.56,4.15
2022-11-17,11,3.098,3.085,0.42,0.29,3.13
2022-11-18,11,3.183,3.127,1.79,2.29,2.54
2022-11-21,11,3.214,3.113,3.24,-2.9,1.9
2022-11-22,11,3.125,3.14,-0.48,-2.82,4.94
2022-11-23,11,3.114,2.99,4.15,-7.09,5.39
2022-11-24,11,3.195,3.098,3.13,0.42,1.13
2022-11-25,11,3.264,3.183,2.54,1.79,0.49
2022-11-26,11,3.275,3.214,1.9,3.24,-1.13
2022-11-27,11,3.2795,3.125,4.94,-0.48,0.99
2022-11-28,11,3.282,3.114,5.39,4.15,0.82
2022-11-29,11,3.231,3.195,1.13,3.13,0.77
2022-11-30,11,3.28,3.264,0.49,2.54,-1.13
2022-12-01,12,3.238,3.275,-1.13,1.9,2.5
2022-12-02,12,3.312,3.2795,0.99,4.94,2.87
2022-12-05,12,3.309,3.282,0.82,5.39,4.84
2022-12-06,12,3.256,3.231,0.77,1.13,7.77
2022-12-07,12,3.243,3.28,-1.13,0.49,6.01
2022-12-08,12,3.319,3.238,2.5,-1.13,1.99
2022-12-09,12,3.407,3.312,2.87,0.99,1.85
2022-12-12,12,3.469,3.309,4.84,0.82,-0.14
2022-12-13,12,3.509,3.256,7.77,0.77,-0.2
2022-12-14,12,3.438,3.243,6.01,-1.13,6.52
2022-12-15,12,3.385,3.319,1.99,2.5,8.63
2022-12-16,12,3.47,3.407,1.85,2.87,5.73
2022-12-17,12,3.464,3.469,-0.14,4.84,4.42
2022-12-18,12,3.502,3.509,-0.2,7.77,3.85
2022-12-19,12,3.662,3.438,6.52,6.01,0.1
2022-12-20,12,3.677,3.385,8.63,1.99,-0.31
2022-12-21,12,3.669,3.47,5.73,1.85,-0.1
2022-12-22,12,3.617,3.464,4.42,-0.14,-0.88
2022-12-23,12,3.637,3.502,3.85,-0.2,-0.74
2022-12-24,12,3.6655,3.662,0.1,6.52,1.13
2022-12-25,12,3.6655,3.677,-0.31,8.63,-2.63
2022-12-26,12,3.6655,3.669,-0.1,5.73,-6.37
2022-12-28,12,3.585,3.617,-0.88,4.42,-2.37
2022-12-29,12,3.61,3.637,-0.74,3.85,-5.65
2022-12-30,12,3.707,3.6655,1.13,0.1,-7.18
2023-01-03,1,3.569,3.6655,-2.63,-0.31,-2.94
2023-01-04,1,3.432,3.6655,-6.37,-0.1,2.56
2023-01-05,1,3.5,3.585,-2.37,-0.88,-2.14
2023-01-06,1,3.406,3.61,-5.65,-0.74,1.94
2023-01-09,1,3.441,3.707,-7.18,1.13,1.37
2023-01-10,1,3.464,3.569,-2.94,-2.63,0.0
2023-01-11,1,3.52,3.432,2.56,-6.37,-0.77
2023-01-12,1,3.425,3.5,-2.14,-2.37,0.93
2023-01-13,1,3.472,3.406,1.94,-5.65,0.0
2023-01-14,1,3.488,3.441,1.37,-7.18,-1.0
2023-01-15,1,3.464,3.464,0.0,-2.94,0.46
2023-01-16,1,3.493,3.52,-0.77,2.56,-0.31
2023-01-17,1,3.457,3.425,0.93,-2.14,0.22
2023-01-18,1,3.472,3.472,0.0,1.94,-0.63
2023-01-19,1,3.453,3.488,-1.0,1.37,-2.66
2023-01-20,1,3.48,3.464,0.46,0.0,-2.33
2023-01-21,1,3.482,3.493,-0.31,-0.77,-0.98
2023-01-22,1,3.4645,3.457,0.22,0.93,0.22
2023-01-23,1,3.45,3.472,-0.63,0.0,0.83
2023-01-24,1,3.361,3.453,-2.66,-1.0,3.53
2023-01-25,1,3.399,3.48,-2.33,0.46,1.91
2023-01-26,1,3.448,3.482,-0.98,-0.31,0.15
2023-01-27,1,3.472,3.4645,0.22,0.22,-1.53
2023-01-28,1,3.4785,3.45,0.83,-0.63,-9.27
2023-01-29,1,3.4795,3.361,3.53,-2.66,-7.34
2023-01-30,1,3.464,3.399,1.91,-2.33,-6.71
2023-01-31,1,3.453,3.448,0.15,-0.98,-5.73
2023-02-01,2,3.419,3.472,-1.53,0.22,0.56
2023-02-02,2,3.156,3.4785,-9.27,0.83,11.09
2023-02-03,2,3.224,3.4795,-7.34,3.53,7.32
2023-02-04,2,3.2315,3.464,-6.71,1.91,8.34
2023-02-05,2,3.255,3.453,-5.73,0.15,11.34
2023-02-06,2,3.438,3.419,0.56,-1.53,5.38
2023-02-07,2,3.506,3.156,11.09,-9.27,3.64
2023-02-08,2,3.46,3.224,7.32,-7.34,5.06
2023-02-09,2,3.501,3.2315,8.34,-6.71,8.68
2023-02-10,2,3.624,3.255,11.34,-5.73,3.78
2023-02-11,2,3.623,3.438,5.38,0.56,4.58
2023-02-12,2,3.6335,3.506,3.64,11.09,4.25
2023-02-13,2,3.635,3.46,5.06,7.32,4.37
2023-02-14,2,3.805,3.501,8.68,8.34,0.35
2023-02-15,2,3.761,3.624,3.78,11.34,-0.45
2023-02-16,2,3.789,3.623,4.58,5.38,3.46
2023-02-17,2,3.788,3.6335,4.25,3.64,3.3
2023-02-18,2,3.794,3.635,4.37,5.06,2.98
2023-02-19,2,3.8185,3.805,0.35,8.68,5.36
2023-02-20,2,3.744,3.761,-0.45,3.78,-2.76
2023-02-21,2,3.92,3.789,3.46,4.58,-7.33
2023-02-22,2,3.913,3.788,3.3,4.25,-6.18
2023-02-23,2,3.907,3.794,2.98,4.37,-5.76
2023-02-24,2,4.023,3.8185,5.36,0.35,-8.92
2023-02-25,2,3.6405,3.744,-2.76,-0.45,1.44
2023-02-26,2,3.6325,3.92,-7.33,3.46,1.61
2023-02-27,2,3.671,3.913,-6.18,3.3,1.04
2023-02-28,2,3.682,3.907,-5.76,2.98,1.36
2023-03-01,3,3.664,4.023,-8.92,5.36,2.84
2023-03-02,3,3.693,3.6405,1.44,-2.76,2.79
2023-03-03,3,3.691,3.6325,1.61,-7.33,2.6
2023-03-04,3,3.709,3.671,1.04,-6.18,2.78
2023-03-05,3,3.732,3.682,1.36,-5.76,-2.71
2023-03-06,3,3.768,3.664,2.84,-8.92,-3.53
2023-03-07,3,3.796,3.693,2.79,1.44,-4.53
2023-03-08,3,3.787,3.691,2.6,1.61,-11.41
2023-03-09,3,3.812,3.709,2.78,1.04,-9.23
2023-03-10,3,3.631,3.732,-2.71,1.36,-9.42
2023-03-11,3,3.635,3.768,-3.53,2.84,-5.78
2023-03-12,3,3.624,3.796,-4.53,2.79,-10.79
2023-03-13,3,3.355,3.787,-11.41,2.6,-2.94
2023-03-14,3,3.46,3.812,-9.23,2.78,-6.68
2023-03-15,3,3.289,3.631,-9.42,-2.71,-2.1
2023-03-16,3,3.425,3.635,-5.78,-3.53,-4.23
2023-03-17,3,3.233,3.624,-10.79,-4.53,8.17
2023-03-18,3,3.2565,3.355,-2.94,-11.41,0.81
2023-03-19,3,3.229,3.46,-6.68,-9.23,-0.37
2023-03-20,3,3.22,3.289,-2.1,-9.42,-0.09
2023-03-21,3,3.28,3.425,-4.23,-5.78,-2.26
2023-03-22,3,3.497,3.233,8.17,-10.79,-5.09
2023-03-23,3,3.283,3.2565,0.81,-2.94,2.59
2023-03-24,3,3.217,3.229,-0.37,-6.68,5.84
2023-03-25,3,3.217,3.22,-0.09,-2.1,7.34
2023-03-26,3,3.206,3.28,-2.26,-4.23,7.33
2023-03-27,3,3.319,3.497,-5.09,8.17,3.53
2023-03-28,3,3.368,3.283,2.59,0.81,3.65
2023-03-29,3,3.405,3.217,5.84,-0.37,-0.47
2023-03-30,3,3.453,3.217,7.34,-0.09,-2.9
2023-03-31,3,3.441,3.206,7.33,-2.26,-3.31
2023-04-01,4,3.436,3.319,3.53,-5.09,-2.3
2023-04-02,4,3.491,3.368,3.65,2.59,-4.53
2023-04-03,4,3.389,3.405,-0.47,5.84,-1.11
2023-04-04,4,3.353,3.453,-2.9,7.34,0.72
2023-04-05,4,3.327,3.441,-3.31,7.33,0.93
2023-04-06,4,3.357,3.436,-2.3,3.53,3.57
2023-04-07,4,3.333,3.491,-4.53,3.65,5.28
2023-04-08,4,3.3515,3.389,-1.11,-0.47,4.76
2023-04-09,4,3.377,3.353,0.72,-2.9,6.81
2023-04-10,4,3.358,3.327,0.93,-3.31,7.95
2023-04-11,4,3.477,3.357,3.57,-2.3,4.01
2023-04-12,4,3.509,3.333,5.28,-4.53,2.94
2023-04-13,4,3.511,3.3515,4.76,-1.11,4.98
2023-04-14,4,3.607,3.377,6.81,0.72,6.02
2023-04-15,4,3.625,3.358,7.95,0.93,2.73
2023-04-16,4,3.6165,3.477,4.01,3.57,3.39
2023-04-17,4,3.612,3.509,2.94,5.28,4.14
2023-04-18,4,3.686,3.511,4.98,4.76,2.4
2023-04-19,4,3.824,3.607,6.02,6.81,-0.47
2023-04-20,4,3.724,3.625,2.73,7.95,0.27
2023-04-21,4,3.739,3.6165,3.39,4.01,0.32
2023-04-22,4,3.7615,3.612,4.14,2.94,1.29
2023-04-23,4,3.7745,3.686,2.4,4.98,0.15
2023-04-24,4,3.806,3.824,-0.47,6.02,0.12
2023-04-25,4,3.734,3.724,0.27,2.73,1.97
2023-04-26,4,3.751,3.739,0.32,3.39,0.83
2023-04-27,4,3.81,3.7615,1.29,4.14,-1.86
2023-04-28,4,3.78,3.7745,0.15,2.4,-0.24
2023-04-29,4,3.8105,3.806,0.12,-0.47,-3.56
2023-04-30,4,3.8075,3.734,1.97,0.27,-0.77
2023-05-01,5,3.782,3.751,0.83,0.32,0.36
2023-05-02,5,3.739,3.81,-1.86,1.29,1.7
2023-05-03,5,3.771,3.78,-0.24,0.15,0.94
2023-05-04,5,3.675,3.8105,-3.56,0.12,5.06
2023-05-05,5,3.778,3.8075,-0.77,1.97,1.22
2023-05-06,5,3.7955,3.782,0.36,0.83,-1.83
2023-05-07,5,3.8025,3.739,1.7,-1.86,-0.09
2023-05-08,5,3.8065,3.771,0.94,-0.24,0.42
2023-05-09,5,3.861,3.675,5.06,-3.56,-1.18
2023-05-10,5,3.824,3.778,1.22,-0.77,0.08
2023-05-11,5,3.726,3.7955,-1.83,0.36,2.36
2023-05-12,5,3.799,3.8025,-0.09,1.7,1.82
2023-05-13,5,3.8225,3.8065,0.42,0.94,3.6
2023-05-14,5,3.8155,3.861,-1.18,5.06,3.42
2023-05-15,5,3.827,3.824,0.08,1.22,4.29
2023-05-16,5,3.814,3.726,2.36,-1.83,4.9
2023-05-17,5,3.868,3.799,1.82,-0.09,4.86
2023-05-18,5,3.96,3.8225,3.6,0.42,4.44
2023-05-19,5,3.946,3.8155,3.42,-1.18,10.72
2023-05-20,5,3.991,3.827,4.29,0.08,13.86
2023-05-21,5,4.001,3.814,4.9,2.36,12.3
2023-05-22,5,4.056,3.868,4.86,1.82,11.43
2023-05-23,5,4.136,3.96,4.44,3.6,10.0
2023-05-24,5,4.369,3.946,10.72,3.42,3.23
2023-05-25,5,4.544,3.991,13.86,4.29,-2.53
2023-05-26,5,4.493,4.001,12.3,4.9,-3.63
2023-05-27,5,4.5195,4.056,11.43,4.86,-4.66
2023-05-28,5,4.5495,4.136,10.0,4.44,-4.17
2023-05-29,5,4.51,4.369,3.23,10.72,-2.55
2023-05-30,5,4.429,4.544,-2.53,13.86,-0.84
2023-05-31,5,4.33,4.493,-3.63,12.3,2.42
2023-06-01,6,4.309,4.5195,-4.66,11.43,3.9
2023-06-02,6,4.36,4.5495,-4.17,10.0,4.84
2023-06-03,6,4.395,4.51,-2.55,3.23,2.39
2023-06-04,6,4.392,4.429,-0.84,-2.53,3.26
2023-06-05,6,4.435,4.33,2.42,-3.63,3.77
2023-06-06,6,4.477,4.309,3.9,-4.66,1.98
2023-06-07,6,4.571,4.36,4.84,-4.17,1.42
2023-06-08,6,4.5,4.395,2.39,-2.55,8.56
2023-06-09,6,4.535,4.392,3.26,-0.84,6.31
2023-06-10,6,4.602,4.435,3.77,2.42,6.35
2023-06-11,6,4.5655,4.477,1.98,3.9,8.03
2023-06-12,6,4.636,4.571,1.42,4.84,7.46
2023-06-13,6,4.885,4.5,8.56,2.39,2.08
2023-06-14,6,4.821,4.535,6.31,3.26,5.43
2023-06-15,6,4.894,4.602,6.35,3.77,1.02
2023-06-16,6,4.932,4.5655,8.03,1.98,2.25
2023-06-17,6,4.982,4.636,7.46,1.42,1.79
2023-06-18,6,4.9865,4.885,2.08,8.56,3.8
2023-06-19,6,5.083,4.821,5.43,6.31,3.02
2023-06-20,6,4.944,4.894,1.02,6.35,5.4
2023-06-21,6,5.043,4.932,2.25,8.03,1.98
2023-06-22,6,5.071,4.982,1.79,7.46,3.59
2023-06-23,6,5.176,4.9865,3.8,2.08,-0.81
2023-06-24,6,5.2365,5.083,3.02,5.43,-0.35
2023-06-25,6,5.211,4.944,5.4,1.02,1.0
2023-06-26,6,5.143,5.043,1.98,2.25,3.61
2023-06-27,6,5.253,5.071,3.59,1.79,1.55
2023-06-28,6,5.134,5.176,-0.81,3.8,4.09
2023-06-29,6,5.218,5.2365,-0.35,3.02,1.88
2023-06-30,6,5.263,5.211,1.0,5.4,2.32
2023-07-01,7,5.3285,5.143,3.61,1.98,3.35
2023-07-02,7,5.3345,5.253,1.55,3.59,0.83
2023-07-03,7,5.344,5.134,4.09,-0.81,1.81
2023-07-04,7,5.316,5.218,1.88,-0.35,2.43
2023-07-05,7,5.385,5.263,2.32,1.0,-0.35
2023-07-06,7,5.507,5.3285,3.35,3.61,-1.6
2023-07-07,7,5.379,5.3345,0.83,1.55,-2.97
2023-07-08,7,5.4405,5.344,1.81,4.09,-5.63
2023-07-09,7,5.445,5.316,2.43,1.88,-4.55
2023-07-10,7,5.366,5.385,-0.35,2.32,-2.14
2023-07-11,7,5.419,5.507,-1.6,3.35,-3.44
2023-07-12,7,5.219,5.379,-2.97,0.83,-1.23
2023-07-13,7,5.134,5.4405,-5.63,1.81,-0.93
2023-07-14,7,5.197,5.445,-4.55,2.43,-5.73
2023-07-15,7,5.251,5.366,-2.14,-0.35,-5.26
2023-07-16,7,5.2325,5.419,-3.44,-1.6,-5.78
2023-07-17,7,5.155,5.219,-1.23,-2.97,-3.14
2023-07-18,7,5.086,5.134,-0.93,-5.63,-1.97
2023-07-19,7,4.899,5.197,-5.73,-4.55,0.65
2023-07-20,7,4.975,5.251,-5.26,-2.14,-0.28
2023-07-21,7,4.93,5.2325,-5.78,-3.44,1.91
2023-07-22,7,4.993,5.155,-3.14,-1.23,0.54
2023-07-23,7,4.986,5.086,-1.97,-0.93,-0.2
2023-07-24,7,4.931,4.899,0.65,-5.73,2.09
2023-07-25,7,4.961,4.975,-0.28,-5.26,1.24
2023-07-26,7,5.024,4.93,1.91,-5.78,-0.9
2023-07-27,7,5.02,4.993,0.54,-3.14,0.68
2023-07-28,7,4.976,4.986,-0.2,-1.97,0.34
2023-07-29,7,5.034,4.931,2.09,0.65,-1.47
2023-07-30,7,5.0225,4.961,1.24,-0.28,-3.14
2023-07-31,7,4.979,5.024,-0.9,1.91,-1.85
2023-08-01,8,5.054,5.02,0.68,0.54,-2.07
2023-08-02,8,4.993,4.976,0.34,-0.2,-1.1
2023-08-03,8,4.96,5.034,-1.47,2.09,-1.69
2023-08-04,8,4.865,5.0225,-3.14,1.24,1.05
2023-08-05,8,4.887,4.979,-1.85,-0.9,0.0
2023-08-06,8,4.9495,5.054,-2.07,0.68,1.24
2023-08-07,8,4.938,4.993,-1.1,0.34,2.8
2023-08-08,8,4.876,4.96,-1.69,-1.47,3.93
2023-08-09,8,4.916,4.865,1.05,-3.14,2.97
2023-08-10,8,4.887,4.887,0.0,-1.85,4.79
2023-08-11,8,5.011,4.9495,1.24,-2.07,3.53
2023-08-12,8,5.0765,4.938,2.8,-1.1,3.79
2023-08-13,8,5.0675,4.876,3.93,-1.69,2.44
2023-08-14,8,5.062,4.916,2.97,1.05,3.63
2023-08-15,8,5.121,4.887,4.79,0.0,2.65
2023-08-16,8,5.188,5.011,3.53,1.24,0.87
2023-08-17,8,5.269,5.0765,3.79,2.8,-2.47
2023-08-18,8,5.191,5.0675,2.44,3.93,-4.45
2023-08-19,8,5.246,5.062,3.63,2.97,-5.51
2023-08-20,8,5.2565,5.121,2.65,4.79,-4.9
2023-08-21,8,5.233,5.188,0.87,3.53,1.97
2023-08-22,8,5.139,5.269,-2.47,3.79,3.83
2023-08-23,8,4.96,5.191,-4.45,2.44,6.33
2023-08-24,8,4.957,5.246,-5.51,3.63,5.55
2023-08-25,8,4.999,5.2565,-4.9,2.65,4.58
2023-08-26,8,5.336,5.233,1.97,0.87,-3.58
2023-08-27,8,5.336,5.139,3.83,-2.47,-3.07
2023-08-28,8,5.274,4.96,6.33,-4.45,-1.36
2023-08-29,8,5.232,4.957,5.55,-5.51,-0.56
2023-08-30,8,5.228,4.999,4.58,-4.9,-0.1
2023-08-31,8,5.145,5.336,-3.58,1.97,2.31
2023-09-01,9,5.172,5.336,-3.07,3.83,1.1
2023-09-02,9,5.2025,5.274,-1.36,6.33,-1.39
2023-09-03,9,5.2025,5.232,-0.56,5.55,-2.45
2023-09-04,9,5.223,5.228,-0.1,4.58,-1.72
2023-09-05,9,5.264,5.145,2.31,-3.58,-2.49
2023-09-06,9,5.229,5.172,1.1,-3.07,-2.93
2023-09-07,9,5.13,5.2025,-1.39,-1.36,-2.07
2023-09-08,9,5.075,5.2025,-2.45,-0.56,-1.87
2023-09-09,9,5.133,5.223,-1.72,-0.1,-3.62
2023-09-10,9,5.133,5.264,-2.49,2.31,-2.01
2023-09-11,9,5.076,5.229,-2.93,1.1,0.15
2023-09-12,9,5.024,5.13,-2.07,-1.39,1.18
2023-09-13,9,4.98,5.075,-1.87,-2.45,0.98
2023-09-14,9,4.947,5.133,-3.62,-1.72,1.05
2023-09-15,9,5.03,5.133,-2.01,-2.49,-3.72
2023-09-16,9,5.0835,5.076,0.15,-2.93,-4.48
2023-09-17,9,5.0835,5.024,1.18,-2.07,-5.75
2023-09-18,9,5.029,4.98,0.98,-1.87,-3.84
2023-09-19,9,4.999,4.947,1.05,-3.62,-3.26
2023-09-20,9,4.843,5.03,-3.72,-2.01,-0.66
2023-09-21,9,4.856,5.0835,-4.48,0.15,-1.07
2023-09-22,9,4.791,5.0835,-5.75,1.18,1.59
2023-09-23,9,4.836,5.029,-3.84,0.98,2.07
2023-09-24,9,4.836,4.999,-3.26,1.05,1.49
2023-09-25,9,4.811,4.843,-0.66,-3.72,3.23
2023-09-26,9,4.804,4.856,-1.07,-4.48,3.38
2023-09-27,9,4.867,4.791,1.59,-5.75,2.38
2023-09-28,9,4.936,4.836,2.07,-3.84,0.97
2023-09-29,9,4.908,4.836,1.49,-3.26,0.12
2023-09-30,9,4.9665,4.811,3.23,-0.66,-1.82
2023-10-01,10,4.9665,4.804,3.38,-1.07,-1.72
2023-10-02,10,4.983,4.867,2.38,1.59,-0.71
