Date,Month,Price,Previous Week Price,% GILT2 Change,Previous Week % GILT2 Change,Next Week % GILT2 Change
2019-07-22,7,0.492,0.572,-13.99,4.57,-6.1
2019-07-23,7,0.486,0.585,-16.92,2.45,-8.64
2019-07-24,7,0.479,0.537,-10.8,-12.4,-10.65
2019-07-25,7,0.506,0.528,-4.17,-11.26,-14.62
2019-07-26,7,0.482,0.504,-4.37,-16.69,-11.0
2019-07-29,7,0.462,0.492,-6.1,-13.99,-6.93
2019-07-30,7,0.444,0.486,-8.64,-16.92,-3.38
2019-07-31,7,0.428,0.479,-10.65,-10.8,7.01
2019-08-01,8,0.432,0.506,-14.62,-4.17,8.33
2019-08-02,8,0.429,0.482,-11.0,-4.37,3.03
2019-08-05,8,0.43,0.462,-6.93,-6.1,3.49
2019-08-06,8,0.429,0.444,-3.38,-8.64,2.8
2019-08-07,8,0.458,0.428,7.01,-10.65,0.44
2019-08-08,8,0.468,0.432,8.33,-14.62,-2.35
2019-08-09,8,0.442,0.429,3.03,-11.0,0.68
2019-08-10,8,0.445,0.43,3.49,-6.93,13.03
2019-08-12,8,0.441,0.429,2.8,-3.38,15.19
2019-08-13,8,0.46,0.458,0.44,7.01,5.43
2019-08-14,8,0.457,0.468,-2.35,8.33,6.78
2019-08-15,8,0.445,0.442,0.68,3.03,12.58
2019-08-16,8,0.503,0.445,13.03,3.49,2.78
2019-08-18,8,0.508,0.441,15.19,2.8,-11.22
2019-08-19,8,0.485,0.46,5.43,0.44,-20.0
2019-08-20,8,0.488,0.457,6.78,-2.35,-17.62
2019-08-21,8,0.501,0.445,12.58,0.68,-23.15
2019-08-22,8,0.517,0.503,2.78,13.03,-33.08
2019-08-23,8,0.451,0.508,-11.22,15.19,-20.84
2019-08-24,8,0.388,0.485,-20.0,5.43,3.61
2019-08-26,8,0.402,0.488,-17.62,6.78,-17.91
2019-08-27,8,0.385,0.501,-23.15,12.58,-11.43
2019-08-28,8,0.346,0.517,-33.08,2.78,3.18
2019-08-29,8,0.357,0.451,-20.84,-11.22,26.05
2019-08-30,8,0.402,0.388,3.61,-20.0,-3.23
2019-09-02,9,0.33,0.402,-17.91,-17.62,18.18
2019-09-03,9,0.341,0.385,-11.43,-23.15,29.33
2019-09-04,9,0.357,0.346,3.18,-33.08,35.29
2019-09-05,9,0.45,0.357,26.05,-20.84,8.44
2019-09-06,9,0.389,0.402,-3.23,3.61,38.3
2019-09-08,9,0.39,0.33,18.18,-17.91,45.64
2019-09-09,9,0.441,0.341,29.33,-11.43,15.42
2019-09-10,9,0.483,0.357,35.29,3.18,9.52
2019-09-11,9,0.488,0.45,8.44,26.05,5.53
2019-09-12,9,0.538,0.389,38.3,-3.23,-4.46
2019-09-13,9,0.568,0.39,45.64,18.18,-6.51
2019-09-16,9,0.509,0.441,15.42,29.33,-4.72
2019-09-17,9,0.529,0.483,9.52,35.29,-15.88
2019-09-18,9,0.515,0.488,5.53,8.44,-10.49
2019-09-19,9,0.514,0.538,-4.46,38.3,-15.76
2019-09-20,9,0.531,0.568,-6.51,45.64,-26.74
2019-09-23,9,0.485,0.509,-4.72,15.42,-22.06
2019-09-24,9,0.445,0.529,-15.88,9.52,-11.01
2019-09-25,9,0.461,0.515,-10.49,5.53,-20.17
2019-09-26,9,0.433,0.514,-15.76,-4.46,-20.55
2019-09-27,9,0.389,0.531,-26.74,-6.51,-1.8
2019-09-28,9,0.378,0.485,-22.06,-4.72,-2.12
2019-09-29,9,0.396,0.445,-11.01,-15.88,-11.62
2019-09-30,9,0.368,0.461,-20.17,-10.49,-3.26
2019-10-01,10,0.344,0.433,-20.55,-15.76,-0.29
2019-10-02,10,0.382,0.389,-1.8,-26.74,-7.85
2019-10-03,10,0.37,0.378,-2.12,-22.06,-12.97
2019-10-04,10,0.35,0.396,-11.62,-11.01,6.0
2019-10-05,10,0.356,0.368,-3.26,-20.17,32.58
2019-10-06,10,0.343,0.344,-0.29,-20.55,59.77
2019-10-07,10,0.352,0.382,-7.85,-1.8,43.47
2019-10-08,10,0.322,0.37,-12.97,-2.12,65.84
2019-10-09,10,0.371,0.35,6.0,-11.62,52.56
2019-10-10,10,0.472,0.356,32.58,-3.26,8.05
2019-10-11,10,0.548,0.343,59.77,-0.29,-1.64
2019-10-14,10,0.505,0.352,43.47,-7.85,6.04
2019-10-15,10,0.534,0.322,65.84,-12.97,5.99
2019-10-16,10,0.566,0.371,52.56,6.0,-4.77
2019-10-17,10,0.51,0.472,8.05,32.58,3.92
2019-10-18,10,0.539,0.548,-1.64,59.77,-12.24
2019-10-20,10,0.5355,0.505,6.04,43.47,-3.08
2019-10-21,10,0.566,0.534,5.99,65.84,-13.16
2019-10-22,10,0.539,0.566,-4.77,52.56,1.3
2019-10-23,10,0.53,0.51,3.92,8.05,1.89
2019-10-24,10,0.473,0.539,-12.24,-1.64,10.15
2019-10-25,10,0.519,0.5355,-3.08,6.04,-1.73
2019-10-27,10,0.4915,0.566,-13.16,5.99,6.41
2019-10-28,10,0.546,0.539,1.3,-4.77,0.55
2019-10-29,10,0.54,0.53,1.89,3.92,8.33
2019-10-30,10,0.521,0.473,10.15,-12.24,3.26
2019-10-31,10,0.51,0.519,-1.73,-3.08,7.25
2019-11-01,11,0.523,0.4915,6.41,-13.16,5.74
2019-11-04,11,0.549,0.546,0.55,1.3,1.37
2019-11-05,11,0.585,0.54,8.33,1.89,-6.24
2019-11-06,11,0.538,0.521,3.26,10.15,6.51
2019-11-07,11,0.547,0.51,7.25,-1.73,2.56
2019-11-08,11,0.553,0.523,5.74,6.41,0.72
2019-11-09,11,0.5565,0.549,1.37,0.55,-3.5
2019-11-10,11,0.5485,0.585,-6.24,8.33,0.09
2019-11-11,11,0.573,0.538,6.51,3.26,1.4
2019-11-12,11,0.561,0.547,2.56,7.25,1.25
2019-11-13,11,0.557,0.553,0.72,5.74,3.41
2019-11-14,11,0.537,0.5565,-3.5,1.37,8.94
2019-11-15,11,0.549,0.5485,0.09,-6.24,-2.0
2019-11-18,11,0.581,0.573,1.4,6.51,-10.15
2019-11-19,11,0.568,0.561,1.25,2.56,-12.68
2019-11-20,11,0.576,0.557,3.41,0.72,-9.55
2019-11-21,11,0.585,0.537,8.94,-3.5,-11.11
2019-11-22,11,0.538,0.549,-2.0,0.09,2.79
2019-11-25,11,0.522,0.581,-10.15,1.4,5.94
2019-11-26,11,0.496,0.568,-12.68,1.25,0.81
2019-11-27,11,0.521,0.576,-9.55,3.41,11.32
2019-11-28,11,0.52,0.585,-11.11,8.94,12.5
2019-11-29,11,0.553,0.538,2.79,-2.0,5.06
2019-12-02,12,0.553,0.522,5.94,-10.15,5.06
2019-12-03,12,0.5,0.496,0.81,-12.68,18.4
2019-12-04,12,0.58,0.521,11.32,-9.55,-1.55
2019-12-05,12,0.585,0.52,12.5,-11.11,1.2
2019-12-06,12,0.581,0.553,5.06,2.79,-7.06
2019-12-09,12,0.581,0.553,5.06,5.94,-7.83
2019-12-10,12,0.592,0.5,18.4,0.81,1.86
2019-12-11,12,0.571,0.58,-1.55,11.32,-5.95
2019-12-12,12,0.592,0.585,1.2,12.5,-10.64
2019-12-13,12,0.54,0.581,-7.06,5.06,0.74
2019-12-15,12,0.5355,0.581,-7.83,5.06,0.65
2019-12-16,12,0.603,0.592,1.86,18.4,-15.01
2019-12-17,12,0.537,0.571,-5.95,-1.55,3.91
2019-12-18,12,0.529,0.592,-10.64,1.2,4.91
2019-12-19,12,0.544,0.54,0.74,-7.06,-0.28
2019-12-20,12,0.539,0.5355,0.65,-7.83,1.86
2019-12-22,12,0.5125,0.603,-15.01,1.86,6.15
2019-12-23,12,0.558,0.537,3.91,-5.95,-3.14
2019-12-24,12,0.555,0.529,4.91,-10.64,9.19
2019-12-25,12,0.5425,0.544,-0.28,0.74,-1.2
2019-12-26,12,0.549,0.539,1.86,0.65,4.83
2019-12-27,12,0.544,0.5125,6.15,-15.01,3.31
2019-12-29,12,0.5405,0.558,-3.14,3.91,1.57
2019-12-30,12,0.606,0.555,9.19,4.91,-11.22
2019-12-31,12,0.536,0.5425,-1.2,-0.28,11.19
2020-01-01,1,0.5755,0.549,4.83,1.86,5.82
2020-01-02,1,0.562,0.544,3.31,6.15,13.7
2020-01-03,1,0.549,0.5405,1.57,-3.14,7.65
2020-01-05,1,0.538,0.606,-11.22,9.19,-0.37
2020-01-06,1,0.596,0.536,11.19,-1.2,-9.23
2020-01-07,1,0.609,0.5755,5.82,4.83,-20.36
2020-01-08,1,0.639,0.562,13.7,3.31,-22.69
2020-01-09,1,0.591,0.549,7.65,1.57,-21.66
2020-01-10,1,0.536,0.538,-0.37,-11.22,-15.11
2020-01-12,1,0.541,0.596,-9.23,11.19,-19.41
2020-01-13,1,0.485,0.609,-20.36,5.82,-9.28
2020-01-14,1,0.494,0.639,-22.69,13.7,-12.75
2020-01-15,1,0.463,0.591,-21.66,7.65,-6.48
2020-01-16,1,0.455,0.536,-15.11,-0.37,-2.42
2020-01-17,1,0.436,0.541,-19.41,-9.23,-3.9
2020-01-19,1,0.44,0.485,-9.28,-20.36,-4.09
2020-01-20,1,0.431,0.494,-12.75,-22.69,-3.83
2020-01-21,1,0.433,0.463,-6.48,-21.66,-8.08
2020-01-22,1,0.444,0.455,-2.42,-15.11,1.8
2020-01-23,1,0.419,0.436,-3.9,-19.41,3.1
2020-01-24,1,0.422,0.44,-4.09,-9.28,19.19
2020-01-26,1,0.4145,0.431,-3.83,-12.75,23.28
2020-01-27,1,0.398,0.433,-8.08,-6.48,24.25
2020-01-28,1,0.452,0.444,1.8,-2.42,10.84
2020-01-29,1,0.432,0.419,3.1,-3.9,9.49
2020-01-30,1,0.503,0.422,19.19,-4.09,0.2
2020-01-31,1,0.511,0.4145,23.28,-3.83,-0.78
2020-02-01,2,0.4945,0.398,24.25,-8.08,-2.33
2020-02-02,2,0.501,0.452,10.84,1.8,-1.8
2020-02-03,2,0.473,0.432,9.49,3.1,0.32
2020-02-04,2,0.504,0.503,0.2,19.19,-3.37
2020-02-05,2,0.507,0.511,-0.78,23.28,0.2
2020-02-06,2,0.483,0.4945,-2.33,24.25,13.25
2020-02-07,2,0.492,0.501,-1.8,10.84,13.21
2020-02-09,2,0.4745,0.473,0.32,9.49,14.23
2020-02-10,2,0.487,0.504,-3.37,0.2,9.65
2020-02-11,2,0.508,0.507,0.2,-0.78,1.48
2020-02-12,2,0.547,0.483,13.25,-2.33,1.46
2020-02-13,2,0.557,0.492,13.21,-1.8,-4.67
2020-02-14,2,0.542,0.4745,14.23,0.32,-3.51
2020-02-15,2,0.534,0.487,9.65,-3.37,-3.18
2020-02-16,2,0.5155,0.508,1.48,0.2,0.87
2020-02-17,2,0.555,0.547,1.46,13.25,-26.49
2020-02-18,2,0.531,0.557,-4.67,13.21,-26.55
2020-02-19,2,0.523,0.542,-3.51,14.23,-29.25
2020-02-20,2,0.517,0.534,-3.18,9.65,-35.98
2020-02-21,2,0.52,0.5155,0.87,1.48,-39.42
2020-02-24,2,0.408,0.555,-26.49,1.46,-23.53
2020-02-25,2,0.39,0.531,-26.55,-4.67,-31.28
2020-02-26,2,0.37,0.523,-29.25,-3.51,-39.19
2020-02-27,2,0.331,0.517,-35.98,-3.18,-38.07
2020-02-28,2,0.315,0.52,-39.42,0.87,-51.43
2020-02-29,2,0.312,0.408,-23.53,-26.49,-70.51
2020-03-02,3,0.268,0.39,-31.28,-26.55,-67.91
2020-03-03,3,0.225,0.37,-39.19,-29.25,-33.78
2020-03-04,3,0.205,0.331,-38.07,-35.98,-27.32
2020-03-05,3,0.153,0.315,-51.43,-39.42,28.1
2020-03-06,3,0.092,0.312,-70.51,-23.53,221.74
2020-03-09,3,0.086,0.268,-67.91,-31.28,221.51
2020-03-10,3,0.149,0.225,-33.78,-39.19,78.52
2020-03-11,3,0.149,0.205,-27.32,-38.07,103.36
2020-03-12,3,0.196,0.153,28.1,-51.43,70.92
2020-03-13,3,0.296,0.092,221.74,-70.51,-54.73
2020-03-14,3,0.2765,0.086,221.51,-67.91,-58.77
2020-03-16,3,0.266,0.149,78.52,-33.78,-67.86
2020-03-17,3,0.303,0.149,103.36,-27.32,-83.83
2020-03-18,3,0.335,0.196,70.92,28.1,-63.28
2020-03-19,3,0.134,0.296,-54.73,221.74,-26.12
2020-03-20,3,0.114,0.2765,-58.77,221.51,10.53
2020-03-22,3,0.0855,0.266,-67.86,78.52,49.71
2020-03-23,3,0.049,0.303,-83.83,103.36,148.98
2020-03-24,3,0.123,0.335,-63.28,70.92,8.13
2020-03-25,3,0.099,0.134,-26.12,-54.73,35.35
2020-03-26,3,0.126,0.114,10.53,-58.77,-7.14
2020-03-27,3,0.128,0.0855,49.71,-67.86,-11.72
2020-03-29,3,0.122,0.049,148.98,-83.83,-25.41
2020-03-30,3,0.133,0.123,8.13,-63.28,-23.31
2020-03-31,3,0.134,0.099,35.35,-26.12,32.09
2020-04-01,4,0.117,0.126,-7.14,10.53,-5.13
2020-04-02,4,0.113,0.128,-11.72,49.71,-65.49
2020-04-03,4,0.091,0.122,-25.41,148.98,-69.23
2020-04-06,4,0.102,0.133,-23.31,8.13,-54.9
2020-04-07,4,0.177,0.134,32.09,35.35,-77.4
2020-04-08,4,0.111,0.117,-5.13,-7.14,-33.33
2020-04-09,4,0.039,0.113,-65.49,-11.72,2.56
2020-04-11,4,0.028,0.091,-69.23,-25.41,132.14
2020-04-12,4,0.046,0.102,-54.9,-23.31,93.48
2020-04-13,4,0.04,0.177,-77.4,32.09,90.0
2020-04-14,4,0.074,0.111,-33.33,-5.13,40.54
2020-04-15,4,0.04,0.039,2.56,-65.49,62.5
2020-04-16,4,0.065,0.028,132.14,-69.23,35.38
2020-04-17,4,0.089,0.046,93.48,-54.9,-29.21
2020-04-19,4,0.076,0.04,90.0,-77.4,-9.21
2020-04-20,4,0.104,0.074,40.54,-33.33,-47.12
2020-04-21,4,0.065,0.04,62.5,2.56,9.23
2020-04-22,4,0.088,0.065,35.38,132.14,-42.05
2020-04-23,4,0.063,0.089,-29.21,93.48,-20.63
2020-04-24,4,0.069,0.076,-9.21,90.0,-84.06
2020-04-26,4,0.055,0.104,-47.12,40.54,-38.18
2020-04-27,4,0.071,0.065,9.23,62.5,-60.56
2020-04-28,4,0.051,0.088,-42.05,35.38,-15.69
2020-04-29,4,0.05,0.063,-20.63,-29.21,-32.0
2020-04-30,4,0.011,0.069,-84.06,-9.21,-9.09
2020-05-01,5,0.034,0.055,-38.18,-47.12,-61.76
2020-05-02,5,0.028,0.071,-60.56,9.23,-121.43
2020-05-03,5,0.043,0.051,-15.69,-42.05,-133.72
2020-05-04,5,0.034,0.05,-32.0,-20.63,-58.82
2020-05-05,5,0.01,0.011,-9.09,-84.06,-230.0
2020-05-06,5,0.013,0.034,-61.76,-38.18,-376.92
2020-05-07,5,-0.006,0.028,-121.43,-60.56,316.67
2020-05-08,5,-0.0145,0.043,-133.72,-15.69,-148.28
2020-05-11,5,0.014,0.034,-58.82,-32.0,-64.29
2020-05-12,5,-0.013,0.01,-230.0,-9.09,-34.62
2020-05-13,5,-0.036,0.013,-376.92,-61.76,-108.33
2020-05-14,5,-0.025,-0.006,316.67,-121.43,-12.0
2020-05-15,5,0.007,-0.0145,-148.28,-133.72,-371.43
2020-05-16,5,0.005,0.014,-64.29,-58.82,-1180.0
2020-05-17,5,-0.0085,-0.013,-34.62,-230.0,452.94
2020-05-18,5,0.003,-0.036,-108.33,-376.92,-2200.0
2020-05-19,5,-0.022,-0.025,-12.0,316.67,140.91
2020-05-20,5,-0.019,0.007,-371.43,-148.28,-10.53
2020-05-21,5,-0.054,0.005,-1180.0,-64.29,-46.3
2020-05-22,5,-0.047,-0.0085,452.94,-34.62,-61.7
2020-05-24,5,-0.063,0.003,-2200.0,-108.33,-31.75
2020-05-25,5,-0.053,-0.022,140.91,-12.0,0.94
2020-05-26,5,-0.017,-0.019,-10.53,-371.43,-94.12
2020-05-27,5,-0.029,-0.054,-46.3,-1180.0,-20.69
2020-05-28,5,-0.018,-0.047,-61.7,452.94,-133.33
2020-05-29,5,-0.043,-0.063,-31.75,-2200.0,-123.26
2020-05-30,5,-0.0535,-0.053,0.94,140.91,-122.43
2020-06-01,6,-0.001,-0.017,-94.12,-10.53,-150.0
2020-06-02,6,-0.023,-0.029,-20.69,-46.3,-117.39
2020-06-03,6,0.006,-0.018,-133.33,-61.7,0.0
2020-06-04,6,0.01,-0.043,-123.26,-31.75,-10.0
2020-06-05,6,0.012,-0.0535,-122.43,0.94,-491.67
2020-06-06,6,0.0005,-0.001,-150.0,-94.12,-11700.0
2020-06-07,6,0.004,-0.023,-117.39,-20.69,-1125.0
2020-06-08,6,0.006,0.006,0.0,-133.33,-1091.67
2020-06-09,6,0.009,0.01,-10.0,-123.26,-444.44
2020-06-10,6,-0.047,0.012,-491.67,-122.43,-12.77
2020-06-11,6,-0.058,0.0005,-11700.0,-150.0,-3.45
2020-06-12,6,-0.041,0.004,-1125.0,-117.39,-17.07
2020-06-14,6,-0.0595,0.006,-1091.67,0.0,-24.37
2020-06-15,6,-0.031,0.009,-444.44,-10.0,72.58
2020-06-16,6,-0.041,-0.047,-12.77,-491.67,56.1
2020-06-17,6,-0.056,-0.058,-3.45,-11700.0,-8.93
2020-06-18,6,-0.034,-0.041,-17.07,-1125.0,123.53
2020-06-19,6,-0.045,-0.0595,-24.37,-1091.67,57.78
2020-06-21,6,-0.0535,-0.031,72.58,-444.44,21.5
2020-06-22,6,-0.064,-0.041,56.1,-12.77,18.75
2020-06-23,6,-0.051,-0.056,-8.93,-3.45,50.0
2020-06-24,6,-0.076,-0.034,123.53,-17.07,2.63
2020-06-25,6,-0.071,-0.045,57.78,-24.37,15.49
2020-06-26,6,-0.065,-0.0535,21.5,72.58,6.15
2020-06-27,6,-0.076,-0.064,18.75,56.1,21.05
2020-06-28,6,-0.0765,-0.051,50.0,-8.93,8.5
2020-06-29,6,-0.078,-0.076,2.63,123.53,16.03
2020-06-30,6,-0.082,-0.071,15.49,57.78,-20.73
2020-07-01,7,-0.069,-0.065,6.15,21.5,2.9
2020-07-02,7,-0.092,-0.076,21.05,18.75,-21.74
2020-07-03,7,-0.083,-0.0765,8.5,50.0,7.23
2020-07-05,7,-0.0905,-0.078,16.03,2.63,12.71
2020-07-06,7,-0.065,-0.082,-20.73,15.49,60.77
2020-07-07,7,-0.071,-0.069,2.9,6.15,68.31
2020-07-08,7,-0.072,-0.092,-21.74,21.05,40.28
2020-07-09,7,-0.089,-0.083,7.23,8.5,16.85
2020-07-10,7,-0.102,-0.0905,12.71,16.03,-15.69
2020-07-11,7,-0.1045,-0.065,60.77,-20.73,-6.22
2020-07-12,7,-0.1195,-0.071,68.31,2.9,-33.89
2020-07-13,7,-0.101,-0.072,40.28,-21.74,-13.86
2020-07-14,7,-0.104,-0.089,16.85,7.23,-8.65
2020-07-15,7,-0.086,-0.102,-15.69,12.71,4.65
2020-07-16,7,-0.098,-0.1045,-6.22,60.77,9.18
2020-07-17,7,-0.079,-0.1195,-33.89,68.31,29.11
2020-07-18,7,-0.087,-0.101,-13.86,40.28,6.9
2020-07-19,7,-0.095,-0.104,-8.65,16.85,-16.84
2020-07-20,7,-0.09,-0.086,4.65,-15.69,-1.11
2020-07-21,7,-0.107,-0.098,9.18,-6.22,-19.63
2020-07-22,7,-0.102,-0.079,29.11,-33.89,-0.98
2020-07-23,7,-0.093,-0.087,6.9,-13.86,-4.3
2020-07-24,7,-0.079,-0.095,-16.84,-8.65,-13.92
2020-07-25,7,-0.089,-0.09,-1.11,4.65,-2.25
2020-07-26,7,-0.086,-0.107,-19.63,9.18,-16.28
2020-07-27,7,-0.101,-0.102,-0.98,29.11,-26.24
2020-07-28,7,-0.089,-0.093,-4.3,6.9,2.81
2020-07-29,7,-0.068,-0.079,-13.92,-16.84,4.41
2020-07-30,7,-0.087,-0.089,-2.25,-1.11,-14.94
2020-07-31,7,-0.072,-0.086,-16.28,-19.63,-33.33
2020-08-01,8,-0.0745,-0.101,-26.24,-0.98,-59.73
2020-08-02,8,-0.0915,-0.089,2.81,-4.3,-87.98
2020-08-03,8,-0.071,-0.068,4.41,-13.92,-83.8
2020-08-04,8,-0.074,-0.087,-14.94,-2.25,-65.54
2020-08-05,8,-0.048,-0.072,-33.33,-16.28,-52.08
2020-08-06,8,-0.03,-0.0745,-59.73,-26.24,-146.67
2020-08-07,8,-0.011,-0.0915,-87.98,2.81,-227.27
2020-08-08,8,-0.0115,-0.071,-83.8,4.41,-134.78
2020-08-09,8,-0.0255,-0.074,-65.54,-14.94,-37.25
2020-08-10,8,-0.023,-0.048,-52.08,-33.33,-4.35
2020-08-11,8,0.014,-0.03,-146.67,-59.73,-239.29
2020-08-12,8,0.014,-0.011,-227.27,-87.98,-350.0
2020-08-13,8,0.004,-0.0115,-134.78,-83.8,-975.0
2020-08-14,8,-0.016,-0.0255,-37.25,-65.54,-12.5
2020-08-15,8,-0.022,-0.023,-4.35,-52.08,27.27
2020-08-16,8,-0.0195,0.014,-239.29,-146.67,110.26
2020-08-17,8,-0.035,0.014,-350.0,-227.27,50.0
2020-08-18,8,-0.035,0.004,-975.0,-134.78,8.57
2020-08-19,8,-0.014,-0.016,-12.5,-37.25,7.14
2020-08-20,8,-0.028,-0.022,27.27,-4.35,-85.71
2020-08-21,8,-0.041,-0.0195,110.26,-239.29,-82.93
2020-08-22,8,-0.0525,-0.035,50.0,-350.0,-4.76
2020-08-24,8,-0.038,-0.035,8.57,-975.0,59.21
2020-08-25,8,-0.015,-0.014,7.14,-12.5,303.33
2020-08-26,8,-0.004,-0.028,-85.71,27.27,1512.5
2020-08-27,8,-0.007,-0.041,-82.93,110.26,1228.57
2020-08-28,8,-0.05,-0.0525,-4.76,50.0,122.0
2020-08-29,8,-0.0605,-0.038,59.21,8.57,50.41
2020-08-30,8,-0.0605,-0.015,303.33,7.14,9.09
2020-08-31,8,-0.0645,-0.004,1512.5,-85.71,5.43
2020-09-01,9,-0.093,-0.007,1228.57,-82.93,-5.38
2020-09-02,9,-0.111,-0.05,122.0,-4.76,-23.42
2020-09-03,9,-0.091,-0.0605,50.41,59.21,39.56
2020-09-04,9,-0.066,-0.0605,9.09,303.33,16.67
2020-09-05,9,-0.068,-0.0645,5.43,1512.5,51.47
2020-09-06,9,-0.088,-0.093,-5.38,1228.57,40.91
2020-09-07,9,-0.085,-0.111,-23.42,122.0,68.82
2020-09-08,9,-0.127,-0.091,39.56,50.41,12.99
2020-09-09,9,-0.077,-0.066,16.67,9.09,19.48
2020-09-10,9,-0.103,-0.068,51.47,5.43,-40.78
2020-09-11,9,-0.124,-0.088,40.91,-5.38,-56.45
2020-09-12,9,-0.1435,-0.085,68.82,-23.42,-28.22
2020-09-13,9,-0.1435,-0.127,12.99,39.56,-24.74
2020-09-14,9,-0.092,-0.077,19.48,16.67,27.72
2020-09-15,9,-0.061,-0.103,-40.78,51.47,101.64
2020-09-16,9,-0.054,-0.124,-56.45,40.91,109.26
2020-09-17,9,-0.103,-0.1435,-28.22,68.82,-55.34
2020-09-18,9,-0.108,-0.1435,-24.74,12.99,-59.26
2020-09-19,9,-0.1175,-0.092,27.72,19.48,-65.11
2020-09-20,9,-0.123,-0.061,101.64,-40.78,-48.78
2020-09-21,9,-0.113,-0.054,109.26,-56.45,-35.4
2020-09-22,9,-0.046,-0.103,-55.34,-28.22,78.26
2020-09-23,9,-0.044,-0.108,-59.26,-24.74,18.18
2020-09-24,9,-0.041,-0.1175,-65.11,27.72,21.95
2020-09-25,9,-0.063,-0.123,-48.78,101.64,-77.78
2020-09-26,9,-0.073,-0.113,-35.4,109.26,-46.58
2020-09-27,9,-0.082,-0.046,78.26,-55.34,-64.63
2020-09-28,9,-0.052,-0.044,18.18,-59.26,-26.92
2020-09-29,9,-0.05,-0.041,21.95,-65.11,-22.0
2020-09-30,9,-0.014,-0.063,-77.78,-48.78,14.29
2020-10-01,10,-0.039,-0.073,-46.58,-35.4,-56.41
2020-10-02,10,-0.029,-0.082,-64.63,78.26,-79.31
2020-10-03,10,-0.038,-0.052,-26.92,18.18,-65.79
2020-10-04,10,-0.039,-0.05,-22.0,21.95,-82.05
2020-10-05,10,-0.016,-0.014,14.29,-77.78,46.88
2020-10-06,10,-0.017,-0.039,-56.41,-46.58,67.65
2020-10-07,10,-0.006,-0.029,-79.31,-64.63,183.33
2020-10-08,10,-0.013,-0.038,-65.79,-26.92,192.31
2020-10-09,10,-0.007,-0.039,-82.05,-22.0,500.0
2020-10-10,10,-0.0235,-0.016,46.88,14.29,104.26
2020-10-11,10,-0.0285,-0.017,67.65,-56.41,75.44
2020-10-12,10,-0.017,-0.006,183.33,-79.31,250.0
2020-10-13,10,-0.038,-0.013,192.31,-65.79,72.37
2020-10-14,10,-0.042,-0.007,500.0,-82.05,52.38
2020-10-15,10,-0.048,-0.0235,104.26,46.88,20.83
2020-10-16,10,-0.05,-0.0285,75.44,67.65,-16.0
2020-10-17,10,-0.0595,-0.017,250.0,183.33,-63.03
2020-10-18,10,-0.0655,-0.038,72.37,192.31,-60.31
2020-10-19,10,-0.064,-0.042,52.38,500.0,-22.66
2020-10-20,10,-0.058,-0.048,20.83,104.26,-37.07
2020-10-21,10,-0.042,-0.05,-16.0,75.44,-35.71
2020-10-22,10,-0.022,-0.0595,-63.03,250.0,95.45
2020-10-23,10,-0.026,-0.0655,-60.31,72.37,107.69
2020-10-24,10,-0.0495,-0.064,-22.66,52.38,-5.05
2020-10-25,10,-0.0365,-0.058,-37.07,20.83,-34.25
2020-10-26,10,-0.027,-0.042,-35.71,-16.0,9.26
2020-10-27,10,-0.043,-0.022,95.45,-63.03,-11.63
2020-10-28,10,-0.054,-0.026,107.69,-60.31,22.22
2020-10-29,10,-0.047,-0.0495,-5.05,-22.66,-34.04
2020-10-30,10,-0.024,-0.0365,-34.25,-37.07,175.0
2020-10-31,10,-0.0295,-0.027,9.26,-35.71,-79.66
2020-11-01,11,-0.038,-0.043,-11.63,95.45,-118.42
2020-11-02,11,-0.066,-0.054,22.22,107.69,-100.76
2020-11-03,11,-0.031,-0.047,-34.04,-5.05,-187.1
2020-11-04,11,-0.066,-0.024,175.0,-34.25,-112.12
2020-11-05,11,-0.006,-0.0295,-79.66,9.26,-300.0
2020-11-06,11,0.007,-0.038,-118.42,-11.63,57.14
2020-11-07,11,0.0005,-0.066,-100.76,22.22,-6300.0
2020-11-08,11,0.027,-0.031,-187.1,-34.04,-200.0
2020-11-09,11,0.008,-0.066,-112.12,175.0,-581.25
2020-11-10,11,0.012,-0.006,-300.0,-79.66,-420.83
2020-11-11,11,0.011,0.007,57.14,-118.42,-300.0
2020-11-12,11,-0.031,0.0005,-6300.0,-100.76,-16.13
2020-11-13,11,-0.027,0.027,-200.0,-187.1,-29.63
2020-11-14,11,-0.0385,0.008,-581.25,-112.12,-53.25
2020-11-15,11,-0.0385,0.012,-420.83,-300.0,-6.49
2020-11-16,11,-0.022,0.011,-300.0,57.14,127.27
2020-11-17,11,-0.026,-0.031,-16.13,-6300.0,84.62
2020-11-18,11,-0.019,-0.027,-29.63,-200.0,26.32
2020-11-19,11,-0.018,-0.0385,-53.25,-581.25,-44.44
2020-11-20,11,-0.036,-0.0385,-6.49,-420.83,-47.22
2020-11-21,11,-0.05,-0.022,127.27,-300.0,-24.0
2020-11-22,11,-0.048,-0.026,84.62,-16.13,-12.5
2020-11-23,11,-0.024,-0.019,26.32,-29.63,120.83
2020-11-24,11,-0.01,-0.018,-44.44,-53.25,320.0
2020-11-25,11,-0.019,-0.036,-47.22,-6.49,-5.26
2020-11-26,11,-0.038,-0.05,-24.0,127.27,-92.11
2020-11-27,11,-0.042,-0.048,-12.5,84.62,-66.67
2020-11-28,11,-0.053,-0.024,120.83,26.32,-32.08
