Date,StringencyIndex_Average,Previous Stringency,Stringency_Change
2020-10-03,51.85,64.81,-12.96
2020-10-03,64.81,51.85,12.96
2020-10-03,66.2,67.59,-1.3900000000000006
2020-10-04,51.85,66.2,-14.350000000000001
2020-10-04,67.59,63.89,3.700000000000003
2020-10-04,66.2,67.59,-1.3900000000000006
2020-10-04,63.89,63.89,0.0
2020-10-04,64.81,51.85,12.96
2020-10-05,66.2,64.81,1.3900000000000006
2020-10-05,67.59,66.2,1.3900000000000006
2020-10-05,63.89,51.85,12.04
2020-10-05,51.85,67.59,-15.740000000000002
2020-10-05,64.81,66.2,-1.3900000000000006
2020-10-06,66.2,63.89,2.3100000000000023
2020-10-06,67.59,64.81,2.780000000000001
2020-10-06,51.85,66.2,-14.350000000000001
2020-10-06,64.81,67.59,-2.780000000000001
2020-10-06,63.89,63.89,0.0
2020-10-07,67.59,51.85,15.740000000000002
2020-10-07,63.89,64.81,-0.9200000000000017
2020-10-07,64.81,66.2,-1.3900000000000006
2020-10-07,51.85,67.59,-15.740000000000002
2020-10-07,66.2,51.85,14.350000000000001
2020-10-08,64.81,64.81,0.0
2020-10-08,67.59,63.89,3.700000000000003
2020-10-08,51.85,67.59,-15.740000000000002
2020-10-08,66.2,63.89,2.3100000000000023
2020-10-08,63.89,64.81,-0.9200000000000017
2020-10-09,64.81,51.85,12.96
2020-10-09,66.2,66.2,0.0
2020-10-09,67.59,64.81,2.780000000000001
2020-10-09,51.85,67.59,-15.740000000000002
2020-10-09,63.89,51.85,12.04
2020-10-10,64.81,66.2,-1.3900000000000006
2020-10-10,66.2,63.89,2.3100000000000023
2020-10-10,63.89,64.81,-0.9200000000000017
2020-10-10,51.85,66.2,-14.350000000000001
2020-10-10,67.59,67.59,0.0
2020-10-11,67.59,51.85,15.740000000000002
2020-10-11,64.81,63.89,0.9200000000000017
2020-10-11,51.85,64.81,-12.96
2020-10-11,66.2,66.2,0.0
2020-10-11,63.89,63.89,0.0
2020-10-12,65.74,51.85,13.889999999999993
2020-10-12,66.2,67.59,-1.3900000000000006
2020-10-12,64.81,67.59,-2.780000000000001
2020-10-12,60.19,64.81,-4.6200000000000045
2020-10-12,51.85,51.85,0.0
2020-10-13,60.19,66.2,-6.010000000000005
2020-10-13,64.81,63.89,0.9200000000000017
2020-10-13,51.85,65.74,-13.889999999999993
2020-10-13,65.74,66.2,-0.46000000000000796
2020-10-13,67.59,64.81,2.780000000000001
2020-10-14,65.74,60.19,5.549999999999997
2020-10-14,67.59,51.85,15.740000000000002
2020-10-14,64.81,60.19,4.6200000000000045
2020-10-14,77.78,64.81,12.969999999999999
2020-10-14,60.19,51.85,8.339999999999996
2020-10-15,60.19,65.74,-5.549999999999997
2020-10-15,67.59,67.59,0.0
2020-10-15,65.74,65.74,0.0
2020-10-15,77.78,67.59,10.189999999999998
2020-10-15,64.81,64.81,0.0
2020-10-16,77.78,77.78,0.0
2020-10-16,60.19,60.19,0.0
2020-10-16,70.37,60.19,10.180000000000007
2020-10-16,65.74,67.59,-1.8500000000000085
2020-10-16,64.81,65.74,-0.9299999999999926
2020-10-17,65.74,77.78,-12.040000000000006
2020-10-17,77.78,64.81,12.969999999999999
2020-10-17,60.19,77.78,-17.590000000000003
2020-10-17,64.81,60.19,4.6200000000000045
2020-10-17,70.37,70.37,0.0
2020-10-18,77.78,65.74,12.040000000000006
2020-10-18,60.19,64.81,-4.6200000000000045
2020-10-18,65.74,65.74,0.0
2020-10-18,70.37,77.78,-7.409999999999997
2020-10-18,64.81,60.19,4.6200000000000045
2020-10-19,70.37,64.81,5.560000000000002
2020-10-19,65.74,70.37,-4.63000000000001
2020-10-19,64.81,77.78,-12.969999999999999
2020-10-19,77.78,60.19,17.590000000000003
2020-10-19,65.74,65.74,0.0
2020-10-20,65.74,70.37,-4.63000000000001
2020-10-20,70.37,64.81,5.560000000000002
2020-10-20,77.78,70.37,7.409999999999997
2020-10-20,64.81,65.74,-0.9299999999999926
2020-10-20,65.74,64.81,0.9299999999999926
2020-10-21,70.37,77.78,-7.409999999999997
2020-10-21,65.74,65.74,0.0
2020-10-21,65.74,65.74,0.0
2020-10-21,77.78,70.37,7.409999999999997
2020-10-21,64.81,77.78,-12.969999999999999
2020-10-22,64.81,64.81,0.0
2020-10-22,67.59,65.74,1.8500000000000085
2020-10-22,77.78,70.37,7.409999999999997
2020-10-22,70.37,65.74,4.63000000000001
2020-10-22,65.74,65.74,0.0
2020-10-23,75.0,77.78,-2.780000000000001
2020-10-23,77.78,64.81,12.969999999999999
2020-10-23,77.78,64.81,12.969999999999999
2020-10-23,65.74,67.59,-1.8500000000000085
2020-10-23,64.81,77.78,-12.969999999999999
2020-10-24,65.74,70.37,-4.63000000000001
2020-10-24,77.78,65.74,12.040000000000006
2020-10-24,64.81,75.0,-10.189999999999998
2020-10-24,77.78,77.78,0.0
2020-10-24,75.0,77.78,-2.780000000000001
2020-10-25,75.0,65.74,9.260000000000005
2020-10-25,77.78,64.81,12.969999999999999
2020-10-25,64.81,65.74,-0.9299999999999926
2020-10-25,77.78,77.78,0.0
2020-10-25,65.74,64.81,0.9299999999999926
2020-10-26,75.0,77.78,-2.780000000000001
2020-10-26,64.81,75.0,-10.189999999999998
2020-10-26,77.78,75.0,2.780000000000001
2020-10-26,65.74,77.78,-12.040000000000006
2020-10-26,77.78,64.81,12.969999999999999
2020-10-27,77.78,77.78,0.0
2020-10-27,77.78,65.74,12.040000000000006
2020-10-27,65.74,75.0,-9.260000000000005
2020-10-27,75.0,64.81,10.189999999999998
2020-10-27,64.81,77.78,-12.969999999999999
2020-10-28,77.78,65.74,12.040000000000006
2020-10-28,64.81,77.78,-12.969999999999999
2020-10-28,77.78,77.78,0.0
2020-10-28,65.74,77.78,-12.040000000000006
2020-10-28,75.0,65.74,9.260000000000005
2020-10-29,77.78,75.0,2.780000000000001
2020-10-29,64.81,64.81,0.0
2020-10-29,77.78,77.78,0.0
2020-10-29,65.74,64.81,0.9299999999999926
2020-10-29,75.0,77.78,-2.780000000000001
2020-10-30,77.78,65.74,12.040000000000006
2020-10-30,75.0,75.0,0.0
2020-10-30,64.81,77.78,-12.969999999999999
2020-10-30,77.78,64.81,12.969999999999999
2020-10-30,65.74,77.78,-12.040000000000006
2020-10-31,77.78,65.74,12.040000000000006
2020-10-31,65.74,75.0,-9.260000000000005
2020-10-31,75.0,77.78,-2.780000000000001
2020-10-31,77.78,75.0,2.780000000000001
2020-10-31,64.81,64.81,0.0
2020-11-01,64.81,77.78,-12.969999999999999
2020-11-01,77.78,65.74,12.040000000000006
2020-11-01,77.78,77.78,0.0
2020-11-01,75.0,65.74,9.260000000000005
2020-11-01,65.74,75.0,-9.260000000000005
2020-11-02,67.59,77.78,-10.189999999999998
2020-11-02,65.74,64.81,0.9299999999999926
2020-11-02,77.78,64.81,12.969999999999999
2020-11-02,75.0,77.78,-2.780000000000001
2020-11-02,64.81,77.78,-12.969999999999999
2020-11-03,64.81,75.0,-10.189999999999998
2020-11-03,65.74,65.74,0.0
2020-11-03,77.78,67.59,10.189999999999998
2020-11-03,75.0,65.74,9.260000000000005
2020-11-03,67.59,77.78,-10.189999999999998
2020-11-04,65.74,75.0,-9.260000000000005
2020-11-04,67.59,64.81,2.780000000000001
2020-11-04,64.81,64.81,0.0
2020-11-04,75.0,65.74,9.260000000000005
2020-11-04,77.78,77.78,0.0
2020-11-05,64.81,75.0,-10.189999999999998
2020-11-05,77.78,67.59,10.189999999999998
2020-11-05,77.78,65.74,12.040000000000006
2020-11-05,75.0,67.59,7.409999999999997
2020-11-05,67.59,64.81,2.780000000000001
2020-11-06,72.22,75.0,-2.780000000000001
2020-11-06,77.78,77.78,0.0
2020-11-06,67.59,64.81,2.780000000000001
2020-11-06,64.81,77.78,-12.969999999999999
2020-11-06,77.78,77.78,0.0
2020-11-07,72.22,75.0,-2.780000000000001
2020-11-07,77.78,67.59,10.189999999999998
2020-11-07,64.81,72.22,-7.409999999999997
2020-11-07,67.59,77.78,-10.189999999999998
2020-11-07,77.78,67.59,10.189999999999998
2020-11-08,64.81,64.81,0.0
2020-11-08,67.59,77.78,-10.189999999999998
2020-11-08,72.22,72.22,0.0
2020-11-08,77.78,77.78,0.0
2020-11-08,77.78,64.81,12.969999999999999
2020-11-09,67.59,67.59,0.0
2020-11-09,66.67,77.78,-11.11
2020-11-09,64.81,64.81,0.0
2020-11-09,70.37,67.59,2.780000000000001
2020-11-09,77.78,72.22,5.560000000000002
2020-11-10,64.81,77.78,-12.969999999999999
2020-11-10,67.59,77.78,-10.189999999999998
2020-11-10,64.81,67.59,-2.780000000000001
2020-11-10,70.37,66.67,3.700000000000003
2020-11-10,77.78,64.81,12.969999999999999
2020-11-11,64.81,70.37,-5.560000000000002
2020-11-11,70.37,77.78,-7.409999999999997
2020-11-11,77.78,64.81,12.969999999999999
2020-11-11,64.81,67.59,-2.780000000000001
2020-11-11,67.59,64.81,2.780000000000001
2020-11-12,67.59,70.37,-2.780000000000001
2020-11-12,64.81,77.78,-12.969999999999999
2020-11-12,70.37,64.81,5.560000000000002
2020-11-12,77.78,70.37,7.409999999999997
2020-11-12,64.81,77.78,-12.969999999999999
2020-11-13,64.81,64.81,0.0
2020-11-13,67.59,67.59,0.0
2020-11-13,70.37,67.59,2.780000000000001
2020-11-13,77.78,64.81,12.969999999999999
2020-11-13,64.81,70.37,-5.560000000000002
2020-11-14,64.81,77.78,-12.969999999999999
2020-11-14,64.81,64.81,0.0
2020-11-14,67.59,64.81,2.780000000000001
2020-11-14,70.37,67.59,2.780000000000001
2020-11-14,77.78,70.37,7.409999999999997
2020-11-15,70.37,77.78,-7.409999999999997
2020-11-15,77.78,64.81,12.969999999999999
2020-11-15,67.59,64.81,2.780000000000001
2020-11-15,64.81,64.81,0.0
2020-11-15,64.81,67.59,-2.780000000000001
2020-11-16,70.37,70.37,0.0
2020-11-16,67.59,77.78,-10.189999999999998
2020-11-16,64.81,70.37,-5.560000000000002
2020-11-16,64.81,77.78,-12.969999999999999
2020-11-16,77.78,67.59,10.189999999999998
2020-11-17,75.0,64.81,10.189999999999998
2020-11-17,64.81,64.81,0.0
2020-11-17,64.81,70.37,-5.560000000000002
2020-11-17,70.37,67.59,2.780000000000001
2020-11-17,64.81,64.81,0.0
2020-11-18,75.0,64.81,10.189999999999998
2020-11-18,64.81,77.78,-12.969999999999999
2020-11-18,70.37,75.0,-4.6299999999999955
2020-11-18,64.81,64.81,0.0
2020-11-18,64.81,64.81,0.0
2020-11-19,75.0,70.37,4.6299999999999955
2020-11-19,70.37,64.81,5.560000000000002
2020-11-19,64.81,75.0,-10.189999999999998
2020-11-19,64.81,64.81,0.0
2020-11-19,64.81,70.37,-5.560000000000002
2020-11-20,67.59,64.81,2.780000000000001
2020-11-20,67.59,64.81,2.780000000000001
2020-11-20,64.81,75.0,-10.189999999999998
2020-11-20,75.0,70.37,4.6299999999999955
2020-11-20,70.37,64.81,5.560000000000002
2020-11-21,67.59,64.81,2.780000000000001
2020-11-21,64.81,64.81,0.0
2020-11-21,67.59,67.59,0.0
2020-11-21,70.37,67.59,2.780000000000001
2020-11-21,75.0,64.81,10.189999999999998
2020-11-22,67.59,75.0,-7.409999999999997
2020-11-22,75.0,70.37,4.6299999999999955
2020-11-22,64.81,67.59,-2.780000000000001
2020-11-22,67.59,64.81,2.780000000000001
2020-11-22,70.37,67.59,2.780000000000001
2020-11-23,67.59,70.37,-2.780000000000001
2020-11-23,64.81,75.0,-10.189999999999998
2020-11-23,75.0,67.59,7.409999999999997
2020-11-23,72.22,75.0,-2.780000000000001
2020-11-23,67.59,64.81,2.780000000000001
2020-11-24,67.59,67.59,0.0
2020-11-24,67.59,70.37,-2.780000000000001
2020-11-24,75.0,67.59,7.409999999999997
2020-11-24,72.22,64.81,7.409999999999997
2020-11-24,64.81,75.0,-10.189999999999998
2020-11-25,72.22,72.22,0.0
2020-11-25,67.59,67.59,0.0
2020-11-25,67.59,67.59,0.0
2020-11-25,75.0,67.59,7.409999999999997
2020-11-25,64.81,75.0,-10.189999999999998
2020-11-26,67.59,72.22,-4.6299999999999955
2020-11-26,64.81,64.81,0.0
2020-11-26,72.22,72.22,0.0
2020-11-26,67.59,67.59,0.0
2020-11-26,75.0,67.59,7.409999999999997
2020-11-27,64.81,75.0,-10.189999999999998
2020-11-27,75.0,64.81,10.189999999999998
2020-11-27,67.59,67.59,0.0
2020-11-27,67.59,64.81,2.780000000000001
2020-11-27,72.22,72.22,0.0
2020-11-28,67.59,67.59,0.0
2020-11-28,72.22,75.0,-2.780000000000001
2020-11-28,67.59,64.81,2.780000000000001
2020-11-28,75.0,75.0,0.0
2020-11-28,64.81,67.59,-2.780000000000001
2020-11-29,67.59,67.59,0.0
2020-11-29,67.59,72.22,-4.6299999999999955
2020-11-29,75.0,67.59,7.409999999999997
2020-11-29,72.22,72.22,0.0
2020-11-29,64.81,67.59,-2.780000000000001
2020-11-30,67.59,75.0,-7.409999999999997
2020-11-30,64.81,64.81,0.0
2020-11-30,75.0,67.59,7.409999999999997
2020-11-30,72.22,67.59,4.6299999999999955
2020-11-30,67.59,75.0,-7.409999999999997
2020-12-01,67.59,72.22,-4.6299999999999955
2020-12-01,72.22,64.81,7.409999999999997
2020-12-01,67.59,67.59,0.0
2020-12-01,64.81,64.81,0.0
2020-12-01,75.0,75.0,0.0
2020-12-02,64.81,72.22,-7.409999999999997
2020-12-02,67.59,67.59,0.0
2020-12-02,75.0,67.59,7.409999999999997
2020-12-02,72.22,72.22,0.0
2020-12-02,67.59,67.59,0.0
2020-12-03,64.81,64.81,0.0
2020-12-03,67.59,75.0,-7.409999999999997
2020-12-03,67.59,64.81,2.780000000000001
2020-12-03,72.22,67.59,4.6299999999999955
2020-12-03,63.89,75.0,-11.11
2020-12-04,67.59,72.22,-4.6299999999999955
2020-12-04,72.22,67.59,4.6299999999999955
2020-12-04,63.89,64.81,-0.9200000000000017
2020-12-04,67.59,67.59,0.0
2020-12-04,64.81,67.59,-2.780000000000001
2020-12-05,67.59,72.22,-4.6299999999999955
2020-12-05,67.59,63.89,3.700000000000003
2020-12-05,63.89,67.59,-3.700000000000003
2020-12-05,64.81,72.22,-7.409999999999997
2020-12-05,72.22,63.89,8.329999999999998
2020-12-06,67.59,67.59,0.0
2020-12-06,67.59,64.81,2.780000000000001
2020-12-06,63.89,67.59,-3.700000000000003
2020-12-06,64.81,67.59,-2.780000000000001
2020-12-06,72.22,63.89,8.329999999999998
2020-12-07,63.89,64.81,-0.9200000000000017
2020-12-07,72.22,72.22,0.0
2020-12-07,64.81,67.59,-2.780000000000001
2020-12-07,67.59,67.59,0.0
2020-12-07,67.59,63.89,3.700000000000003
2020-12-08,67.59,64.81,2.780000000000001
2020-12-08,72.22,72.22,0.0
2020-12-08,70.37,63.89,6.480000000000004
2020-12-08,67.59,72.22,-4.6299999999999955
2020-12-08,64.81,64.81,0.0
2020-12-09,67.59,67.59,0.0
2020-12-09,72.22,67.59,4.6299999999999955
2020-12-09,70.37,67.59,2.780000000000001
2020-12-09,67.59,72.22,-4.6299999999999955
2020-12-09,64.81,70.37,-5.560000000000002
2020-12-10,72.22,67.59,4.6299999999999955
2020-12-10,67.59,64.81,2.780000000000001
2020-12-10,67.59,67.59,0.0
2020-12-10,70.37,72.22,-1.8499999999999943
2020-12-10,64.81,70.37,-5.560000000000002
2020-12-11,67.59,67.59,0.0
2020-12-11,70.37,64.81,5.560000000000002
2020-12-11,72.22,72.22,0.0
2020-12-11,64.81,67.59,-2.780000000000001
2020-12-11,67.59,67.59,0.0
2020-12-12,72.22,70.37,1.8499999999999943
2020-12-12,70.37,64.81,5.560000000000002
2020-12-12,64.81,67.59,-2.780000000000001
2020-12-12,67.59,70.37,-2.780000000000001
2020-12-12,67.59,72.22,-4.6299999999999955
2020-12-13,70.37,64.81,5.560000000000002
2020-12-13,64.81,67.59,-2.780000000000001
2020-12-13,67.59,72.22,-4.6299999999999955
2020-12-13,72.22,70.37,1.8499999999999943
2020-12-13,67.59,64.81,2.780000000000001
2020-12-14,77.78,67.59,10.189999999999998
2020-12-14,73.15,67.59,5.560000000000002
2020-12-14,64.81,70.37,-5.560000000000002
2020-12-14,70.37,64.81,5.560000000000002
2020-12-14,67.59,67.59,0.0
2020-12-15,64.81,72.22,-7.409999999999997
2020-12-15,67.59,67.59,0.0
2020-12-15,77.78,77.78,0.0
2020-12-15,73.15,73.15,0.0
2020-12-15,70.37,64.81,5.560000000000002
2020-12-16,64.81,70.37,-5.560000000000002
2020-12-16,67.59,67.59,0.0
2020-12-16,77.78,64.81,12.969999999999999
2020-12-16,73.15,67.59,5.560000000000002
2020-12-16,70.37,77.78,-7.409999999999997
2020-12-17,77.78,73.15,4.6299999999999955
2020-12-17,73.15,70.37,2.780000000000001
2020-12-17,64.81,64.81,0.0
2020-12-17,70.37,67.59,2.780000000000001
2020-12-17,67.59,77.78,-10.189999999999998
2020-12-18,70.37,73.15,-2.780000000000001
2020-12-18,73.15,70.37,2.780000000000001
2020-12-18,67.59,77.78,-10.189999999999998
2020-12-18,64.81,73.15,-8.340000000000003
2020-12-18,77.78,64.81,12.969999999999999
2020-12-19,64.81,70.37,-5.560000000000002
2020-12-19,70.37,67.59,2.780000000000001
2020-12-19,77.78,70.37,7.409999999999997
2020-12-19,71.3,73.15,-1.8500000000000085
2020-12-19,76.85,67.59,9.259999999999991
2020-12-20,76.85,64.81,12.039999999999992
2020-12-20,85.19,77.78,7.409999999999997
2020-12-20,70.37,64.81,5.560000000000002
2020-12-20,64.81,70.37,-5.560000000000002
2020-12-20,71.3,77.78,-6.480000000000004
2020-12-21,71.3,71.3,0.0
2020-12-21,70.37,76.85,-6.47999999999999
2020-12-21,64.81,76.85,-12.039999999999992
2020-12-21,85.19,85.19,0.0
2020-12-21,76.85,70.37,6.47999999999999
2020-12-22,64.81,64.81,0.0
2020-12-22,71.3,71.3,0.0
2020-12-22,76.85,71.3,5.549999999999997
2020-12-22,85.19,70.37,14.819999999999993
2020-12-22,70.37,64.81,5.560000000000002
2020-12-23,85.19,85.19,0.0
2020-12-23,64.81,76.85,-12.039999999999992
2020-12-23,70.37,64.81,5.560000000000002
2020-12-23,71.3,71.3,0.0
2020-12-23,76.85,76.85,0.0
2020-12-24,74.07,85.19,-11.120000000000005
2020-12-24,67.59,70.37,-2.780000000000001
2020-12-24,73.15,85.19,-12.039999999999992
2020-12-24,87.96,64.81,23.14999999999999
2020-12-24,79.63,70.37,9.259999999999991
2020-12-25,70.37,71.3,-0.9299999999999926
2020-12-25,75.93,76.85,-0.9199999999999875
2020-12-25,72.69,74.07,-1.3799999999999955
2020-12-25,64.81,67.59,-2.780000000000001
2020-12-25,75.46,73.15,2.309999999999988
2020-12-26,71.3,87.96,-16.659999999999997
2020-12-26,84.26,79.63,4.63000000000001
2020-12-26,79.63,70.37,9.259999999999991
2020-12-26,87.96,75.93,12.029999999999987
2020-12-26,74.07,72.69,1.3799999999999955
2020-12-27,87.96,64.81,23.14999999999999
2020-12-27,84.26,75.46,8.800000000000011
2020-12-27,71.3,71.3,0.0
2020-12-27,74.07,84.26,-10.190000000000012
2020-12-27,79.63,79.63,0.0
2020-12-28,84.26,87.96,-3.6999999999999886
2020-12-28,87.96,74.07,13.89
2020-12-28,74.07,87.96,-13.89
2020-12-28,79.63,84.26,-4.63000000000001
2020-12-28,71.3,71.3,0.0
2020-12-29,71.3,74.07,-2.769999999999996
2020-12-29,79.63,79.63,0.0
2020-12-29,87.96,84.26,3.6999999999999886
2020-12-29,74.07,87.96,-13.89
2020-12-29,84.26,74.07,10.190000000000012
2020-12-30,84.26,79.63,4.63000000000001
2020-12-30,87.96,71.3,16.659999999999997
2020-12-30,79.63,71.3,8.329999999999998
2020-12-30,74.07,79.63,-5.560000000000002
2020-12-30,71.3,87.96,-16.659999999999997
2020-12-31,87.96,74.07,13.89
2020-12-31,79.63,84.26,-4.63000000000001
2020-12-31,74.07,84.26,-10.190000000000012
2020-12-31,84.26,87.96,-3.6999999999999886
2020-12-31,71.3,79.63,-8.329999999999998
2021-01-01,84.26,74.07,10.190000000000012
2021-01-01,74.07,71.3,2.769999999999996
2021-01-01,87.96,87.96,0.0
2021-01-01,79.63,79.63,0.0
2021-01-01,71.3,74.07,-2.769999999999996
2021-01-02,84.26,84.26,0.0
2021-01-02,74.07,71.3,2.769999999999996
2021-01-02,87.96,84.26,3.6999999999999886
2021-01-02,71.3,74.07,-2.769999999999996
2021-01-02,79.63,87.96,-8.329999999999998
2021-01-03,74.07,79.63,-5.560000000000002
2021-01-03,71.3,71.3,0.0
2021-01-03,84.26,84.26,0.0
2021-01-03,87.96,74.07,13.89
2021-01-03,79.63,87.96,-8.329999999999998
2021-01-04,78.7,71.3,7.400000000000006
2021-01-04,87.96,79.63,8.329999999999998
2021-01-04,79.63,74.07,5.560000000000002
2021-01-04,84.26,71.3,12.960000000000008
2021-01-04,74.07,84.26,-10.190000000000012
2021-01-05,87.96,87.96,0.0
2021-01-05,87.96,79.63,8.329999999999998
2021-01-05,78.7,78.7,0.0
2021-01-05,87.96,87.96,0.0
2021-01-05,87.96,79.63,8.329999999999998
2021-01-06,87.96,84.26,3.6999999999999886
2021-01-06,87.96,74.07,13.89
2021-01-06,87.96,87.96,0.0
2021-01-06,78.7,87.96,-9.259999999999991
2021-01-06,87.96,78.7,9.259999999999991
2021-01-07,87.96,87.96,0.0
2021-01-07,82.41,87.96,-5.549999999999997
2021-01-07,87.96,87.96,0.0
2021-01-07,87.96,87.96,0.0
2021-01-07,87.96,87.96,0.0
2021-01-08,87.96,78.7,9.259999999999991
2021-01-08,87.96,87.96,0.0
2021-01-08,82.41,87.96,-5.549999999999997
2021-01-08,87.96,82.41,5.549999999999997
2021-01-08,87.96,87.96,0.0
2021-01-09,87.96,87.96,0.0
2021-01-09,82.41,87.96,-5.549999999999997
2021-01-09,87.96,87.96,0.0
2021-01-09,87.96,87.96,0.0
2021-01-09,87.96,82.41,5.549999999999997
2021-01-10,87.96,87.96,0.0
2021-01-10,87.96,87.96,0.0
2021-01-10,87.96,87.96,0.0
2021-01-10,87.96,82.41,5.549999999999997
2021-01-10,82.41,87.96,-5.549999999999997
2021-01-11,87.96,87.96,0.0
2021-01-11,82.41,87.96,-5.549999999999997
2021-01-11,87.96,87.96,0.0
2021-01-11,87.96,87.96,0.0
2021-01-11,87.96,87.96,0.0
2021-01-12,87.96,87.96,0.0
2021-01-12,87.96,82.41,5.549999999999997
2021-01-12,87.96,87.96,0.0
2021-01-12,87.96,82.41,5.549999999999997
2021-01-12,82.41,87.96,-5.549999999999997
2021-01-13,87.96,87.96,0.0
2021-01-13,87.96,87.96,0.0
2021-01-13,87.96,87.96,0.0
2021-01-13,87.96,87.96,0.0
2021-01-13,82.41,87.96,-5.549999999999997
2021-01-14,87.96,87.96,0.0
2021-01-14,87.96,82.41,5.549999999999997
2021-01-14,87.96,87.96,0.0
2021-01-14,87.96,87.96,0.0
2021-01-14,82.41,87.96,-5.549999999999997
2021-01-15,87.96,87.96,0.0
2021-01-15,87.96,82.41,5.549999999999997
2021-01-15,87.96,87.96,0.0
2021-01-15,87.96,87.96,0.0
2021-01-15,82.41,87.96,-5.549999999999997
2021-01-16,87.96,87.96,0.0
2021-01-16,87.96,82.41,5.549999999999997
2021-01-16,82.41,87.96,-5.549999999999997
2021-01-16,87.96,87.96,0.0
2021-01-16,87.96,87.96,0.0
2021-01-17,82.41,87.96,-5.549999999999997
2021-01-17,87.96,82.41,5.549999999999997
2021-01-17,87.96,87.96,0.0
2021-01-17,87.96,87.96,0.0
2021-01-17,87.96,82.41,5.549999999999997
2021-01-18,82.41,87.96,-5.549999999999997
2021-01-18,87.96,87.96,0.0
2021-01-18,87.96,82.41,5.549999999999997
2021-01-18,87.96,87.96,0.0
2021-01-18,87.96,87.96,0.0
2021-01-19,82.41,87.96,-5.549999999999997
2021-01-19,87.96,87.96,0.0
2021-01-19,87.96,82.41,5.549999999999997
2021-01-19,87.96,87.96,0.0
2021-01-19,87.96,87.96,0.0
2021-01-20,87.96,87.96,0.0
2021-01-20,87.96,87.96,0.0
2021-01-20,87.96,82.41,5.549999999999997
2021-01-20,87.96,87.96,0.0
2021-01-20,82.41,87.96,-5.549999999999997
2021-01-21,87.96,87.96,0.0
2021-01-21,87.96,87.96,0.0
2021-01-21,82.41,87.96,-5.549999999999997
2021-01-21,87.96,87.96,0.0
2021-01-21,87.96,87.96,0.0
2021-01-22,87.96,87.96,0.0
2021-01-22,87.96,82.41,5.549999999999997
2021-01-22,87.96,87.96,0.0
2021-01-22,87.96,87.96,0.0
2021-01-22,82.41,82.41,0.0
2021-01-23,87.96,87.96,0.0
2021-01-23,87.96,87.96,0.0
2021-01-23,87.96,87.96,0.0
2021-01-23,82.41,87.96,-5.549999999999997
2021-01-23,87.96,87.96,0.0
2021-01-24,87.96,87.96,0.0
2021-01-24,82.41,82.41,0.0
2021-01-24,87.96,87.96,0.0
2021-01-24,87.96,87.96,0.0
2021-01-24,87.96,87.96,0.0
2021-01-25,87.96,82.41,5.549999999999997
2021-01-25,87.96,87.96,0.0
2021-01-25,82.41,87.96,-5.549999999999997
2021-01-25,87.96,82.41,5.549999999999997
2021-01-25,87.96,87.96,0.0
2021-01-26,87.96,87.96,0.0
2021-01-26,87.96,87.96,0.0
2021-01-26,87.96,87.96,0.0
2021-01-26,87.96,87.96,0.0
2021-01-26,82.41,82.41,0.0
2021-01-27,87.96,87.96,0.0
2021-01-27,87.96,87.96,0.0
2021-01-27,87.96,87.96,0.0
2021-01-27,87.96,87.96,0.0
2021-01-27,82.41,87.96,-5.549999999999997
2021-01-28,87.96,87.96,0.0
2021-01-28,87.96,82.41,5.549999999999997
2021-01-28,87.96,87.96,0.0
2021-01-28,82.41,87.96,-5.549999999999997
2021-01-28,87.96,87.96,0.0
2021-01-29,87.96,87.96,0.0
2021-01-29,87.96,82.41,5.549999999999997
2021-01-29,87.96,87.96,0.0
2021-01-29,82.41,87.96,-5.549999999999997
2021-01-29,87.96,87.96,0.0
2021-01-30,87.96,82.41,5.549999999999997
2021-01-30,87.96,87.96,0.0
2021-01-30,87.96,87.96,0.0
2021-01-30,87.96,87.96,0.0
2021-01-30,82.41,87.96,-5.549999999999997
2021-01-31,82.41,82.41,0.0
2021-01-31,87.96,87.96,0.0
2021-01-31,87.96,87.96,0.0
2021-01-31,87.96,87.96,0.0
2021-01-31,87.96,87.96,0.0
2021-02-01,87.96,87.96,0.0
2021-02-01,87.96,82.41,5.549999999999997
2021-02-01,87.96,82.41,5.549999999999997
2021-02-01,82.41,87.96,-5.549999999999997
2021-02-01,87.96,87.96,0.0
2021-02-02,87.96,87.96,0.0
2021-02-02,87.96,87.96,0.0
2021-02-02,87.96,87.96,0.0
2021-02-02,82.41,87.96,-5.549999999999997
2021-02-02,87.96,87.96,0.0
2021-02-03,87.96,82.41,5.549999999999997
2021-02-03,82.41,87.96,-5.549999999999997
2021-02-03,87.96,87.96,0.0
2021-02-03,87.96,87.96,0.0
2021-02-03,87.96,87.96,0.0
2021-02-04,87.96,82.41,5.549999999999997
2021-02-04,82.41,87.96,-5.549999999999997
2021-02-04,87.96,87.96,0.0
2021-02-04,87.96,82.41,5.549999999999997
2021-02-04,87.96,87.96,0.0
2021-02-05,87.96,87.96,0.0
2021-02-05,87.96,87.96,0.0
2021-02-05,87.96,87.96,0.0
2021-02-05,87.96,82.41,5.549999999999997
2021-02-05,82.41,87.96,-5.549999999999997
2021-02-06,87.96,87.96,0.0
2021-02-06,87.96,87.96,0.0
2021-02-06,82.41,87.96,-5.549999999999997
2021-02-06,87.96,87.96,0.0
2021-02-06,87.96,87.96,0.0
2021-02-07,87.96,87.96,0.0
2021-02-07,87.96,82.41,5.549999999999997
