Date,Price,MSCI Previous Week Price,Previous Week % MSCI Change,% MSCI Change
2022-05-13,2701.33,2861.55,-3.32,-5.6
2022-05-16,2693.95,2795.62,-6.35,-3.64
2022-05-17,2746.82,2809.82,-5.09,-2.24
2022-05-18,2665.06,2864.43,-4.03,-6.96
2022-05-19,2651.55,2784.12,-7.03,-4.76
2022-05-20,2655.91,2762.21,-6.68,-3.85
2022-05-23,2702.25,2671.83,-7.31,1.14
2022-05-24,2680.46,2677.25,-6.97,0.12
2022-05-25,2700.09,2652.59,-5.64,1.79
2022-05-26,2743.96,2639.75,-5.98,3.95
2022-05-27,2802.59,2701.33,-5.6,3.75
2022-05-30,2814.74,2693.95,-3.64,4.48
2022-05-31,2791.01,2746.82,-2.24,1.61
2022-06-01,2770.43,2665.06,-6.96,3.95
2022-06-06,2789.83,2651.55,-4.76,5.22
2022-06-07,2805.32,2655.91,-3.85,5.63
2022-06-08,2783.29,2702.25,1.14,3.0
2022-06-09,2721.85,2680.46,0.12,1.54
2022-06-10,2641.69,2700.09,1.79,-2.16
2022-06-13,2545.04,2743.96,3.95,-7.25
2022-06-14,2525.88,2802.59,3.75,-9.87
2022-06-15,2556.67,2814.74,4.48,-9.17
2022-06-16,2490.54,2791.01,1.61,-10.77
2022-06-17,2485.77,2770.43,3.95,-10.27
2022-06-20,2494.99,2789.83,5.22,-10.57
2022-06-21,2543.36,2805.32,5.63,-9.34
2022-06-22,2537.26,2783.29,3.0,-8.84
2022-06-23,2549.05,2721.85,1.54,-6.35
2022-06-24,2619.48,2641.69,-2.16,-0.84
2022-06-27,2623.2,2545.04,-7.25,3.07
2022-06-28,2584.26,2525.88,-9.87,2.31
2022-06-29,2574.45,2556.67,-9.17,0.7
2022-06-30,2546.19,2490.54,-10.77,2.23
2022-07-01,2559.95,2485.77,-10.27,2.98
2022-07-04,2567.87,2494.99,-10.57,2.92
2022-07-05,2553.95,2543.36,-9.34,0.42
2022-07-06,2561.2,2537.26,-8.84,0.94
2022-07-07,2602.03,2549.05,-6.35,2.08
2022-07-08,2603.62,2619.48,-0.84,-0.61
2022-07-11,2572.33,2623.2,3.07,-1.94
2022-07-12,2554.18,2584.26,2.31,-1.16
2022-07-13,2544.68,2574.45,0.7,-1.16
2022-07-14,2520.92,2546.19,2.23,-0.99
2022-07-15,2568.64,2559.95,2.98,0.34
2022-07-18,2567.68,2567.87,2.92,-0.01
2022-07-19,2628.34,2553.95,0.42,2.91
2022-07-20,2643.93,2561.2,0.94,3.23
2022-07-21,2663.84,2602.03,2.08,2.38
2022-07-22,2650.82,2603.62,-0.61,1.81
2022-07-25,2651.22,2572.33,-1.94,3.07
2022-07-26,2624.49,2554.18,-1.16,2.75
2022-07-27,2675.08,2544.68,-1.16,5.12
2022-07-28,2709.82,2520.92,-0.99,7.49
2022-07-29,2746.36,2568.64,0.34,6.92
2022-08-01,2749.26,2567.68,-0.01,7.07
2022-08-02,2728.3,2628.34,2.91,3.8
2022-08-03,2755.25,2643.93,3.23,4.21
2022-08-04,2761.65,2663.84,2.38,3.67
2022-08-05,2752.06,2650.82,1.81,3.82
2022-08-08,2758.72,2651.22,3.07,4.05
2022-08-09,2743.62,2624.49,2.75,4.54
2022-08-10,2803.37,2675.08,5.12,4.8
2022-08-11,2802.23,2709.82,7.49,3.41
2022-08-12,2834.51,2746.36,6.92,3.21
2022-08-15,2842.48,2749.26,7.07,3.39
2022-08-16,2844.42,2728.3,3.8,4.26
2022-08-17,2822.87,2755.25,4.21,2.45
2022-08-18,2826.41,2761.65,3.67,2.34
2022-08-19,2787.71,2752.06,3.82,1.3
2022-08-22,2736.1,2758.72,4.05,-0.82
2022-08-23,2730.35,2743.62,4.54,-0.48
2022-08-24,2736.01,2803.37,4.8,-2.4
2022-08-25,2768.48,2802.23,3.41,-1.2
2022-08-26,2694.62,2834.51,3.21,-4.94
2022-08-30,2645.37,2842.48,3.39,-6.93
2022-08-31,2627.32,2844.42,4.26,-7.63
2022-09-01,2610.25,2822.87,2.45,-7.53
2022-09-02,2605.21,2826.41,2.34,-7.83
2022-09-05,2596.7,2787.71,1.3,-6.85
2022-09-06,2584.97,2736.1,-0.82,-5.52
2022-09-07,2614.1,2730.35,-0.48,-4.26
2022-09-08,2636.17,2736.01,-2.4,-3.65
2022-09-09,2682.9,2768.48,-1.2,-3.09
2022-09-12,2719.01,2694.62,-4.94,0.91
2022-09-13,2619.5,2645.37,-6.93,-0.98
2022-09-14,2617.84,2627.32,-7.63,-0.36
2022-09-15,2592.0,2610.25,-7.53,-0.7
2022-09-16,2569.29,2605.21,-7.83,-1.38
2022-09-20,2554.02,2596.7,-6.85,-1.64
2022-09-21,2516.59,2584.97,-5.52,-2.65
2022-09-22,2489.36,2614.1,-4.26,-4.77
2022-09-23,2438.5,2636.17,-3.65,-7.5
2022-09-26,2408.44,2682.9,-3.09,-10.23
2022-09-27,2403.88,2719.01,0.91,-11.59
2022-09-28,2438.78,2619.5,-0.98,-6.9
2022-09-29,2401.32,2617.84,-0.36,-8.27
2022-09-30,2378.65,2592.0,-0.7,-8.23
2022-10-03,2429.91,2569.29,-1.38,-5.42
2022-10-04,2511.72,2554.02,-1.64,-1.66
2022-10-05,2500.08,2516.59,-2.65,-0.66
2022-10-06,2478.42,2489.36,-4.77,-0.44
2022-10-07,2417.72,2438.5,-7.5,-0.85
2022-10-10,2395.61,2408.44,-10.23,-0.53
2022-10-11,2376.29,2403.88,-11.59,-1.15
2022-10-12,2367.69,2438.78,-6.9,-2.91
2022-10-13,2411.69,2401.32,-8.27,0.43
2022-10-14,2376.64,2378.65,-8.23,-0.08
2022-10-17,2431.84,2429.91,-5.42,0.08
2022-10-18,2457.86,2511.72,-1.66,-2.14
2022-10-19,2439.3,2500.08,-0.66,-2.43
2022-10-20,2429.26,2478.42,-0.44,-1.98
2022-10-21,2462.42,2417.72,-0.85,1.85
2022-10-24,2493.06,2395.61,-0.53,4.07
2022-10-25,2537.54,2376.29,-1.15,6.79
2022-10-26,2535.67,2367.69,-2.91,7.09
2022-10-27,2523.59,2411.69,0.43,4.64
2022-10-28,2561.04,2376.64,-0.08,7.76
2022-10-31,2547.72,2431.84,0.08,4.77
2022-11-01,2546.4,2457.86,-2.14,3.6
2022-11-02,2499.78,2439.3,-2.43,2.48
2022-11-03,2467.89,2429.26,-1.98,1.59
2022-11-04,2507.22,2462.42,1.85,1.82
2022-11-07,2533.63,2493.06,4.07,1.63
2022-11-08,2554.87,2537.54,6.79,0.68
2022-11-09,2509.77,2535.67,7.09,-1.02
2022-11-10,2636.55,2523.59,4.64,4.48
2022-11-11,2674.08,2561.04,7.76,4.41
2022-11-14,2653.94,2547.72,4.77,4.17
2022-11-15,2678.23,2546.4,3.6,5.18
2022-11-16,2657.58,2499.78,2.48,6.31
2022-11-17,2642.34,2467.89,1.59,7.07
2022-11-18,2658.9,2507.22,1.82,6.05
2022-11-21,2640.44,2533.63,1.63,4.22
2022-11-22,2675.46,2554.87,0.68,4.72
2022-11-23,2697.39,2509.77,-1.02,7.48
2022-11-24,2706.01,2636.55,4.48,2.63
2022-11-25,2703.67,2674.08,4.41,1.11
2022-11-28,2668.44,2653.94,4.17,0.55
2022-11-29,2663.25,2678.23,5.18,-0.56
2022-11-30,2720.89,2657.58,6.31,2.38
2022-12-01,2741.08,2642.34,7.07,3.74
2022-12-02,2733.03,2658.9,6.05,2.79
2022-12-05,2696.3,2640.44,4.22,2.12
2022-12-06,2662.07,2675.46,4.72,-0.5
2022-12-07,2654.34,2697.39,7.48,-1.6
2022-12-08,2670.27,2706.01,2.63,-1.32
2022-12-09,2662.86,2703.67,1.11,-1.51
2022-12-12,2683.56,2668.44,0.55,0.57
2022-12-13,2715.49,2663.25,-0.56,1.96
2022-12-14,2705.31,2720.89,2.38,-0.57
2022-12-15,2636.91,2741.08,3.74,-3.8
2022-12-16,2606.01,2733.03,2.79,-4.65
2022-12-19,2585.89,2696.3,2.12,-4.09
2022-12-20,2592.86,2662.07,-0.5,-2.6
2022-12-21,2626.92,2654.34,-1.6,-1.03
2022-12-22,2595.25,2670.27,-1.32,-2.81
2022-12-23,2605.19,2662.86,-1.51,-2.17
2022-12-28,2575.16,2683.56,0.57,-4.04
2022-12-29,2611.98,2715.49,1.96,-3.81
2022-12-30,2602.69,2705.31,-0.57,-3.79
2023-01-03,2600.91,2636.91,-3.8,-1.37
2023-01-04,2624.35,2606.01,-4.65,0.7
2023-01-05,2594.69,2585.89,-4.09,0.34
2023-01-06,2649.76,2592.86,-2.6,2.19
2023-01-09,2663.17,2626.92,-1.03,1.38
2023-01-10,2671.2,2595.25,-2.81,2.93
2023-01-11,2700.75,2605.19,-2.17,3.67
2023-01-12,2720.09,2575.16,-4.04,5.63
2023-01-13,2735.72,2611.98,-3.81,4.74
2023-01-16,2735.88,2602.69,-3.79,5.12
2023-01-17,2736.45,2600.91,-1.37,5.21
2023-01-18,2713.54,2624.35,0.7,3.4
2023-01-19,2685.32,2594.69,0.34,3.49
2023-01-20,2725.4,2649.76,2.19,2.85
2023-01-23,2754.96,2663.17,1.38,3.45
2023-01-24,2755.96,2671.2,2.93,3.17
2023-01-25,2756.73,2700.75,3.67,2.07
2023-01-26,2777.62,2720.09,5.63,2.12
2023-01-27,2785.84,2735.72,4.74,1.83
2023-01-30,2759.32,2735.88,5.12,0.86
2023-01-31,2785.0,2736.45,5.21,1.77
2023-02-01,2809.94,2713.54,3.4,3.55
2023-02-02,2847.82,2685.32,3.49,6.05
2023-02-03,2820.73,2725.4,2.85,3.5
2023-02-06,2793.59,2754.96,3.45,1.4
2023-02-07,2820.49,2755.96,3.17,2.34
2023-02-08,2801.96,2756.73,2.07,1.64
2023-02-09,2790.53,2777.62,2.12,0.46
2023-02-10,2783.91,2785.84,1.83,-0.07
2023-02-13,2810.04,2759.32,0.86,1.84
2023-02-14,2812.53,2785.0,1.77,0.99
2023-02-15,2815.45,2809.94,3.55,0.2
2023-02-16,2790.63,2847.82,6.05,-2.01
2023-02-17,2779.88,2820.73,3.5,-1.45
2023-02-20,2783.26,2793.59,1.4,-0.37
2023-02-21,2740.38,2820.49,2.34,-2.84
2023-02-22,2730.88,2801.96,1.64,-2.54
2023-02-23,2737.41,2790.53,0.46,-1.9
2023-02-24,2706.91,2783.91,-0.07,-2.77
2023-02-27,2721.63,2810.04,1.84,-3.15
2023-02-28,2714.57,2812.53,0.99,-3.48
2023-03-01,2706.79,2815.45,0.2,-3.86
2023-03-02,2719.68,2790.63,-2.01,-2.54
2023-03-03,2757.97,2779.88,-1.45,-0.79
2023-03-06,2764.64,2783.26,-0.37,-0.67
2023-03-07,2724.8,2740.38,-2.84,-0.57
2023-03-08,2725.23,2730.88,-2.54,-0.21
2023-03-09,2691.17,2737.41,-1.9,-1.69
2023-03-10,2657.41,2706.91,-2.77,-1.83
2023-03-13,2643.64,2721.63,-3.15,-2.87
2023-03-14,2674.36,2714.57,-3.48,-1.48
2023-03-15,2638.46,2706.79,-3.86,-2.52
2023-03-16,2677.99,2719.68,-2.54,-1.53
2023-03-17,2656.19,2757.97,-0.79,-3.69
2023-03-20,2678.29,2764.64,-0.67,-3.12
2023-03-21,2711.84,2724.8,-0.57,-0.48
2023-03-22,2686.13,2725.23,-0.21,-1.43
2023-03-23,2696.85,2691.17,-1.69,0.21
2023-03-24,2692.55,2657.41,-1.83,1.32
2023-03-27,2702.42,2643.64,-2.87,2.22
2023-03-28,2704.76,2674.36,-1.48,1.14
2023-03-29,2739.42,2638.46,-2.52,3.83
2023-03-30,2759.7,2677.99,-1.53,3.05
2023-03-31,2791.44,2656.19,-3.69,5.09
2023-04-03,2803.63,2678.29,-3.12,4.68
2023-04-04,2796.78,2711.84,-0.48,3.13
2023-04-05,2784.05,2686.13,-1.43,3.65
2023-04-06,2790.1,2696.85,0.21,3.46
2023-04-11,2797.07,2692.55,1.32,3.88
2023-04-12,2795.48,2702.42,2.22,3.44
2023-04-13,2829.2,2704.76,1.14,4.6
2023-04-14,2825.75,2739.42,3.83,3.15
2023-04-17,2827.24,2759.7,3.05,2.45
2023-04-18,2835.89,2791.44,5.09,1.59
2023-04-19,2833.39,2803.63,4.68,1.06
2023-04-20,2822.54,2796.78,3.13,0.92
2023-04-21,2823.07,2784.05,3.65,1.4
2023-04-24,2826.85,2790.1,3.46,1.32
2023-04-25,2789.54,2797.07,3.88,-0.27
2023-04-26,2779.71,2795.48,3.44,-0.56
2023-04-27,2815.77,2829.2,4.6,-0.47
2023-04-28,2835.93,2825.75,3.15,0.36
2023-05-02,2803.07,2827.24,2.45,-0.85
2023-05-03,2796.31,2835.89,1.59,-1.4
2023-05-04,2779.26,2833.39,1.06,-1.91
2023-05-05,2821.99,2822.54,0.92,-0.02
2023-05-09,2815.29,2823.07,1.4,-0.28
2023-05-10,2822.6,2826.85,1.32,-0.15
2023-05-11,2814.86,2789.54,-0.27,0.91
2023-05-12,2809.35,2779.71,-0.56,1.07
2023-05-15,2819.47,2815.77,-0.47,0.13
2023-05-16,2802.39,2835.93,0.36,-1.18
2023-05-17,2820.92,2803.07,-0.85,0.64
2023-05-18,2840.12,2796.31,-1.4,1.57
2023-05-19,2842.76,2779.26,-1.91,2.28
2023-05-22,2845.71,2821.99,-0.02,0.84
2023-05-23,2816.85,2815.29,-0.28,0.06
2023-05-24,2788.82,2822.6,-0.15,-1.2
2023-05-25,2796.86,2814.86,0.91,-0.64
2023-05-26,2827.93,2809.35,1.07,0.66
2023-05-30,2825.6,2819.47,0.13,0.22
2023-05-31,2800.56,2802.39,-1.18,-0.07
2023-06-01,2831.66,2820.92,0.64,0.38
2023-06-02,2873.37,2840.12,1.57,1.17
2023-06-05,2870.27,2842.76,2.28,0.97
2023-06-06,2877.97,2845.71,0.84,1.13
2023-06-07,2866.59,2816.85,0.06,1.77
2023-06-08,2882.13,2788.82,-1.2,3.35
2023-06-09,2885.63,2796.86,-0.64,3.17
2023-06-12,2906.01,2827.93,0.66,2.76
2023-06-13,2929.68,2825.6,0.22,3.68
2023-06-14,2939.59,2800.56,-0.07,4.96
2023-06-15,2966.43,2831.66,0.38,4.76
2023-06-16,2962.34,2873.37,1.17,3.1
2023-06-19,2955.12,2870.27,0.97,2.96
2023-06-20,2939.54,2877.97,1.13,2.14
2023-06-21,2927.72,2866.59,1.77,2.13
2023-06-22,2930.37,2882.13,3.35,1.67
2023-06-23,2902.34,2885.63,3.17,0.58
2023-06-26,2894.93,2906.01,2.76,-0.38
2023-06-27,2921.19,2929.68,3.68,-0.29
2023-06-28,2924.92,2939.59,4.96,-0.5
2023-06-29,2933.86,2966.43,4.76,-1.1
2023-06-30,2966.72,2962.34,3.1,0.15
2023-07-03,2972.03,2955.12,2.96,0.57
2023-07-04,2971.7,2939.54,2.14,1.09
2023-07-05,2960.76,2927.72,2.13,1.13
2023-07-06,2924.55,2930.37,1.67,-0.2
2023-07-07,2924.19,2902.34,0.58,0.75
2023-07-10,2931.05,2894.93,-0.38,1.25
2023-07-11,2953.12,2921.19,-0.29,1.09
2023-07-12,2987.19,2924.92,-0.5,2.13
2023-07-13,3019.71,2933.86,-1.1,2.93
2023-07-14,3017.94,2966.72,0.15,1.73
2023-07-17,3021.96,2972.03,0.57,1.68
2023-07-18,3042.53,2971.7,1.09,2.38
2023-07-19,3047.99,2960.76,1.13,2.95
2023-07-20,3029.7,2924.55,-0.2,3.6
2023-07-21,3028.71,2924.19,0.75,3.57
2023-07-24,3037.44,2931.05,1.25,3.63
2023-07-25,3045.39,2953.12,1.09,3.12
2023-07-26,3044.7,2987.19,2.13,1.93
2023-07-27,3034.41,3019.71,2.93,0.49
2023-07-28,3057.84,3017.94,1.73,1.32
2023-07-31,3064.3,3021.96,1.68,1.4
2023-08-01,3048.6,3042.53,2.38,0.2
2023-08-02,3000.53,3047.99,2.95,-1.56
2023-08-03,2990.13,3029.7,3.6,-1.31
2023-08-04,2986.54,3028.71,3.57,-1.39
2023-08-07,3003.77,3037.44,3.63,-1.11
2023-08-08,2988.1,3045.39,3.12,-1.88
2023-08-09,2976.31,3044.7,1.93,-2.25
2023-08-10,2984.81,3034.41,0.49,-1.63
2023-08-11,2972.73,3057.84,1.32,-2.78
2023-08-14,2976.86,3064.3,1.4,-2.85
2023-08-15,2948.22,3048.6,0.2,-3.29
2023-08-16,2925.63,3000.53,-1.56,-2.5
2023-08-17,2901.84,2990.13,-1.31,-2.95
2023-08-18,2897.5,2986.54,-1.39,-2.98
2023-08-21,2910.52,3003.77,-1.11,-3.1
2023-08-22,2909.19,2988.1,-1.88,-2.64
2023-08-23,2937.7,2976.31,-2.25,-1.3
2023-08-24,2906.25,2984.81,-1.63,-2.63
2023-08-25,2911.99,2972.73,-2.78,-2.04
2023-08-29,2975.5,2976.86,-2.85,-0.05
2023-08-30,2991.52,2948.22,-3.29,1.47
2023-08-31,2986.02,2925.63,-2.5,2.06
2023-09-01,2989.51,2901.84,-2.95,3.02
2023-09-04,2990.17,2897.5,-2.98,3.2
2023-09-05,2973.45,2910.52,-3.1,2.16
2023-09-06,2955.82,2909.19,-2.64,1.6
2023-09-07,2947.11,2937.7,-1.3,0.32
2023-09-08,2948.81,2906.25,-2.63,1.46
2023-09-11,2969.45,2911.99,-2.04,1.97
2023-09-12,2955.87,2975.5,-0.05,-0.66
2023-09-13,2956.84,2991.52,1.47,-1.16
2023-09-14,2982.68,2986.02,2.06,-0.11
2023-09-15,2960.98,2989.51,3.02,-0.95
2023-09-18,2956.14,2990.17,3.2,-1.14
2023-09-19,2951.17,2973.45,2.16,-0.75
2023-09-20,2936.36,2955.82,1.6,-0.66
2023-09-21,2886.07,2947.11,0.32,-2.07
2023-09-22,2879.85,2948.81,1.46,-2.34
2023-09-25,2879.79,2969.45,1.97,-3.02
2023-09-26,2844.83,2955.87,-0.66,-3.76
2023-09-27,2840.82,2956.84,-1.16,-3.92
2023-09-28,2855.88,2982.68,-0.11,-4.25
2023-09-29,2853.24,2960.98,-0.95,-3.64
2023-10-02,2838.78,2956.14,-1.14,-3.97
2023-10-03,2799.64,2951.17,-0.75,-5.13
2023-10-04,2810.86,2936.36,-0.66,-4.27
2023-10-05,2816.43,2886.07,-2.07,-2.41
2023-10-06,2845.23,2879.85,-2.34,-1.2
2023-10-09,2858.71,2879.79,-3.02,-0.73
2023-10-10,2887.89,2844.83,-3.76,1.51
2023-10-11,2899.5,2840.82,-3.92,2.07
2023-10-12,2884.06,2855.88,-4.25,0.99
2023-10-13,2862.14,2853.24,-3.64,0.31
2023-10-16,2885.35,2838.78,-3.97,1.64
2023-10-17,2888.62,2799.64,-5.13,3.18
2023-10-18,2851.89,2810.86,-4.27,1.46
2023-10-19,2824.45,2816.43,-2.41,0.28
2023-10-20,2791.24,2845.23,-1.2,-1.9
2023-10-23,2786.75,2858.71,-0.73,-2.52
2023-10-24,2801.96,2887.89,1.51,-2.98
2023-10-25,2772.11,2899.5,2.07,-4.39
2023-10-26,2740.96,2884.06,0.99,-4.96
2023-10-27,2731.99,2862.14,0.31,-4.55
2023-10-30,2757.59,2885.35,1.64,-4.43
2023-10-31,2768.62,2888.62,3.18,-4.15
2023-11-01,2797.49,2851.89,1.46,-1.91
2023-11-02,2852.55,2824.45,0.28,0.99
2023-11-03,2883.8,2791.24,-1.9,3.32
2023-11-06,2889.44,2786.75,-2.52,3.68
2023-11-07,2887.39,2801.96,-2.98,3.05
2023-11-08,2888.41,2772.11,-4.39,4.2
2023-11-09,2878.98,2740.96,-4.96,5.04
2023-11-10,2900.76,2731.99,-4.55,6.18
2023-11-13,2904.64,2757.59,-4.43,5.33
2023-11-14,2963.36,2768.62,-4.15,7.03
2023-11-15,2975.19,2797.49,-1.91,6.35
2023-11-16,2973.0,2852.55,0.99,4.22
2023-11-17,2985.19,2883.8,3.32,3.52
2023-11-20,3004.88,2889.44,3.68,4.0
2023-11-21,2999.87,2887.39,3.05,3.9
2023-11-22,3004.76,2888.41,4.2,4.03
2023-11-23,3008.74,2878.98,5.04,4.51
2023-11-24,3015.19,2900.76,6.18,3.94
2023-11-27,3007.99,2904.64,5.33,3.56
2023-11-28,3012.57,2963.36,7.03,1.66
2023-11-29,3013.93,2975.19,6.35,1.3
2023-11-30,3023.63,2973.0,4.22,1.7
2023-12-01,3040.7,2985.19,3.52,1.86
2023-12-04,3026.59,3004.88,4.0,0.72
2023-12-05,3023.22,2999.87,3.9,0.78
2023-12-06,3020.98,3004.76,4.03,0.54
2023-12-07,3037.45,3008.74,4.51,0.95
2023-12-08,3047.21,3015.19,3.94,1.06
2023-12-11,3056.42,3007.99,3.56,1.61
2023-12-12,3067.44,3012.57,1.66,1.82
2023-12-13,3101.08,3013.93,1.3,2.89
2023-12-14,3128.89,3023.63,1.7,3.48
2023-12-15,3126.14,3040.7,1.86,2.81
2023-12-18,3131.35,3026.59,0.72,3.46
2023-12-19,3153.34,3023.22,0.78,4.3
2023-12-20,3121.79,3020.98,0.54,3.34
2023-12-21,3145.09,3037.45,0.95,3.54
2023-12-22,3152.26,3047.21,1.06,3.45
2023-12-27,3175.65,3056.42,1.61,3.9
2023-12-28,3178.05,3067.44,1.82,3.61
2023-12-29,3169.18,3101.08,2.89,2.2
