Date,ADS Index,Previous ADS Index,ADS_Change
2022-01-17,-0.447519,-0.483662,0.03614299999999998
2022-01-18,-0.43522,-0.476717,0.041497000000000006
2022-01-19,-0.421659,-0.447519,0.025859999999999994
2022-01-20,-0.406831,-0.43522,0.028388999999999998
2022-01-21,-0.390731,-0.421659,0.03092800000000001
2022-01-24,-0.334724,-0.406831,0.07210699999999998
2022-01-25,-0.313453,-0.390731,0.07727800000000001
2022-01-26,-0.290866,-0.334724,0.04385800000000001
2022-01-27,-0.266955,-0.313453,0.046497999999999984
2022-01-28,-0.241711,-0.290866,0.049155000000000004
2022-01-31,-0.158491,-0.266955,0.108464
2022-02-01,-0.129038,-0.241711,0.112673
2022-02-02,-0.101891,-0.158491,0.0566
2022-02-03,-0.0770375,-0.129038,0.05200050000000002
2022-02-04,-0.0544693,-0.101891,0.0474217
2022-02-07,0.00156971,-0.0770375,0.07860721
2022-02-08,0.0190008,-0.0544693,0.0734701
2022-02-09,0.0361459,0.00156971,0.03457619
2022-02-10,0.0530116,0.0190008,0.034010799999999994
2022-02-11,0.0696043,0.0361459,0.03345839999999999
2022-02-14,0.11637,0.0530116,0.06335840000000001
2022-02-15,0.129055,0.0696043,0.05945070000000001
2022-02-16,0.140058,0.11637,0.023687999999999987
2022-02-17,0.149382,0.129055,0.020326999999999984
2022-02-18,0.157032,0.140058,0.016974000000000017
2022-02-21,0.16977,0.149382,0.020388000000000017
2022-02-22,0.170368,0.157032,0.013335999999999987
2022-02-23,0.169112,0.16977,-0.0006579999999999919
2022-02-24,0.166002,0.170368,-0.004365999999999981
2022-02-25,0.161036,0.169112,-0.008076
2022-02-28,0.136122,0.166002,-0.029880000000000018
2022-03-01,0.125991,0.161036,-0.03504500000000002
2022-03-02,0.116534,0.136122,-0.019587999999999994
2022-03-03,0.107747,0.125991,-0.018243999999999996
2022-03-04,0.0996267,0.116534,-0.0169073
2022-03-07,0.0784826,0.107747,-0.029264399999999996
2022-03-08,0.0714933,0.0996267,-0.028133400000000003
2022-03-09,0.0644034,0.0784826,-0.0140792
2022-03-10,0.0572101,0.0714933,-0.014283199999999996
2022-03-11,0.0499107,0.0644034,-0.014492699999999997
2022-03-14,0.027156,0.0572101,-0.0300541
2022-03-15,0.019021,0.0499107,-0.030889700000000003
2022-03-16,0.0105739,0.027156,-0.0165821
2022-03-17,0.00181154,0.019021,-0.01720946
2022-03-18,-0.0072695,0.0105739,-0.017843400000000002
2022-03-21,-0.0358065,0.00181154,-0.03761804
2022-03-22,-0.0448905,-0.0072695,-0.037621
2022-03-23,-0.0536574,-0.0358065,-0.017850900000000003
2022-03-24,-0.0621105,-0.0448905,-0.01722
2022-03-25,-0.0702531,-0.0536574,-0.016595699999999998
2022-03-28,-0.0930716,-0.0621105,-0.030961100000000005
2022-03-29,-0.100449,-0.0702531,-0.030195899999999998
2022-03-30,-0.107753,-0.0930716,-0.014681399999999997
2022-03-31,-0.114988,-0.100449,-0.01453900000000001
2022-04-01,-0.122156,-0.107753,-0.014403
2022-04-04,-0.144743,-0.114988,-0.029755000000000004
2022-04-05,-0.152591,-0.122156,-0.030435000000000004
2022-04-06,-0.160595,-0.144743,-0.015851999999999977
2022-04-07,-0.16876,-0.152591,-0.01616899999999999
2022-04-08,-0.177088,-0.160595,-0.016493000000000008
2022-04-11,-0.20345,-0.16876,-0.03469
2022-04-12,-0.213192,-0.177088,-0.036104
2022-04-13,-0.223477,-0.20345,-0.020027000000000017
2022-04-14,-0.234311,-0.213192,-0.021119
2022-04-19,-0.29596,-0.223477,-0.07248299999999999
2022-04-20,-0.309286,-0.234311,-0.07497500000000001
2022-04-21,-0.322896,-0.29596,-0.026936000000000015
2022-04-22,-0.336795,-0.309286,-0.027509000000000006
2022-04-25,-0.379938,-0.322896,-0.05704199999999998
2022-04-26,-0.394355,-0.336795,-0.05756
2022-04-27,-0.408741,-0.379938,-0.028803000000000023
2022-04-28,-0.423101,-0.394355,-0.028745999999999994
2022-04-29,-0.437442,-0.408741,-0.028700999999999977
2022-05-03,-0.494319,-0.423101,-0.071218
2022-05-04,-0.508244,-0.437442,-0.07080200000000003
2022-05-05,-0.522048,-0.494319,-0.027728999999999948
2022-05-06,-0.535738,-0.508244,-0.02749400000000002
2022-05-09,-0.574805,-0.522048,-0.052757000000000054
2022-05-10,-0.585359,-0.535738,-0.049620999999999915
2022-05-11,-0.59446,-0.574805,-0.019654999999999978
2022-05-12,-0.60211,-0.585359,-0.01675100000000007
2022-05-13,-0.608313,-0.59446,-0.013853000000000004
2022-05-16,-0.619586,-0.60211,-0.017475999999999936
2022-05-17,-0.62267,-0.608313,-0.014356999999999953
2022-05-18,-0.625642,-0.619586,-0.006056000000000061
2022-05-19,-0.628501,-0.62267,-0.005831000000000031
2022-05-20,-0.63125,-0.625642,-0.005607999999999946
2022-05-23,-0.63881,-0.628501,-0.010309000000000013
2022-05-24,-0.641067,-0.63125,-0.009817000000000076
2022-05-25,-0.643189,-0.63881,-0.004379000000000022
2022-05-26,-0.645176,-0.641067,-0.004108999999999918
2022-05-27,-0.64703,-0.643189,-0.0038409999999999833
2022-05-30,-0.650693,-0.645176,-0.005516999999999994
2022-05-31,-0.649808,-0.64703,-0.002778000000000058
2022-06-01,-0.647684,-0.650693,0.0030089999999999284
2022-06-06,-0.613375,-0.649808,0.03643300000000005
2022-06-07,-0.602795,-0.647684,0.04488900000000007
2022-06-08,-0.591227,-0.613375,0.022148000000000057
2022-06-09,-0.578665,-0.602795,0.024129999999999985
2022-06-10,-0.565106,-0.591227,0.02612099999999995
2022-06-13,-0.518243,-0.578665,0.060421999999999976
2022-06-14,-0.500345,-0.565106,0.06476099999999996
2022-06-15,-0.481273,-0.518243,0.03697
2022-06-16,-0.46102,-0.500345,0.039325000000000054
2022-06-17,-0.439578,-0.481273,0.04169499999999998
2022-06-20,-0.368236,-0.46102,0.09278399999999998
2022-06-21,-0.342355,-0.439578,0.097223
2022-06-22,-0.315443,-0.368236,0.052793000000000034
2022-06-23,-0.287487,-0.342355,0.05486800000000003
2022-06-24,-0.258478,-0.315443,0.05696499999999999
2022-06-27,-0.164816,-0.287487,0.122671
2022-06-28,-0.131076,-0.258478,0.127402
2022-06-29,-0.0960203,-0.164816,0.06879569999999999
2022-06-30,-0.0596366,-0.131076,0.0714394
2022-07-01,-0.0219107,-0.0960203,0.0741096
2022-07-04,0.0810793,-0.0596366,0.1407159
2022-07-05,0.112155,-0.0219107,0.1340657
2022-07-06,0.141635,0.0810793,0.060555700000000004
2022-07-07,0.169532,0.112155,0.057376999999999984
2022-07-08,0.195857,0.141635,0.05422199999999999
2022-07-11,0.265469,0.169532,0.09593700000000002
2022-07-12,0.285551,0.195857,0.089694
2022-07-13,0.304081,0.265469,0.03861199999999998
2022-07-14,0.321067,0.285551,0.03551599999999999
2022-07-15,0.336515,0.304081,0.03243400000000002
2022-07-18,0.373834,0.321067,0.05276700000000001
2022-07-19,0.383475,0.336515,0.04696
2022-07-20,0.391748,0.373834,0.017913999999999985
2022-07-21,0.398656,0.383475,0.015181
2022-07-22,0.404202,0.391748,0.01245400000000002
2022-07-25,0.412871,0.398656,0.014214999999999978
2022-07-26,0.413356,0.404202,0.009153999999999995
2022-07-27,0.41267,0.412871,-0.00020100000000000673
2022-07-28,0.410814,0.413356,-0.0025419999999999887
2022-07-29,0.407787,0.41267,-0.004882999999999971
2022-08-01,0.39095,0.410814,-0.019863999999999993
2022-08-02,0.383676,0.407787,-0.024110999999999994
2022-08-03,0.376388,0.39095,-0.01456200000000002
2022-08-04,0.369081,0.383676,-0.014595000000000025
2022-08-05,0.361754,0.376388,-0.01463399999999998
2022-08-08,0.339919,0.369081,-0.029161999999999966
2022-08-09,0.333078,0.361754,-0.028676000000000035
2022-08-10,0.326501,0.339919,-0.013418000000000041
2022-08-11,0.320186,0.333078,-0.012891999999999959
2022-08-12,0.314129,0.326501,-0.012371999999999994
2022-08-15,0.29735,0.320186,-0.022836000000000023
2022-08-16,0.292027,0.314129,-0.02210200000000001
2022-08-17,0.286812,0.29735,-0.010537999999999992
2022-08-18,0.281703,0.292027,-0.010324
2022-08-19,0.276697,0.286812,-0.010114999999999985
2022-08-22,0.262189,0.281703,-0.019513999999999976
2022-08-23,0.257384,0.276697,-0.019313000000000025
2022-08-24,0.252577,0.262189,-0.00961200000000001
2022-08-25,0.247763,0.257384,-0.00962099999999999
2022-08-26,0.242943,0.252577,-0.009634000000000004
2022-08-30,0.223653,0.247763,-0.02411000000000002
2022-08-31,0.218871,0.242943,-0.024071999999999982
2022-09-01,0.214103,0.223653,-0.009550000000000003
2022-09-02,0.209054,0.218871,-0.00981700000000002
2022-09-05,0.192051,0.214103,-0.02205199999999999
2022-09-06,0.185564,0.209054,-0.023489999999999983
2022-09-07,0.17864,0.192051,-0.013411000000000006
2022-09-08,0.171275,0.185564,-0.014288999999999996
2022-09-09,0.163467,0.17864,-0.015172999999999992
2022-09-12,0.137918,0.171275,-0.033357
2022-09-13,0.129438,0.163467,-0.034029000000000004
2022-09-14,0.121065,0.137918,-0.016853000000000007
2022-09-15,0.112795,0.129438,-0.01664299999999999
2022-09-16,0.104626,0.121065,-0.01643900000000001
2022-09-20,0.0702,0.112795,-0.04259500000000001
2022-09-21,0.0597943,0.104626,-0.044831699999999995
2022-09-22,0.0485718,0.0702,-0.0216282
2022-09-23,0.036528,0.0597943,-0.023266300000000004
2022-09-26,-0.00317342,0.0485718,-0.05174522
2022-09-27,-0.0157403,0.036528,-0.0522683
2022-09-28,-0.0277477,-0.00317342,-0.02457428
2022-09-29,-0.0392003,-0.0157403,-0.02346
2022-09-30,-0.0501024,-0.0277477,-0.022354699999999998
2022-10-03,-0.0800533,-0.0392003,-0.040852999999999993
2022-10-04,-0.0899153,-0.0501024,-0.039812900000000005
2022-10-05,-0.0998255,-0.0800533,-0.019772200000000004
2022-10-06,-0.109788,-0.0899153,-0.019872699999999993
2022-10-07,-0.119806,-0.0998255,-0.019980499999999998
2022-10-10,-0.150686,-0.109788,-0.04089799999999999
2022-10-11,-0.161871,-0.119806,-0.04206499999999999
2022-10-12,-0.173586,-0.150686,-0.022900000000000004
2022-10-13,-0.185834,-0.161871,-0.023963000000000012
2022-10-14,-0.198619,-0.173586,-0.025033
2022-10-17,-0.239916,-0.185834,-0.05408199999999999
2022-10-18,-0.254227,-0.198619,-0.05560799999999999
2022-10-19,-0.268762,-0.239916,-0.02884600000000001
2022-10-20,-0.283529,-0.254227,-0.029301999999999995
2022-10-21,-0.298532,-0.268762,-0.02977000000000002
2022-10-24,-0.345031,-0.283529,-0.061502
2022-10-25,-0.361062,-0.298532,-0.06252999999999997
2022-10-26,-0.377371,-0.345031,-0.032340000000000035
2022-10-27,-0.393964,-0.361062,-0.03290199999999999
2022-10-28,-0.410847,-0.377371,-0.033476000000000006
2022-10-31,-0.463273,-0.393964,-0.06930900000000001
2022-11-01,-0.481321,-0.410847,-0.07047399999999998
2022-11-02,-0.498968,-0.463273,-0.03569500000000003
2022-11-03,-0.516223,-0.481321,-0.03490199999999999
2022-11-04,-0.533091,-0.498968,-0.03412299999999996
2022-11-07,-0.581363,-0.516223,-0.06513999999999998
2022-11-08,-0.596591,-0.533091,-0.0635
2022-11-09,-0.611385,-0.581363,-0.030021999999999993
2022-11-10,-0.625751,-0.596591,-0.029159999999999964
2022-11-11,-0.639693,-0.611385,-0.028308
2022-11-14,-0.678728,-0.625751,-0.05297700000000005
2022-11-15,-0.690415,-0.639693,-0.050722000000000045
2022-11-16,-0.701396,-0.678728,-0.02266800000000002
2022-11-17,-0.711675,-0.690415,-0.021259999999999946
2022-11-18,-0.721257,-0.701396,-0.019861000000000018
2022-11-21,-0.746786,-0.711675,-0.035111
2022-11-22,-0.755482,-0.721257,-0.03422499999999995
2022-11-23,-0.764432,-0.746786,-0.01764600000000005
2022-11-24,-0.773639,-0.755482,-0.01815699999999998
2022-11-25,-0.783108,-0.764432,-0.018676000000000026
2022-11-28,-0.812644,-0.773639,-0.03900500000000007
2022-11-29,-0.822248,-0.783108,-0.03913999999999995
2022-11-30,-0.831659,-0.812644,-0.019015000000000004
2022-12-01,-0.84088,-0.822248,-0.018631999999999982
2022-12-02,-0.847988,-0.831659,-0.016328999999999927
2022-12-05,-0.856657,-0.84088,-0.01577700000000004
2022-12-06,-0.855334,-0.847988,-0.007346000000000075
2022-12-07,-0.851905,-0.856657,0.0047519999999999785
2022-12-08,-0.846367,-0.855334,0.008967000000000058
2022-12-09,-0.83872,-0.851905,0.013185000000000002
2022-12-12,-0.803119,-0.846367,0.04324799999999995
2022-12-13,-0.787062,-0.83872,0.05165799999999998
2022-12-14,-0.768906,-0.803119,0.03421300000000005
2022-12-15,-0.748644,-0.787062,0.03841800000000006
2022-12-16,-0.726269,-0.768906,0.042636999999999925
2022-12-19,-0.646529,-0.748644,0.10211499999999996
2022-12-20,-0.615921,-0.726269,0.110348
2022-12-21,-0.583305,-0.646529,0.06322400000000006
2022-12-22,-0.548669,-0.615921,0.06725200000000009
2022-12-23,-0.512001,-0.583305,0.07130399999999992
2022-12-28,-0.297469,-0.548669,0.2512
2022-12-29,-0.248163,-0.512001,0.263838
2022-12-30,-0.196681,-0.297469,0.10078799999999999
2023-01-03,0.0161447,-0.248163,0.2643077
2023-01-04,0.0635347,-0.196681,0.2602157
2023-01-05,0.108127,0.0161447,0.0919823
2023-01-06,0.149938,0.0635347,0.08640329999999999
2023-01-09,0.258519,0.108127,0.150392
2023-01-10,0.288709,0.149938,0.138771
2023-01-11,0.315863,0.258519,0.057344000000000006
2023-01-12,0.339992,0.288709,0.05128300000000002
2023-01-13,0.361106,0.315863,0.04524299999999998
2023-01-16,0.406569,0.339992,0.066577
2023-01-17,0.415973,0.361106,0.054867
2023-01-18,0.422533,0.406569,0.015963999999999978
2023-01-19,0.426251,0.415973,0.01027800000000001
2023-01-20,0.427128,0.422533,0.004595000000000016
2023-01-23,0.412621,0.426251,-0.013629999999999975
2023-01-24,0.401939,0.427128,-0.025189000000000017
2023-01-25,0.388313,0.412621,-0.024307999999999996
2023-01-26,0.371737,0.401939,-0.030202000000000007
2023-01-27,0.352205,0.388313,-0.03610800000000003
2023-01-30,0.276573,0.371737,-0.09516399999999997
2023-01-31,0.246696,0.352205,-0.10550899999999999
2023-02-01,0.214598,0.276573,-0.061975
2023-02-02,0.183861,0.246696,-0.062835
2023-02-03,0.154474,0.214598,-0.06012400000000001
2023-02-06,0.0737589,0.183861,-0.1101021
2023-02-07,0.0485791,0.154474,-0.1058949
2023-02-08,0.0241553,0.0737589,-0.0496036
2023-02-09,0.000477918,0.0485791,-0.048101182
2023-02-10,-0.0224621,0.0241553,-0.0466174
2023-02-13,-0.0871831,0.000477918,-0.087661018
2023-02-14,-0.107735,-0.0224621,-0.0852729
2023-02-15,-0.12783,-0.0871831,-0.0406469
2023-02-16,-0.147475,-0.107735,-0.03974
2023-02-17,-0.166678,-0.12783,-0.038847999999999994
2023-02-20,-0.221946,-0.147475,-0.07447100000000001
2023-02-21,-0.239934,-0.166678,-0.07325600000000002
2023-02-22,-0.257757,-0.221946,-0.03581100000000001
2023-02-23,-0.275421,-0.239934,-0.03548700000000002
2023-02-24,-0.292934,-0.257757,-0.035177000000000014
2023-02-27,-0.343486,-0.275421,-0.06806499999999999
2023-02-28,-0.358172,-0.292934,-0.06523799999999996
2023-03-01,-0.371595,-0.343486,-0.028108999999999995
2023-03-02,-0.383332,-0.358172,-0.025160000000000016
2023-03-03,-0.393386,-0.371595,-0.021791000000000005
2023-03-06,-0.414597,-0.383332,-0.03126499999999999
2023-03-07,-0.420164,-0.393386,-0.02677799999999997
2023-03-08,-0.425166,-0.414597,-0.010568999999999995
2023-03-09,-0.429606,-0.420164,-0.009442000000000006
2023-03-10,-0.433486,-0.425166,-0.008319999999999994
2023-03-13,-0.441202,-0.429606,-0.011595999999999995
2023-03-14,-0.441705,-0.433486,-0.008219000000000032
2023-03-15,-0.44108,-0.441202,0.00012199999999995548
2023-03-16,-0.439324,-0.441705,0.002381000000000022
2023-03-17,-0.436439,-0.44108,0.004641000000000006
2023-03-20,-0.421111,-0.439324,0.01821299999999998
2023-03-21,-0.413934,-0.436439,0.022504999999999997
2023-03-22,-0.405739,-0.421111,0.015371999999999997
2023-03-23,-0.396523,-0.413934,0.01741100000000001
2023-03-24,-0.386282,-0.405739,0.019457000000000002
2023-03-27,-0.350254,-0.396523,0.046269000000000005
2023-03-28,-0.337635,-0.386282,0.048646999999999996
2023-03-29,-0.324852,-0.350254,0.025402000000000036
2023-03-30,-0.311897,-0.337635,0.02573800000000004
2023-03-31,-0.298767,-0.324852,0.02608499999999997
2023-04-03,-0.261382,-0.311897,0.05051499999999998
2023-04-04,-0.249721,-0.298767,0.049046000000000006
2023-04-05,-0.238305,-0.261382,0.023077000000000014
2023-04-06,-0.22713,-0.249721,0.022591
2023-04-11,-0.174678,-0.238305,0.06362699999999999
2023-04-12,-0.164821,-0.22713,0.062309
2023-04-13,-0.155162,-0.174678,0.019516000000000006
2023-04-14,-0.1457,-0.164821,0.019121
2023-04-17,-0.119288,-0.155162,0.03587399999999999
2023-04-18,-0.112251,-0.1457,0.03344899999999999
2023-04-19,-0.106232,-0.119288,0.013056000000000012
2023-04-20,-0.101229,-0.112251,0.011022000000000004
2023-04-21,-0.0972408,-0.106232,0.00899119999999999
2023-04-24,-0.0904667,-0.101229,0.010762300000000002
2023-04-25,-0.0887624,-0.0972408,0.008478399999999997
2023-04-26,-0.0871869,-0.0904667,0.0032797999999999994
2023-04-27,-0.0857399,-0.0887624,0.0030225000000000113
2023-04-28,-0.0844206,-0.0871869,0.0027662999999999993
2023-05-02,-0.0801209,-0.0857399,0.005618999999999999
2023-05-03,-0.0796773,-0.0844206,0.004743299999999992
2023-05-04,-0.0796186,-0.0801209,0.0005022999999999972
2023-05-05,-0.0799447,-0.0796773,-0.0002673999999999871
2023-05-09,-0.0865459,-0.0796186,-0.006927299999999997
2023-05-10,-0.090245,-0.0799447,-0.010300300000000012
2023-05-11,-0.0948142,-0.0865459,-0.008268300000000006
2023-05-12,-0.100255,-0.090245,-0.010009999999999991
2023-05-15,-0.121747,-0.0948142,-0.026932799999999993
2023-05-16,-0.130532,-0.100255,-0.030277000000000012
2023-05-17,-0.140118,-0.121747,-0.018371
2023-05-18,-0.15051,-0.130532,-0.019977999999999996
2023-05-19,-0.161711,-0.140118,-0.021593
2023-05-22,-0.200135,-0.15051,-0.049625
2023-05-23,-0.214457,-0.161711,-0.052746000000000015
2023-05-24,-0.229531,-0.200135,-0.029396000000000005
2023-05-25,-0.245364,-0.214457,-0.03090699999999999
2023-05-26,-0.261962,-0.229531,-0.03243099999999996
2023-05-30,-0.333469,-0.245364,-0.08810500000000002
2023-05-31,-0.35133,-0.261962,-0.089368
2023-06-01,-0.36911,-0.333469,-0.03564099999999998
2023-06-02,-0.384044,-0.35133,-0.03271400000000002
2023-06-05,-0.41265,-0.36911,-0.04354000000000002
2023-06-06,-0.417907,-0.384044,-0.033862999999999976
2023-06-07,-0.421167,-0.41265,-0.008516999999999997
2023-06-08,-0.422432,-0.417907,-0.004525000000000001
2023-06-09,-0.421702,-0.421167,-0.0005350000000000077
2023-06-12,-0.407704,-0.422432,0.014727999999999963
2023-06-13,-0.399322,-0.421702,0.02238000000000001
2023-06-14,-0.389106,-0.407704,0.018598000000000003
2023-06-15,-0.377051,-0.399322,0.022270999999999985
2023-06-16,-0.363154,-0.389106,0.02595200000000003
2023-06-19,-0.311408,-0.377051,0.065643
2023-06-20,-0.292199,-0.363154,0.07095499999999999
2023-06-21,-0.272174,-0.311408,0.03923399999999999
2023-06-22,-0.251326,-0.292199,0.04087299999999999
2023-06-23,-0.229647,-0.272174,0.04252700000000004
2023-06-26,-0.158065,-0.251326,0.09326099999999998
2023-06-27,-0.130031,-0.229647,0.09961599999999998
2023-06-28,-0.0996483,-0.158065,0.058416700000000016
2023-06-29,-0.0669045,-0.130031,0.0631265
2023-06-30,-0.0317873,-0.0996483,0.067861
2023-07-03,0.075149,-0.0669045,0.1420535
2023-07-04,0.105977,-0.0317873,0.1377643
2023-07-05,0.13423,0.075149,0.059080999999999995
2023-07-06,0.159917,0.105977,0.05394
2023-07-07,0.18305,0.13423,0.04882
2023-07-10,0.23787,0.159917,0.077953
2023-07-11,0.252199,0.18305,0.06914900000000002
2023-07-12,0.264677,0.23787,0.026806999999999997
2023-07-13,0.275308,0.252199,0.02310899999999999
2023-07-14,0.284097,0.264677,0.019419999999999993
2023-07-17,0.299489,0.275308,0.024181000000000008
2023-07-18,0.301032,0.284097,0.016935000000000033
2023-07-19,0.30079,0.299489,0.0013009999999999966
2023-07-20,0.298763,0.301032,-0.002269000000000021
2023-07-21,0.294951,0.30079,-0.005838999999999983
2023-07-24,0.273182,0.298763,-0.02558100000000002
2023-07-25,0.263001,0.294951,-0.031950000000000034
2023-07-26,0.251419,0.273182,-0.021762999999999977
2023-07-27,0.23843,0.263001,-0.024570999999999982
2023-07-28,0.22403,0.251419,-0.027388999999999997
2023-07-31,0.172704,0.23843,-0.065726
2023-08-01,0.1534,0.22403,-0.07063
2023-08-02,0.13594,0.172704,-0.03676399999999999
2023-08-03,0.120319,0.1534,-0.03308100000000001
2023-08-04,0.10653,0.13594,-0.029410000000000006
2023-08-07,0.0748638,0.120319,-0.0454552
2023-08-08,0.0658729,0.10653,-0.0406571
2023-08-09,0.0574513,0.0748638,-0.017412499999999997
2023-08-10,0.0495955,0.0658729,-0.016277399999999997
2023-08-11,0.0423027,0.0574513,-0.015148599999999998
2023-08-14,0.0238928,0.0495955,-0.025702700000000002
2023-08-15,0.0190615,0.0423027,-0.0232412
2023-08-16,0.0148991,0.0238928,-0.008993699999999999
2023-08-17,0.0114041,0.0190615,-0.007657399999999998
2023-08-18,0.00857505,0.0148991,-0.0063240499999999995
2023-08-21,0.00406515,0.0114041,-0.00733895
2023-08-22,0.00387313,0.00857505,-0.004701920000000001
2023-08-23,0.00433486,0.00406515,0.00026971000000000026
2023-08-24,0.00545052,0.00387313,0.0015773900000000006
2023-08-25,0.00722053,0.00433486,0.00288567
2023-08-29,0.020979,0.00545052,0.01552848
2023-08-30,0.0261536,0.00722053,0.01893307
2023-08-31,0.0320296,0.020979,0.011050599999999997
2023-09-01,0.0386094,0.0261536,0.012455800000000003
2023-09-04,0.0517324,0.0320296,0.0197028
2023-09-05,0.0542002,0.0386094,0.015590799999999995
2023-09-06,0.0557533,0.0517324,0.004020900000000001
2023-09-07,0.0563922,0.0542002,0.0021920000000000064
2023-09-08,0.0561173,0.0557533,0.0003640000000000032
2023-09-11,0.0490865,0.0563922,-0.007305700000000005
2023-09-12,0.0437113,0.0561173,-0.012406
2023-09-13,0.0366976,0.0490865,-0.012388900000000001
2023-09-14,0.0280424,0.0437113,-0.015668900000000003
2023-09-15,0.0177425,0.0366976,-0.018955099999999996
2023-09-18,-0.0222027,0.0280424,-0.0502451
2023-09-19,-0.0373962,0.0177425,-0.0551387
2023-09-20,-0.0533941,-0.0222027,-0.0311914
2023-09-21,-0.0702027,-0.0373962,-0.03280650000000001
2023-09-22,-0.0878284,-0.0533941,-0.0344343
2023-09-25,-0.14569,-0.0702027,-0.07548729999999998
2023-09-26,-0.166679,-0.0878284,-0.07885059999999999
2023-09-27,-0.188535,-0.14569,-0.04284500000000002
2023-09-28,-0.211266,-0.166679,-0.044587000000000016
2023-09-29,-0.234881,-0.188535,-0.046346
2023-10-02,-0.308707,-0.211266,-0.097441
2023-10-03,-0.331125,-0.234881,-0.096244
2023-10-04,-0.352062,-0.308707,-0.04335499999999998
2023-10-05,-0.371525,-0.331125,-0.04039999999999999
2023-10-06,-0.389521,-0.352062,-0.03745900000000002
2023-10-09,-0.434973,-0.371525,-0.063448
2023-10-10,-0.447562,-0.389521,-0.05804100000000001
2023-10-11,-0.45891,-0.434973,-0.023936999999999986
2023-10-12,-0.469023,-0.447562,-0.021461000000000008
2023-10-13,-0.477905,-0.45891,-0.01899500000000004
2023-10-16,-0.49631,-0.469023,-0.02728699999999995
2023-10-17,-0.498533,-0.477905,-0.02062799999999998
2023-10-18,-0.498655,-0.49631,-0.0023450000000000415
2023-10-19,-0.496676,-0.498533,0.0018569999999999975
2023-10-20,-0.492596,-0.498655,0.006059000000000037
2023-10-23,-0.468064,-0.496676,0.028612000000000026
2023-10-24,-0.456232,-0.492596,0.03636399999999995
2023-10-25,-0.442621,-0.468064,0.025442999999999993
2023-10-26,-0.427227,-0.456232,0.029005000000000003
2023-10-27,-0.410044,-0.442621,0.03257699999999997
2023-10-30,-0.347803,-0.427227,0.07942400000000005
2023-10-31,-0.323618,-0.410044,0.086426
2023-11-01,-0.297718,-0.347803,0.05008499999999999
2023-11-02,-0.272885,-0.323618,0.05073300000000003
2023-11-03,-0.249108,-0.297718,0.04860999999999999
2023-11-06,-0.183469,-0.272885,0.089416
2023-11-07,-0.162719,-0.249108,0.086389
2023-11-08,-0.142428,-0.183469,0.041040999999999994
2023-11-09,-0.122588,-0.162719,0.040131
2023-11-10,-0.103191,-0.142428,0.039236999999999994
2023-11-13,-0.0487662,-0.122588,0.07382179999999999
2023-11-14,-0.0334315,-0.103191,0.0697595
2023-11-15,-0.0196866,-0.0487662,0.029079600000000004
2023-11-16,-0.00752635,-0.0334315,0.025905150000000002
2023-11-17,0.00305403,-0.0196866,0.022740629999999998
2023-11-20,0.0260143,-0.00752635,0.03354065
2023-11-21,0.0316317,0.00305403,0.02857767
2023-11-22,0.036345,0.0260143,0.010330700000000002
2023-11-23,0.0401562,0.0316317,0.008524500000000004
2023-11-24,0.0430666,0.036345,0.006721599999999994
2023-11-27,0.0465384,0.0401562,0.006382199999999998
2023-11-28,0.0461244,0.0430666,0.0030578000000000063
2023-11-29,0.0449474,0.0465384,-0.0015910000000000021
2023-11-30,0.0430068,0.0461244,-0.003117600000000005
2023-12-01,0.0403019,0.0449474,-0.004645499999999997
2023-12-04,0.0276678,0.0430068,-0.015338999999999998
2023-12-05,0.0211083,0.0403019,-0.0191936
2023-12-06,0.0132665,0.0276678,-0.014401299999999999
2023-12-07,0.00413931,0.0211083,-0.01696899
2023-12-08,-0.00627677,0.0132665,-0.01954327
2023-12-11,-0.0447418,0.00413931,-0.04888111
2023-12-12,-0.0592399,-0.00627677,-0.05296313
2023-12-13,-0.0744921,-0.0447418,-0.029750300000000007
2023-12-14,-0.0905043,-0.0592399,-0.0312644
2023-12-15,-0.107283,-0.0744921,-0.0327909
2023-12-18,-0.162114,-0.0905043,-0.07160970000000001
2023-12-19,-0.181691,-0.107283,-0.07440799999999999
2023-12-20,-0.201902,-0.162114,-0.03978799999999999
2023-12-21,-0.222756,-0.181691,-0.04106500000000002
2023-12-22,-0.244261,-0.201902,-0.04235900000000001
2023-12-27,-0.367555,-0.222756,-0.144799
2023-12-28,-0.39696,-0.244261,-0.15269899999999997
2023-12-29,-0.428034,-0.367555,-0.060479000000000005
