Date,EPU Index
2020-05-31,1212.3
2020-06-01,606.93
2020-06-02,392.13
2020-06-03,678.07
2020-06-04,526.4
2020-06-05,490.81
2020-06-06,476.95
2020-06-07,733.41
2020-06-08,573.47
2020-06-09,573.96
2020-06-10,477.82
2020-06-11,612.93
2020-06-12,622.8
2020-06-13,611.67
2020-06-14,851.56
2020-06-15,557.69
2020-06-16,502.67
2020-06-17,630.85
2020-06-18,678.12
2020-06-19,690.72
2020-06-20,793.42
2020-06-21,833.07
2020-06-22,605.53
2020-06-23,567.58
2020-06-24,556.6
2020-06-25,525.06
2020-06-26,559.86
2020-06-27,434.99
2020-06-28,955.17
2020-06-29,689.22
2020-06-30,462.62
2020-07-01,690.94
2020-07-02,610.3
2020-07-03,504.78
2020-07-04,494.08
2020-07-05,734.5
2020-07-06,748.91
2020-07-07,473.03
2020-07-08,645.21
2020-07-09,498.01
2020-07-10,508.5
2020-07-11,509.68
2020-07-12,764.24
2020-07-13,435.65
2020-07-14,407.5
2020-07-15,572.17
2020-07-16,579.59
2020-07-17,692.5
2020-07-18,456.08
2020-07-19,892.67
2020-07-20,817.14
2020-07-21,667.35
2020-07-22,611.69
2020-07-23,566.38
2020-07-24,457.08
2020-07-25,429.7
2020-07-26,758.08
2020-07-27,699.32
2020-07-28,759.14
2020-07-29,617.76
2020-07-30,548.54
2020-07-31,517.7
2020-08-01,578.85
2020-08-02,778.98
2020-08-03,620
2020-08-04,542.33
2020-08-05,457.42
2020-08-06,581
2020-08-07,524.2
2020-08-08,672.78
2020-08-09,598.27
2020-08-10,593.25
2020-08-11,484.77
2020-08-12,480.15
2020-08-13,551.9
2020-08-14,444.53
2020-08-15,588.19
2020-08-16,871.93
2020-08-17,495.42
2020-08-18,397.72
2020-08-19,279.72
2020-08-20,566.29
2020-08-21,457.58
2020-08-22,514.63
2020-08-23,703.87
2020-08-24,550.62
2020-08-25,534.12
2020-08-26,337.68
2020-08-27,376.79
2020-08-28,465.86
2020-08-29,569.53
2020-08-30,444.73
2020-08-31,466.65
2020-09-01,381.86
2020-09-02,319.8
2020-09-03,444.16
2020-09-04,412.95
2020-09-05,416.32
2020-09-06,815.93
2020-09-07,1134.9
2020-09-08,296.64
2020-09-09,388.21
2020-09-10,412.15
2020-09-11,376
2020-09-12,375.1
2020-09-13,646.82
2020-09-14,484.94
2020-09-15,587.39
2020-09-16,421.04
2020-09-17,392.28
2020-09-18,366.56
2020-09-19,299.83
2020-09-20,715.57
2020-09-21,394.52
2020-09-22,218.21
2020-09-23,375.34
2020-09-24,382.27
2020-09-25,323.37
2020-09-26,229.94
2020-09-27,625.24
2020-09-28,416.8
2020-09-29,322.31
2020-09-30,419.47
2020-10-01,414.31
2020-10-02,422
2020-10-03,465.25
2020-10-04,507.63
2020-10-05,381.36
2020-10-06,516.08
2020-10-07,712.02
2020-10-08,493.58
2020-10-09,541.16
2020-10-10,622.77
2020-10-11,1004.88
2020-10-12,548.28
2020-10-13,301.82
2020-10-14,444.7
2020-10-15,367.87
2020-10-16,355.35
2020-10-17,288.13
2020-10-18,568.25
2020-10-19,414.4
2020-10-20,417.12
2020-10-21,308.15
2020-10-22,352.26
2020-10-23,267.71
2020-10-24,344.13
2020-10-25,606.72
2020-10-26,441.87
2020-10-27,280.56
2020-10-28,433.09
2020-10-29,553.14
2020-10-30,489.91
2020-10-31,406.54
2020-11-01,653.7
2020-11-02,599.3
2020-11-03,362.07
2020-11-04,661.31
2020-11-05,383.11
2020-11-06,535.38
2020-11-07,427.39
2020-11-08,453.3
2020-11-09,298.98
2020-11-10,324.92
2020-11-11,462.77
2020-11-12,335.55
2020-11-13,242.77
2020-11-14,310.99
2020-11-15,478.37
2020-11-16,391.61
2020-11-17,378.42
2020-11-18,276.11
2020-11-19,385.07
2020-11-20,366.39
2020-11-21,284.5
2020-11-22,445.99
2020-11-23,538.89
2020-11-24,370.55
2020-11-25,435.26
2020-11-26,410.93
2020-11-27,631.73
2020-11-28,325.16
2020-11-29,491.11
2020-11-30,390.69
2020-12-01,391.92
2020-12-02,357.59
2020-12-03,318.65
2020-12-04,320.51
2020-12-05,264
2020-12-06,745.97
2020-12-07,400.92
2020-12-08,313.53
2020-12-09,177.69
2020-12-10,302.97
2020-12-11,138.89
2020-12-12,261.39
2020-12-13,475.66
2020-12-14,400.76
2020-12-15,286.61
2020-12-16,243.87
2020-12-17,371.36
2020-12-18,332.09
2020-12-19,264.02
2020-12-20,502.38
2020-12-21,333.17
2020-12-22,257.08
2020-12-23,377.37
2020-12-24,372.08
2020-12-25,249.2
2020-12-26,1225.51
2020-12-27,586.24
2020-12-28,395.84
2020-12-29,407.71
2020-12-30,538.33
2020-12-31,472.85
2021-01-01,869.81
2021-01-02,442.43
2021-01-03,667.89
2021-01-04,1141.66
2021-01-05,405.99
2021-01-06,326.12
2021-01-07,249.98
2021-01-08,200.56
2021-01-09,271.44
2021-01-10,565.49
2021-01-11,525.75
2021-01-12,351.82
2021-01-13,308.9
2021-01-14,291.83
2021-01-15,260.76
2021-01-16,365.47
2021-01-17,316.43
2021-01-18,171.44
2021-01-19,256.39
2021-01-20,346.06
2021-01-21,395.68
2021-01-22,361.18
2021-01-23,215.39
2021-01-24,546.13
2021-01-25,415.49
2021-01-26,448.25
2021-01-27,418.49
2021-01-28,235.81
2021-01-29,321.31
2021-01-30,192.38
2021-01-31,408.1
2021-02-01,267.68
2021-02-02,330.84
2021-02-03,281.61
2021-02-04,241.23
2021-02-05,215.25
2021-02-06,236.81
2021-02-07,355.34
2021-02-08,237.45
2021-02-09,166.04
2021-02-10,202.39
2021-02-11,218.33
2021-02-12,355.8
2021-02-13,301.89
2021-02-14,278.28
2021-02-15,219.9
2021-02-16,236.06
2021-02-17,186.42
2021-02-18,203.95
2021-02-19,252.69
2021-02-20,162.88
2021-02-21,336.32
2021-02-22,218.93
2021-02-23,254.4
2021-02-24,297.09
2021-02-25,410.56
2021-02-26,330.21
2021-02-27,342.55
2021-02-28,394.21
2021-03-01,349.72
2021-03-02,229.38
2021-03-03,325.78
2021-03-04,218.77
2021-03-05,456.16
2021-03-06,389.37
2021-03-07,522.57
2021-03-08,1448.83
2021-03-09,382.41
2021-03-10,452.5
2021-03-11,548.44
2021-03-12,316.04
2021-03-13,231.74
2021-03-14,403.44
2021-03-15,634.63
2021-03-16,218.56
2021-03-17,414.15
2021-03-18,338.52
2021-03-19,498.42
2021-03-20,935.82
2021-03-21,239.56
2021-03-22,831.06
2021-03-23,393.3
2021-03-24,216.5
2021-03-25,376.27
2021-03-26,199.8
2021-03-27,124.91
2021-03-28,326.19
2021-03-29,287.69
2021-03-30,222.38
2021-03-31,283.81
2021-04-01,196.4
2021-04-02,249.53
2021-04-03,254.84
2021-04-04,398.84
2021-04-05,284.59
2021-04-06,214.71
2021-04-07,331.31
2021-04-08,227.38
2021-04-09,195.21
2021-04-10,210.44
2021-04-11,441.04
2021-04-12,146.65
2021-04-13,248.62
2021-04-14,141.03
2021-04-15,169.08
2021-04-16,131
2021-04-17,153.89
2021-04-18,213.31
2021-04-19,168.48
2021-04-20,151.53
2021-04-21,192.14
2021-04-22,207.93
2021-04-23,176.63
2021-04-24,203.56
2021-04-25,275.83
2021-04-26,177.96
2021-04-27,289.12
2021-04-28,166.97
2021-04-29,311.45
2021-04-30,143.31
2021-05-01,221.58
2021-05-02,231.35
2021-05-03,470.13
2021-05-04,228.22
2021-05-05,280.22
2021-05-06,203.56
2021-05-07,205.4
2021-05-08,275.74
2021-05-09,204.12
2021-05-10,296.73
2021-05-11,321.58
2021-05-12,150.34
2021-05-13,170.19
2021-05-14,151.72
2021-05-15,91.76
2021-05-16,323.88
2021-05-17,318.45
2021-05-18,215.17
2021-05-19,248.3
2021-05-20,280.7
2021-05-21,174.26
2021-05-22,143.2
2021-05-23,362.52
2021-05-24,277.12
2021-05-25,244.13
2021-05-26,120.84
2021-05-27,146.39
2021-05-28,274.46
2021-05-29,104.44
2021-05-30,158.03
2021-05-31,145.08
2021-06-01,249.78
2021-06-02,146.39
2021-06-03,207.29
2021-06-04,132.43
2021-06-05,63.11
2021-06-06,233.78
2021-06-07,210.87
2021-06-08,200
2021-06-09,305.73
2021-06-10,193.27
2021-06-11,281.1
2021-06-12,107.15
2021-06-13,254.55
2021-06-14,208.71
2021-06-15,182.3
2021-06-16,158.59
2021-06-17,172.24
2021-06-18,338.81
2021-06-19,140.75
2021-06-20,331.54
2021-06-21,230.72
2021-06-22,143.24
2021-06-23,168.62
2021-06-24,135.4
2021-06-25,203.51
2021-06-26,166.01
2021-06-27,515.99
2021-06-28,243.44
2021-06-29,286.93
2021-06-30,175.23
2021-07-01,185.21
2021-07-02,202.55
2021-07-03,113.51
2021-07-04,147.38
2021-07-05,203.08
2021-07-06,253.85
2021-07-07,130.27
2021-07-08,176.49
2021-07-09,128.06
2021-07-10,230.56
2021-07-11,169.37
2021-07-12,229.44
2021-07-13,300.55
2021-07-14,149.86
2021-07-15,331.85
2021-07-16,173.86
2021-07-17,226.27
2021-07-18,438.85
2021-07-19,291.97
2021-07-20,242.49
2021-07-21,224.05
2021-07-22,189.16
2021-07-23,248.3
2021-07-24,157.71
2021-07-25,246.83
2021-07-26,155.79
2021-07-27,191.71
2021-07-28,196.04
2021-07-29,247.87
2021-07-30,270.98
2021-07-31,188.92
2021-08-01,241.32
2021-08-02,177.41
2021-08-03,134.75
2021-08-04,115.39
2021-08-05,321.26
2021-08-06,130.93
2021-08-07,120.4
2021-08-08,293.61
2021-08-09,294.54
2021-08-10,607.13
2021-08-11,152.04
2021-08-12,108.81
2021-08-13,153.37
2021-08-14,178.19
2021-08-15,169.07
2021-08-16,188.1
2021-08-17,189.28
2021-08-18,178.93
2021-08-19,210.35
2021-08-20,160.19
2021-08-21,117.96
2021-08-22,540.29
2021-08-23,271.47
2021-08-24,131.94
2021-08-25,132.48
2021-08-26,90.32
2021-08-27,154.24
2021-08-28,223.54
2021-08-29,233.52
2021-08-30,203.97
2021-08-31,252.98
2021-09-01,172.74
2021-09-02,131.66
2021-09-03,169.23
2021-09-04,119.69
2021-09-05,386.14
2021-09-06,269.2
2021-09-07,351.24
2021-09-08,232.65
2021-09-09,185.72
2021-09-10,129.73
2021-09-11,164.44
2021-09-12,317.64
2021-09-13,244.81
2021-09-14,309.68
2021-09-15,194.94
2021-09-16,122.43
2021-09-17,112.24
2021-09-18,115.78
2021-09-19,221.66
2021-09-20,272.82
2021-09-21,241.5
2021-09-22,203.3
2021-09-23,114.34
2021-09-24,69.41
2021-09-25,115.88
2021-09-26,302.91
2021-09-27,369.14
2021-09-28,191.91
2021-09-29,159.66
2021-09-30,249.58
2021-10-01,155.2
2021-10-02,228.61
2021-10-03,260.61
2021-10-04,255.01
2021-10-05,132.06
2021-10-06,208.95
2021-10-07,195.14
2021-10-08,160.27
2021-10-09,348.99
2021-10-10,332.23
2021-10-11,151.03
2021-10-12,154.31
2021-10-13,187.76
2021-10-14,208.95
2021-10-15,112.94
2021-10-16,122.17
2021-10-17,471.75
2021-10-18,242.31
2021-10-19,152.52
2021-10-20,96.89
2021-10-21,158.56
2021-10-22,125.96
2021-10-23,133.69
2021-10-24,205.59
2021-10-25,196.53
2021-10-26,214.66
2021-10-27,160.55
2021-10-28,156.46
2021-10-29,172.25
2021-10-30,176.75
2021-10-31,212.18
2021-11-01,269.86
2021-11-02,244.45
2021-11-03,280.16
2021-11-04,294.31
2021-11-05,308.2
2021-11-06,316.1
2021-11-07,405.11
2021-11-08,553.72
2021-11-09,216.5
2021-11-10,77.47
2021-11-11,119.28
2021-11-12,259.86
2021-11-13,128.02
2021-11-14,364.92
2021-11-15,227.87
2021-11-16,200.42
2021-11-17,151.87
2021-11-18,245.09
2021-11-19,222.82
2021-11-20,275.9
2021-11-21,165.16
2021-11-22,105.96
2021-11-23,115.21
2021-11-24,188.9
2021-11-25,120.35
2021-11-26,155.89
2021-11-27,210.88
2021-11-28,206.27
2021-11-29,124.21
2021-11-30,151.67
2021-12-01,129.59
2021-12-02,101.82
2021-12-03,206.75
2021-12-04,195.9
2021-12-05,290.71
2021-12-06,136.55
2021-12-07,168.41
2021-12-08,135.37
2021-12-09,124.54
2021-12-10,126.71
2021-12-11,117.12
2021-12-12,268.4
2021-12-13,269.57
2021-12-14,139.72
2021-12-15,169.98
2021-12-16,230.02
2021-12-17,189.92
2021-12-18,168.29
2021-12-19,338.63
2021-12-20,291.07
2021-12-21,230.71
2021-12-22,246.54
2021-12-23,297.2
2021-12-24,185.29
2021-12-25,138.55
2021-12-26,392.04
2021-12-27,180.51
2021-12-28,265.54
2021-12-29,555.33
2021-12-30,318.7
2021-12-31,400.19
2022-01-01,258.8
2022-01-02,537.22
2022-01-03,333.66
2022-01-04,384
2022-01-05,299.96
2022-01-06,310.58
2022-01-07,349.82
2022-01-08,309.33
2022-01-09,97.5
2022-01-10,366.93
2022-01-11,362.98
2022-01-12,240.6
2022-01-13,254.32
2022-01-14,133.84
2022-01-15,178.75
2022-01-16,212.32
2022-01-17,369.88
2022-01-18,353.9
2022-01-19,299.31
2022-01-20,315.09
2022-01-21,327.52
2022-01-22,107.09
2022-01-23,239.08
2022-01-24,140.64
2022-01-25,246.27
2022-01-26,334.67
2022-01-27,163.46
2022-01-28,337.49
2022-01-29,400.35
2022-01-30,165.34
2022-01-31,318.42
2022-02-01,208.32
2022-02-02,223.58
2022-02-03,210.91
2022-02-04,153.08
2022-02-05,106.35
2022-02-06,168.15
2022-02-07,178.61
2022-02-08,275.87
2022-02-09,281.7
2022-02-10,272.62
2022-02-11,172.09
2022-02-12,304.27
2022-02-13,148.33
2022-02-14,223.9
2022-02-15,316.41
2022-02-16,380.57
2022-02-17,189.34
2022-02-18,288.44
2022-02-19,221.07
2022-02-20,210.89
2022-02-21,251.11
2022-02-22,123.23
2022-02-23,149.11
2022-02-24,258.79
2022-02-25,186.21
2022-02-26,223.39
2022-02-27,212.53
2022-02-28,174.31
2022-03-01,166.59
2022-03-02,318.91
2022-03-03,197.86
2022-03-04,297.35
2022-03-05,289.78
2022-03-06,347.7
2022-03-07,139.76
2022-03-08,272.19
2022-03-09,163.72
2022-03-10,207.37
2022-03-11,326.59
2022-03-12,246.32
2022-03-13,523.96
2022-03-14,246.14
2022-03-15,149.59
2022-03-16,185.7
2022-03-17,539.42
2022-03-18,318.29
2022-03-19,177.77
2022-03-20,213.07
2022-03-21,300.2
2022-03-22,174.87
2022-03-23,655.45
2022-03-24,684.53
2022-03-25,504.65
2022-03-26,126.14
2022-03-27,347.8
2022-03-28,244.03
2022-03-29,359.43
2022-03-30,228.05
2022-03-31,277.66
2022-04-01,135.43
2022-04-02,252.59
2022-04-03,145.4
2022-04-04,85.73
2022-04-05,142.06
2022-04-06,94.13
2022-04-07,210.63
2022-04-08,244.58
2022-04-09,136.45
2022-04-10,313.08
2022-04-11,154.28
2022-04-12,184.79
2022-04-13,55.77
2022-04-14,200.94
2022-04-15,287.64
2022-04-16,222.79
2022-04-17,42.1
2022-04-18,188.94
2022-04-19,159.37
2022-04-20,234.39
2022-04-21,35.99
2022-04-22,124.8
2022-04-23,191.46
2022-04-24,271.12
2022-04-25,123.29
2022-04-26,67.3
2022-04-27,311.69
2022-04-28,552.51
2022-04-29,122.54
2022-04-30,92.55
2022-05-01,194.03
2022-05-02,115.58
2022-05-03,203.37
2022-05-04,200.47
2022-05-05,97.58
2022-05-06,179.23
2022-05-07,76.33
2022-05-08,213.23
2022-05-09,280.21
2022-05-10,112.61
2022-05-11,208.34
2022-05-12,171.39
2022-05-13,122.76
2022-05-14,233.87
2022-05-15,188.72
2022-05-16,155.93
2022-05-17,158.29
2022-05-18,127.32
2022-05-19,542.54
2022-05-20,96.6
2022-05-21,193.08
2022-05-22,219.4
2022-05-23,252.82
2022-05-24,109.47
2022-05-25,164.81
2022-05-26,183.31
2022-05-27,181.38
2022-05-28,332.64
2022-05-29,131.91
2022-05-30,88.24
2022-05-31,260.08
2022-06-01,225.87
2022-06-02,170.32
2022-06-03,115.8
2022-06-04,98.83
2022-06-05,223.64
2022-06-06,237.37
2022-06-07,194.89
2022-06-08,245.92
2022-06-09,241.33
2022-06-10,112.29
2022-06-11,191.78
2022-06-12,166.66
2022-06-13,186.92
2022-06-14,227.69
2022-06-15,345.88
2022-06-16,148.82
2022-06-17,154.06
2022-06-18,140.01
2022-06-19,234.46
2022-06-20,161.3
2022-06-21,138.48
2022-06-22,185.46
2022-06-23,327.97
2022-06-24,188.24
2022-06-25,82.8
2022-06-26,211.56
2022-06-27,109.44
2022-06-28,67.29
2022-06-29,191.26
2022-06-30,113.91
2022-07-01,201.2
2022-07-02,128.75
2022-07-03,321.18
2022-07-04,163.53
2022-07-05,198.99
2022-07-06,584.96
2022-07-07,438.48
2022-07-08,532.69
2022-07-09,225.68
2022-07-10,349.35
2022-07-11,607.63
2022-07-12,171.09
2022-07-13,329.9
2022-07-14,255.5
2022-07-15,144.77
2022-07-16,175.3
2022-07-17,422.2
2022-07-18,156.67
2022-07-19,267.85
2022-07-20,184.9
2022-07-21,119.01
2022-07-22,134.37
2022-07-23,81.18
2022-07-24,278.86
2022-07-25,36.77
2022-07-26,66.65
2022-07-27,273.62
2022-07-28,379.55
2022-07-29,218.47
2022-07-30,279.79
2022-07-31,185.59
2022-08-01,230.05
2022-08-02,325.65
2022-08-03,251.89
2022-08-04,239.5
2022-08-05,167.53
2022-08-06,253.79
2022-08-07,282.97
2022-08-08,214.05
2022-08-09,217.51
2022-08-10,197.6
2022-08-11,90.62
2022-08-12,124.18
2022-08-13,168.75
2022-08-14,324.07
2022-08-15,132.17
2022-08-16,229.9
2022-08-17,176.61
2022-08-18,209.28
2022-08-19,70.3
2022-08-20,154.23
2022-08-21,223.59
2022-08-22,120.27
2022-08-23,148.11
2022-08-24,184.93
2022-08-25,171.46
2022-08-26,177.44
2022-08-27,128.32
2022-08-28,149.39
2022-08-29,78.35
2022-08-30,118.1
2022-08-31,321.27
2022-09-01,164.66
2022-09-02,182.75
2022-09-03,96.11
2022-09-04,435.72
2022-09-05,261.51
2022-09-06,436.42
2022-09-07,510.76
2022-09-08,533.78
2022-09-09,135.91
2022-09-10,172.85
2022-09-11,563.77
2022-09-12,231.38
2022-09-13,106.77
2022-09-14,141.44
2022-09-15,196.63
2022-09-16,132.15
2022-09-17,221.61
2022-09-18,271.93
2022-09-19,458.73
2022-09-20,356.01
2022-09-21,327.74
2022-09-22,340.35
2022-09-23,297.97
2022-09-24,417.47
2022-09-25,346.83
2022-09-26,354.64
2022-09-27,718.51
2022-09-28,1223.45
2022-09-29,525.94
2022-09-30,381.34
2022-10-01,307.28
2022-10-02,487.45
2022-10-03,424.64
2022-10-04,326.82
2022-10-05,761.39
2022-10-06,491.55
2022-10-07,410.71
2022-10-08,188.39
2022-10-09,220.85
2022-10-10,258.87
2022-10-11,373.98
2022-10-12,547.91
2022-10-13,748.17
2022-10-14,407.13
2022-10-15,609.64
2022-10-16,432.69
2022-10-17,1657.06
2022-10-18,1091.83
2022-10-19,1556.81
2022-10-20,686.01
2022-10-21,770.44
2022-10-22,508.28
2022-10-23,673.67
2022-10-24,394.66
2022-10-25,605.28
2022-10-26,802.51
2022-10-27,386.55
2022-10-28,398.56
2022-10-29,345.14
2022-10-30,363.29
2022-10-31,97.54
2022-11-01,228.41
2022-11-02,421.31
2022-11-03,545.58
2022-11-04,271.58
2022-11-05,185.76
2022-11-06,206.77
2022-11-07,284.1
2022-11-08,382.61
2022-11-09,501.68
2022-11-10,378.16
2022-11-11,362.29
2022-11-12,339.25
2022-11-13,390.4
2022-11-14,314.64
2022-11-15,187.59
2022-11-16,358.61
2022-11-17,513.07
2022-11-18,520.57
2022-11-19,419.36
2022-11-20,190.35
2022-11-21,268.4
2022-11-22,248.13
2022-11-23,265.29
2022-11-24,218.9
2022-11-25,226.94
2022-11-26,78.79
2022-11-27,211.1
2022-11-28,230.83
2022-11-29,279.88
2022-11-30,212.05
2022-12-01,219.97
2022-12-02,490.23
2022-12-03,174.53
2022-12-04,236.59
2022-12-05,1529.24
2022-12-06,213.92
2022-12-07,194.59
2022-12-08,250.64
2022-12-09,144.26
2022-12-10,360.75
2022-12-11,216.62
2022-12-12,246.98
2022-12-13,178.43
2022-12-14,602.59
2022-12-15,197.4
2022-12-16,354.68
2022-12-17,82.5
2022-12-18,304.22
2022-12-19,166.34
2022-12-20,116.38
2022-12-21,131.5
2022-12-22,177.63
2022-12-23,100.89
2022-12-24,151.89
2022-12-25,118.23
2022-12-26,94.83
2022-12-27,122.4
2022-12-28,50.78
2022-12-29,286.71
2022-12-30,78.79
2022-12-31,310.61
2023-01-01,501.91
2023-01-02,18.09
2023-01-03,243.81
2023-01-04,279.52
2023-01-05,401.46
2023-01-06,157.26
2023-01-07,153.81
2023-01-08,155.68
2023-01-09,314.39
2023-01-10,224.72
2023-01-11,358.63
2023-01-12,403.58
2023-01-13,96.35
2023-01-14,244.2
2023-01-15,114.35
2023-01-16,124.37
2023-01-17,275.04
2023-01-18,272.91
2023-01-19,229.64
2023-01-20,381.46
2023-01-21,116.21
2023-01-22,58.11
2023-01-23,112.84
2023-01-24,193.63
2023-01-25,116.71
2023-01-26,257.95
2023-01-27,141.76
2023-01-28,128.78
2023-01-29,180.23
2023-01-30,239.44
2023-01-31,270.87
2023-02-01,182.71
2023-02-02,153.19
2023-02-03,297.93
2023-02-04,100.75
2023-02-05,206.18
2023-02-06,182.09
2023-02-07,207.74
2023-02-08,448.21
2023-02-09,247.48
2023-02-10,157.5
2023-02-11,199.56
2023-02-12,188.62
2023-02-13,62.82
2023-02-14,199.27
2023-02-15,219.63
2023-02-16,265.44
2023-02-17,148.32
2023-02-18,104.46
2023-02-19,204.81
2023-02-20,253.99
2023-02-21,132.49
2023-02-22,373.02
2023-02-23,280.83
2023-02-24,155.84
2023-02-25,100.75
2023-02-26,61.05
2023-02-27,169.84
2023-02-28,275.4
2023-03-01,445.96
2023-03-02,282.36
2023-03-03,174.45
2023-03-04,91.55
2023-03-05,140.41
2023-03-06,160.47
2023-03-07,327.93
2023-03-08,257.67
2023-03-09,124.25
2023-03-10,134.08
2023-03-11,239.26
2023-03-12,79.98
2023-03-13,46.85
2023-03-14,318.01
2023-03-15,290.24
2023-03-16,341.23
2023-03-17,156.78
2023-03-18,197.78
2023-03-19,124.21
2023-03-20,46.07
2023-03-21,63.07
2023-03-22,108.96
2023-03-23,324.58
2023-03-24,114.5
2023-03-25,147.93
2023-03-26,126.12
2023-03-27,180.42
2023-03-28,582.91
2023-03-29,97.68
2023-03-30,208.86
2023-03-31,224.24
2023-04-01,77.13
2023-04-02,162.4
2023-04-03,162.39
2023-04-04,272.25
2023-04-05,122.06
2023-04-06,200.58
2023-04-07,154.17
2023-04-08,61.94
2023-04-09,135.21
2023-04-10,92.91
2023-04-11,144.58
2023-04-12,272.09
2023-04-13,109.16
2023-04-14,67.95
2023-04-15,89.36
2023-04-16,199.24
2023-04-17,124.16
2023-04-18,205.33
2023-04-19,233.88
2023-04-20,144.91
2023-04-21,126.05
2023-04-22,76.19
2023-04-23,183.72
2023-04-24,146.56
2023-04-25,1065.08
2023-04-26,149.17
2023-04-27,106.02
2023-04-28,176.36
2023-04-29,92.93
2023-04-30,126.09
2023-05-01,18.87
2023-05-02,88.02
2023-05-03,228.56
2023-05-04,274.8
2023-05-05,144.1
2023-05-06,15.06
2023-05-07,344.31
2023-05-08,38.43
2023-05-09,143.86
2023-05-10,165.68
2023-05-11,126.7
2023-05-12,95.66
2023-05-13,43.91
2023-05-14,130.73
2023-05-15,32.07
2023-05-16,215.83
2023-05-17,173.03
2023-05-18,200.01
2023-05-19,225.89
2023-05-20,187.46
2023-05-21,109.72
2023-05-22,447.91
2023-05-23,45.6
2023-05-24,592.74
2023-05-25,177.08
2023-05-26,180.22
2023-05-27,141.25
2023-05-28,20.84
2023-05-29,221.86
2023-05-30,16.66
2023-05-31,169.27
2023-06-01,198.26
2023-06-02,275.72
2023-06-03,128.12
2023-06-04,85.14
2023-06-05,86.44
2023-06-06,78.11
2023-06-07,127.36
2023-06-08,267.85
2023-06-09,238.84
2023-06-10,46.94
2023-06-11,44.98
2023-06-12,153.81
2023-06-13,95.78
2023-06-14,221.02
2023-06-15,243.35
2023-06-16,201.36
2023-06-17,83.57
2023-06-18,44.89
2023-06-19,139.46
2023-06-20,211.24
2023-06-21,241.79
2023-06-22,333.3
2023-06-23,167.65
2023-06-24,260.66
2023-06-25,133.2
2023-06-26,34.41
2023-06-27,356.14
2023-06-28,110.22
2023-06-29,94.47
2023-06-30,147.96
2023-07-01,95.22
2023-07-02,109.51
2023-07-03,67.55
2023-07-04,118
2023-07-05,26.61
2023-07-06,181.48
2023-07-07,144.84
2023-07-08,122.33
2023-07-09,120.83
2023-07-10,219.64
2023-07-11,69.71
2023-07-12,29.41
2023-07-13,215.76
2023-07-14,75.52
2023-07-15,146.43
2023-07-16,124.31
2023-07-17,140.27
2023-07-18,212.48
2023-07-19,68.84
2023-07-20,237.82
2023-07-21,119.91
2023-07-22,112.64
2023-07-23,131.08
2023-07-24,153.78
2023-07-25,186.75
2023-07-26,304.02
2023-07-27,195.51
2023-07-28,188.77
2023-07-29,217.66
2023-07-30,183.8
2023-07-31,71.42
2023-08-01,108.38
2023-08-02,235.46
2023-08-03,176.42
2023-08-04,157
2023-08-05,66.59
2023-08-06,67.07
2023-08-07,195.37
2023-08-08,240.76
2023-08-09,144.69
2023-08-10,290.26
2023-08-11,122.51
2023-08-12,221.03
2023-08-13,20.77
2023-08-14,281.32
2023-08-15,266.73
2023-08-16,189.95
2023-08-17,378.52
2023-08-18,74.86
2023-08-19,146.68
2023-08-20,179.8
2023-08-21,219.52
2023-08-22,181.97
2023-08-23,141.07
2023-08-24,349.94
2023-08-25,125.99
2023-08-26,60.65
2023-08-27,62.59
2023-08-28,382.69
2023-08-29,171
2023-08-30,144.32
2023-08-31,313.73
2023-09-01,121.45
2023-09-02,226.16
2023-09-03,90.99
2023-09-04,85.11
2023-09-05,84.91
2023-09-06,329.88
2023-09-07,147.3
2023-09-08,105.42
2023-09-09,94.61
2023-09-10,241
2023-09-11,254.88
2023-09-12,69.81
2023-09-13,98.92
2023-09-14,206.7
2023-09-15,171.8
2023-09-16,208.89
2023-09-17,154.04
2023-09-18,253.12
2023-09-19,243.9
2023-09-20,184.81
2023-09-21,152.74
2023-09-22,214.48
2023-09-23,262.57
2023-09-24,260.43
2023-09-25,285.46
2023-09-26,117.74
2023-09-27,331.94
2023-09-28,125.66
2023-09-29,164.83
2023-09-30,223.46
2023-10-01,86.48
2023-10-02,152.31
2023-10-03,151.03
2023-10-04,155.39
2023-10-05,112.09
2023-10-06,188.3
2023-10-07,190.28
2023-10-08,158.74
2023-10-09,189.91
2023-10-10,791.43
2023-10-11,347.21
2023-10-12,153.68
2023-10-13,166.46
2023-10-14,200.35
2023-10-15,166.44
2023-10-16,200.46
2023-10-17,104.11
2023-10-18,178.99
2023-10-19,128.79
2023-10-20,196.21
2023-10-21,129.48
2023-10-22,138.22
2023-10-23,53.86
2023-10-24,156.6
2023-10-25,371.59
2023-10-26,668.47
2023-10-27,146.64
2023-10-28,112.23
2023-10-29,179.96
2023-10-30,631.76
2023-10-31,315.68
2023-11-01,147.01
2023-11-02,168.72
2023-11-03,103.24
2023-11-04,146.93
2023-11-05,115.79
2023-11-06,201.6
2023-11-07,71.36
2023-11-08,265.48
2023-11-09,97.39
2023-11-10,167.43
2023-11-11,64.82
2023-11-12,457.59
2023-11-13,18.07
2023-11-14,127.4
2023-11-15,119.61
2023-11-16,186.2
2023-11-17,147.87
2023-11-18,152.33
2023-11-19,45.63
2023-11-20,73.29
2023-11-21,180.65
2023-11-22,231.09
2023-11-23,310.12
2023-11-24,133.48
