date,Price,Open,High,Low,Vol.,Change %
19/11/2021,7223.57,7255.96,7289.51,7198.76,1.14B,-0.45%
18/11/2021,7255.96,7291.20,7291.26,7241.99,582.17M,-0.48%
17/11/2021,7291.20,7326.97,7326.97,7289.98,974.73M,-0.49%
16/11/2021,7326.97,7351.86,7368.25,7324.13,798.26M,-0.34%
15/11/2021,7351.86,7347.91,7363.48,7324.11,603.83M,0.05%
12/11/2021,7347.91,7384.18,7402.68,7340.49,730.84M,-0.49%
11/11/2021,7384.18,7340.15,7394.41,7329.68,672.66M,0.60%
10/11/2021,7340.15,7274.04,7340.15,7270.11,864.17M,0.91%
09/11/2021,7274.04,7300.40,7314.13,7268.79,780.38M,-0.36%
08/11/2021,7300.40,7303.96,7316.54,7293.50,617.44M,-0.05%
05/11/2021,7303.96,7279.91,7331.25,7270.03,751.64M,0.33%
04/11/2021,7279.91,7248.89,7292.96,7247.59,983.13M,0.43%
03/11/2021,7248.89,7274.81,7277.64,7235.32,729.03M,-0.36%
02/11/2021,7274.81,7288.62,7288.62,7240.02,787.96M,-0.19%
01/11/2021,7288.62,7237.57,7303.39,7237.57,643.73M,0.71%
29/10/2021,7237.57,7249.47,7249.47,7192.05,874.75M,-0.16%
28/10/2021,7249.47,7253.27,7257.85,7219.71,676.36M,-0.05%
27/10/2021,7253.27,7277.62,7280.45,7247.25,606.50M,-0.33%
26/10/2021,7277.62,7222.82,7281.17,7222.82,670.41M,0.76%
25/10/2021,7222.82,7204.55,7247.53,7204.55,590.62M,0.25%
22/10/2021,7204.55,7190.30,7235.19,7190.30,482.74M,0.20%
21/10/2021,7190.30,7223.10,7227.06,7181.70,615.50M,-0.45%
20/10/2021,7223.10,7217.53,7229.26,7199.29,624.84M,0.08%
19/10/2021,7217.53,7203.83,7223.29,7189.50,677.32M,0.19%
18/10/2021,7203.83,7234.03,7234.03,7180.20,580.84M,-0.42%
15/10/2021,7234.03,7207.71,7243.85,7206.26,812.23M,0.37%
14/10/2021,7207.71,7141.82,7216.15,7141.82,785.96M,0.92%
13/10/2021,7141.82,7130.23,7152.87,7087.93,1.04B,0.16%
12/10/2021,7130.23,7146.85,7146.85,7063.43,815.61M,-0.23%
11/10/2021,7146.85,7095.55,7146.85,7085.85,709.51M,0.72%
08/10/2021,7095.55,7078.04,7109.34,7070.53,704.10M,0.25%
07/10/2021,7078.04,6995.87,7094.93,6995.87,709.62M,1.17%
06/10/2021,6995.87,7077.10,7077.10,6945.50,939.50M,-1.15%
05/10/2021,7077.10,7011.01,7084.52,7011.01,824.59M,0.94%
04/10/2021,7011.01,7027.07,7072.48,7002.72,792.85M,-0.23%
01/10/2021,7027.07,7086.42,7086.42,6989.64,815.42M,-0.84%
30/09/2021,7086.42,7108.16,7159.61,7072.57,867.45M,-0.31%
29/09/2021,7108.16,7028.10,7117.52,7026.85,810.52M,1.14%
28/09/2021,7028.10,7063.40,7071.36,7015.58,818.88M,-0.50%
